time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr1_XFMR_Tap;StepUp_Xfmr2_XFMR_Tap;Wind_Turbine1_GEN_InjectedActiveCurrent;Wind_Turbine1_GEN_InjectedReactiveCurrent;Wind_Turbine1_GEN_AVRSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_InjectedActiveCurrent;Wind_Turbine2_GEN_InjectedReactiveCurrent;Wind_Turbine2_GEN_AVRSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;4.167e-01;-5.800e-07;3.989e-01;-5.985e-07;1.047e+00;1.047e+00;1.044e+00;7.500e-01;-1.005e-06;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.043e+00;5.000e+01;4.042e-01;-6.511e-03;1.043e+00;5.000e+01;5.000e+01
0.097024000;1.044e+00;4.167e-01;-1.790e-04;3.989e-01;-1.713e-04;1.047e+00;1.047e+00;1.044e+00;7.500e-01;-3.220e-04;1.000e+01;1.000e+01;4.042e-01;-6.341e-03;1.043e+00;5.000e+01;4.042e-01;-6.341e-03;1.043e+00;5.000e+01;5.000e+01
0.098024000;1.044e+00;4.167e-01;-1.812e-04;3.990e-01;-1.734e-04;1.047e+00;1.047e+00;1.044e+00;7.500e-01;-3.260e-04;1.000e+01;1.000e+01;4.042e-01;-6.339e-03;1.043e+00;5.000e+01;4.042e-01;-6.339e-03;1.043e+00;5.000e+01;5.000e+01
0.164024000;1.044e+00;4.167e-01;-3.350e-04;3.990e-01;-3.208e-04;1.047e+00;1.047e+00;1.044e+00;7.500e-01;-6.030e-04;1.000e+01;1.000e+01;4.042e-01;-6.192e-03;1.043e+00;5.000e+01;4.042e-01;-6.192e-03;1.043e+00;5.000e+01;5.000e+01
0.165024000;1.044e+00;4.167e-01;-3.372e-04;3.990e-01;-3.228e-04;1.046e+00;1.046e+00;1.044e+00;7.500e-01;-6.070e-04;1.000e+01;1.000e+01;4.042e-01;-6.190e-03;1.043e+00;5.000e+01;4.042e-01;-6.190e-03;1.043e+00;5.000e+01;5.000e+01
0.174024000;1.044e+00;4.167e-01;-3.589e-04;3.990e-01;-3.436e-04;1.046e+00;1.046e+00;1.044e+00;7.500e-01;-6.460e-04;1.000e+01;1.000e+01;4.042e-01;-6.169e-03;1.043e+00;5.000e+01;4.042e-01;-6.169e-03;1.043e+00;5.000e+01;5.000e+01
0.175024000;1.044e+00;4.167e-01;-3.617e-04;3.990e-01;-3.462e-04;1.046e+00;1.046e+00;1.044e+00;7.500e-01;-6.510e-04;1.000e+01;1.000e+01;4.043e-01;-6.167e-03;1.043e+00;5.000e+01;4.042e-01;-6.167e-03;1.043e+00;5.000e+01;5.000e+01
0.176024000;1.044e+00;4.167e-01;-3.639e-04;3.990e-01;-3.483e-04;1.046e+00;1.046e+00;1.044e+00;7.500e-01;-6.550e-04;1.000e+01;1.000e+01;4.043e-01;-6.164e-03;1.043e+00;5.000e+01;4.043e-01;-6.164e-03;1.043e+00;5.000e+01;5.000e+01
0.182024000;1.044e+00;4.167e-01;-3.783e-04;3.990e-01;-3.622e-04;1.046e+00;1.046e+00;1.044e+00;7.500e-01;-6.810e-04;1.000e+01;1.000e+01;4.043e-01;-6.150e-03;1.043e+00;5.000e+01;4.043e-01;-6.150e-03;1.043e+00;5.000e+01;5.000e+01
0.187024000;1.044e+00;4.167e-01;-3.906e-04;3.990e-01;-3.739e-04;1.046e+00;1.046e+00;1.044e+00;7.500e-01;-7.030e-04;1.000e+01;1.000e+01;4.043e-01;-6.139e-03;1.043e+00;5.000e+01;4.043e-01;-6.139e-03;1.043e+00;5.000e+01;5.000e+01
0.196024000;1.044e+00;4.167e-01;-4.128e-04;3.990e-01;-3.952e-04;1.046e+00;1.046e+00;1.044e+00;7.500e-01;-7.430e-04;1.000e+01;1.000e+01;4.043e-01;-6.118e-03;1.043e+00;5.000e+01;4.043e-01;-6.118e-03;1.043e+00;5.000e+01;5.000e+01
0.413024000;1.044e+00;4.167e-01;-9.707e-04;3.990e-01;-9.295e-04;1.046e+00;1.046e+00;1.044e+00;7.500e-01;-1.747e-03;1.000e+01;1.000e+01;4.043e-01;-5.586e-03;1.043e+00;5.000e+01;4.043e-01;-5.586e-03;1.043e+00;5.000e+01;5.000e+01
0.414024000;1.044e+00;4.167e-01;-9.729e-04;3.991e-01;-9.317e-04;1.046e+00;1.046e+00;1.044e+00;7.500e-01;-1.751e-03;1.000e+01;1.000e+01;4.043e-01;-5.583e-03;1.043e+00;5.000e+01;4.043e-01;-5.583e-03;1.043e+00;5.000e+01;5.000e+01
0.458024000;1.044e+00;4.167e-01;-1.088e-03;3.991e-01;-1.042e-03;1.046e+00;1.046e+00;1.044e+00;7.500e-01;-1.959e-03;1.000e+01;1.000e+01;4.043e-01;-5.473e-03;1.043e+00;5.000e+01;4.043e-01;-5.473e-03;1.043e+00;5.000e+01;5.000e+01
0.459024000;1.044e+00;4.167e-01;-1.091e-03;3.991e-01;-1.045e-03;1.046e+00;1.046e+00;1.044e+00;7.500e-01;-1.964e-03;1.000e+01;1.000e+01;4.044e-01;-5.471e-03;1.043e+00;5.000e+01;4.044e-01;-5.471e-03;1.043e+00;5.000e+01;5.000e+01
0.710024000;1.044e+00;4.167e-01;-1.746e-03;3.991e-01;-1.673e-03;1.046e+00;1.046e+00;1.044e+00;7.500e-01;-3.143e-03;1.000e+01;1.000e+01;4.044e-01;-4.845e-03;1.043e+00;5.000e+01;4.044e-01;-4.845e-03;1.043e+00;5.000e+01;5.000e+01
