time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;Wind_Turbine1_GEN_UPuInjTerminal;Wind_Turbine1_GEN_IpInjTerminal;Wind_Turbine1_GEN_IqInjTerminal;Wind_Turbine2_GEN_UPuInjTerminal;Wind_Turbine2_GEN_IpInjTerminal;Wind_Turbine2_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr1_XFMR_Tap;StepUp_Xfmr2_XFMR_Tap;Wind_Turbine1_GEN_AVRSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_AVRSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;NetworkFrequencyPu
19.992050000;1.071e+00;4.270e-01;2.275e-01;3.989e-01;2.125e-01;1.147e+00;1.147e+00;1.076e+00;2.011e-01;1.094e-01;1.076e+00;2.011e-01;1.094e-01;1.071e+00;7.687e-01;4.094e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
19.992306000;1.074e+00;4.283e-01;2.281e-01;3.989e-01;2.124e-01;1.150e+00;1.150e+00;1.079e+00;2.011e-01;1.094e-01;1.079e+00;2.011e-01;1.094e-01;1.074e+00;7.710e-01;4.105e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
19.993074000;1.084e+00;4.322e-01;2.298e-01;3.988e-01;2.120e-01;1.161e+00;1.161e+00;1.089e+00;2.011e-01;1.092e-01;1.089e+00;2.011e-01;1.092e-01;1.084e+00;7.779e-01;4.136e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
19.993330000;1.087e+00;4.334e-01;2.303e-01;3.987e-01;2.119e-01;1.164e+00;1.164e+00;1.092e+00;2.010e-01;1.091e-01;1.092e+00;2.010e-01;1.091e-01;1.087e+00;7.802e-01;4.145e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
19.993842000;1.094e+00;4.359e-01;2.313e-01;3.987e-01;2.115e-01;1.171e+00;1.171e+00;1.099e+00;2.010e-01;1.089e-01;1.099e+00;2.010e-01;1.089e-01;1.094e+00;7.847e-01;4.163e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
19.994303000;1.099e+00;4.382e-01;2.321e-01;3.986e-01;2.111e-01;1.177e+00;1.177e+00;1.105e+00;2.010e-01;1.087e-01;1.105e+00;2.010e-01;1.087e-01;1.099e+00;7.887e-01;4.178e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
19.994764000;1.105e+00;4.404e-01;2.329e-01;3.985e-01;2.107e-01;1.183e+00;1.183e+00;1.111e+00;2.009e-01;1.085e-01;1.111e+00;2.009e-01;1.085e-01;1.105e+00;7.928e-01;4.192e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
19.995224000;1.111e+00;4.426e-01;2.336e-01;3.983e-01;2.102e-01;1.189e+00;1.189e+00;1.117e+00;2.009e-01;1.082e-01;1.117e+00;2.009e-01;1.082e-01;1.111e+00;7.967e-01;4.204e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
19.995685000;1.117e+00;4.448e-01;2.342e-01;3.982e-01;2.096e-01;1.195e+00;1.195e+00;1.122e+00;2.008e-01;1.079e-01;1.122e+00;2.008e-01;1.079e-01;1.117e+00;8.007e-01;4.215e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
19.996146000;1.123e+00;4.470e-01;2.347e-01;3.980e-01;2.090e-01;1.201e+00;1.201e+00;1.128e+00;2.007e-01;1.076e-01;1.128e+00;2.007e-01;1.076e-01;1.123e+00;8.046e-01;4.225e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
19.996607000;1.129e+00;4.491e-01;2.352e-01;3.978e-01;2.084e-01;1.207e+00;1.207e+00;1.134e+00;2.007e-01;1.073e-01;1.134e+00;2.007e-01;1.073e-01;1.129e+00;8.084e-01;4.234e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
19.997528000;1.141e+00;4.533e-01;2.359e-01;3.974e-01;2.069e-01;1.219e+00;1.219e+00;1.146e+00;2.005e-01;1.065e-01;1.146e+00;2.005e-01;1.065e-01;1.141e+00;8.160e-01;4.247e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
19.997989000;1.147e+00;4.554e-01;2.362e-01;3.972e-01;2.060e-01;1.225e+00;1.225e+00;1.152e+00;2.003e-01;1.060e-01;1.152e+00;2.003e-01;1.060e-01;1.147e+00;8.197e-01;4.251e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
19.998911000;1.158e+00;4.594e-01;2.365e-01;3.966e-01;2.041e-01;1.237e+00;1.237e+00;1.164e+00;2.001e-01;1.051e-01;1.164e+00;2.001e-01;1.051e-01;1.158e+00;8.269e-01;4.256e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
19.999372000;1.164e+00;4.614e-01;2.365e-01;3.963e-01;2.031e-01;1.243e+00;1.243e+00;1.169e+00;1.999e-01;1.046e-01;1.169e+00;1.999e-01;1.046e-01;1.164e+00;8.305e-01;4.256e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
19.999832000;1.170e+00;4.633e-01;2.364e-01;3.960e-01;2.020e-01;1.249e+00;1.249e+00;1.175e+00;1.998e-01;1.040e-01;1.175e+00;1.998e-01;1.040e-01;1.170e+00;8.340e-01;4.255e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.000004000;1.172e+00;4.640e-01;2.364e-01;3.959e-01;2.016e-01;1.251e+00;1.251e+00;1.177e+00;1.997e-01;1.038e-01;1.177e+00;1.997e-01;1.038e-01;1.172e+00;8.353e-01;4.254e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.000252000;1.175e+00;4.651e-01;2.363e-01;3.957e-01;2.010e-01;1.254e+00;1.254e+00;1.181e+00;1.996e-01;1.035e-01;1.181e+00;1.996e-01;1.035e-01;1.175e+00;8.371e-01;4.253e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.001020000;1.185e+00;4.682e-01;2.359e-01;3.950e-01;1.990e-01;1.264e+00;1.264e+00;1.190e+00;1.993e-01;1.025e-01;1.190e+00;1.993e-01;1.025e-01;1.185e+00;8.428e-01;4.246e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.002044000;1.198e+00;4.722e-01;2.350e-01;3.941e-01;1.961e-01;1.276e+00;1.276e+00;1.203e+00;1.989e-01;1.010e-01;1.203e+00;1.989e-01;1.010e-01;1.198e+00;8.500e-01;4.230e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.002556000;1.205e+00;4.742e-01;2.344e-01;3.935e-01;1.945e-01;1.283e+00;1.283e+00;1.210e+00;1.986e-01;1.002e-01;1.210e+00;1.986e-01;1.002e-01;1.205e+00;8.535e-01;4.219e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.003068000;1.211e+00;4.761e-01;2.337e-01;3.930e-01;1.929e-01;1.289e+00;1.289e+00;1.216e+00;1.984e-01;9.938e-02;1.216e+00;1.984e-01;9.938e-02;1.211e+00;8.570e-01;4.207e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.003580000;1.218e+00;4.780e-01;2.329e-01;3.924e-01;1.912e-01;1.295e+00;1.295e+00;1.223e+00;1.981e-01;9.853e-02;1.223e+00;1.981e-01;9.853e-02;1.218e+00;8.603e-01;4.193e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.004604000;1.231e+00;4.816e-01;2.311e-01;3.912e-01;1.877e-01;1.308e+00;1.308e+00;1.236e+00;1.975e-01;9.674e-02;1.236e+00;1.975e-01;9.674e-02;1.231e+00;8.669e-01;4.160e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.005116000;1.238e+00;4.833e-01;2.300e-01;3.906e-01;1.859e-01;1.314e+00;1.314e+00;1.242e+00;1.972e-01;9.581e-02;1.242e+00;1.972e-01;9.581e-02;1.238e+00;8.700e-01;4.141e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.005628000;1.244e+00;4.851e-01;2.289e-01;3.899e-01;1.840e-01;1.320e+00;1.320e+00;1.249e+00;1.969e-01;9.484e-02;1.249e+00;1.969e-01;9.484e-02;1.244e+00;8.731e-01;4.120e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.006140000;1.251e+00;4.867e-01;2.276e-01;3.892e-01;1.820e-01;1.326e+00;1.326e+00;1.255e+00;1.965e-01;9.385e-02;1.255e+00;1.965e-01;9.385e-02;1.251e+00;8.761e-01;4.097e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.006652000;1.257e+00;4.884e-01;2.263e-01;3.884e-01;1.800e-01;1.332e+00;1.332e+00;1.262e+00;1.962e-01;9.284e-02;1.262e+00;1.962e-01;9.284e-02;1.257e+00;8.790e-01;4.074e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.007164000;1.264e+00;4.899e-01;2.249e-01;3.877e-01;1.780e-01;1.338e+00;1.338e+00;1.268e+00;1.958e-01;9.180e-02;1.268e+00;1.958e-01;9.180e-02;1.264e+00;8.819e-01;4.048e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.007676000;1.270e+00;4.915e-01;2.234e-01;3.869e-01;1.759e-01;1.344e+00;1.344e+00;1.275e+00;1.954e-01;9.073e-02;1.275e+00;1.954e-01;9.073e-02;1.270e+00;8.847e-01;4.021e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.008188000;1.277e+00;4.930e-01;2.218e-01;3.861e-01;1.737e-01;1.350e+00;1.350e+00;1.281e+00;1.950e-01;8.965e-02;1.281e+00;1.951e-01;8.965e-02;1.277e+00;8.874e-01;3.992e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.009212000;1.290e+00;4.959e-01;2.184e-01;3.844e-01;1.693e-01;1.362e+00;1.362e+00;1.294e+00;1.942e-01;8.741e-02;1.294e+00;1.942e-01;8.741e-02;1.290e+00;8.926e-01;3.931e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.009975000;1.300e+00;4.980e-01;2.156e-01;3.831e-01;1.659e-01;1.371e+00;1.371e+00;1.304e+00;1.936e-01;8.569e-02;1.304e+00;1.936e-01;8.569e-02;1.300e+00;8.963e-01;3.881e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.009998000;1.300e+00;4.980e-01;2.155e-01;3.831e-01;1.658e-01;1.371e+00;1.371e+00;1.304e+00;1.936e-01;8.564e-02;1.304e+00;1.936e-01;8.564e-02;1.300e+00;8.965e-01;3.880e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.010000000;1.300e+00;4.980e-01;2.155e-01;3.831e-01;1.658e-01;1.371e+00;1.371e+00;1.304e+00;1.936e-01;8.564e-02;1.304e+00;1.936e-01;8.564e-02;1.300e+00;8.965e-01;3.879e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.010012000;1.300e+00;4.980e-01;2.155e-01;3.831e-01;1.657e-01;1.371e+00;1.371e+00;1.304e+00;1.936e-01;8.561e-02;1.304e+00;1.936e-01;8.561e-02;1.300e+00;8.964e-01;3.878e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.010028000;1.300e+00;4.980e-01;2.154e-01;3.831e-01;1.657e-01;1.371e+00;1.371e+00;1.304e+00;1.936e-01;8.557e-02;1.304e+00;1.936e-01;8.557e-02;1.300e+00;8.963e-01;3.876e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.010060000;1.300e+00;4.979e-01;2.152e-01;3.830e-01;1.655e-01;1.371e+00;1.371e+00;1.304e+00;1.935e-01;8.550e-02;1.304e+00;1.935e-01;8.550e-02;1.300e+00;8.962e-01;3.873e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.998e+01;4.998e+01
20.010124000;1.300e+00;4.978e-01;2.148e-01;3.829e-01;1.652e-01;1.371e+00;1.371e+00;1.304e+00;1.935e-01;8.536e-02;1.304e+00;1.935e-01;8.536e-02;1.300e+00;8.960e-01;3.866e-01;1.000e+01;1.000e+01;1.119e+00;4.998e+01;1.119e+00;4.999e+01;4.998e+01
20.010252000;1.300e+00;4.975e-01;2.140e-01;3.827e-01;1.646e-01;1.371e+00;1.371e+00;1.304e+00;1.934e-01;8.507e-02;1.304e+00;1.934e-01;8.507e-02;1.300e+00;8.954e-01;3.853e-01;1.000e+01;1.000e+01;1.119e+00;4.999e+01;1.119e+00;4.999e+01;4.999e+01
20.010508000;1.300e+00;4.969e-01;2.125e-01;3.822e-01;1.635e-01;1.370e+00;1.370e+00;1.304e+00;1.932e-01;8.448e-02;1.304e+00;1.932e-01;8.448e-02;1.300e+00;8.944e-01;3.826e-01;1.000e+01;1.000e+01;1.119e+00;4.999e+01;1.119e+00;4.999e+01;4.999e+01
20.010764000;1.300e+00;4.963e-01;2.110e-01;3.818e-01;1.623e-01;1.370e+00;1.370e+00;1.304e+00;1.929e-01;8.390e-02;1.304e+00;1.929e-01;8.390e-02;1.300e+00;8.933e-01;3.799e-01;1.000e+01;1.000e+01;1.119e+00;4.999e+01;1.119e+00;4.999e+01;4.999e+01
20.011532000;1.300e+00;4.945e-01;2.065e-01;3.804e-01;1.589e-01;1.368e+00;1.368e+00;1.304e+00;1.923e-01;8.215e-02;1.304e+00;1.923e-01;8.215e-02;1.300e+00;8.901e-01;3.717e-01;1.000e+01;1.000e+01;1.119e+00;4.999e+01;1.119e+00;4.999e+01;4.999e+01
20.011788000;1.300e+00;4.939e-01;2.050e-01;3.799e-01;1.577e-01;1.368e+00;1.368e+00;1.304e+00;1.920e-01;8.157e-02;1.304e+00;1.920e-01;8.157e-02;1.300e+00;8.890e-01;3.690e-01;1.000e+01;1.000e+01;1.119e+00;4.999e+01;1.119e+00;4.999e+01;4.999e+01
20.012300000;1.300e+00;4.927e-01;2.020e-01;3.790e-01;1.554e-01;1.367e+00;1.367e+00;1.304e+00;1.916e-01;8.042e-02;1.304e+00;1.916e-01;8.042e-02;1.300e+00;8.868e-01;3.636e-01;1.000e+01;1.000e+01;1.119e+00;4.999e+01;1.119e+00;4.999e+01;4.999e+01
20.012556000;1.300e+00;4.920e-01;2.005e-01;3.785e-01;1.543e-01;1.366e+00;1.366e+00;1.304e+00;1.913e-01;7.984e-02;1.304e+00;1.913e-01;7.984e-02;1.300e+00;8.857e-01;3.610e-01;1.000e+01;1.000e+01;1.119e+00;4.999e+01;1.119e+00;4.999e+01;4.999e+01
20.013068000;1.300e+00;4.908e-01;1.976e-01;3.775e-01;1.520e-01;1.366e+00;1.366e+00;1.304e+00;1.909e-01;7.870e-02;1.304e+00;1.909e-01;7.870e-02;1.300e+00;8.834e-01;3.557e-01;1.000e+01;1.000e+01;1.119e+00;4.999e+01;1.119e+00;4.999e+01;4.999e+01
20.013324000;1.300e+00;4.902e-01;1.961e-01;3.771e-01;1.509e-01;1.365e+00;1.365e+00;1.304e+00;1.906e-01;7.814e-02;1.304e+00;1.906e-01;7.814e-02;1.300e+00;8.823e-01;3.530e-01;1.000e+01;1.000e+01;1.119e+00;4.999e+01;1.119e+00;4.999e+01;4.999e+01
20.015014000;1.300e+00;4.860e-01;1.867e-01;3.739e-01;1.436e-01;1.362e+00;1.362e+00;1.304e+00;1.891e-01;7.450e-02;1.304e+00;1.891e-01;7.450e-02;1.300e+00;8.749e-01;3.361e-01;1.000e+01;1.000e+01;1.119e+00;4.999e+01;1.119e+00;4.999e+01;4.999e+01
20.015474000;1.300e+00;4.849e-01;1.843e-01;3.730e-01;1.417e-01;1.361e+00;1.361e+00;1.304e+00;1.886e-01;7.354e-02;1.304e+00;1.887e-01;7.354e-02;1.300e+00;8.728e-01;3.317e-01;1.000e+01;1.000e+01;1.119e+00;4.999e+01;1.119e+00;4.999e+01;4.999e+01
20.015935000;1.300e+00;4.838e-01;1.818e-01;3.721e-01;1.399e-01;1.360e+00;1.360e+00;1.304e+00;1.882e-01;7.260e-02;1.304e+00;1.882e-01;7.260e-02;1.300e+00;8.708e-01;3.273e-01;1.000e+01;1.000e+01;1.119e+00;4.999e+01;1.119e+00;4.999e+01;4.999e+01
20.016857000;1.300e+00;4.815e-01;1.771e-01;3.704e-01;1.362e-01;1.359e+00;1.359e+00;1.304e+00;1.874e-01;7.077e-02;1.304e+00;1.874e-01;7.077e-02;1.300e+00;8.668e-01;3.188e-01;1.000e+01;1.000e+01;1.119e+00;4.999e+01;1.119e+00;4.999e+01;4.999e+01
20.017318000;1.300e+00;4.804e-01;1.748e-01;3.696e-01;1.345e-01;1.358e+00;1.358e+00;1.304e+00;1.869e-01;6.988e-02;1.304e+00;1.870e-01;6.988e-02;1.300e+00;8.648e-01;3.146e-01;1.000e+01;1.000e+01;1.119e+00;4.999e+01;1.119e+00;4.999e+01;4.999e+01
20.017778000;1.300e+00;4.793e-01;1.726e-01;3.687e-01;1.327e-01;1.357e+00;1.357e+00;1.303e+00;1.865e-01;6.901e-02;1.303e+00;1.865e-01;6.901e-02;1.300e+00;8.628e-01;3.106e-01;1.000e+01;1.000e+01;1.119e+00;4.999e+01;1.119e+00;4.999e+01;4.999e+01
20.018731000;1.300e+00;4.770e-01;1.679e-01;3.670e-01;1.292e-01;1.356e+00;1.356e+00;1.303e+00;1.857e-01;6.723e-02;1.303e+00;1.857e-01;6.723e-02;1.300e+00;8.587e-01;3.023e-01;1.000e+01;1.000e+01;1.119e+00;4.999e+01;1.119e+00;4.999e+01;4.999e+01
20.020526000;1.300e+00;4.729e-01;1.592e-01;3.637e-01;1.224e-01;1.353e+00;1.353e+00;1.303e+00;1.841e-01;6.383e-02;1.303e+00;1.841e-01;6.383e-02;1.300e+00;8.511e-01;2.865e-01;1.000e+01;1.000e+01;1.119e+00;4.999e+01;1.119e+00;4.999e+01;4.999e+01
20.022321000;1.300e+00;4.688e-01;1.504e-01;3.606e-01;1.157e-01;1.350e+00;1.350e+00;1.303e+00;1.825e-01;6.043e-02;1.303e+00;1.826e-01;6.043e-02;1.300e+00;8.439e-01;2.707e-01;1.000e+01;1.000e+01;1.119e+00;4.999e+01;1.119e+00;4.999e+01;4.999e+01
20.022770000;1.300e+00;4.678e-01;1.482e-01;3.599e-01;1.140e-01;1.350e+00;1.350e+00;1.303e+00;1.822e-01;5.958e-02;1.303e+00;1.822e-01;5.958e-02;1.300e+00;8.421e-01;2.667e-01;1.000e+01;1.000e+01;1.119e+00;5.000e+01;1.119e+00;5.000e+01;5.000e+01
20.023219000;1.300e+00;4.669e-01;1.460e-01;3.591e-01;1.123e-01;1.349e+00;1.349e+00;1.303e+00;1.818e-01;5.874e-02;1.303e+00;1.818e-01;5.874e-02;1.300e+00;8.404e-01;2.628e-01;1.000e+01;1.000e+01;1.119e+00;5.000e+01;1.119e+00;5.000e+01;5.000e+01
20.023668000;1.300e+00;4.659e-01;1.438e-01;3.584e-01;1.106e-01;1.348e+00;1.348e+00;1.303e+00;1.814e-01;5.790e-02;1.303e+00;1.815e-01;5.790e-02;1.300e+00;8.386e-01;2.589e-01;1.000e+01;1.000e+01;1.119e+00;5.000e+01;1.119e+00;5.000e+01;5.000e+01
20.024116000;1.300e+00;4.650e-01;1.417e-01;3.577e-01;1.090e-01;1.347e+00;1.347e+00;1.303e+00;1.811e-01;5.706e-02;1.303e+00;1.811e-01;5.706e-02;1.300e+00;8.369e-01;2.550e-01;1.000e+01;1.000e+01;1.119e+00;5.000e+01;1.119e+00;5.000e+01;5.000e+01
20.024565000;1.300e+00;4.640e-01;1.395e-01;3.569e-01;1.073e-01;1.347e+00;1.347e+00;1.303e+00;1.807e-01;5.623e-02;1.303e+00;1.808e-01;5.623e-02;1.300e+00;8.353e-01;2.512e-01;1.000e+01;1.000e+01;1.119e+00;5.000e+01;1.119e+00;5.000e+01;5.000e+01
20.025463000;1.300e+00;4.622e-01;1.353e-01;3.555e-01;1.041e-01;1.345e+00;1.345e+00;1.303e+00;1.800e-01;5.459e-02;1.303e+00;1.801e-01;5.459e-02;1.300e+00;8.319e-01;2.435e-01;1.000e+01;1.000e+01;1.119e+00;5.000e+01;1.119e+00;5.000e+01;5.000e+01
20.025911000;1.300e+00;4.613e-01;1.332e-01;3.548e-01;1.025e-01;1.345e+00;1.345e+00;1.303e+00;1.797e-01;5.378e-02;1.303e+00;1.797e-01;5.378e-02;1.300e+00;8.303e-01;2.397e-01;1.000e+01;1.000e+01;1.119e+00;5.000e+01;1.119e+00;5.000e+01;5.000e+01
20.026360000;1.300e+00;4.604e-01;1.311e-01;3.542e-01;1.009e-01;1.344e+00;1.344e+00;1.303e+00;1.794e-01;5.297e-02;1.303e+00;1.794e-01;5.297e-02;1.300e+00;8.287e-01;2.360e-01;1.000e+01;1.000e+01;1.119e+00;5.000e+01;1.119e+00;5.000e+01;5.000e+01
20.026809000;1.300e+00;4.595e-01;1.290e-01;3.535e-01;9.927e-02;1.343e+00;1.343e+00;1.303e+00;1.790e-01;5.217e-02;1.303e+00;1.791e-01;5.217e-02;1.300e+00;8.272e-01;2.323e-01;1.000e+01;1.000e+01;1.119e+00;5.000e+01;1.119e+00;5.000e+01;5.000e+01
20.027257000;1.300e+00;4.587e-01;1.270e-01;3.528e-01;9.769e-02;1.343e+00;1.343e+00;1.303e+00;1.787e-01;5.138e-02;1.303e+00;1.788e-01;5.138e-02;1.300e+00;8.256e-01;2.286e-01;1.000e+01;1.000e+01;1.119e+00;5.000e+01;1.119e+00;5.000e+01;5.000e+01
