time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;PV_Array_GEN_VoltageInjTerminal;PV_Array_GEN_ActiveCurrentInjTerminal;PV_Array_GEN_ReactiveCurrentInjTerminal;PV_Array_GEN_ActivePowerControlledPu;PV_Array_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;PV_Array_GEN_ActivePowerSetpointPu;PV_Array_GEN_ReactivePowerSetpointPu
0.000000;1.000e+00;8.320e-01;0.000e+00;8.320e-01;0.000e+00;1.014e+00;8.310e-01;4.104e-02;8.424e-01;4.160e-02;1.000e+00;2.080e-03;0.000e+00;8.424e-01;4.153e-02
0.005024;1.000e+00;8.316e-01;0.000e+00;8.316e-01;0.000e+00;1.014e+00;8.306e-01;4.104e-02;8.420e-01;4.160e-02;1.000e+00;2.079e-03;0.000e+00;8.424e-01;4.153e-02
0.019024;1.000e+00;8.316e-01;0.000e+00;8.316e-01;0.000e+00;1.014e+00;8.306e-01;4.104e-02;8.420e-01;4.160e-02;1.000e+00;2.079e-03;0.000e+00;8.424e-01;4.153e-02
0.020024;1.000e+00;8.320e-01;0.000e+00;8.320e-01;0.000e+00;1.014e+00;8.306e-01;4.104e-02;8.420e-01;4.160e-02;1.000e+00;2.080e-03;0.000e+00;8.424e-01;4.153e-02
29.999994;1.000e+00;8.320e-01;-0.000e+00;8.320e-01;-0.000e+00;1.014e+00;8.303e-01;3.924e-02;8.428e-01;4.111e-02;1.000e+00;2.080e-03;-0.000e+00;8.424e-01;4.153e-02
29.999995;1.260e-06;-4.234e-07;0.000e+00;1.121e-07;0.000e+00;8.761e-01;3.436e+00;1.374e+01;3.009e+00;1.204e+01;1.190e-06;0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.000002;1.261e-06;-4.234e-07;0.000e+00;1.123e-07;0.000e+00;8.759e-01;3.435e+00;1.374e+01;3.008e+00;1.203e+01;1.190e-06;0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.002554;1.289e-06;-4.248e-07;0.000e+00;1.699e-07;0.000e+00;8.171e-01;3.204e+00;1.282e+01;2.618e+00;1.047e+01;1.155e-06;0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.003835;1.305e-06;-4.251e-07;0.000e+00;2.001e-07;0.000e+00;7.890e-01;3.094e+00;1.237e+01;2.440e+00;9.762e+00;1.138e-06;0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.005916;1.331e-06;-4.264e-07;0.000e+00;2.513e-07;0.000e+00;7.454e-01;2.923e+00;1.169e+01;2.178e+00;8.714e+00;1.113e-06;0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.006428;1.337e-06;-4.268e-07;0.000e+00;2.642e-07;0.000e+00;7.351e-01;2.882e+00;1.153e+01;2.118e+00;8.474e+00;1.107e-06;0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.007452;1.348e-06;-4.274e-07;0.000e+00;2.899e-07;0.000e+00;7.148e-01;2.803e+00;1.121e+01;2.003e+00;8.012e+00;1.097e-06;0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.007964;1.354e-06;-4.275e-07;0.000e+00;3.027e-07;0.000e+00;7.048e-01;2.764e+00;1.105e+01;1.948e+00;7.791e+00;1.092e-06;0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.008885;1.362e-06;-4.271e-07;0.000e+00;3.255e-07;0.000e+00;6.873e-01;2.695e+00;1.078e+01;1.852e+00;7.408e+00;1.084e-06;0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.012111;1.382e-06;-4.203e-07;0.000e+00;4.011e-07;0.000e+00;6.293e-01;2.468e+00;9.866e+00;1.552e+00;6.211e+00;1.064e-06;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.012572;3.834e-07;-4.187e-07;0.000e+00;4.108e-07;0.000e+00;6.215e-01;2.437e+00;9.743e+00;1.514e+00;6.057e+00;6.307e-08;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.013032;3.845e-07;-4.171e-07;0.000e+00;4.206e-07;0.000e+00;6.137e-01;2.406e+00;9.621e+00;1.476e+00;5.907e+00;6.182e-08;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.013493;3.847e-07;-4.153e-07;0.000e+00;4.298e-07;0.000e+00;6.060e-01;2.376e+00;9.501e+00;1.440e+00;5.760e+00;6.141e-08;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.015798;3.804e-07;-4.057e-07;0.000e+00;4.728e-07;0.000e+00;5.692e-01;2.232e+00;8.924e+00;1.270e+00;5.081e+00;6.453e-08;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.016310;3.781e-07;-4.035e-07;0.000e+00;4.815e-07;0.000e+00;5.614e-01;2.201e+00;8.801e+00;1.235e+00;4.943e+00;6.666e-08;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.016822;3.755e-07;-4.013e-07;0.000e+00;4.900e-07;0.000e+00;5.536e-01;2.171e+00;8.680e+00;1.202e+00;4.807e+00;6.915e-08;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.017334;3.725e-07;-3.990e-07;0.000e+00;4.981e-07;0.000e+00;5.460e-01;2.141e+00;8.560e+00;1.169e+00;4.676e+00;7.216e-08;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.019371;3.581e-07;-3.908e-07;0.000e+00;5.276e-07;0.000e+00;5.168e-01;2.027e+00;8.102e+00;1.047e+00;4.190e+00;8.741e-08;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.019625;3.561e-07;-3.899e-07;0.000e+00;5.309e-07;0.000e+00;5.133e-01;2.013e+00;8.047e+00;1.033e+00;4.133e+00;8.962e-08;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.021417;3.397e-07;-3.841e-07;0.000e+00;5.528e-07;0.000e+00;4.893e-01;1.919e+00;7.670e+00;9.384e-01;3.755e+00;1.062e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.022441;3.291e-07;-3.812e-07;0.000e+00;5.639e-07;0.000e+00;4.761e-01;1.867e+00;7.464e+00;8.888e-01;3.555e+00;1.163e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.023977;3.113e-07;-3.765e-07;0.000e+00;5.794e-07;0.000e+00;4.571e-01;1.792e+00;7.166e+00;8.192e-01;3.278e+00;1.322e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.024489;3.045e-07;-3.745e-07;0.000e+00;5.841e-07;0.000e+00;4.510e-01;1.768e+00;7.071e+00;7.972e-01;3.191e+00;1.379e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.025513;2.898e-07;-3.699e-07;0.000e+00;5.931e-07;0.000e+00;4.391e-01;1.721e+00;6.884e+00;7.556e-01;3.024e+00;1.496e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.026025;2.819e-07;-3.673e-07;0.000e+00;5.974e-07;0.000e+00;4.332e-01;1.698e+00;6.792e+00;7.356e-01;2.944e+00;1.556e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.027049;2.641e-07;-3.606e-07;0.000e+00;6.052e-07;0.000e+00;4.218e-01;1.654e+00;6.613e+00;6.976e-01;2.791e+00;1.677e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.028288;2.396e-07;-3.498e-07;0.000e+00;6.136e-07;0.000e+00;4.085e-01;1.602e+00;6.405e+00;6.544e-01;2.618e+00;1.820e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.029296;2.176e-07;-3.390e-07;0.000e+00;6.198e-07;0.000e+00;3.981e-01;1.560e+00;6.242e+00;6.212e-01;2.486e+00;1.930e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.029808;2.058e-07;-3.328e-07;0.000e+00;6.228e-07;0.000e+00;3.929e-01;1.540e+00;6.161e+00;6.052e-01;2.421e+00;1.983e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.031708;1.579e-07;-3.046e-07;0.000e+00;6.336e-07;0.000e+00;3.745e-01;1.468e+00;5.872e+00;5.496e-01;2.199e+00;2.158e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.032608;1.333e-07;-2.888e-07;0.000e+00;6.388e-07;0.000e+00;3.661e-01;1.436e+00;5.740e+00;5.256e-01;2.102e+00;2.229e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.033508;1.073e-07;-2.720e-07;0.000e+00;6.442e-07;0.000e+00;3.580e-01;1.403e+00;5.613e+00;5.024e-01;2.010e+00;2.295e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.035308;5.138e-08;-2.357e-07;0.000e+00;6.565e-07;0.000e+00;3.425e-01;1.342e+00;5.369e+00;4.600e-01;1.839e+00;2.416e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.036208;2.147e-08;-2.167e-07;0.000e+00;6.635e-07;0.000e+00;3.351e-01;1.313e+00;5.252e+00;4.400e-01;1.760e+00;2.476e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.037108;-9.594e-09;-1.971e-07;0.000e+00;6.712e-07;0.000e+00;3.278e-01;1.286e+00;5.139e+00;4.212e-01;1.685e+00;2.536e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.039808;-1.074e-07;-1.345e-07;0.000e+00;6.969e-07;0.000e+00;3.073e-01;1.205e+00;4.818e+00;3.704e-01;1.481e+00;2.723e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.040698;-1.399e-07;-1.125e-07;0.000e+00;7.060e-07;0.000e+00;3.009e-01;1.180e+00;4.718e+00;3.552e-01;1.420e+00;2.786e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.041722;-1.769e-07;-8.643e-08;0.000e+00;7.166e-07;0.000e+00;2.938e-01;1.153e+00;4.606e+00;3.384e-01;1.354e+00;2.859e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.043722;-2.462e-07;-3.394e-08;0.000e+00;7.380e-07;0.000e+00;2.806e-01;1.101e+00;4.398e+00;3.084e-01;1.234e+00;2.992e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.044722;-2.786e-07;-7.711e-09;0.000e+00;7.492e-07;0.000e+00;2.742e-01;1.076e+00;4.299e+00;2.948e-01;1.179e+00;3.050e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.045722;-3.092e-07;1.787e-08;0.000e+00;7.603e-07;0.000e+00;2.681e-01;1.052e+00;4.203e+00;2.816e-01;1.127e+00;3.103e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
30.047722;-3.635e-07;6.523e-08;0.000e+00;7.815e-07;0.000e+00;2.564e-01;1.006e+00;4.021e+00;2.576e-01;1.031e+00;3.198e-07;-0.000e+00;0.000e+00;8.424e-01;4.153e-02
