time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;PV_Array_GEN_VoltageInjTerminal;PV_Array_GEN_ActiveCurrentInjTerminal;PV_Array_GEN_ReactiveCurrentInjTerminal;PV_Array_GEN_ActivePowerControlledPu;PV_Array_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;PV_Array_GEN_ActivePowerSetpointPu;PV_Array_GEN_ReactivePowerSetpointPu
0.000000;1.000e+00;8.320e-01;-4.440e-01;8.320e-01;-4.440e-01;9.875e-01;8.559e-01;-3.958e-01;8.452e-01;-3.908e-01;1.000e+00;2.080e-03;-1.110e-03;8.453e-01;-3.906e-01
0.006000;1.000e+00;8.320e-01;-4.440e-01;8.320e-01;-4.440e-01;9.875e-01;8.559e-01;-3.958e-01;8.452e-01;-3.908e-01;1.000e+00;2.080e-03;-1.110e-03;8.453e-01;-3.906e-01
0.031000;1.000e+00;8.316e-01;-4.440e-01;8.316e-01;-4.440e-01;9.875e-01;8.559e-01;-3.958e-01;8.452e-01;-3.908e-01;1.000e+00;2.079e-03;-1.110e-03;8.453e-01;-3.906e-01
0.046000;1.000e+00;8.320e-01;-4.440e-01;8.320e-01;-4.440e-01;9.875e-01;8.559e-01;-3.958e-01;8.452e-01;-3.908e-01;1.000e+00;2.080e-03;-1.110e-03;8.453e-01;-3.906e-01
0.057000;1.000e+00;8.320e-01;-4.440e-01;8.320e-01;-4.440e-01;9.875e-01;8.563e-01;-3.954e-01;8.456e-01;-3.908e-01;1.000e+00;2.080e-03;-1.110e-03;8.453e-01;-3.906e-01
0.065000;1.000e+00;8.320e-01;-4.440e-01;8.320e-01;-4.440e-01;9.875e-01;8.563e-01;-3.954e-01;8.456e-01;-3.904e-01;1.000e+00;2.080e-03;-1.110e-03;8.453e-01;-3.906e-01
0.080000;1.000e+00;8.320e-01;-4.440e-01;8.320e-01;-4.440e-01;9.875e-01;8.563e-01;-3.958e-01;8.456e-01;-3.908e-01;1.000e+00;2.080e-03;-1.110e-03;8.453e-01;-3.906e-01
29.999000;1.000e+00;8.319e-01;-4.439e-01;8.319e-01;-4.439e-01;9.874e-01;8.560e-01;-3.956e-01;8.451e-01;-3.914e-01;1.000e+00;2.080e-03;-1.111e-03;8.453e-01;-3.906e-01
30.000000;7.538e-01;6.871e-01;-3.377e-01;6.401e-01;-3.513e-01;8.597e-01;9.638e-01;1.086e+00;8.195e-01;3.918e-01;7.536e-01;2.080e-03;-1.111e-03;8.453e-01;-3.906e-01
30.000001;2.538e-01;1.463e-01;-1.157e-01;1.909e-01;-1.293e-01;7.784e-01;2.425e+00;7.949e+00;2.129e+00;6.247e+00;2.536e-01;4.891e-07;-8.399e-07;8.453e-01;-3.906e-01
30.001000;2.549e-01;1.482e-01;-1.163e-01;1.919e-01;-1.305e-01;7.609e-01;2.351e+00;7.678e+00;2.009e+00;5.854e+00;2.547e-01;4.994e-07;-8.573e-07;8.453e-01;-3.906e-01
30.002000;2.558e-01;1.499e-01;-1.169e-01;1.928e-01;-1.318e-01;7.439e-01;2.279e+00;7.424e+00;1.896e+00;5.488e+00;2.557e-01;5.092e-07;-8.725e-07;8.453e-01;-3.906e-01
30.003000;2.566e-01;1.514e-01;-1.174e-01;1.936e-01;-1.329e-01;7.276e-01;2.210e+00;7.178e+00;1.789e+00;5.149e+00;2.565e-01;5.187e-07;-8.855e-07;8.453e-01;-3.906e-01
30.004000;2.573e-01;1.529e-01;-1.179e-01;1.942e-01;-1.341e-01;7.119e-01;2.145e+00;6.943e+00;1.691e+00;4.833e+00;2.572e-01;5.283e-07;-8.962e-07;8.453e-01;-3.906e-01
30.005000;2.578e-01;1.542e-01;-1.183e-01;1.947e-01;-1.352e-01;6.969e-01;2.082e+00;6.719e+00;1.599e+00;4.540e+00;2.577e-01;5.378e-07;-9.049e-07;8.453e-01;-3.906e-01
30.006000;2.582e-01;1.554e-01;-1.186e-01;1.952e-01;-1.364e-01;6.824e-01;2.022e+00;6.507e+00;1.514e+00;4.268e+00;2.581e-01;5.473e-07;-9.114e-07;8.453e-01;-3.906e-01
30.007000;2.585e-01;1.565e-01;-1.190e-01;1.954e-01;-1.374e-01;6.684e-01;1.964e+00;6.305e+00;1.434e+00;4.015e+00;2.584e-01;5.568e-07;-9.159e-07;8.453e-01;-3.906e-01
30.008000;2.586e-01;1.574e-01;-1.192e-01;1.956e-01;-1.385e-01;6.551e-01;1.909e+00;6.114e+00;1.360e+00;3.782e+00;2.585e-01;5.660e-07;-9.185e-07;8.453e-01;-3.906e-01
30.009000;2.586e-01;1.583e-01;-1.194e-01;1.957e-01;-1.396e-01;6.422e-01;1.857e+00;5.932e+00;1.290e+00;3.566e+00;2.585e-01;5.748e-07;-9.189e-07;8.453e-01;-3.906e-01
