time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;PV_Array_GEN_MagnitudeControlledByAVRPu;PV_Array_GEN_VoltageInjTerminal;PV_Array_GEN_ActiveCurrentInjTerminal;PV_Array_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;PV_Array_GEN_ActivePowerSetpointPu;PV_Array_GEN_ReactivePowerSetpointPu;PV_Array_GEN_VoltageSetpointPu;PV_Array_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;8.333e-01;-2.222e-06;7.979e-01;-2.128e-06;1.044e+00;1.058e+00;8.071e-01;4.853e-02;1.044e+00;7.500e-01;-2.000e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.006024;1.044e+00;8.332e-01;-1.000e-05;7.978e-01;-9.574e-06;1.044e+00;1.058e+00;8.070e-01;4.851e-02;1.044e+00;7.499e-01;-9.000e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.010024;1.044e+00;8.332e-01;-1.333e-05;7.977e-01;-1.277e-05;1.044e+00;1.058e+00;8.069e-01;4.850e-02;1.044e+00;7.498e-01;-1.200e-05;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.015024;1.044e+00;8.331e-01;-1.556e-05;7.977e-01;-1.489e-05;1.044e+00;1.058e+00;8.069e-01;4.849e-02;1.044e+00;7.498e-01;-1.400e-05;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.021024;1.044e+00;8.331e-01;-1.556e-05;7.977e-01;-1.489e-05;1.044e+00;1.058e+00;8.069e-01;4.849e-02;1.044e+00;7.498e-01;-1.400e-05;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.025024;1.044e+00;8.331e-01;-1.333e-05;7.977e-01;-1.277e-05;1.044e+00;1.058e+00;8.069e-01;4.850e-02;1.044e+00;7.498e-01;-1.200e-05;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.030024;1.044e+00;8.332e-01;-8.889e-06;7.977e-01;-8.511e-06;1.044e+00;1.058e+00;8.069e-01;4.851e-02;1.044e+00;7.499e-01;-8.000e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.035024;1.044e+00;8.332e-01;-3.333e-06;7.978e-01;-3.191e-06;1.044e+00;1.058e+00;8.070e-01;4.852e-02;1.044e+00;7.499e-01;-3.000e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.040024;1.044e+00;8.333e-01;3.333e-06;7.978e-01;3.191e-06;1.044e+00;1.058e+00;8.070e-01;4.853e-02;1.044e+00;7.500e-01;3.000e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.045024;1.044e+00;8.333e-01;7.778e-06;7.979e-01;7.447e-06;1.044e+00;1.058e+00;8.071e-01;4.854e-02;1.044e+00;7.500e-01;7.000e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.050024;1.044e+00;8.334e-01;1.222e-05;7.979e-01;1.170e-05;1.044e+00;1.058e+00;8.071e-01;4.855e-02;1.044e+00;7.500e-01;1.100e-05;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
