time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;NetworkFrequencyPu
0.147167000;1.051e+00;7.500e-01;-1.300e-04;7.136e-01;-1.237e-04;1.051e+00;1.051e+00;6.750e-01;-1.170e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.155167000;1.051e+00;7.500e-01;-1.267e-04;7.136e-01;-1.205e-04;1.051e+00;1.051e+00;6.750e-01;-1.140e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.156167000;1.051e+00;7.500e-01;-1.267e-04;7.135e-01;-1.205e-04;1.051e+00;1.051e+00;6.750e-01;-1.140e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.161167000;1.051e+00;7.500e-01;-1.267e-04;7.135e-01;-1.205e-04;1.051e+00;1.051e+00;6.750e-01;-1.140e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.162167000;1.051e+00;7.499e-01;-1.267e-04;7.135e-01;-1.205e-04;1.051e+00;1.051e+00;6.750e-01;-1.140e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.163167000;1.051e+00;7.499e-01;-1.278e-04;7.135e-01;-1.216e-04;1.051e+00;1.051e+00;6.750e-01;-1.150e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.164167000;1.051e+00;7.499e-01;-1.278e-04;7.135e-01;-1.216e-04;1.051e+00;1.051e+00;6.749e-01;-1.150e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.215167000;1.051e+00;7.499e-01;-1.567e-04;7.135e-01;-1.491e-04;1.051e+00;1.051e+00;6.749e-01;-1.410e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.336167000;1.051e+00;7.499e-01;-1.844e-04;7.135e-01;-1.755e-04;1.051e+00;1.051e+00;6.749e-01;-1.660e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.343167000;1.051e+00;7.499e-01;-1.856e-04;7.135e-01;-1.765e-04;1.051e+00;1.051e+00;6.749e-01;-1.670e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.456167000;1.051e+00;7.499e-01;-1.978e-04;7.135e-01;-1.882e-04;1.051e+00;1.051e+00;6.749e-01;-1.780e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.475167000;1.051e+00;7.499e-01;-1.989e-04;7.135e-01;-1.892e-04;1.051e+00;1.051e+00;6.749e-01;-1.790e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.613167000;1.051e+00;7.499e-01;-2.000e-04;7.135e-01;-1.903e-04;1.051e+00;1.051e+00;6.749e-01;-1.800e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.798167000;1.051e+00;7.499e-01;-1.856e-04;7.135e-01;-1.765e-04;1.051e+00;1.051e+00;6.749e-01;-1.670e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.807167000;1.051e+00;7.499e-01;-1.844e-04;7.135e-01;-1.755e-04;1.051e+00;1.051e+00;6.749e-01;-1.660e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.997167000;1.051e+00;7.499e-01;-1.533e-04;7.134e-01;-1.459e-04;1.051e+00;1.051e+00;6.749e-01;-1.380e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
1.008167000;1.051e+00;7.499e-01;-1.511e-04;7.134e-01;-1.438e-04;1.051e+00;1.051e+00;6.749e-01;-1.360e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
1.208167000;1.051e+00;7.499e-01;-1.033e-04;7.134e-01;-9.831e-05;1.051e+00;1.051e+00;6.749e-01;-9.300e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
1.212167000;1.051e+00;7.499e-01;-1.022e-04;7.134e-01;-9.726e-05;1.051e+00;1.051e+00;6.749e-01;-9.200e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
1.248167000;1.051e+00;7.499e-01;-9.222e-05;7.134e-01;-8.774e-05;1.051e+00;1.051e+00;6.749e-01;-8.300e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
1.473167000;1.051e+00;7.499e-01;-2.111e-05;7.134e-01;-2.008e-05;1.051e+00;1.051e+00;6.749e-01;-1.900e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
1.722167000;1.051e+00;7.499e-01;7.222e-05;7.134e-01;6.871e-05;1.051e+00;1.051e+00;6.749e-01;6.500e-05;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
1.868167000;1.051e+00;7.499e-01;1.333e-04;7.134e-01;1.268e-04;1.051e+00;1.051e+00;6.749e-01;1.200e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
1.869167000;1.051e+00;7.499e-01;1.344e-04;7.134e-01;1.279e-04;1.052e+00;1.051e+00;6.749e-01;1.210e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
2.005167000;1.051e+00;7.499e-01;1.933e-04;7.134e-01;1.839e-04;1.052e+00;1.051e+00;6.749e-01;1.740e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
2.040167000;1.051e+00;7.499e-01;2.100e-04;7.134e-01;1.998e-04;1.052e+00;1.051e+00;6.749e-01;1.890e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
2.041167000;1.051e+00;7.499e-01;2.100e-04;7.133e-01;1.998e-04;1.052e+00;1.051e+00;6.749e-01;1.890e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
2.563167000;1.051e+00;7.499e-01;4.644e-04;7.133e-01;4.418e-04;1.052e+00;1.051e+00;6.749e-01;4.180e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
2.632167000;1.051e+00;7.499e-01;5.000e-04;7.133e-01;4.756e-04;1.052e+00;1.051e+00;6.749e-01;4.500e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
2.770167000;1.051e+00;7.499e-01;5.722e-04;7.133e-01;5.443e-04;1.052e+00;1.051e+00;6.749e-01;5.150e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
2.771167000;1.051e+00;7.499e-01;5.733e-04;7.132e-01;5.453e-04;1.052e+00;1.051e+00;6.749e-01;5.160e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
3.445167000;1.051e+00;7.499e-01;9.333e-04;7.132e-01;8.876e-04;1.052e+00;1.051e+00;6.749e-01;8.400e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
3.446167000;1.051e+00;7.499e-01;9.333e-04;7.131e-01;8.876e-04;1.052e+00;1.051e+00;6.749e-01;8.400e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
3.508167000;1.051e+00;7.499e-01;9.667e-04;7.131e-01;9.193e-04;1.052e+00;1.051e+00;6.749e-01;8.700e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
3.509167000;1.052e+00;7.499e-01;9.678e-04;7.131e-01;9.204e-04;1.052e+00;1.052e+00;6.749e-01;8.710e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
4.016167000;1.052e+00;7.499e-01;1.236e-03;7.131e-01;1.175e-03;1.052e+00;1.052e+00;6.749e-01;1.112e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
4.061167000;1.052e+00;7.499e-01;1.259e-03;7.131e-01;1.197e-03;1.052e+00;1.052e+00;6.749e-01;1.133e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
4.124167000;1.052e+00;7.499e-01;1.291e-03;7.131e-01;1.228e-03;1.052e+00;1.052e+00;6.749e-01;1.162e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
4.125167000;1.052e+00;7.499e-01;1.291e-03;7.130e-01;1.228e-03;1.052e+00;1.052e+00;6.749e-01;1.162e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
4.193167000;1.052e+00;7.499e-01;1.327e-03;7.130e-01;1.262e-03;1.052e+00;1.052e+00;6.749e-01;1.194e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
4.825167000;1.052e+00;7.499e-01;1.637e-03;7.130e-01;1.556e-03;1.052e+00;1.052e+00;6.749e-01;1.473e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
4.844167000;1.052e+00;7.499e-01;1.646e-03;7.130e-01;1.565e-03;1.052e+00;1.052e+00;6.749e-01;1.481e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
5.242167000;1.052e+00;7.499e-01;1.826e-03;7.129e-01;1.736e-03;1.052e+00;1.052e+00;6.749e-01;1.643e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
5.247167000;1.052e+00;7.499e-01;1.828e-03;7.129e-01;1.738e-03;1.052e+00;1.052e+00;6.749e-01;1.645e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
5.288167000;1.052e+00;7.499e-01;1.846e-03;7.129e-01;1.755e-03;1.052e+00;1.052e+00;6.749e-01;1.661e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
5.669167000;1.052e+00;7.499e-01;2.004e-03;7.129e-01;1.906e-03;1.052e+00;1.052e+00;6.749e-01;1.804e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
5.676167000;1.052e+00;7.499e-01;2.007e-03;7.129e-01;1.908e-03;1.052e+00;1.052e+00;6.749e-01;1.806e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
5.677167000;1.052e+00;7.499e-01;2.007e-03;7.128e-01;1.908e-03;1.052e+00;1.052e+00;6.749e-01;1.806e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
5.680167000;1.052e+00;7.499e-01;2.009e-03;7.128e-01;1.910e-03;1.052e+00;1.052e+00;6.749e-01;1.808e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
5.722167000;1.052e+00;7.499e-01;2.026e-03;7.128e-01;1.926e-03;1.052e+00;1.052e+00;6.749e-01;1.823e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
6.111167000;1.052e+00;7.499e-01;2.173e-03;7.128e-01;2.066e-03;1.052e+00;1.052e+00;6.749e-01;1.956e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
6.145167000;1.052e+00;7.499e-01;2.186e-03;7.128e-01;2.078e-03;1.052e+00;1.052e+00;6.749e-01;1.967e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
6.523167000;1.052e+00;7.499e-01;2.316e-03;7.128e-01;2.201e-03;1.052e+00;1.052e+00;6.749e-01;2.084e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
6.533167000;1.052e+00;7.499e-01;2.319e-03;7.128e-01;2.204e-03;1.052e+00;1.052e+00;6.749e-01;2.087e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
6.557167000;1.052e+00;7.499e-01;2.327e-03;7.128e-01;2.212e-03;1.052e+00;1.052e+00;6.749e-01;2.094e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
6.670167000;1.052e+00;7.499e-01;2.362e-03;7.128e-01;2.245e-03;1.052e+00;1.052e+00;6.749e-01;2.126e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
6.671167000;1.052e+00;7.499e-01;2.362e-03;7.127e-01;2.245e-03;1.052e+00;1.052e+00;6.749e-01;2.126e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
6.930167000;1.052e+00;7.499e-01;2.441e-03;7.127e-01;2.320e-03;1.052e+00;1.052e+00;6.749e-01;2.197e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
6.931167000;1.052e+00;7.499e-01;2.442e-03;7.127e-01;2.321e-03;1.053e+00;1.052e+00;6.749e-01;2.198e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
7.003167000;1.052e+00;7.499e-01;2.463e-03;7.127e-01;2.341e-03;1.053e+00;1.052e+00;6.749e-01;2.217e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
7.011167000;1.052e+00;7.499e-01;2.466e-03;7.127e-01;2.343e-03;1.053e+00;1.052e+00;6.749e-01;2.219e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
7.089167000;1.052e+00;7.499e-01;2.488e-03;7.127e-01;2.365e-03;1.053e+00;1.052e+00;6.749e-01;2.239e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
7.478167000;1.052e+00;7.499e-01;2.591e-03;7.127e-01;2.463e-03;1.053e+00;1.052e+00;6.749e-01;2.332e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
7.496167000;1.052e+00;7.499e-01;2.596e-03;7.127e-01;2.467e-03;1.053e+00;1.052e+00;6.749e-01;2.336e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
7.550167000;1.052e+00;7.499e-01;2.609e-03;7.127e-01;2.480e-03;1.053e+00;1.052e+00;6.749e-01;2.348e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
7.971167000;1.052e+00;7.499e-01;2.706e-03;7.127e-01;2.571e-03;1.053e+00;1.052e+00;6.749e-01;2.435e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
8.093167000;1.052e+00;7.499e-01;2.731e-03;7.126e-01;2.596e-03;1.053e+00;1.052e+00;6.749e-01;2.458e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
8.535167000;1.052e+00;7.499e-01;2.816e-03;7.126e-01;2.676e-03;1.053e+00;1.052e+00;6.749e-01;2.534e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
8.541167000;1.052e+00;7.499e-01;2.817e-03;7.126e-01;2.677e-03;1.053e+00;1.052e+00;6.749e-01;2.535e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
8.631167000;1.052e+00;7.499e-01;2.832e-03;7.126e-01;2.692e-03;1.053e+00;1.052e+00;6.749e-01;2.549e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
9.098167000;1.052e+00;7.499e-01;2.906e-03;7.126e-01;2.761e-03;1.053e+00;1.052e+00;6.749e-01;2.615e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
9.153167000;1.052e+00;7.499e-01;2.913e-03;7.126e-01;2.769e-03;1.053e+00;1.052e+00;6.749e-01;2.622e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
9.639167000;1.052e+00;7.499e-01;2.976e-03;7.126e-01;2.828e-03;1.053e+00;1.052e+00;6.749e-01;2.678e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
9.668167000;1.052e+00;7.499e-01;2.979e-03;7.126e-01;2.831e-03;1.053e+00;1.052e+00;6.749e-01;2.681e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
9.808167000;1.052e+00;7.499e-01;2.994e-03;7.126e-01;2.846e-03;1.053e+00;1.052e+00;6.749e-01;2.695e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
10.224167000;1.052e+00;7.499e-01;3.036e-03;7.126e-01;2.885e-03;1.053e+00;1.052e+00;6.749e-01;2.732e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
10.299167000;1.052e+00;7.499e-01;3.042e-03;7.126e-01;2.891e-03;1.053e+00;1.052e+00;6.749e-01;2.738e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
10.458167000;1.052e+00;7.499e-01;3.056e-03;7.126e-01;2.904e-03;1.053e+00;1.052e+00;6.749e-01;2.750e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
10.703167000;1.052e+00;7.499e-01;3.073e-03;7.126e-01;2.920e-03;1.053e+00;1.052e+00;6.749e-01;2.766e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
10.704167000;1.052e+00;7.499e-01;3.073e-03;7.125e-01;2.920e-03;1.053e+00;1.052e+00;6.749e-01;2.766e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
10.865167000;1.052e+00;7.499e-01;3.086e-03;7.125e-01;2.932e-03;1.053e+00;1.052e+00;6.749e-01;2.777e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
10.915167000;1.052e+00;7.499e-01;3.089e-03;7.125e-01;2.935e-03;1.053e+00;1.052e+00;6.749e-01;2.780e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
11.021167000;1.052e+00;7.499e-01;3.096e-03;7.125e-01;2.942e-03;1.053e+00;1.052e+00;6.749e-01;2.786e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
11.580167000;1.052e+00;7.499e-01;3.126e-03;7.125e-01;2.970e-03;1.053e+00;1.052e+00;6.749e-01;2.813e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
11.679167000;1.052e+00;7.499e-01;3.130e-03;7.125e-01;2.974e-03;1.053e+00;1.052e+00;6.749e-01;2.817e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
12.402167000;1.052e+00;7.499e-01;3.156e-03;7.125e-01;2.998e-03;1.053e+00;1.052e+00;6.749e-01;2.840e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
12.483167000;1.052e+00;7.499e-01;3.158e-03;7.125e-01;3.001e-03;1.053e+00;1.052e+00;6.749e-01;2.842e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
14.391167000;1.052e+00;7.499e-01;3.183e-03;7.125e-01;3.025e-03;1.053e+00;1.052e+00;6.749e-01;2.865e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
20.002020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
20.003020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.001e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.001e+01
20.007020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.001e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.001e+01
20.008020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.002e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.002e+01
20.012020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.002e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.002e+01
20.013020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.003e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.003e+01
20.017020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.003e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.003e+01
20.018020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.004e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.004e+01
20.022020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.004e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.004e+01
20.023020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.005e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.005e+01
20.027020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.005e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.005e+01
20.028020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.006e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.006e+01
20.032020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.006e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.006e+01
20.033020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.007e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.007e+01
20.037020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.007e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.007e+01
20.038020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.008e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.008e+01
20.042020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.008e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.008e+01
20.043020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.009e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.009e+01
20.047020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.009e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.009e+01
20.048020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.010e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.010e+01
20.052020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.010e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.010e+01
20.053020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.011e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.011e+01
20.057020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.011e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.011e+01
20.058020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.012e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.012e+01
20.062020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.012e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.012e+01
20.063020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.013e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.013e+01
20.067020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.013e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.013e+01
20.068020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.014e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.014e+01
20.072020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.014e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.014e+01
20.073020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.015e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.015e+01
20.077020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.015e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.015e+01
20.078020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.016e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.016e+01
20.082020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.016e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.016e+01
20.083020000;1.052e+00;7.499e-01;3.162e-03;7.125e-01;3.005e-03;1.053e+00;1.052e+00;6.749e-01;2.846e-03;5.017e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.017e+01
