time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;8.320e-01;5.111e-09;8.320e-01;-7.648e-09;1.001e+00;8.312e-01;3.477e-02;1.000e+00;2.080e-03;3.724e-09;8.320e-01;1.040e-04
0.000001000;1.000e+00;8.320e-01;5.128e-09;8.320e-01;-7.570e-09;1.001e+00;8.312e-01;3.477e-02;1.000e+00;2.080e-03;3.752e-09;8.320e-01;1.040e-04
29.999994000;1.000e+00;8.320e-01;-4.019e-09;8.320e-01;-6.057e-09;1.001e+00;8.312e-01;3.477e-02;1.000e+00;2.080e-03;-1.023e-09;8.320e-01;1.040e-04
29.999994000;9.975e-07;4.482e-10;-4.336e-09;-5.681e-09;-6.065e-09;1.001e+00;1.878e-02;1.995e+01;9.999e-07;5.294e-09;-8.619e-10;8.320e-01;1.040e-04
29.999996000;9.981e-07;6.966e-10;-4.951e-09;-5.710e-09;-6.098e-09;1.001e+00;1.879e-02;1.995e+01;9.996e-07;5.415e-09;-5.113e-10;8.320e-01;1.040e-04
29.999998000;9.985e-07;7.945e-10;-5.249e-09;-5.698e-09;-6.118e-09;1.000e+00;1.880e-02;1.994e+01;9.995e-07;5.467e-09;-3.226e-10;8.320e-01;1.040e-04
30.000002000;9.988e-07;8.733e-10;-5.538e-09;-5.676e-09;-6.137e-09;9.993e-01;1.881e-02;1.992e+01;9.993e-07;5.515e-09;-1.256e-10;8.320e-01;1.040e-04
30.000010000;9.991e-07;9.311e-10;-5.817e-09;-5.649e-09;-6.154e-09;9.977e-01;1.884e-02;1.989e+01;9.991e-07;5.562e-09;7.912e-11;8.320e-01;1.040e-04
30.000026000;9.995e-07;9.658e-10;-6.086e-09;-5.622e-09;-6.169e-09;9.946e-01;1.890e-02;1.983e+01;9.989e-07;5.609e-09;2.910e-10;8.320e-01;1.040e-04
30.000058000;9.998e-07;9.757e-10;-6.346e-09;-5.597e-09;-6.185e-09;9.882e-01;1.862e-02;1.970e+01;9.987e-07;5.656e-09;5.094e-10;8.320e-01;1.040e-04
30.000122000;1.000e-06;9.607e-10;-6.595e-09;-5.574e-09;-6.202e-09;9.757e-01;1.845e-02;1.945e+01;9.985e-07;5.703e-09;7.328e-10;8.320e-01;1.040e-04
30.000186000;1.000e-06;9.222e-10;-6.832e-09;-5.554e-09;-6.224e-09;9.634e-01;1.827e-02;1.921e+01;9.983e-07;5.749e-09;9.582e-10;8.320e-01;1.040e-04
