time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.320e-01;-3.732e-10;7.966e-01;-4.548e-09;1.044e+00;1.044e+00;2.080e-03;6.557e-10;1.000e+01;8.320e-01;1.044e+00;7.966e-01;-4.100e-05
19.999996000;1.044e+00;8.320e-01;1.650e-09;7.966e-01;1.397e-09;1.044e+00;1.044e+00;2.080e-03;6.075e-09;1.000e+01;8.320e-01;1.044e+00;7.966e-01;-4.100e-05
19.999996000;1.044e+00;8.320e-01;1.848e-09;7.966e-01;1.533e-09;1.044e+00;1.044e+00;2.080e-03;6.106e-09;1.000e+01;8.320e-01;1.097e+00;7.966e-01;-4.100e-05
20.001020000;1.044e+00;8.320e-01;4.162e-09;7.966e-01;3.248e-09;1.044e+00;1.044e+00;2.080e-03;5.733e-09;1.000e+01;8.320e-01;1.097e+00;7.966e-01;-2.649e-03
20.001532000;1.045e+00;8.320e-01;4.372e-09;7.965e-01;3.427e-09;1.045e+00;1.045e+00;2.080e-03;5.698e-09;1.000e+01;8.320e-01;1.097e+00;7.966e-01;-3.904e-03
20.002044000;1.045e+00;8.320e-01;4.000e-04;7.965e-01;3.829e-04;1.045e+00;1.045e+00;2.080e-03;1.006e-06;1.000e+01;8.320e-01;1.097e+00;7.966e-01;-5.128e-03
20.002556000;1.045e+00;8.320e-01;4.000e-04;7.965e-01;3.829e-04;1.045e+00;1.045e+00;2.080e-03;1.006e-06;1.000e+01;8.320e-01;1.097e+00;7.966e-01;-6.322e-03
20.003068000;1.045e+00;8.324e-01;8.000e-04;7.968e-01;7.658e-04;1.045e+00;1.045e+00;2.081e-03;2.006e-06;1.000e+01;8.320e-01;1.097e+00;7.966e-01;-7.485e-03
20.003580000;1.045e+00;8.324e-01;8.000e-04;7.967e-01;7.657e-04;1.045e+00;1.045e+00;2.081e-03;2.006e-06;1.000e+01;8.320e-01;1.097e+00;7.966e-01;-8.620e-03
20.004092000;1.045e+00;8.324e-01;1.200e-03;7.967e-01;1.148e-03;1.045e+00;1.045e+00;2.081e-03;3.005e-06;1.000e+01;8.320e-01;1.097e+00;7.966e-01;-9.725e-03
20.004604000;1.045e+00;8.324e-01;1.200e-03;7.966e-01;1.148e-03;1.045e+00;1.045e+00;2.081e-03;3.005e-06;1.000e+01;8.320e-01;1.097e+00;7.966e-01;-1.080e-02
20.005116000;1.045e+00;8.324e-01;1.600e-03;7.965e-01;1.531e-03;1.045e+00;1.045e+00;2.081e-03;4.005e-06;1.000e+01;8.320e-01;1.097e+00;7.966e-01;-1.185e-02
20.005628000;1.045e+00;8.328e-01;2.000e-03;7.968e-01;1.914e-03;1.045e+00;1.045e+00;2.082e-03;5.005e-06;1.000e+01;8.320e-01;1.097e+00;7.966e-01;-1.288e-02
20.006140000;1.045e+00;8.328e-01;2.400e-03;7.967e-01;2.296e-03;1.045e+00;1.045e+00;2.082e-03;6.005e-06;1.000e+01;8.320e-01;1.097e+00;7.966e-01;-1.388e-02
20.006652000;1.045e+00;8.328e-01;2.400e-03;7.966e-01;2.296e-03;1.045e+00;1.045e+00;2.082e-03;6.005e-06;1.000e+01;8.320e-01;1.097e+00;7.966e-01;-1.485e-02
20.007164000;1.046e+00;8.332e-01;2.800e-03;7.969e-01;2.678e-03;1.046e+00;1.046e+00;2.083e-03;7.005e-06;1.000e+01;8.320e-01;1.097e+00;7.966e-01;-1.579e-02
20.008700000;1.046e+00;8.332e-01;4.000e-03;7.965e-01;3.824e-03;1.046e+00;1.046e+00;2.083e-03;1.000e-05;1.000e+01;8.320e-01;1.097e+00;7.966e-01;-1.849e-02
20.009212000;1.046e+00;8.336e-01;4.400e-03;7.968e-01;4.206e-03;1.046e+00;1.046e+00;2.084e-03;1.100e-05;1.000e+01;8.320e-01;1.097e+00;7.966e-01;-1.934e-02
20.009724000;1.046e+00;8.336e-01;4.800e-03;7.966e-01;4.587e-03;1.046e+00;1.046e+00;2.084e-03;1.200e-05;1.000e+01;8.320e-01;1.097e+00;7.965e-01;-2.017e-02
20.010236000;1.047e+00;8.336e-01;5.600e-03;7.965e-01;5.351e-03;1.047e+00;1.047e+00;2.084e-03;1.400e-05;1.000e+01;8.320e-01;1.097e+00;7.965e-01;-2.097e-02
20.010748000;1.047e+00;8.340e-01;6.000e-03;7.968e-01;5.732e-03;1.047e+00;1.047e+00;2.085e-03;1.500e-05;1.000e+01;8.320e-01;1.097e+00;7.965e-01;-2.176e-02
20.011260000;1.047e+00;8.340e-01;6.400e-03;7.966e-01;6.113e-03;1.047e+00;1.047e+00;2.085e-03;1.600e-05;1.000e+01;8.320e-01;1.097e+00;7.965e-01;-2.252e-02
20.011772000;1.047e+00;8.344e-01;6.800e-03;7.969e-01;6.494e-03;1.047e+00;1.047e+00;2.086e-03;1.700e-05;1.000e+01;8.320e-01;1.097e+00;7.965e-01;-2.326e-02
20.012284000;1.047e+00;8.344e-01;7.200e-03;7.967e-01;6.875e-03;1.047e+00;1.047e+00;2.086e-03;1.800e-05;1.000e+01;8.320e-01;1.097e+00;7.965e-01;-2.398e-02
20.012796000;1.048e+00;8.344e-01;7.600e-03;7.966e-01;7.255e-03;1.048e+00;1.048e+00;2.086e-03;1.900e-05;1.000e+01;8.320e-01;1.097e+00;7.965e-01;-2.468e-02
20.013308000;1.048e+00;8.348e-01;8.400e-03;7.968e-01;8.018e-03;1.048e+00;1.048e+00;2.087e-03;2.100e-05;1.000e+01;8.320e-01;1.097e+00;7.964e-01;-2.536e-02
20.013820000;1.048e+00;8.348e-01;8.800e-03;7.966e-01;8.398e-03;1.048e+00;1.048e+00;2.087e-03;2.200e-05;1.000e+01;8.320e-01;1.097e+00;7.964e-01;-2.602e-02
20.014332000;1.048e+00;8.348e-01;9.200e-03;7.965e-01;8.778e-03;1.048e+00;1.048e+00;2.087e-03;2.300e-05;1.000e+01;8.320e-01;1.097e+00;7.964e-01;-2.667e-02
20.014844000;1.048e+00;8.352e-01;9.600e-03;7.967e-01;9.158e-03;1.048e+00;1.048e+00;2.088e-03;2.400e-05;1.000e+01;8.320e-01;1.097e+00;7.964e-01;-2.729e-02
20.015356000;1.048e+00;8.352e-01;1.040e-02;7.966e-01;9.919e-03;1.048e+00;1.048e+00;2.088e-03;2.600e-05;1.000e+01;8.320e-01;1.097e+00;7.964e-01;-2.790e-02
20.015868000;1.049e+00;8.352e-01;1.080e-02;7.964e-01;1.030e-02;1.049e+00;1.049e+00;2.088e-03;2.700e-05;1.000e+01;8.320e-01;1.097e+00;7.963e-01;-2.848e-02
20.016380000;1.049e+00;8.356e-01;1.120e-02;7.966e-01;1.068e-02;1.049e+00;1.049e+00;2.089e-03;2.800e-05;1.000e+01;8.320e-01;1.097e+00;7.963e-01;-2.905e-02
20.016892000;1.049e+00;8.356e-01;1.200e-02;7.965e-01;1.144e-02;1.049e+00;1.049e+00;2.089e-03;3.000e-05;1.000e+01;8.320e-01;1.097e+00;7.963e-01;-2.961e-02
20.017404000;1.049e+00;8.356e-01;1.240e-02;7.963e-01;1.182e-02;1.049e+00;1.049e+00;2.089e-03;3.100e-05;1.000e+01;8.320e-01;1.097e+00;7.962e-01;-3.014e-02
