;time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
6195;5.955e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6196;5.956e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6197;5.957e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6198;5.958e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6199;5.959e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6200;5.960e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6201;5.961e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6202;5.962e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6203;5.963e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6204;5.964e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6205;5.965e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6206;5.966e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6207;5.967e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6208;5.968e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6209;5.969e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6210;5.970e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6211;5.971e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6212;5.972e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6213;5.973e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6214;5.974e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6215;5.975e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6216;5.976e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6217;5.977e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6218;5.978e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6219;5.979e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6220;5.980e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6221;5.981e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6222;5.982e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6223;5.983e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6224;5.984e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6225;5.985e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6226;5.986e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6227;5.987e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6228;5.988e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6229;5.989e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6230;5.990e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6231;5.991e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6232;5.992e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6233;5.993e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6234;5.994e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6235;5.995e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6236;5.996e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6237;5.997e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6238;5.998e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6239;5.999e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6240;6.000e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6241;6.001e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6242;6.002e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6243;6.003e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6244;6.004e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6245;6.005e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6246;6.006e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6247;6.007e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6248;6.008e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6249;6.009e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6250;6.010e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6251;6.011e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6252;6.012e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6253;6.013e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6254;6.014e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6255;6.015e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6256;6.016e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6257;6.017e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6258;6.018e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6259;6.019e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6260;6.020e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6261;6.021e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6262;6.022e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6263;6.023e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6264;6.024e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6265;6.025e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6266;6.026e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6267;6.027e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6268;6.028e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6269;6.029e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6270;6.030e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6271;6.031e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6272;6.032e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6273;6.033e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6274;6.034e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6275;6.035e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6276;6.036e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6277;6.037e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6278;6.038e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6279;6.039e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6280;6.040e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6281;6.041e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6282;6.042e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6283;6.043e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6284;6.044e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6285;6.045e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6286;6.046e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6287;6.047e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6288;6.048e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6289;6.049e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6290;6.050e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6291;6.051e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6292;6.052e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6293;6.053e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6294;6.054e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6295;6.055e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6296;6.056e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6297;6.057e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6298;6.058e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6299;6.059e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6300;6.060e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6301;6.061e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6302;6.062e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6303;6.063e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6304;6.064e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6305;6.065e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6306;6.066e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6307;6.067e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6308;6.068e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6309;6.069e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6310;6.070e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6311;6.071e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6312;6.072e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6313;6.073e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6314;6.074e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6315;6.075e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6316;6.076e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6317;6.077e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6318;6.078e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6319;6.079e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6320;6.080e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6321;6.081e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6322;6.082e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6323;6.083e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6324;6.084e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6325;6.085e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6326;6.086e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6327;6.087e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6328;6.088e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6329;6.089e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6330;6.090e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6331;6.091e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6332;6.092e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6333;6.093e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6334;6.094e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6335;6.095e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6336;6.096e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6337;6.097e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6338;6.098e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6339;6.099e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6340;6.100e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6341;6.101e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6342;6.102e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6343;6.103e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6344;6.104e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6345;6.105e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6346;6.106e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6347;6.107e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6348;6.108e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6349;6.109e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6350;6.110e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6351;6.111e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6352;6.112e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6353;6.113e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6354;6.114e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6355;6.115e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6356;6.116e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6357;6.117e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6358;6.118e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6359;6.119e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6360;6.120e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6361;6.121e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6362;6.122e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6363;6.123e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6364;6.124e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6365;6.125e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
6366;6.126e+01;1.053e+00;7.387e-01;3.767e-03;7.015e-01;3.577e-03;1.060e+00;1.000e+01;1.060e+00;1.000e+00;1.000e+00
