time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;5.000e-01;7.067e-10;4.787e-01;-9.484e-10;1.048e+00;1.044e+00;4.500e-01;-2.101e-09;1.000e+01;4.893e-01;-1.092e-02;1.048e+00;5.000e+01;5.000e+01
20.009836000;1.044e+00;5.000e-01;1.108e-06;4.787e-01;1.063e-06;1.048e+00;1.044e+00;4.500e-01;9.975e-07;1.000e+01;4.893e-01;-1.092e-02;1.048e+00;5.000e+01;5.000e+01
20.010836000;1.044e+00;5.000e-01;2.218e-06;4.787e-01;2.127e-06;1.048e+00;1.044e+00;4.500e-01;1.998e-06;1.000e+01;4.894e-01;-1.092e-02;1.048e+00;5.000e+01;5.000e+01
20.012836000;1.044e+00;5.000e-01;4.440e-06;4.788e-01;4.254e-06;1.048e+00;1.044e+00;4.500e-01;3.998e-06;1.000e+01;4.894e-01;-1.092e-02;1.048e+00;5.000e+01;5.000e+01
20.020836000;1.044e+00;5.003e-01;2.110e-05;4.790e-01;2.021e-05;1.048e+00;1.044e+00;4.503e-01;1.900e-05;1.000e+01;4.898e-01;-1.092e-02;1.048e+00;5.000e+01;5.000e+01
20.024836000;1.044e+00;5.005e-01;3.555e-05;4.792e-01;3.404e-05;1.048e+00;1.044e+00;4.505e-01;3.200e-05;1.000e+01;4.902e-01;-1.091e-02;1.048e+00;5.000e+01;5.000e+01
20.025836000;1.044e+00;5.006e-01;3.888e-05;4.793e-01;3.723e-05;1.048e+00;1.044e+00;4.505e-01;3.500e-05;1.000e+01;4.903e-01;-1.091e-02;1.048e+00;5.000e+01;5.000e+01
20.029836000;1.044e+00;5.009e-01;5.555e-05;4.796e-01;5.319e-05;1.048e+00;1.044e+00;4.509e-01;5.000e-05;1.000e+01;4.907e-01;-1.090e-02;1.048e+00;5.000e+01;5.000e+01
20.030836000;1.044e+00;5.010e-01;5.888e-05;4.797e-01;5.638e-05;1.048e+00;1.044e+00;4.509e-01;5.300e-05;1.000e+01;4.908e-01;-1.090e-02;1.048e+00;5.001e+01;5.001e+01
20.033836000;1.044e+00;5.014e-01;7.221e-05;4.801e-01;6.915e-05;1.048e+00;1.044e+00;4.512e-01;6.500e-05;1.000e+01;4.912e-01;-1.089e-02;1.048e+00;5.001e+01;5.001e+01
20.036836000;1.044e+00;5.018e-01;8.443e-05;4.804e-01;8.086e-05;1.048e+00;1.044e+00;4.516e-01;7.600e-05;1.000e+01;4.917e-01;-1.088e-02;1.048e+00;5.001e+01;5.001e+01
