time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;PV_Array_GEN_VoltageInjTerminal;PV_Array_GEN_ActiveCurrentInjTerminal;PV_Array_GEN_ReactiveCurrentInjTerminal;PV_Array_GEN_ActivePowerControlledPu;PV_Array_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;PV_Array_GEN_ActivePowerSetpointPu;PV_Array_GEN_ReactivePowerSetpointPu
0.000000;1.050e+00;4.160e-01;4.440e-01;3.962e-01;4.229e-01;1.081e+00;3.895e-01;4.290e-01;4.212e-01;4.640e-01;1.050e+00;1.040e-03;1.110e-03;4.210e-01;4.641e-01
29.989998;1.050e+00;4.160e-01;4.440e-01;3.962e-01;4.229e-01;1.081e+00;3.895e-01;4.290e-01;4.212e-01;4.640e-01;1.050e+00;1.040e-03;1.110e-03;4.210e-01;4.641e-01
29.990002;1.050e+00;4.160e-01;4.440e-01;3.962e-01;4.229e-01;1.081e+00;3.895e-01;4.294e-01;4.212e-01;4.644e-01;1.050e+00;1.040e-03;1.110e-03;4.210e-01;4.641e-01
29.990122;1.050e+00;4.164e-01;4.476e-01;3.967e-01;4.264e-01;1.081e+00;3.895e-01;4.328e-01;4.212e-01;4.680e-01;1.050e+00;1.041e-03;1.119e-03;4.210e-01;4.641e-01
29.990250;1.049e+00;4.168e-01;4.512e-01;3.971e-01;4.299e-01;1.081e+00;3.899e-01;4.365e-01;4.216e-01;4.720e-01;1.049e+00;1.042e-03;1.128e-03;4.210e-01;4.641e-01
29.990506;1.049e+00;4.172e-01;4.588e-01;3.977e-01;4.374e-01;1.081e+00;3.906e-01;4.439e-01;4.224e-01;4.800e-01;1.049e+00;1.043e-03;1.147e-03;4.210e-01;4.641e-01
29.990762;1.048e+00;4.180e-01;4.664e-01;3.987e-01;4.449e-01;1.081e+00;3.914e-01;4.513e-01;4.232e-01;4.880e-01;1.048e+00;1.045e-03;1.166e-03;4.210e-01;4.641e-01
29.991018;1.048e+00;4.184e-01;4.740e-01;3.993e-01;4.523e-01;1.081e+00;3.922e-01;4.584e-01;4.240e-01;4.956e-01;1.048e+00;1.046e-03;1.185e-03;4.210e-01;4.641e-01
29.991274;1.047e+00;4.188e-01;4.816e-01;3.999e-01;4.598e-01;1.081e+00;3.926e-01;4.658e-01;4.244e-01;5.036e-01;1.047e+00;1.047e-03;1.204e-03;4.210e-01;4.641e-01
29.991530;1.047e+00;4.196e-01;4.888e-01;4.008e-01;4.670e-01;1.081e+00;3.934e-01;4.733e-01;4.252e-01;5.116e-01;1.047e+00;1.049e-03;1.222e-03;4.210e-01;4.641e-01
29.991786;1.046e+00;4.200e-01;4.964e-01;4.014e-01;4.745e-01;1.081e+00;3.938e-01;4.804e-01;4.256e-01;5.192e-01;1.046e+00;1.050e-03;1.241e-03;4.210e-01;4.641e-01
29.992042;1.046e+00;4.204e-01;5.036e-01;4.020e-01;4.816e-01;1.081e+00;3.945e-01;4.878e-01;4.264e-01;5.272e-01;1.046e+00;1.051e-03;1.259e-03;4.210e-01;4.641e-01
29.992298;1.045e+00;4.208e-01;5.108e-01;4.026e-01;4.887e-01;1.081e+00;3.949e-01;4.949e-01;4.268e-01;5.348e-01;1.045e+00;1.052e-03;1.277e-03;4.210e-01;4.641e-01
29.992554;1.045e+00;4.212e-01;5.184e-01;4.032e-01;4.963e-01;1.081e+00;3.957e-01;5.023e-01;4.276e-01;5.428e-01;1.045e+00;1.053e-03;1.296e-03;4.210e-01;4.641e-01
29.992810;1.044e+00;4.216e-01;5.256e-01;4.038e-01;5.034e-01;1.080e+00;3.961e-01;5.094e-01;4.280e-01;5.504e-01;1.044e+00;1.054e-03;1.314e-03;4.210e-01;4.641e-01
29.993066;1.043e+00;4.220e-01;5.328e-01;4.044e-01;5.106e-01;1.080e+00;3.966e-01;5.165e-01;4.284e-01;5.580e-01;1.043e+00;1.055e-03;1.332e-03;4.210e-01;4.641e-01
29.993322;1.043e+00;4.224e-01;5.400e-01;4.050e-01;5.178e-01;1.080e+00;3.973e-01;5.240e-01;4.292e-01;5.660e-01;1.043e+00;1.056e-03;1.350e-03;4.210e-01;4.641e-01
