time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;8.320e-01;-2.256e-09;8.320e-01;2.383e-09;1.001e+00;8.312e-01;3.477e-02;1.000e+00;2.080e-03;-1.258e-09;8.320e-01;1.040e-04
0.000001000;1.000e+00;8.320e-01;-2.216e-09;8.320e-01;2.341e-09;1.001e+00;8.312e-01;3.477e-02;1.000e+00;2.080e-03;-1.285e-09;8.320e-01;1.040e-04
29.999994000;1.000e+00;8.320e-01;-1.010e-07;8.320e-01;2.630e-08;1.001e+00;8.312e-01;3.477e-02;1.000e+00;2.080e-03;5.788e-10;8.320e-01;1.040e-04
29.999994000;6.818e-01;9.428e-01;4.304e+00;1.383e+00;6.313e+00;1.001e+00;9.439e-01;6.393e+00;6.818e-01;2.357e-03;1.076e-02;8.320e-01;1.040e-04
29.999995000;6.818e-01;9.428e-01;4.304e+00;1.383e+00;6.312e+00;1.001e+00;9.440e-01;6.393e+00;6.818e-01;2.357e-03;1.076e-02;8.320e-01;1.040e-04
29.999996000;6.817e-01;9.424e-01;4.303e+00;1.382e+00;6.312e+00;1.001e+00;9.437e-01;6.392e+00;6.817e-01;2.356e-03;1.076e-02;8.320e-01;1.040e-04
29.999998000;6.816e-01;9.424e-01;4.302e+00;1.383e+00;6.311e+00;1.001e+00;9.438e-01;6.391e+00;6.816e-01;2.356e-03;1.076e-02;8.320e-01;1.040e-04
30.000002000;6.815e-01;9.420e-01;4.300e+00;1.382e+00;6.309e+00;1.000e+00;9.436e-01;6.389e+00;6.815e-01;2.355e-03;1.075e-02;8.320e-01;1.040e-04
30.000010000;6.812e-01;9.408e-01;4.295e+00;1.381e+00;6.305e+00;9.999e-01;9.429e-01;6.385e+00;6.812e-01;2.352e-03;1.074e-02;8.320e-01;1.040e-04
30.000026000;6.806e-01;9.388e-01;4.285e+00;1.379e+00;6.296e+00;9.989e-01;9.419e-01;6.377e+00;6.806e-01;2.347e-03;1.071e-02;8.320e-01;1.040e-04
