time;BusPDR_bus_terminal_V_re;BusPDR_bus_terminal_V_im;AuxLoad_Xfmr_transformer_terminal1_V_re;AuxLoad_Xfmr_transformer_terminal1_V_im;AuxLoad_Xfmr_transformer_terminal1_i_re;AuxLoad_Xfmr_transformer_terminal1_i_im;StepUp_Xfmr_transformer_terminal1_V_re;StepUp_Xfmr_transformer_terminal1_V_im;StepUp_Xfmr_transformer_terminal1_i_re;StepUp_Xfmr_transformer_terminal1_i_im;StepUp_Xfmr_transformer_tap_value;Wind_Turbine_WPP_wT4BCurrentSource_wT4Injector_genSystem_iECFrameRotation_ipCmdPu;Wind_Turbine_WPP_wT4BCurrentSource_wT4Injector_genSystem_iECFrameRotation_iqCmdPu;Wind_Turbine_WPP_UWPRefPu;Wind_Turbine_WPP_wPPControl2015_qControl_UWPPu;Wind_Turbine_WPP_wPPControl2015_qControl_QWPPu;Wind_Turbine_WPP_omegaRefPu;
0.000000;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728950;-0.311064;10.000000;0.816436;0.330000;1.034583;0.991971;-0.326670;1.000000;
0.000001;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728950;-0.311064;10.000000;0.816436;0.330000;1.034583;0.991971;-0.326670;1.000000;
0.000002;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728950;-0.311064;10.000000;0.816436;0.330000;1.034583;0.991971;-0.326670;1.000000;
0.000004;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728950;-0.311064;10.000000;0.816436;0.330000;1.034583;0.991971;-0.326670;1.000000;
0.000008;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728949;-0.311065;10.000000;0.816436;0.330000;1.034583;0.991971;-0.326670;1.000000;
0.000016;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728949;-0.311065;10.000000;0.816436;0.330000;1.034583;0.991971;-0.326671;1.000000;
0.000032;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728949;-0.311066;10.000000;0.816436;0.330000;1.034583;0.991971;-0.326672;1.000000;
0.000064;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728949;-0.311068;10.000000;0.816436;0.330000;1.034583;0.991971;-0.326674;1.000000;
0.000128;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728949;-0.311072;10.000000;0.816438;0.330000;1.034583;0.991971;-0.326678;1.000000;
0.000256;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728953;-0.311080;10.000000;0.816446;0.330000;1.034583;0.991971;-0.326687;1.000000;
0.000384;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728962;-0.311088;10.000000;0.816460;0.330000;1.034583;0.991971;-0.326695;1.000000;
0.000587;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728985;-0.311100;10.000000;0.816491;0.330000;1.034583;0.991970;-0.326707;1.000000;
0.000587;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728985;-0.311100;10.000000;0.816491;0.330000;1.034583;0.991970;-0.326707;1.000000;
0.000588;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728985;-0.311100;10.000000;0.816491;0.330000;1.034583;0.991970;-0.326708;1.000000;
0.000589;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728985;-0.311100;10.000000;0.816492;0.330000;1.034583;0.991970;-0.326708;1.000000;
0.000591;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728985;-0.311100;10.000000;0.816492;0.330000;1.034583;0.991970;-0.326708;1.000000;
0.000595;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728986;-0.311100;10.000000;0.816493;0.330000;1.034583;0.991970;-0.326708;1.000000;
0.000603;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728987;-0.311101;10.000000;0.816494;0.330000;1.034583;0.991970;-0.326708;1.000000;
0.000619;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728989;-0.311102;10.000000;0.816497;0.330000;1.034583;0.991970;-0.326709;1.000000;
0.000641;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728993;-0.311103;10.000000;0.816502;0.330000;1.034583;0.991970;-0.326711;1.000000;
0.000641;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728993;-0.311103;10.000000;0.816502;0.330000;1.034583;0.991970;-0.326711;1.000000;
0.000642;1.000000;0.000000;1.000000;0.000000;0.009574;-0.004787;1.000000;0.000000;-0.728993;-0.311103;10.000000;0.816502;0.330000;1.034583;0.991970;-0.326711;1.000000;
