time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.003328000;1.044e+00;8.312e-01;-3.956e-04;7.958e-01;-3.787e-04;1.051e+00;1.055e+00;7.985e-01;1.124e-01;1.044e+00;7.481e-01;-3.560e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.995e+01;4.995e+01
0.003840000;1.045e+00;8.304e-01;-5.222e-04;7.950e-01;-5.000e-04;1.051e+00;1.055e+00;7.978e-01;1.121e-01;1.045e+00;7.474e-01;-4.700e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.994e+01;4.994e+01
0.004301000;1.045e+00;8.296e-01;-6.478e-04;7.942e-01;-6.202e-04;1.051e+00;1.055e+00;7.971e-01;1.118e-01;1.045e+00;7.467e-01;-5.830e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.993e+01;4.993e+01
0.004762000;1.045e+00;8.287e-01;-7.844e-04;7.934e-01;-7.510e-04;1.051e+00;1.055e+00;7.963e-01;1.114e-01;1.045e+00;7.459e-01;-7.060e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.992e+01;4.992e+01
0.005222000;1.045e+00;8.278e-01;-9.278e-04;7.924e-01;-8.882e-04;1.051e+00;1.055e+00;7.954e-01;1.110e-01;1.045e+00;7.450e-01;-8.350e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.991e+01;4.991e+01
0.005683000;1.045e+00;8.267e-01;-1.079e-03;7.914e-01;-1.033e-03;1.051e+00;1.055e+00;7.944e-01;1.106e-01;1.045e+00;7.441e-01;-9.710e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.990e+01;4.990e+01
0.006144000;1.045e+00;8.256e-01;-1.234e-03;7.903e-01;-1.182e-03;1.051e+00;1.055e+00;7.934e-01;1.102e-01;1.045e+00;7.431e-01;-1.111e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.989e+01;4.989e+01
0.006605000;1.045e+00;8.245e-01;-1.394e-03;7.892e-01;-1.335e-03;1.051e+00;1.055e+00;7.923e-01;1.097e-01;1.045e+00;7.420e-01;-1.255e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.988e+01;4.988e+01
0.006759000;1.045e+00;8.241e-01;-1.448e-03;7.888e-01;-1.386e-03;1.051e+00;1.055e+00;7.919e-01;1.096e-01;1.045e+00;7.416e-01;-1.303e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.988e+01;4.988e+01
0.006823000;1.045e+00;8.239e-01;-1.471e-03;7.886e-01;-1.408e-03;1.051e+00;1.055e+00;7.917e-01;1.095e-01;1.045e+00;7.415e-01;-1.324e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.988e+01;4.988e+01
0.006951000;1.045e+00;8.235e-01;-1.516e-03;7.883e-01;-1.451e-03;1.051e+00;1.055e+00;7.914e-01;1.094e-01;1.045e+00;7.412e-01;-1.364e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.987e+01;4.987e+01
0.007207000;1.045e+00;8.228e-01;-1.607e-03;7.876e-01;-1.538e-03;1.051e+00;1.055e+00;7.907e-01;1.091e-01;1.045e+00;7.406e-01;-1.446e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.987e+01;4.987e+01
0.007719000;1.045e+00;8.214e-01;-1.787e-03;7.861e-01;-1.710e-03;1.051e+00;1.055e+00;7.894e-01;1.086e-01;1.045e+00;7.392e-01;-1.608e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.986e+01;4.986e+01
0.008231000;1.045e+00;8.199e-01;-1.966e-03;7.847e-01;-1.881e-03;1.051e+00;1.055e+00;7.879e-01;1.080e-01;1.045e+00;7.379e-01;-1.769e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.985e+01;4.985e+01
0.008743000;1.045e+00;8.183e-01;-2.142e-03;7.831e-01;-2.050e-03;1.051e+00;1.055e+00;7.865e-01;1.074e-01;1.045e+00;7.365e-01;-1.928e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.985e+01;4.985e+01
0.009255000;1.045e+00;8.168e-01;-2.313e-03;7.816e-01;-2.214e-03;1.051e+00;1.055e+00;7.850e-01;1.069e-01;1.045e+00;7.351e-01;-2.082e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.984e+01;4.984e+01
0.009767000;1.045e+00;8.152e-01;-2.479e-03;7.800e-01;-2.372e-03;1.051e+00;1.055e+00;7.834e-01;1.063e-01;1.045e+00;7.336e-01;-2.231e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.984e+01;4.984e+01
0.010279000;1.045e+00;8.135e-01;-2.638e-03;7.783e-01;-2.524e-03;1.051e+00;1.055e+00;7.819e-01;1.057e-01;1.045e+00;7.322e-01;-2.374e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.983e+01;4.983e+01
0.011815000;1.045e+00;8.086e-01;-3.060e-03;7.734e-01;-2.927e-03;1.051e+00;1.055e+00;7.772e-01;1.040e-01;1.045e+00;7.277e-01;-2.754e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.983e+01;4.983e+01
0.012327000;1.046e+00;8.070e-01;-3.180e-03;7.718e-01;-3.041e-03;1.051e+00;1.055e+00;7.756e-01;1.035e-01;1.046e+00;7.263e-01;-2.862e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.983e+01;4.983e+01
0.013863000;1.046e+00;8.022e-01;-3.474e-03;7.670e-01;-3.322e-03;1.051e+00;1.055e+00;7.709e-01;1.020e-01;1.046e+00;7.219e-01;-3.127e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.983e+01;4.983e+01
0.014375000;1.046e+00;8.006e-01;-3.549e-03;7.654e-01;-3.393e-03;1.051e+00;1.055e+00;7.694e-01;1.015e-01;1.046e+00;7.205e-01;-3.194e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.983e+01;4.983e+01
0.014887000;1.046e+00;7.991e-01;-3.611e-03;7.639e-01;-3.452e-03;1.051e+00;1.055e+00;7.679e-01;1.010e-01;1.046e+00;7.191e-01;-3.250e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.983e+01;4.983e+01
0.015399000;1.046e+00;7.976e-01;-3.662e-03;7.624e-01;-3.501e-03;1.052e+00;1.055e+00;7.664e-01;1.006e-01;1.046e+00;7.178e-01;-3.296e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.984e+01;4.984e+01
0.016423000;1.046e+00;7.946e-01;-3.730e-03;7.594e-01;-3.565e-03;1.052e+00;1.055e+00;7.636e-01;9.976e-02;1.046e+00;7.152e-01;-3.357e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.984e+01;4.984e+01
0.016935000;1.046e+00;7.932e-01;-3.747e-03;7.580e-01;-3.580e-03;1.052e+00;1.056e+00;7.622e-01;9.937e-02;1.046e+00;7.139e-01;-3.372e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.985e+01;4.985e+01
0.017447000;1.047e+00;7.919e-01;-3.752e-03;7.566e-01;-3.585e-03;1.052e+00;1.056e+00;7.609e-01;9.901e-02;1.047e+00;7.127e-01;-3.377e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.985e+01;4.985e+01
0.017959000;1.047e+00;7.905e-01;-3.748e-03;7.553e-01;-3.581e-03;1.052e+00;1.056e+00;7.595e-01;9.867e-02;1.047e+00;7.115e-01;-3.373e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.985e+01;4.985e+01
0.018471000;1.047e+00;7.892e-01;-3.734e-03;7.540e-01;-3.568e-03;1.052e+00;1.056e+00;7.583e-01;9.834e-02;1.047e+00;7.103e-01;-3.361e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.986e+01;4.986e+01
0.018983000;1.047e+00;7.880e-01;-3.710e-03;7.527e-01;-3.544e-03;1.052e+00;1.056e+00;7.570e-01;9.803e-02;1.047e+00;7.092e-01;-3.339e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.986e+01;4.986e+01
0.019495000;1.047e+00;7.868e-01;-3.678e-03;7.514e-01;-3.513e-03;1.052e+00;1.056e+00;7.558e-01;9.774e-02;1.047e+00;7.081e-01;-3.310e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.986e+01;4.986e+01
0.020007000;1.047e+00;7.856e-01;-3.637e-03;7.502e-01;-3.473e-03;1.052e+00;1.056e+00;7.546e-01;9.747e-02;1.047e+00;7.070e-01;-3.273e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.987e+01;4.987e+01
0.020519000;1.047e+00;7.844e-01;-3.588e-03;7.491e-01;-3.426e-03;1.052e+00;1.056e+00;7.535e-01;9.721e-02;1.047e+00;7.060e-01;-3.229e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.987e+01;4.987e+01
0.021031000;1.047e+00;7.833e-01;-3.531e-03;7.479e-01;-3.372e-03;1.053e+00;1.056e+00;7.523e-01;9.697e-02;1.047e+00;7.050e-01;-3.178e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.987e+01;4.987e+01
0.021543000;1.047e+00;7.822e-01;-3.468e-03;7.468e-01;-3.311e-03;1.053e+00;1.056e+00;7.513e-01;9.675e-02;1.047e+00;7.040e-01;-3.121e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.988e+01;4.988e+01
0.022055000;1.048e+00;7.812e-01;-3.398e-03;7.457e-01;-3.244e-03;1.053e+00;1.056e+00;7.502e-01;9.654e-02;1.048e+00;7.030e-01;-3.058e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.988e+01;4.988e+01
0.022567000;1.048e+00;7.801e-01;-3.322e-03;7.447e-01;-3.171e-03;1.053e+00;1.056e+00;7.492e-01;9.634e-02;1.048e+00;7.021e-01;-2.990e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.988e+01;4.988e+01
0.023079000;1.048e+00;7.792e-01;-3.241e-03;7.437e-01;-3.094e-03;1.053e+00;1.057e+00;7.482e-01;9.616e-02;1.048e+00;7.012e-01;-2.917e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.989e+01;4.989e+01
0.024079000;1.048e+00;7.773e-01;-3.070e-03;7.418e-01;-2.930e-03;1.053e+00;1.057e+00;7.463e-01;9.583e-02;1.048e+00;6.996e-01;-2.763e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.989e+01;4.989e+01
0.024979000;1.048e+00;7.758e-01;-2.903e-03;7.402e-01;-2.770e-03;1.053e+00;1.057e+00;7.447e-01;9.558e-02;1.048e+00;6.982e-01;-2.613e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.990e+01;4.990e+01
0.025879000;1.048e+00;7.743e-01;-2.727e-03;7.386e-01;-2.601e-03;1.054e+00;1.057e+00;7.432e-01;9.535e-02;1.048e+00;6.969e-01;-2.454e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.990e+01;4.990e+01
0.026779000;1.048e+00;7.729e-01;-2.542e-03;7.372e-01;-2.425e-03;1.054e+00;1.057e+00;7.417e-01;9.515e-02;1.048e+00;6.956e-01;-2.288e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.991e+01;4.991e+01
0.027679000;1.049e+00;7.715e-01;-2.353e-03;7.358e-01;-2.244e-03;1.054e+00;1.057e+00;7.404e-01;9.497e-02;1.049e+00;6.944e-01;-2.118e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.991e+01;4.991e+01
0.028579000;1.049e+00;7.703e-01;-2.161e-03;7.345e-01;-2.061e-03;1.054e+00;1.058e+00;7.391e-01;9.482e-02;1.049e+00;6.932e-01;-1.945e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.992e+01;4.992e+01
0.029479000;1.049e+00;7.691e-01;-1.968e-03;7.332e-01;-1.876e-03;1.054e+00;1.058e+00;7.378e-01;9.468e-02;1.049e+00;6.922e-01;-1.771e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.992e+01;4.992e+01
0.030379000;1.049e+00;7.679e-01;-1.774e-03;7.320e-01;-1.691e-03;1.055e+00;1.058e+00;7.366e-01;9.455e-02;1.049e+00;6.911e-01;-1.597e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.993e+01;4.993e+01
0.031279000;1.049e+00;7.668e-01;-1.582e-03;7.309e-01;-1.508e-03;1.055e+00;1.058e+00;7.355e-01;9.444e-02;1.049e+00;6.901e-01;-1.424e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.993e+01;4.993e+01
0.032179000;1.049e+00;7.658e-01;-1.392e-03;7.298e-01;-1.327e-03;1.055e+00;1.058e+00;7.344e-01;9.434e-02;1.049e+00;6.892e-01;-1.253e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.993e+01;4.993e+01
0.033079000;1.049e+00;7.648e-01;-1.207e-03;7.287e-01;-1.150e-03;1.055e+00;1.058e+00;7.333e-01;9.425e-02;1.049e+00;6.883e-01;-1.086e-03;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.994e+01;4.994e+01
0.033979000;1.050e+00;7.638e-01;-1.026e-03;7.277e-01;-9.771e-04;1.055e+00;1.058e+00;7.323e-01;9.416e-02;1.050e+00;6.874e-01;-9.230e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.994e+01;4.994e+01
0.034879000;1.050e+00;7.629e-01;-8.500e-04;7.267e-01;-8.097e-04;1.056e+00;1.059e+00;7.314e-01;9.408e-02;1.050e+00;6.866e-01;-7.650e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.994e+01;4.994e+01
0.035779000;1.050e+00;7.620e-01;-6.811e-04;7.258e-01;-6.488e-04;1.056e+00;1.059e+00;7.304e-01;9.400e-02;1.050e+00;6.858e-01;-6.130e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.994e+01;4.994e+01
0.036679000;1.050e+00;7.611e-01;-5.178e-04;7.249e-01;-4.931e-04;1.056e+00;1.059e+00;7.295e-01;9.393e-02;1.050e+00;6.850e-01;-4.660e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.995e+01;4.995e+01
0.038479000;1.050e+00;7.595e-01;-2.144e-04;7.232e-01;-2.042e-04;1.056e+00;1.059e+00;7.279e-01;9.379e-02;1.050e+00;6.836e-01;-1.930e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.995e+01;4.995e+01
0.040279000;1.050e+00;7.580e-01;5.667e-05;7.217e-01;5.395e-05;1.056e+00;1.059e+00;7.263e-01;9.365e-02;1.050e+00;6.822e-01;5.100e-05;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.995e+01;4.995e+01
0.041179000;1.050e+00;7.573e-01;1.811e-04;7.209e-01;1.724e-04;1.057e+00;1.059e+00;7.256e-01;9.358e-02;1.050e+00;6.816e-01;1.630e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.995e+01;4.995e+01
0.042079000;1.051e+00;7.566e-01;2.967e-04;7.202e-01;2.824e-04;1.057e+00;1.059e+00;7.249e-01;9.351e-02;1.051e+00;6.810e-01;2.670e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.996e+01;4.996e+01
0.042979000;1.051e+00;7.560e-01;4.044e-04;7.195e-01;3.849e-04;1.057e+00;1.060e+00;7.242e-01;9.344e-02;1.051e+00;6.804e-01;3.640e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.996e+01;4.996e+01
0.043879000;1.051e+00;7.553e-01;5.033e-04;7.189e-01;4.790e-04;1.057e+00;1.060e+00;7.235e-01;9.337e-02;1.051e+00;6.798e-01;4.530e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.996e+01;4.996e+01
0.044831000;1.051e+00;7.547e-01;6.000e-04;7.182e-01;5.710e-04;1.057e+00;1.060e+00;7.229e-01;9.330e-02;1.051e+00;6.792e-01;5.400e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.996e+01;4.996e+01
0.045215000;1.051e+00;7.544e-01;6.356e-04;7.179e-01;6.048e-04;1.057e+00;1.060e+00;7.226e-01;9.326e-02;1.051e+00;6.790e-01;5.720e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.996e+01;4.996e+01
0.046239000;1.051e+00;7.538e-01;7.256e-04;7.173e-01;6.904e-04;1.057e+00;1.060e+00;7.219e-01;9.318e-02;1.051e+00;6.784e-01;6.530e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.996e+01;4.996e+01
0.046751000;1.051e+00;7.535e-01;7.656e-04;7.169e-01;7.284e-04;1.057e+00;1.060e+00;7.216e-01;9.314e-02;1.051e+00;6.781e-01;6.890e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.996e+01;4.996e+01
0.047263000;1.051e+00;7.531e-01;8.033e-04;7.166e-01;7.644e-04;1.057e+00;1.060e+00;7.213e-01;9.309e-02;1.051e+00;6.778e-01;7.230e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.997e+01;4.997e+01
0.047775000;1.051e+00;7.528e-01;8.389e-04;7.163e-01;7.982e-04;1.057e+00;1.060e+00;7.210e-01;9.305e-02;1.051e+00;6.776e-01;7.550e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.997e+01;4.997e+01
0.048799000;1.051e+00;7.522e-01;9.000e-04;7.157e-01;8.563e-04;1.057e+00;1.060e+00;7.204e-01;9.295e-02;1.051e+00;6.770e-01;8.100e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.997e+01;4.997e+01
0.050335000;1.051e+00;7.514e-01;9.689e-04;7.148e-01;9.217e-04;1.057e+00;1.060e+00;7.195e-01;9.280e-02;1.051e+00;6.763e-01;8.720e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.997e+01;4.997e+01
0.050847000;1.051e+00;7.511e-01;9.867e-04;7.145e-01;9.386e-04;1.058e+00;1.060e+00;7.192e-01;9.275e-02;1.051e+00;6.760e-01;8.880e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.997e+01;4.997e+01
0.051359000;1.051e+00;7.508e-01;1.001e-03;7.143e-01;9.523e-04;1.058e+00;1.060e+00;7.190e-01;9.270e-02;1.051e+00;6.758e-01;9.010e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.997e+01;4.997e+01
0.052383000;1.051e+00;7.503e-01;1.022e-03;7.137e-01;9.724e-04;1.058e+00;1.060e+00;7.185e-01;9.259e-02;1.051e+00;6.753e-01;9.200e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.997e+01;4.997e+01
0.053407000;1.051e+00;7.498e-01;1.031e-03;7.132e-01;9.808e-04;1.058e+00;1.060e+00;7.180e-01;9.248e-02;1.051e+00;6.748e-01;9.280e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.997e+01;4.997e+01
0.053919000;1.051e+00;7.496e-01;1.032e-03;7.130e-01;9.818e-04;1.058e+00;1.060e+00;7.177e-01;9.242e-02;1.051e+00;6.746e-01;9.290e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.997e+01;4.997e+01
0.054431000;1.051e+00;7.493e-01;1.030e-03;7.127e-01;9.797e-04;1.058e+00;1.060e+00;7.175e-01;9.236e-02;1.051e+00;6.744e-01;9.270e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.997e+01;4.997e+01
0.054943000;1.051e+00;7.491e-01;1.026e-03;7.125e-01;9.755e-04;1.058e+00;1.060e+00;7.173e-01;9.230e-02;1.051e+00;6.742e-01;9.230e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.997e+01;4.997e+01
0.055943000;1.051e+00;7.487e-01;1.010e-03;7.121e-01;9.606e-04;1.058e+00;1.060e+00;7.168e-01;9.217e-02;1.051e+00;6.738e-01;9.090e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.998e+01;4.998e+01
0.056843000;1.051e+00;7.483e-01;9.878e-04;7.117e-01;9.395e-04;1.058e+00;1.060e+00;7.165e-01;9.206e-02;1.051e+00;6.734e-01;8.890e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.998e+01;4.998e+01
0.059543000;1.051e+00;7.472e-01;8.800e-04;7.106e-01;8.369e-04;1.058e+00;1.060e+00;7.154e-01;9.171e-02;1.051e+00;6.725e-01;7.920e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.998e+01;4.998e+01
0.060443000;1.051e+00;7.468e-01;8.333e-04;7.103e-01;7.926e-04;1.058e+00;1.060e+00;7.151e-01;9.158e-02;1.051e+00;6.722e-01;7.500e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.998e+01;4.998e+01
0.062243000;1.051e+00;7.462e-01;7.222e-04;7.097e-01;6.869e-04;1.058e+00;1.060e+00;7.145e-01;9.133e-02;1.051e+00;6.716e-01;6.500e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.998e+01;4.998e+01
0.063143000;1.051e+00;7.459e-01;6.600e-04;7.094e-01;6.277e-04;1.058e+00;1.060e+00;7.142e-01;9.121e-02;1.051e+00;6.713e-01;5.940e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.998e+01;4.998e+01
0.064043000;1.051e+00;7.456e-01;5.944e-04;7.091e-01;5.653e-04;1.058e+00;1.060e+00;7.140e-01;9.108e-02;1.051e+00;6.710e-01;5.350e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.998e+01;4.998e+01
0.064943000;1.051e+00;7.453e-01;5.256e-04;7.088e-01;4.998e-04;1.058e+00;1.060e+00;7.137e-01;9.095e-02;1.051e+00;6.708e-01;4.730e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.998e+01;4.998e+01
0.065843000;1.051e+00;7.450e-01;4.522e-04;7.086e-01;4.301e-04;1.058e+00;1.060e+00;7.135e-01;9.082e-02;1.051e+00;6.705e-01;4.070e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.998e+01;4.998e+01
0.066843000;1.051e+00;7.447e-01;3.700e-04;7.083e-01;3.519e-04;1.058e+00;1.060e+00;7.132e-01;9.068e-02;1.051e+00;6.703e-01;3.330e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.998e+01;4.998e+01
0.067843000;1.051e+00;7.444e-01;2.833e-04;7.080e-01;2.695e-04;1.057e+00;1.060e+00;7.129e-01;9.054e-02;1.051e+00;6.700e-01;2.550e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.999e+01;4.999e+01
0.068843000;1.051e+00;7.442e-01;1.967e-04;7.078e-01;1.870e-04;1.057e+00;1.060e+00;7.127e-01;9.040e-02;1.051e+00;6.697e-01;1.770e-04;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.999e+01;4.999e+01
0.069843000;1.051e+00;7.439e-01;1.078e-04;7.075e-01;1.025e-04;1.057e+00;1.060e+00;7.125e-01;9.026e-02;1.051e+00;6.695e-01;9.700e-05;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.999e+01;4.999e+01
0.070843000;1.051e+00;7.436e-01;1.778e-05;7.073e-01;1.691e-05;1.057e+00;1.060e+00;7.123e-01;9.012e-02;1.051e+00;6.693e-01;1.600e-05;1.000e+01;8.446e-01;2.154e-02;1.051e+00;4.999e+01;4.999e+01
