time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;-2.209e-06;7.979e-01;-2.119e-06;1.044e+00;1.060e+00;8.060e-01;6.347e-02;1.044e+00;7.500e-01;-1.988e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
29.999994000;1.044e+00;8.333e-01;5.999e-05;7.979e-01;5.745e-05;1.044e+00;1.060e+00;8.060e-01;6.353e-02;1.044e+00;7.500e-01;5.400e-05;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
29.999994000;1.224e-01;1.209e-01;1.193e+00;9.875e-01;9.746e+00;4.802e-01;1.060e+00;1.500e+00;9.686e+00;1.224e-01;1.088e-01;1.073e+00;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.886e+01;4.886e+01
29.999995000;1.224e-01;1.208e-01;1.193e+00;9.875e-01;9.745e+00;4.802e-01;1.060e+00;1.500e+00;9.686e+00;1.224e-01;1.088e-01;1.073e+00;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.886e+01;4.886e+01
29.999996000;1.224e-01;1.208e-01;1.193e+00;9.875e-01;9.745e+00;4.801e-01;1.060e+00;1.500e+00;9.686e+00;1.224e-01;1.088e-01;1.073e+00;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.886e+01;4.886e+01
29.999998000;1.224e-01;1.208e-01;1.192e+00;9.874e-01;9.745e+00;4.801e-01;1.060e+00;1.500e+00;9.686e+00;1.224e-01;1.088e-01;1.073e+00;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.886e+01;4.886e+01
30.000002000;1.224e-01;1.208e-01;1.192e+00;9.874e-01;9.744e+00;4.801e-01;1.060e+00;1.500e+00;9.685e+00;1.224e-01;1.087e-01;1.073e+00;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.886e+01;4.886e+01
30.000019000;1.223e-01;1.207e-01;1.192e+00;9.869e-01;9.741e+00;4.798e-01;1.060e+00;1.500e+00;9.682e+00;1.223e-01;1.087e-01;1.072e+00;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.886e+01;4.886e+01
30.005048000;1.144e-01;9.558e-02;1.015e+00;8.353e-01;8.867e+00;4.188e-01;9.670e-01;1.356e+00;8.809e+00;1.144e-01;8.602e-02;9.132e-01;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.812e+01;4.812e+01
30.016892000;9.854e-02;3.534e-02;7.007e-01;3.586e-01;7.111e+00;3.087e-01;7.798e-01;1.042e+00;7.049e+00;9.854e-02;3.180e-02;6.306e-01;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.734e+01;4.734e+01
30.019631000;9.529e-02;2.345e-02;6.440e-01;2.461e-01;6.759e+00;2.885e-01;7.424e-01;9.763e-01;6.698e+00;9.529e-02;2.110e-02;5.796e-01;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.734e+01;4.734e+01
30.033066000;8.138e-02;-1.501e-02;4.309e-01;-1.845e-01;5.296e+00;2.107e-01;5.876e-01;7.076e-01;5.256e+00;8.138e-02;-1.351e-02;3.878e-01;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.818e+01;4.818e+01
30.033290000;8.117e-02;-1.536e-02;4.282e-01;-1.892e-01;5.275e+00;2.096e-01;5.854e-01;7.039e-01;5.236e+00;8.117e-02;-1.382e-02;3.853e-01;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.820e+01;4.820e+01
30.034367000;8.022e-02;-1.689e-02;4.152e-01;-2.106e-01;5.175e+00;2.048e-01;5.749e-01;6.866e-01;5.139e+00;8.022e-02;-1.520e-02;3.736e-01;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.832e+01;4.832e+01
30.037195000;7.782e-02;-1.992e-02;3.834e-01;-2.560e-01;4.927e+00;1.928e-01;5.489e-01;6.443e-01;4.896e+00;7.782e-02;-1.793e-02;3.451e-01;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.865e+01;4.865e+01
30.037599000;7.749e-02;-2.024e-02;3.791e-01;-2.612e-01;4.893e+00;1.912e-01;5.453e-01;6.386e-01;4.863e+00;7.749e-02;-1.822e-02;3.412e-01;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.870e+01;4.870e+01
30.038810000;7.652e-02;-2.104e-02;3.667e-01;-2.750e-01;4.793e+00;1.865e-01;5.348e-01;6.220e-01;4.765e+00;7.652e-02;-1.894e-02;3.301e-01;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.886e+01;4.886e+01
30.039618000;7.590e-02;-2.145e-02;3.588e-01;-2.826e-01;4.727e+00;1.835e-01;5.280e-01;6.114e-01;4.701e+00;7.590e-02;-1.930e-02;3.229e-01;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.896e+01;4.896e+01
30.053863000;6.693e-02;-1.539e-02;2.531e-01;-2.299e-01;3.782e+00;1.429e-01;4.286e-01;4.790e-01;3.764e+00;6.693e-02;-1.385e-02;2.278e-01;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.078e+01;5.078e+01
30.084993000;5.527e-02;2.222e-02;1.424e-01;4.020e-01;2.577e+00;9.800e-02;3.055e-01;4.168e-01;2.581e+00;5.527e-02;2.000e-02;1.282e-01;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.201e+01;5.201e+01
30.084994000;5.527e-02;2.222e-02;1.424e-01;4.021e-01;2.577e+00;9.800e-02;3.055e-01;4.168e-01;2.581e+00;5.527e-02;2.000e-02;1.282e-01;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.201e+01;5.201e+01
30.084994000;5.137e-01;7.010e-03;-1.149e+00;1.365e-02;-2.237e+00;1.690e-01;3.055e-01;2.899e-01;-2.212e+00;5.137e-01;6.309e-03;-1.034e+00;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.264e+01;5.264e+01
30.084996000;5.137e-01;7.050e-03;-1.149e+00;1.372e-02;-2.237e+00;1.690e-01;3.055e-01;2.901e-01;-2.212e+00;5.137e-01;6.345e-03;-1.034e+00;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.264e+01;5.264e+01
30.085002000;5.137e-01;7.167e-03;-1.149e+00;1.394e-02;-2.236e+00;1.690e-01;3.055e-01;2.904e-01;-2.212e+00;5.137e-01;6.450e-03;-1.034e+00;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.264e+01;5.264e+01
30.085058000;5.140e-01;8.262e-03;-1.149e+00;1.607e-02;-2.235e+00;1.693e-01;3.059e-01;2.934e-01;-2.211e+00;5.140e-01;7.436e-03;-1.034e+00;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.265e+01;5.265e+01
30.106424000;6.017e-01;3.121e-01;-1.111e+00;5.187e-01;-1.847e+00;2.683e-01;4.428e-01;8.459e-01;-1.719e+00;6.017e-01;2.809e-01;-1.000e+00;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.995e+01;4.995e+01
30.107176000;6.051e-01;3.131e-01;-1.109e+00;5.174e-01;-1.833e+00;2.723e-01;4.473e-01;8.380e-01;-1.708e+00;6.051e-01;2.818e-01;-9.983e-01;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.981e+01;4.981e+01
30.109070000;6.137e-01;3.117e-01;-1.104e+00;5.079e-01;-1.799e+00;2.824e-01;4.585e-01;8.101e-01;-1.683e+00;6.137e-01;2.805e-01;-9.938e-01;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.948e+01;4.948e+01
30.125522000;6.916e-01;9.272e-02;-1.044e+00;1.341e-01;-1.510e+00;3.784e-01;5.530e-01;2.441e-01;-1.491e+00;6.916e-01;8.345e-02;-9.396e-01;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.789e+01;4.789e+01
30.149039000;7.848e-01;-2.510e-01;-8.791e-01;-3.198e-01;-1.120e+00;5.210e-01;6.749e-01;-3.292e-01;-1.109e+00;7.848e-01;-2.259e-01;-7.912e-01;1.000e+01;8.333e-01;0.000e+00;1.044e+00;4.980e+01;4.980e+01
