time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;PV_Array_GEN_MagnitudeControlledByAVRPu;PV_Array_GEN_VoltageInjTerminal;PV_Array_GEN_ActiveCurrentInjTerminal;PV_Array_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;PV_Array_GEN_ActivePowerSetpointPu;PV_Array_GEN_ReactivePowerSetpointPu;PV_Array_GEN_VoltageSetpointPu;PV_Array_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;8.333e-01;-3.333e-06;7.979e-01;-3.191e-06;1.044e+00;1.058e+00;8.071e-01;4.853e-02;1.044e+00;7.500e-01;-3.000e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.005120;1.044e+00;8.332e-01;-6.889e-05;7.978e-01;-6.596e-05;1.044e+00;1.058e+00;8.070e-01;4.846e-02;1.044e+00;7.499e-01;-6.200e-05;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.010240;1.044e+00;8.331e-01;-2.133e-04;7.977e-01;-2.043e-04;1.044e+00;1.058e+00;8.069e-01;4.831e-02;1.044e+00;7.498e-01;-1.920e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.015872;1.044e+00;8.330e-01;-4.367e-04;7.976e-01;-4.181e-04;1.044e+00;1.058e+00;8.069e-01;4.810e-02;1.044e+00;7.497e-01;-3.930e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.020456;1.044e+00;8.329e-01;-6.522e-04;7.976e-01;-6.246e-04;1.044e+00;1.058e+00;8.069e-01;4.790e-02;1.044e+00;7.496e-01;-5.870e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.025081;1.044e+00;8.329e-01;-8.889e-04;7.976e-01;-8.513e-04;1.044e+00;1.058e+00;8.069e-01;4.768e-02;1.044e+00;7.496e-01;-8.000e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.030593;1.044e+00;8.328e-01;-1.186e-03;7.977e-01;-1.135e-03;1.044e+00;1.058e+00;8.069e-01;4.741e-02;1.044e+00;7.495e-01;-1.067e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.035593;1.044e+00;8.328e-01;-1.460e-03;7.977e-01;-1.398e-03;1.044e+00;1.058e+00;8.070e-01;4.716e-02;1.044e+00;7.495e-01;-1.314e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.036593;1.044e+00;8.328e-01;-1.514e-03;7.977e-01;-1.451e-03;1.044e+00;1.058e+00;8.070e-01;4.711e-02;1.044e+00;7.495e-01;-1.363e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.037593;1.044e+00;8.328e-01;-1.569e-03;7.977e-01;-1.503e-03;1.043e+00;1.058e+00;8.070e-01;4.706e-02;1.044e+00;7.495e-01;-1.412e-03;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
