time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;NetworkFrequencyPu
0.000000000;9.500e-01;4.160e-01;-4.440e-01;4.379e-01;-4.674e-01;9.453e-01;4.401e-01;-4.655e-01;9.500e-01;1.040e-03;-1.110e-03;5.000e+01;4.160e-01;-4.440e-01;5.000e+01
0.000001000;9.500e-01;4.160e-01;-4.440e-01;4.379e-01;-4.674e-01;9.453e-01;4.401e-01;-4.655e-01;9.500e-01;1.040e-03;-1.110e-03;5.000e+01;4.160e-01;-4.440e-01;5.000e+01
0.002024000;9.500e-01;4.160e-01;-4.440e-01;4.379e-01;-4.674e-01;9.453e-01;4.401e-01;-4.655e-01;9.500e-01;1.040e-03;-1.110e-03;5.000e+01;4.160e-01;-4.440e-01;5.000e+01
0.003024000;9.500e-01;4.156e-01;-4.440e-01;4.375e-01;-4.674e-01;9.453e-01;4.396e-01;-4.655e-01;9.500e-01;1.039e-03;-1.110e-03;5.000e+01;4.160e-01;-4.440e-01;5.000e+01
0.017024000;9.500e-01;4.156e-01;-4.440e-01;4.375e-01;-4.674e-01;9.453e-01;4.396e-01;-4.655e-01;9.500e-01;1.039e-03;-1.110e-03;5.000e+01;4.160e-01;-4.440e-01;5.000e+01
0.018024000;9.500e-01;4.160e-01;-4.440e-01;4.379e-01;-4.674e-01;9.453e-01;4.401e-01;-4.655e-01;9.500e-01;1.040e-03;-1.110e-03;5.000e+01;4.160e-01;-4.440e-01;5.000e+01
29.989994000;9.500e-01;4.160e-01;-4.440e-01;4.379e-01;-4.674e-01;9.453e-01;4.401e-01;-4.655e-01;9.500e-01;1.040e-03;-1.110e-03;5.000e+01;4.160e-01;-4.440e-01;5.000e+01
29.989994000;9.500e-01;4.160e-01;-4.436e-01;4.379e-01;-4.669e-01;9.453e-01;4.401e-01;-4.650e-01;9.500e-01;1.040e-03;-1.109e-03;5.000e+01;4.160e-01;-4.440e-01;5.000e+01
29.989995000;9.500e-01;4.160e-01;-4.436e-01;4.379e-01;-4.669e-01;9.453e-01;4.401e-01;-4.650e-01;9.500e-01;1.040e-03;-1.109e-03;5.000e+01;4.160e-01;-4.440e-01;5.000e+01
29.989996000;9.500e-01;4.160e-01;-4.440e-01;4.379e-01;-4.674e-01;9.453e-01;4.401e-01;-4.650e-01;9.500e-01;1.040e-03;-1.110e-03;5.000e+01;4.160e-01;-4.440e-01;5.000e+01
29.989998000;9.500e-01;4.160e-01;-4.440e-01;4.379e-01;-4.674e-01;9.453e-01;4.401e-01;-4.650e-01;9.500e-01;1.040e-03;-1.110e-03;5.000e+01;4.160e-01;-4.440e-01;5.000e+01
29.990002000;9.500e-01;4.160e-01;-4.440e-01;4.379e-01;-4.674e-01;9.453e-01;4.401e-01;-4.655e-01;9.500e-01;1.040e-03;-1.110e-03;5.000e+01;4.160e-01;-4.440e-01;5.000e+01
29.990010000;9.500e-01;4.160e-01;-4.444e-01;4.379e-01;-4.678e-01;9.453e-01;4.401e-01;-4.659e-01;9.500e-01;1.040e-03;-1.111e-03;5.000e+01;4.160e-01;-4.440e-01;5.000e+01
29.990026000;9.500e-01;4.160e-01;-4.452e-01;4.379e-01;-4.686e-01;9.453e-01;4.401e-01;-4.663e-01;9.500e-01;1.040e-03;-1.113e-03;5.000e+01;4.160e-01;-4.440e-01;5.000e+01
