time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;8.320e-01;0.000e+00;8.320e-01;0.000e+00;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.080e-03;0.000e+00;8.320e-01;4.700e-05
0.000001000;1.000e+00;8.320e-01;0.000e+00;8.320e-01;0.000e+00;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.080e-03;0.000e+00;8.320e-01;4.700e-05
0.002024000;1.000e+00;8.320e-01;0.000e+00;8.320e-01;0.000e+00;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.080e-03;0.000e+00;8.320e-01;4.700e-05
0.003024000;1.000e+00;8.316e-01;0.000e+00;8.316e-01;0.000e+00;1.000e+00;8.316e-01;6.800e-03;1.000e+00;2.079e-03;0.000e+00;8.320e-01;4.700e-05
0.016024000;1.000e+00;8.316e-01;0.000e+00;8.316e-01;0.000e+00;1.000e+00;8.316e-01;6.800e-03;1.000e+00;2.079e-03;0.000e+00;8.320e-01;4.700e-05
0.017024000;1.000e+00;8.316e-01;0.000e+00;8.316e-01;0.000e+00;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.079e-03;0.000e+00;8.320e-01;4.700e-05
0.018024000;1.000e+00;8.320e-01;0.000e+00;8.320e-01;0.000e+00;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.080e-03;0.000e+00;8.320e-01;4.700e-05
29.999994000;1.000e+00;8.320e-01;0.000e+00;8.320e-01;0.000e+00;1.000e+00;8.320e-01;6.800e-03;1.000e+00;2.080e-03;0.000e+00;8.320e-01;4.700e-05
29.999994000;3.001e-06;-4.115e-09;4.000e-04;7.913e-09;0.000e+00;1.000e+00;1.060e-01;9.923e+01;3.008e-06;2.937e-09;1.000e-06;8.320e-01;4.700e-05
29.999995000;3.001e-06;-4.131e-09;4.000e-04;7.981e-09;0.000e+00;9.998e-01;1.060e-01;9.921e+01;3.008e-06;3.145e-09;1.000e-06;8.320e-01;4.700e-05
29.999996000;3.001e-06;-4.157e-09;4.000e-04;8.026e-09;0.000e+00;9.996e-01;1.060e-01;9.919e+01;3.008e-06;3.341e-09;1.000e-06;8.320e-01;4.700e-05
29.999998000;3.001e-06;-4.197e-09;4.000e-04;8.052e-09;0.000e+00;9.993e-01;1.057e-01;9.915e+01;3.008e-06;3.522e-09;1.000e-06;8.320e-01;4.700e-05
30.000002000;3.001e-06;-4.250e-09;4.000e-04;8.063e-09;0.000e+00;9.985e-01;1.058e-01;9.907e+01;3.007e-06;3.683e-09;1.000e-06;8.320e-01;4.700e-05
30.000010000;3.001e-06;-4.314e-09;4.000e-04;8.060e-09;0.000e+00;9.969e-01;1.055e-01;9.892e+01;3.007e-06;3.824e-09;1.000e-06;8.320e-01;4.700e-05
30.000026000;3.001e-06;-4.384e-09;4.000e-04;8.047e-09;0.000e+00;9.937e-01;1.055e-01;9.860e+01;3.007e-06;3.947e-09;1.000e-06;8.320e-01;4.700e-05
30.000058000;3.000e-06;-4.457e-09;4.000e-04;8.023e-09;0.000e+00;9.874e-01;1.045e-01;9.798e+01;3.007e-06;4.052e-09;1.000e-06;8.320e-01;4.700e-05
30.000122000;3.000e-06;-4.528e-09;4.000e-04;7.988e-09;0.000e+00;9.750e-01;1.034e-01;9.674e+01;3.006e-06;4.144e-09;1.000e-06;8.320e-01;4.700e-05
30.000186000;3.000e-06;-4.594e-09;4.000e-04;7.944e-09;0.000e+00;9.627e-01;1.018e-01;9.552e+01;3.006e-06;4.224e-09;1.000e-06;8.320e-01;4.700e-05
30.000250000;3.000e-06;-4.654e-09;4.000e-04;7.890e-09;0.000e+00;9.505e-01;1.006e-01;9.432e+01;3.006e-06;4.292e-09;1.000e-06;8.320e-01;4.700e-05
30.000314000;3.000e-06;-4.707e-09;4.000e-04;7.826e-09;0.000e+00;9.385e-01;9.931e-02;9.313e+01;3.006e-06;4.348e-09;1.000e-06;8.320e-01;4.700e-05
30.000378000;2.999e-06;-4.751e-09;4.000e-04;7.752e-09;0.000e+00;9.267e-01;9.799e-02;9.195e+01;3.005e-06;4.392e-09;1.000e-06;8.320e-01;4.700e-05
30.000442000;2.999e-06;-4.788e-09;4.000e-04;7.670e-09;0.000e+00;9.150e-01;9.705e-02;9.079e+01;3.005e-06;4.422e-09;1.000e-06;8.320e-01;4.700e-05
30.000506000;2.999e-06;-4.817e-09;4.000e-04;7.580e-09;0.000e+00;9.034e-01;9.564e-02;8.964e+01;3.005e-06;4.437e-09;1.000e-06;8.320e-01;4.700e-05
30.000510000;2.999e-06;-4.839e-09;4.000e-04;7.483e-09;0.000e+00;9.026e-01;9.572e-02;8.957e+01;3.005e-06;4.438e-09;1.000e-06;8.320e-01;4.700e-05
30.000511000;1.999e-06;-4.852e-09;4.000e-04;7.381e-09;0.000e+00;9.025e-01;9.574e-02;8.955e+01;2.004e-06;4.424e-09;1.000e-06;8.320e-01;4.700e-05
30.000512000;1.999e-06;-4.856e-09;4.000e-04;7.274e-09;0.000e+00;9.023e-01;9.576e-02;8.953e+01;2.004e-06;4.398e-09;1.000e-06;8.320e-01;4.700e-05
30.000514000;1.998e-06;-4.849e-09;4.000e-04;7.161e-09;0.000e+00;9.019e-01;9.535e-02;8.950e+01;2.004e-06;4.358e-09;1.000e-06;8.320e-01;4.700e-05
30.000518000;1.998e-06;-4.830e-09;4.000e-04;7.044e-09;0.000e+00;9.012e-01;9.543e-02;8.942e+01;2.004e-06;4.307e-09;1.000e-06;8.320e-01;4.700e-05
30.000526000;1.998e-06;-4.798e-09;4.000e-04;6.921e-09;0.000e+00;8.998e-01;9.513e-02;8.928e+01;2.003e-06;4.246e-09;1.000e-06;8.320e-01;4.700e-05
30.000542000;1.998e-06;-4.753e-09;4.000e-04;6.794e-09;0.000e+00;8.969e-01;9.499e-02;8.900e+01;2.003e-06;4.177e-09;1.000e-06;8.320e-01;4.700e-05
30.000574000;1.998e-06;-4.696e-09;4.000e-04;6.665e-09;0.000e+00;8.913e-01;9.425e-02;8.844e+01;2.003e-06;4.104e-09;1.000e-06;8.320e-01;4.700e-05
30.000638000;1.997e-06;-4.625e-09;4.000e-04;6.536e-09;0.000e+00;8.800e-01;9.318e-02;8.732e+01;2.002e-06;4.030e-09;1.000e-06;8.320e-01;4.700e-05
30.000702000;1.997e-06;-4.543e-09;4.000e-04;6.410e-09;0.000e+00;8.689e-01;9.207e-02;8.622e+01;2.002e-06;3.951e-09;1.000e-06;8.320e-01;4.700e-05
30.000766000;1.997e-06;-4.449e-09;4.000e-04;6.290e-09;0.000e+00;8.579e-01;9.092e-02;8.513e+01;2.002e-06;3.867e-09;1.000e-06;8.320e-01;4.700e-05
30.000830000;1.997e-06;-4.346e-09;0.000e+00;6.179e-09;0.000e+00;8.471e-01;8.972e-02;8.406e+01;2.001e-06;3.774e-09;0.000e+00;8.320e-01;4.700e-05
30.000894000;1.996e-06;-4.235e-09;0.000e+00;6.079e-09;0.000e+00;8.364e-01;8.847e-02;8.299e+01;2.001e-06;3.669e-09;0.000e+00;8.320e-01;4.700e-05
30.000958000;1.996e-06;-4.117e-09;0.000e+00;5.990e-09;0.000e+00;8.259e-01;8.767e-02;8.195e+01;2.001e-06;3.548e-09;0.000e+00;8.320e-01;4.700e-05
30.001022000;1.996e-06;-3.995e-09;0.000e+00;5.914e-09;0.000e+00;8.154e-01;8.633e-02;8.091e+01;2.001e-06;3.408e-09;0.000e+00;8.320e-01;4.700e-05
30.001086000;1.995e-06;-3.872e-09;0.000e+00;5.852e-09;0.000e+00;8.051e-01;8.545e-02;7.989e+01;2.000e-06;3.249e-09;0.000e+00;8.320e-01;4.700e-05
30.001150000;1.995e-06;-3.750e-09;0.000e+00;5.802e-09;0.000e+00;7.950e-01;8.403e-02;7.888e+01;2.000e-06;3.066e-09;0.000e+00;8.320e-01;4.700e-05
30.001214000;1.995e-06;-3.632e-09;0.000e+00;5.763e-09;0.000e+00;7.849e-01;8.306e-02;7.789e+01;2.000e-06;2.859e-09;0.000e+00;8.320e-01;4.700e-05
30.001278000;1.995e-06;-3.518e-09;0.000e+00;5.735e-09;0.000e+00;7.750e-01;8.206e-02;7.690e+01;2.000e-06;2.626e-09;0.000e+00;8.320e-01;4.700e-05
30.001342000;1.994e-06;-3.406e-09;0.000e+00;5.714e-09;0.000e+00;7.653e-01;8.102e-02;7.593e+01;2.000e-06;2.367e-09;0.000e+00;8.320e-01;4.700e-05
30.001406000;1.994e-06;-3.297e-09;0.000e+00;5.698e-09;0.000e+00;7.556e-01;7.994e-02;7.498e+01;1.999e-06;2.084e-09;0.000e+00;8.320e-01;4.700e-05
30.001470000;1.994e-06;-3.189e-09;0.000e+00;5.684e-09;0.000e+00;7.461e-01;7.881e-02;7.403e+01;1.999e-06;1.780e-09;0.000e+00;8.320e-01;4.700e-05
30.001534000;1.994e-06;-3.083e-09;0.000e+00;5.669e-09;0.000e+00;7.367e-01;7.819e-02;7.310e+01;1.999e-06;1.462e-09;0.000e+00;8.320e-01;4.700e-05
30.001598000;1.994e-06;-2.978e-09;0.000e+00;5.651e-09;0.000e+00;7.274e-01;7.699e-02;7.217e+01;1.999e-06;1.135e-09;0.000e+00;8.320e-01;4.700e-05
30.001662000;1.994e-06;-2.875e-09;0.000e+00;5.628e-09;0.000e+00;7.182e-01;7.630e-02;7.126e+01;1.999e-06;8.056e-10;0.000e+00;8.320e-01;4.700e-05
