time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;PV_Array_GEN_VoltageInjTerminal;PV_Array_GEN_ActiveCurrentInjTerminal;PV_Array_GEN_ReactiveCurrentInjTerminal;PV_Array_GEN_ActivePowerControlledPu;PV_Array_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;PV_Array_GEN_ActivePowerSetpointPu;PV_Array_GEN_ReactivePowerSetpointPu
0.000000;1.000e+00;8.320e-01;0.000e+00;8.320e-01;0.000e+00;1.014e+00;8.310e-01;4.104e-02;8.424e-01;4.160e-02;1.000e+00;2.080e-03;-0.000e+00;8.424e-01;4.153e-02
0.012024;1.000e+00;8.320e-01;0.000e+00;8.320e-01;0.000e+00;1.014e+00;8.310e-01;4.104e-02;8.424e-01;4.160e-02;1.000e+00;2.080e-03;-0.000e+00;8.424e-01;4.153e-02
0.015024;1.000e+00;8.320e-01;0.000e+00;8.320e-01;0.000e+00;1.014e+00;8.306e-01;4.104e-02;8.420e-01;4.160e-02;1.000e+00;2.080e-03;-0.000e+00;8.424e-01;4.153e-02
0.024024;1.000e+00;8.316e-01;0.000e+00;8.316e-01;0.000e+00;1.014e+00;8.306e-01;4.104e-02;8.420e-01;4.160e-02;1.000e+00;2.079e-03;-0.000e+00;8.424e-01;4.153e-02
0.025024;1.000e+00;8.320e-01;0.000e+00;8.320e-01;0.000e+00;1.014e+00;8.306e-01;4.104e-02;8.420e-01;4.160e-02;1.000e+00;2.080e-03;-0.000e+00;8.424e-01;4.153e-02
29.999994;1.000e+00;8.320e-01;-2.530e-07;8.320e-01;2.863e-07;1.014e+00;8.310e-01;4.104e-02;8.424e-01;4.160e-02;1.000e+00;2.080e-03;-6.058e-07;8.424e-01;4.153e-02
29.999995;7.730e-01;9.356e-01;2.455e+00;1.210e+00;3.176e+00;9.820e-01;1.129e+00;3.206e+00;1.109e+00;3.148e+00;7.730e-01;2.339e-03;6.136e-03;8.424e-01;4.153e-02
29.999998;7.730e-01;9.356e-01;2.455e+00;1.210e+00;3.176e+00;9.820e-01;1.130e+00;3.205e+00;1.109e+00;3.148e+00;7.730e-01;2.339e-03;6.136e-03;8.424e-01;4.153e-02
30.000002;7.729e-01;7.333e-01;2.454e+00;9.130e-01;3.175e+00;9.820e-01;8.780e-01;3.205e+00;7.843e-01;3.148e+00;7.729e-01;2.339e-03;6.135e-03;8.424e-01;4.153e-02
30.001018;7.690e-01;7.314e-01;2.417e+00;9.143e-01;3.143e+00;9.759e-01;8.787e-01;3.172e+00;7.830e-01;3.095e+00;7.690e-01;2.302e-03;6.041e-03;8.424e-01;4.153e-02
30.002042;7.652e-01;7.295e-01;2.379e+00;9.157e-01;3.109e+00;9.698e-01;8.795e-01;3.138e+00;7.816e-01;3.043e+00;7.652e-01;2.264e-03;5.947e-03;8.424e-01;4.153e-02
30.003066;7.613e-01;7.277e-01;2.342e+00;9.171e-01;3.077e+00;9.638e-01;8.803e-01;3.105e+00;7.802e-01;2.992e+00;7.613e-01;2.224e-03;5.855e-03;8.424e-01;4.153e-02
30.004090;7.575e-01;7.257e-01;2.306e+00;9.184e-01;3.044e+00;9.578e-01;8.810e-01;3.072e+00;7.788e-01;2.942e+00;7.575e-01;2.183e-03;5.765e-03;8.424e-01;4.153e-02
30.005114;7.538e-01;7.238e-01;2.270e+00;9.198e-01;3.012e+00;9.519e-01;8.818e-01;3.038e+00;7.773e-01;2.892e+00;7.538e-01;2.142e-03;5.676e-03;8.424e-01;4.153e-02
30.006087;7.503e-01;7.220e-01;2.237e+00;9.211e-01;2.981e+00;9.463e-01;8.826e-01;3.007e+00;7.759e-01;2.846e+00;7.503e-01;2.101e-03;5.592e-03;8.424e-01;4.153e-02
30.007008;7.470e-01;7.202e-01;2.206e+00;9.224e-01;2.953e+00;9.410e-01;8.832e-01;2.978e+00;7.745e-01;2.802e+00;7.470e-01;2.062e-03;5.514e-03;8.424e-01;4.153e-02
30.007239;7.461e-01;7.198e-01;2.198e+00;9.227e-01;2.946e+00;9.397e-01;8.834e-01;2.971e+00;7.742e-01;2.791e+00;7.461e-01;2.053e-03;5.495e-03;8.424e-01;4.153e-02
30.007930;7.437e-01;7.185e-01;2.175e+00;9.236e-01;2.925e+00;9.358e-01;8.839e-01;2.949e+00;7.732e-01;2.759e+00;7.437e-01;2.023e-03;5.438e-03;8.424e-01;4.153e-02
30.008160;7.429e-01;7.181e-01;2.168e+00;9.239e-01;2.918e+00;9.345e-01;8.841e-01;2.942e+00;7.728e-01;2.749e+00;7.429e-01;2.013e-03;5.419e-03;8.424e-01;4.153e-02
30.008391;7.421e-01;7.176e-01;2.160e+00;9.243e-01;2.911e+00;9.332e-01;8.843e-01;2.934e+00;7.725e-01;2.738e+00;7.421e-01;2.004e-03;5.400e-03;8.424e-01;4.153e-02
30.009082;7.397e-01;7.163e-01;2.137e+00;9.252e-01;2.889e+00;9.293e-01;8.848e-01;2.913e+00;7.714e-01;2.707e+00;7.397e-01;1.974e-03;5.343e-03;8.424e-01;4.153e-02
30.010004;7.365e-01;7.145e-01;2.108e+00;9.265e-01;2.862e+00;9.242e-01;8.855e-01;2.884e+00;7.700e-01;2.665e+00;7.365e-01;1.934e-03;5.269e-03;8.424e-01;4.153e-02
30.010695;7.341e-01;7.132e-01;2.086e+00;9.274e-01;2.841e+00;9.204e-01;8.861e-01;2.863e+00;7.689e-01;2.635e+00;7.341e-01;1.905e-03;5.214e-03;8.424e-01;4.153e-02
30.011156;7.325e-01;7.123e-01;2.071e+00;9.280e-01;2.828e+00;9.178e-01;8.864e-01;2.849e+00;7.682e-01;2.614e+00;7.325e-01;1.885e-03;5.178e-03;8.424e-01;4.153e-02
30.012077;7.294e-01;7.106e-01;2.042e+00;9.293e-01;2.800e+00;9.128e-01;8.871e-01;2.821e+00;7.668e-01;2.575e+00;7.294e-01;1.846e-03;5.106e-03;8.424e-01;4.153e-02
30.013229;7.255e-01;7.084e-01;2.008e+00;9.309e-01;2.767e+00;9.066e-01;8.880e-01;2.786e+00;7.650e-01;2.526e+00;7.255e-01;1.797e-03;5.019e-03;8.424e-01;4.153e-02
30.014151;7.224e-01;7.066e-01;1.980e+00;9.322e-01;2.740e+00;9.016e-01;8.888e-01;2.759e+00;7.635e-01;2.487e+00;7.224e-01;1.759e-03;4.949e-03;8.424e-01;4.153e-02
30.015005;7.195e-01;7.050e-01;1.954e+00;9.334e-01;2.716e+00;8.971e-01;8.895e-01;2.734e+00;7.622e-01;2.452e+00;7.195e-01;1.724e-03;4.886e-03;8.424e-01;4.153e-02
30.016029;7.162e-01;7.031e-01;1.925e+00;9.349e-01;2.688e+00;8.917e-01;8.903e-01;2.704e+00;7.605e-01;2.411e+00;7.162e-01;1.682e-03;4.812e-03;8.424e-01;4.153e-02
30.016285;7.153e-01;7.026e-01;1.917e+00;9.353e-01;2.680e+00;8.904e-01;8.905e-01;2.696e+00;7.601e-01;2.401e+00;7.153e-01;1.672e-03;4.793e-03;8.424e-01;4.153e-02
30.016797;7.137e-01;7.016e-01;1.903e+00;9.360e-01;2.666e+00;8.877e-01;8.910e-01;2.682e+00;7.593e-01;2.380e+00;7.137e-01;1.652e-03;4.757e-03;8.424e-01;4.153e-02
30.017053;7.128e-01;7.011e-01;1.895e+00;9.364e-01;2.659e+00;8.864e-01;8.912e-01;2.675e+00;7.589e-01;2.370e+00;7.128e-01;1.642e-03;4.738e-03;8.424e-01;4.153e-02
30.017565;7.112e-01;7.002e-01;1.881e+00;9.371e-01;2.645e+00;8.837e-01;8.916e-01;2.660e+00;7.581e-01;2.350e+00;7.112e-01;1.622e-03;4.702e-03;8.424e-01;4.153e-02
30.018077;7.095e-01;6.992e-01;1.866e+00;9.379e-01;2.631e+00;8.811e-01;8.920e-01;2.645e+00;7.572e-01;2.331e+00;7.095e-01;1.603e-03;4.666e-03;8.424e-01;4.153e-02
30.019101;7.062e-01;6.973e-01;1.838e+00;9.394e-01;2.603e+00;8.758e-01;8.929e-01;2.617e+00;7.556e-01;2.292e+00;7.062e-01;1.564e-03;4.596e-03;8.424e-01;4.153e-02
