;time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
4474;4.341e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4475;4.342e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4476;4.343e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4477;4.344e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4478;4.345e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4479;4.346e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4480;4.347e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4481;4.348e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4482;4.349e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4483;4.350e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4484;4.351e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4485;4.352e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4486;4.353e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4487;4.354e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4488;4.355e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4489;4.356e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4490;4.357e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4491;4.358e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4492;4.359e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4493;4.360e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4494;4.361e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4495;4.362e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4496;4.363e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4497;4.364e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4498;4.365e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4499;4.366e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4500;4.367e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4501;4.368e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4502;4.369e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4503;4.370e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4504;4.371e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4505;4.372e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4506;4.373e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4507;4.374e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4508;4.375e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4509;4.376e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4510;4.377e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4511;4.378e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4512;4.379e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4513;4.380e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4514;4.381e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4515;4.382e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4516;4.383e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4517;4.384e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4518;4.385e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4519;4.386e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4520;4.387e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4521;4.388e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4522;4.389e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4523;4.390e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4524;4.391e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4525;4.392e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4526;4.393e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4527;4.394e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4528;4.395e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4529;4.396e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4530;4.397e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4531;4.398e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4532;4.399e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4533;4.400e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4534;4.401e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4535;4.402e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4536;4.403e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4537;4.404e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4538;4.405e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4539;4.406e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4540;4.407e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4541;4.408e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4542;4.409e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4543;4.410e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4544;4.411e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4545;4.412e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4546;4.413e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4547;4.414e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4548;4.415e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4549;4.416e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4550;4.417e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4551;4.418e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4552;4.419e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4553;4.420e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4554;4.421e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4555;4.422e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4556;4.423e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4557;4.424e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4558;4.425e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4559;4.426e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4560;4.427e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4561;4.428e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4562;4.429e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4563;4.430e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4564;4.431e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4565;4.432e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4566;4.433e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4567;4.434e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4568;4.435e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4569;4.436e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4570;4.437e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4571;4.438e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4572;4.439e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4573;4.440e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4574;4.441e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4575;4.442e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4576;4.443e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4577;4.444e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4578;4.445e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4579;4.446e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4580;4.447e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4581;4.448e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4582;4.449e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4583;4.450e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4584;4.451e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4585;4.452e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4586;4.453e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4587;4.454e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4588;4.455e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4589;4.456e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4590;4.457e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4591;4.458e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4592;4.459e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4593;4.460e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4594;4.461e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4595;4.462e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4596;4.463e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4597;4.464e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4598;4.465e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4599;4.466e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4600;4.467e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4601;4.468e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4602;4.469e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4603;4.470e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4604;4.471e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4605;4.472e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4606;4.473e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4607;4.474e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4608;4.475e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4609;4.476e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4610;4.477e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4611;4.478e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4612;4.479e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4613;4.480e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4614;4.481e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4615;4.482e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4616;4.483e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4617;4.484e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4618;4.485e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4619;4.486e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4620;4.487e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4621;4.488e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4622;4.489e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4623;4.490e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4624;4.491e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4625;4.492e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4626;4.493e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4627;4.494e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4628;4.495e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4629;4.496e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4630;4.497e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4631;4.498e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4632;4.499e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4633;4.500e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4634;4.501e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4635;4.502e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4636;4.503e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4637;4.504e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4638;4.505e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4639;4.506e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4640;4.507e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4641;4.508e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4642;4.509e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4643;4.510e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4644;4.511e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4645;4.512e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4646;4.513e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4647;4.514e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4648;4.515e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4649;4.516e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4650;4.517e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4651;4.518e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4652;4.519e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4653;4.520e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
4654;4.521e+01;1.043e+00;7.499e-01;-1.862e-02;7.187e-01;-1.785e-02;1.043e+00;1.000e+01;8.335e-01;-5.994e-03
