time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;PV_Array_GEN_VoltageInjTerminal;PV_Array_GEN_ActiveCurrentInjTerminal;PV_Array_GEN_ReactiveCurrentInjTerminal;PV_Array_GEN_ActivePowerControlledPu;PV_Array_GEN_ReactivePowerControlledPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;PV_Array_GEN_ActivePowerSetpointPu;PV_Array_GEN_ReactivePowerSetpointPu
0.000000;1.000e+00;8.320e-01;0.000e+00;8.320e-01;0.000e+00;1.014e+00;8.310e-01;4.104e-02;8.424e-01;4.160e-02;1.000e+00;2.080e-03;0.000e+00;8.424e-01;4.153e-02
0.005024;1.000e+00;8.316e-01;0.000e+00;8.316e-01;0.000e+00;1.014e+00;8.306e-01;4.104e-02;8.420e-01;4.160e-02;1.000e+00;2.079e-03;0.000e+00;8.424e-01;4.153e-02
0.019024;1.000e+00;8.316e-01;0.000e+00;8.316e-01;0.000e+00;1.014e+00;8.306e-01;4.104e-02;8.420e-01;4.160e-02;1.000e+00;2.079e-03;0.000e+00;8.424e-01;4.153e-02
0.020024;1.000e+00;8.320e-01;0.000e+00;8.320e-01;0.000e+00;1.014e+00;8.306e-01;4.104e-02;8.420e-01;4.160e-02;1.000e+00;2.080e-03;0.000e+00;8.424e-01;4.153e-02
29.999994;1.000e+00;8.320e-01;-8.707e-08;8.320e-01;7.170e-07;1.014e+00;8.310e-01;4.104e-02;8.424e-01;4.160e-02;1.000e+00;2.080e-03;1.395e-07;8.424e-01;4.153e-02
29.999995;6.653e-01;1.007e+00;3.093e+00;1.514e+00;4.650e+00;9.672e-01;1.412e+00;4.682e+00;1.366e+00;4.528e+00;6.653e-01;2.518e-03;7.733e-03;8.424e-01;4.153e-02
30.000002;6.652e-01;1.007e+00;3.093e+00;1.513e+00;4.649e+00;9.672e-01;1.412e+00;4.681e+00;1.365e+00;4.527e+00;6.652e-01;2.517e-03;7.732e-03;8.424e-01;4.153e-02
30.000250;6.644e-01;9.972e-01;3.077e+00;1.501e+00;4.631e+00;9.651e-01;1.402e+00;4.662e+00;1.353e+00;4.499e+00;6.644e-01;2.493e-03;7.692e-03;8.424e-01;4.153e-02
30.000506;6.636e-01;9.876e-01;3.061e+00;1.488e+00;4.613e+00;9.629e-01;1.392e+00;4.643e+00;1.340e+00;4.470e+00;6.636e-01;2.469e-03;7.652e-03;8.424e-01;4.153e-02
30.001018;6.619e-01;9.676e-01;3.028e+00;1.462e+00;4.576e+00;9.586e-01;1.371e+00;4.604e+00;1.314e+00;4.413e+00;6.619e-01;2.419e-03;7.571e-03;8.424e-01;4.153e-02
30.001274;6.610e-01;9.576e-01;3.012e+00;1.449e+00;4.557e+00;9.564e-01;1.360e+00;4.584e+00;1.300e+00;4.384e+00;6.610e-01;2.394e-03;7.531e-03;8.424e-01;4.153e-02
30.001530;6.602e-01;9.472e-01;2.996e+00;1.435e+00;4.539e+00;9.543e-01;1.349e+00;4.565e+00;1.287e+00;4.356e+00;6.602e-01;2.368e-03;7.491e-03;8.424e-01;4.153e-02
30.002042;6.585e-01;9.268e-01;2.965e+00;1.407e+00;4.503e+00;9.500e-01;1.327e+00;4.527e+00;1.260e+00;4.300e+00;6.585e-01;2.317e-03;7.413e-03;8.424e-01;4.153e-02
30.002298;6.577e-01;9.164e-01;2.950e+00;1.393e+00;4.485e+00;9.479e-01;1.316e+00;4.508e+00;1.247e+00;4.273e+00;6.577e-01;2.291e-03;7.374e-03;8.424e-01;4.153e-02
30.002554;6.569e-01;9.060e-01;2.934e+00;1.379e+00;4.467e+00;9.458e-01;1.305e+00;4.489e+00;1.234e+00;4.246e+00;6.569e-01;2.265e-03;7.336e-03;8.424e-01;4.153e-02
30.002810;6.561e-01;8.956e-01;2.919e+00;1.365e+00;4.449e+00;9.437e-01;1.293e+00;4.471e+00;1.220e+00;4.218e+00;6.561e-01;2.239e-03;7.298e-03;8.424e-01;4.153e-02
30.003066;6.553e-01;8.848e-01;2.904e+00;1.350e+00;4.432e+00;9.416e-01;1.282e+00;4.452e+00;1.207e+00;4.192e+00;6.553e-01;2.212e-03;7.260e-03;8.424e-01;4.153e-02
30.003194;6.549e-01;8.796e-01;2.896e+00;1.343e+00;4.423e+00;9.405e-01;1.276e+00;4.443e+00;1.200e+00;4.178e+00;6.549e-01;2.199e-03;7.241e-03;8.424e-01;4.153e-02
30.003578;6.537e-01;8.640e-01;2.874e+00;1.322e+00;4.396e+00;9.374e-01;1.259e+00;4.415e+00;1.180e+00;4.138e+00;6.537e-01;2.160e-03;7.184e-03;8.424e-01;4.153e-02
30.004090;6.521e-01;8.428e-01;2.844e+00;1.292e+00;4.361e+00;9.333e-01;1.236e+00;4.378e+00;1.153e+00;4.086e+00;6.521e-01;2.107e-03;7.110e-03;8.424e-01;4.153e-02
30.004346;6.513e-01;8.320e-01;2.829e+00;1.277e+00;4.344e+00;9.312e-01;1.224e+00;4.360e+00;1.140e+00;4.060e+00;6.513e-01;2.080e-03;7.073e-03;8.424e-01;4.153e-02
30.004730;6.501e-01;8.164e-01;2.808e+00;1.256e+00;4.319e+00;9.282e-01;1.207e+00;4.332e+00;1.120e+00;4.021e+00;6.501e-01;2.041e-03;7.019e-03;8.424e-01;4.153e-02
30.005114;6.489e-01;8.004e-01;2.786e+00;1.233e+00;4.293e+00;9.251e-01;1.189e+00;4.306e+00;1.100e+00;3.983e+00;6.489e-01;2.001e-03;6.964e-03;8.424e-01;4.153e-02
30.005882;6.466e-01;7.688e-01;2.743e+00;1.189e+00;4.243e+00;9.190e-01;1.153e+00;4.252e+00;1.060e+00;3.908e+00;6.466e-01;1.922e-03;6.858e-03;8.424e-01;4.153e-02
30.006138;6.458e-01;7.584e-01;2.729e+00;1.174e+00;4.225e+00;9.170e-01;1.142e+00;4.235e+00;1.047e+00;3.883e+00;6.458e-01;1.896e-03;6.822e-03;8.424e-01;4.153e-02
30.006650;6.443e-01;7.376e-01;2.701e+00;1.145e+00;4.193e+00;9.130e-01;1.118e+00;4.200e+00;1.021e+00;3.834e+00;6.443e-01;1.844e-03;6.753e-03;8.424e-01;4.153e-02
30.006906;6.435e-01;7.272e-01;2.687e+00;1.130e+00;4.176e+00;9.111e-01;1.106e+00;4.182e+00;1.008e+00;3.810e+00;6.435e-01;1.818e-03;6.718e-03;8.424e-01;4.153e-02
30.007597;6.414e-01;6.996e-01;2.650e+00;1.091e+00;4.131e+00;9.057e-01;1.075e+00;4.136e+00;9.732e-01;3.746e+00;6.414e-01;1.749e-03;6.625e-03;8.424e-01;4.153e-02
30.007828;6.407e-01;6.904e-01;2.638e+00;1.078e+00;4.117e+00;9.040e-01;1.064e+00;4.120e+00;9.620e-01;3.725e+00;6.407e-01;1.726e-03;6.595e-03;8.424e-01;4.153e-02
30.008058;6.401e-01;6.812e-01;2.626e+00;1.064e+00;4.102e+00;9.022e-01;1.054e+00;4.105e+00;9.508e-01;3.704e+00;6.401e-01;1.703e-03;6.564e-03;8.424e-01;4.153e-02
30.008288;6.394e-01;6.724e-01;2.614e+00;1.052e+00;4.088e+00;9.005e-01;1.043e+00;4.090e+00;9.396e-01;3.683e+00;6.394e-01;1.681e-03;6.534e-03;8.424e-01;4.153e-02
30.008519;6.387e-01;6.632e-01;2.602e+00;1.038e+00;4.073e+00;8.987e-01;1.033e+00;4.075e+00;9.284e-01;3.662e+00;6.387e-01;1.658e-03;6.504e-03;8.424e-01;4.153e-02
30.008980;6.373e-01;6.456e-01;2.578e+00;1.013e+00;4.044e+00;8.953e-01;1.012e+00;4.045e+00;9.064e-01;3.621e+00;6.373e-01;1.614e-03;6.444e-03;8.424e-01;4.153e-02
30.009210;6.367e-01;6.368e-01;2.566e+00;1.000e+00;4.030e+00;8.935e-01;1.002e+00;4.030e+00;8.956e-01;3.600e+00;6.367e-01;1.592e-03;6.415e-03;8.424e-01;4.153e-02
30.009440;6.360e-01;6.280e-01;2.554e+00;9.874e-01;4.016e+00;8.918e-01;9.921e-01;4.015e+00;8.848e-01;3.580e+00;6.360e-01;1.570e-03;6.385e-03;8.424e-01;4.153e-02
30.009671;6.353e-01;6.196e-01;2.542e+00;9.753e-01;4.002e+00;8.901e-01;9.824e-01;4.000e+00;8.740e-01;3.560e+00;6.353e-01;1.549e-03;6.356e-03;8.424e-01;4.153e-02
30.009901;6.347e-01;6.112e-01;2.530e+00;9.630e-01;3.987e+00;8.884e-01;9.721e-01;3.985e+00;8.636e-01;3.540e+00;6.347e-01;1.528e-03;6.326e-03;8.424e-01;4.153e-02
30.010362;6.333e-01;5.944e-01;2.507e+00;9.386e-01;3.959e+00;8.850e-01;9.523e-01;3.956e+00;8.424e-01;3.500e+00;6.333e-01;1.486e-03;6.268e-03;8.424e-01;4.153e-02
30.010592;6.327e-01;5.860e-01;2.496e+00;9.263e-01;3.945e+00;8.833e-01;9.424e-01;3.941e+00;8.324e-01;3.481e+00;6.327e-01;1.465e-03;6.239e-03;8.424e-01;4.153e-02
30.011043;6.314e-01;5.700e-01;2.473e+00;9.028e-01;3.917e+00;8.800e-01;9.236e-01;3.913e+00;8.124e-01;3.443e+00;6.314e-01;1.425e-03;6.183e-03;8.424e-01;4.153e-02
30.011427;6.303e-01;5.568e-01;2.454e+00;8.835e-01;3.894e+00;8.772e-01;9.074e-01;3.889e+00;7.960e-01;3.411e+00;6.303e-01;1.392e-03;6.136e-03;8.424e-01;4.153e-02
30.011683;6.295e-01;5.480e-01;2.442e+00;8.705e-01;3.878e+00;8.754e-01;8.970e-01;3.873e+00;7.852e-01;3.390e+00;6.295e-01;1.370e-03;6.104e-03;8.424e-01;4.153e-02
30.011811;6.292e-01;5.440e-01;2.436e+00;8.646e-01;3.871e+00;8.744e-01;8.920e-01;3.865e+00;7.796e-01;3.379e+00;6.292e-01;1.360e-03;6.089e-03;8.424e-01;4.153e-02
30.012067;6.284e-01;5.352e-01;2.423e+00;8.516e-01;3.855e+00;8.726e-01;8.815e-01;3.849e+00;7.692e-01;3.358e+00;6.284e-01;1.338e-03;6.057e-03;8.424e-01;4.153e-02
30.012835;6.263e-01;5.104e-01;2.386e+00;8.150e-01;3.809e+00;8.671e-01;8.515e-01;3.801e+00;7.380e-01;3.296e+00;6.263e-01;1.276e-03;5.964e-03;8.424e-01;4.153e-02
30.013091;6.255e-01;5.024e-01;2.374e+00;8.032e-01;3.795e+00;8.653e-01;8.418e-01;3.786e+00;7.280e-01;3.276e+00;6.255e-01;1.256e-03;5.934e-03;8.424e-01;4.153e-02
30.014115;6.227e-01;4.720e-01;2.325e+00;7.580e-01;3.734e+00;8.582e-01;8.036e-01;3.724e+00;6.896e-01;3.196e+00;6.227e-01;1.180e-03;5.812e-03;8.424e-01;4.153e-02
30.015011;6.202e-01;4.468e-01;2.283e+00;7.204e-01;3.681e+00;8.520e-01;7.723e-01;3.671e+00;6.580e-01;3.127e+00;6.202e-01;1.117e-03;5.708e-03;8.424e-01;4.153e-02
