time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;PV_Array_GEN_MagnitudeControlledByAVRPu;PV_Array_GEN_VoltageInjTerminal;PV_Array_GEN_ActiveCurrentInjTerminal;PV_Array_GEN_ReactiveCurrentInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Main_Xfmr_XFMR_Tap;PV_Array_GEN_ActivePowerSetpointPu;PV_Array_GEN_ReactivePowerSetpointPu;PV_Array_GEN_VoltageSetpointPu;PV_Array_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000;1.044e+00;8.333e-01;7.778e-06;7.978e-01;7.447e-06;1.044e+00;1.058e+00;8.070e-01;4.853e-02;1.044e+00;7.499e-01;7.000e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000256;1.044e+00;8.333e-01;8.889e-06;7.978e-01;8.511e-06;1.044e+00;1.058e+00;8.070e-01;4.853e-02;1.044e+00;7.499e-01;8.000e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.000512;1.044e+00;8.332e-01;1.000e-05;7.978e-01;9.574e-06;1.044e+00;1.058e+00;8.070e-01;4.853e-02;1.044e+00;7.499e-01;9.000e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.001024;1.044e+00;8.332e-01;7.778e-06;7.978e-01;7.447e-06;1.044e+00;1.058e+00;8.070e-01;4.853e-02;1.044e+00;7.499e-01;7.000e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.001536;1.044e+00;8.332e-01;3.333e-06;7.977e-01;3.191e-06;1.044e+00;1.058e+00;8.069e-01;4.852e-02;1.044e+00;7.499e-01;3.000e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.002048;1.044e+00;8.332e-01;-5.556e-06;7.977e-01;-5.319e-06;1.044e+00;1.058e+00;8.069e-01;4.851e-02;1.044e+00;7.498e-01;-5.000e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.002560;1.044e+00;8.331e-01;-1.667e-05;7.977e-01;-1.596e-05;1.044e+00;1.058e+00;8.069e-01;4.850e-02;1.044e+00;7.498e-01;-1.500e-05;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.003072;1.044e+00;8.331e-01;-3.111e-05;7.977e-01;-2.979e-05;1.044e+00;1.058e+00;8.069e-01;4.848e-02;1.044e+00;7.498e-01;-2.800e-05;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.003584;1.044e+00;8.331e-01;-5.000e-05;7.976e-01;-4.787e-05;1.044e+00;1.058e+00;8.069e-01;4.846e-02;1.044e+00;7.498e-01;-4.500e-05;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
0.004096;1.044e+00;8.331e-01;-7.000e-05;7.976e-01;-6.702e-05;1.044e+00;1.058e+00;8.068e-01;4.844e-02;1.044e+00;7.498e-01;-6.300e-05;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
