time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu
0.000000000;1.000e+00;8.332e-01;-3.670e-09;8.332e-01;8.050e-09;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;1.135e-09;1.000e+01;8.333e-01
19.999997000;1.000e+00;8.332e-01;-2.500e-05;8.333e-01;-2.500e-05;1.000e+00;8.332e-01;7.250e-04;1.000e+00;3.333e-02;-1.004e-06;1.000e+01;8.333e-01
20.000000000;1.000e+00;8.332e-01;2.260e-09;8.332e-01;6.662e-10;1.000e+00;8.333e-01;7.750e-04;1.000e+00;3.333e-02;-3.550e-09;1.000e+01;8.333e-01
20.000028000;1.000e+00;8.334e-01;2.750e-04;8.333e-01;2.750e-04;1.000e+00;8.333e-01;1.025e-03;1.000e+00;3.333e-02;1.100e-05;1.000e+01;8.333e-01
20.000092000;1.000e+00;8.335e-01;9.000e-04;8.333e-01;8.997e-04;1.000e+00;8.333e-01;1.649e-03;1.000e+00;3.334e-02;3.600e-05;1.000e+01;8.333e-01
20.000220000;1.001e+00;8.339e-01;2.125e-03;8.333e-01;2.123e-03;1.001e+00;8.333e-01;2.873e-03;1.001e+00;3.336e-02;8.500e-05;1.000e+01;8.333e-01
20.000284000;1.001e+00;8.341e-01;2.725e-03;8.333e-01;2.722e-03;1.001e+00;8.333e-01;3.497e-03;1.001e+00;3.336e-02;1.090e-04;1.000e+01;8.333e-01
20.000796000;1.003e+00;8.354e-01;7.475e-03;8.333e-01;7.456e-03;1.003e+00;8.333e-01;8.229e-03;1.003e+00;3.342e-02;2.990e-04;1.000e+01;8.333e-01
20.000988000;1.003e+00;8.359e-01;9.200e-03;8.333e-01;9.171e-03;1.003e+00;8.332e-01;9.944e-03;1.003e+00;3.343e-02;3.680e-04;1.000e+01;8.333e-01
20.001244000;1.004e+00;8.365e-01;1.145e-02;8.333e-01;1.141e-02;1.004e+00;8.333e-01;1.218e-02;1.004e+00;3.346e-02;4.580e-04;1.000e+01;8.333e-01
