time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;SyncCompensator_GEN_TSO_FrequencyHz;SyncCompensator_GEN_TSO_ActivePower;SyncCompensator_GEN_TSO_ReactivePower;Main_load_LOAD_TSO_ActivePower;Main_load_LOAD_TSO_ReactivePower;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;SyncCompensator_GEN_FrequencyHz;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.036e+00;6.612e-01;-2.576e-02;6.380e-01;-2.485e-02;1.029e+00;1.046e+00;6.488e-01;1.465e-02;5.000e+01;5.474e-03;2.597e-02;6.667e-01;-1.272e-08;1.036e+00;5.951e-01;-2.318e-02;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000000000;1.036e+00;6.612e-01;-2.576e-02;6.380e-01;-2.485e-02;1.029e+00;1.046e+00;6.488e-01;1.465e-02;5.000e+01;5.474e-03;2.597e-02;6.667e-01;-1.268e-08;1.036e+00;5.951e-01;-2.318e-02;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000001000;1.036e+00;6.612e-01;-2.576e-02;6.380e-01;-2.486e-02;1.029e+00;1.046e+00;6.488e-01;1.464e-02;5.000e+01;5.477e-03;2.597e-02;6.667e-01;-1.265e-08;1.036e+00;5.951e-01;-2.319e-02;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000002000;1.036e+00;6.612e-01;-2.577e-02;6.380e-01;-2.487e-02;1.029e+00;1.046e+00;6.488e-01;1.463e-02;5.000e+01;5.478e-03;2.598e-02;6.667e-01;-1.260e-08;1.036e+00;5.951e-01;-2.319e-02;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000004000;1.036e+00;6.612e-01;-2.578e-02;6.380e-01;-2.488e-02;1.029e+00;1.046e+00;6.488e-01;1.462e-02;5.000e+01;5.481e-03;2.599e-02;6.667e-01;-1.254e-08;1.036e+00;5.951e-01;-2.320e-02;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000008000;1.036e+00;6.612e-01;-2.580e-02;6.380e-01;-2.490e-02;1.029e+00;1.046e+00;6.488e-01;1.460e-02;5.000e+01;5.487e-03;2.602e-02;6.667e-01;-1.248e-08;1.036e+00;5.951e-01;-2.322e-02;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000016000;1.036e+00;6.612e-01;-2.585e-02;6.380e-01;-2.495e-02;1.029e+00;1.046e+00;6.488e-01;1.456e-02;5.000e+01;5.499e-03;2.606e-02;6.667e-01;-1.240e-08;1.036e+00;5.951e-01;-2.327e-02;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000032000;1.036e+00;6.611e-01;-2.595e-02;6.380e-01;-2.504e-02;1.028e+00;1.046e+00;6.488e-01;1.446e-02;5.000e+01;5.523e-03;2.616e-02;6.667e-01;-1.230e-08;1.036e+00;5.950e-01;-2.335e-02;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000064000;1.036e+00;6.611e-01;-2.614e-02;6.380e-01;-2.522e-02;1.028e+00;1.046e+00;6.488e-01;1.428e-02;5.000e+01;5.572e-03;2.635e-02;6.667e-01;-1.220e-08;1.036e+00;5.950e-01;-2.352e-02;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000096000;1.036e+00;6.610e-01;-2.632e-02;6.380e-01;-2.540e-02;1.028e+00;1.046e+00;6.488e-01;1.411e-02;5.000e+01;5.620e-03;2.654e-02;6.667e-01;-1.207e-08;1.036e+00;5.949e-01;-2.369e-02;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000160000;1.036e+00;6.610e-01;-2.669e-02;6.380e-01;-2.576e-02;1.028e+00;1.046e+00;6.488e-01;1.375e-02;5.000e+01;5.713e-03;2.692e-02;6.667e-01;-1.194e-08;1.036e+00;5.949e-01;-2.402e-02;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000224000;1.036e+00;6.609e-01;-2.706e-02;6.380e-01;-2.612e-02;1.028e+00;1.045e+00;6.488e-01;1.341e-02;5.000e+01;5.807e-03;2.729e-02;6.667e-01;-1.180e-08;1.036e+00;5.948e-01;-2.435e-02;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000288000;1.036e+00;6.608e-01;-2.741e-02;6.379e-01;-2.647e-02;1.028e+00;1.045e+00;6.488e-01;1.306e-02;5.000e+01;5.897e-03;2.765e-02;6.667e-01;-1.165e-08;1.036e+00;5.947e-01;-2.467e-02;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000352000;1.036e+00;6.607e-01;-2.777e-02;6.379e-01;-2.681e-02;1.027e+00;1.045e+00;6.488e-01;1.273e-02;5.000e+01;5.986e-03;2.801e-02;6.667e-01;-1.149e-08;1.036e+00;5.946e-01;-2.499e-02;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000416000;1.036e+00;6.606e-01;-2.811e-02;6.379e-01;-2.715e-02;1.027e+00;1.045e+00;6.488e-01;1.240e-02;5.000e+01;6.073e-03;2.836e-02;6.667e-01;-1.134e-08;1.036e+00;5.945e-01;-2.530e-02;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000480000;1.035e+00;6.605e-01;-2.845e-02;6.379e-01;-2.748e-02;1.027e+00;1.045e+00;6.488e-01;1.207e-02;5.000e+01;6.159e-03;2.871e-02;6.667e-01;-1.118e-08;1.035e+00;5.945e-01;-2.561e-02;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
0.000544000;1.035e+00;6.604e-01;-2.878e-02;6.379e-01;-2.780e-02;1.027e+00;1.045e+00;6.488e-01;1.175e-02;5.000e+01;6.242e-03;2.905e-02;6.667e-01;-1.103e-08;1.035e+00;5.944e-01;-2.591e-02;5.000e+01;6.667e-01;1.044e+00;1.044e+00;5.000e+01;5.000e+01
