time;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_Voltage;NetworkFrequencyPu;Synch_Gen_GEN_RotorSpeedPu;Synch_Gen_GEN_RotorAngle;Synch_Gen_GEN_InternalAngle;Synch_Gen_GEN_AVRSetpointPu;Synch_Gen_GEN_MagnitudeControlledByAVRPu;Synch_Gen_GEN_NetworkFrequencyPu
0.0;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
0.0;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
0.0;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
0.0;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
0.0;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
0.0;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
0.0;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
0.0;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
0.0;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
0.0;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
0.0;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
0.0;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
0.0;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
0.0;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
0.0;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
2e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
2e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
2e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
2e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
2e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
3e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
3e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
3e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
4e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
4e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
4e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
4e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
5e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
5e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
5e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
5e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
6e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
6e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
6e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
7e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
7e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
7e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
7e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
8e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
8e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
8e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
9e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
9e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
9e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
9e-06;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.1e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.1e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.1e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.1e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.2e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.2e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.2e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.3e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.3e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.3e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.3e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.4e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.4e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.4e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.5e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.5e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.5e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.5e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.6e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.6e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.6e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.7e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.7e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.8e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.8e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.9e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
1.9e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
2e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
2e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
2.1e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
2.1e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
2.2e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
2.2e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
2.3e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
2.4e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
2.4e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
2.5e-05;3.6535999999999995;0.0;1.044444;1.0;1.0;0.905484;0.813746;1.061918;1.051226;1.0
