time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_AVRSetpointPu;Bess_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;4.000e-01;4.630e-08;3.830e-01;-2.465e-08;1.044e+00;2.400e-01;-2.104e-08;1.000e+01;3.988e-01;-1.170e-02;1.048e+00;5.000e+01;5.000e+01
20.001532000;1.044e+00;4.000e-01;-3.288e-08;3.830e-01;-1.951e-09;1.044e+00;2.400e-01;1.303e-08;1.000e+01;3.988e-01;-1.170e-02;1.048e+00;5.000e+01;5.000e+01
20.005068000;1.044e+00;4.000e-01;-3.846e-08;3.830e-01;-3.906e-09;1.044e+00;2.400e-01;5.008e-09;1.000e+01;3.988e-01;-1.170e-02;1.048e+00;5.000e+01;5.000e+01
20.010068000;1.044e+00;4.000e-01;-4.251e-08;3.830e-01;-5.122e-09;1.044e+00;2.400e-01;-8.538e-09;1.000e+01;3.989e-01;-1.170e-02;1.048e+00;5.000e+01;5.000e+01
20.012068000;1.044e+00;4.001e-01;-4.330e-08;3.830e-01;-4.928e-09;1.044e+00;2.400e-01;-1.443e-08;1.000e+01;3.989e-01;-1.170e-02;1.048e+00;5.000e+01;5.000e+01
20.014068000;1.044e+00;4.001e-01;-4.389e-08;3.831e-01;-4.277e-09;1.044e+00;2.401e-01;-2.011e-08;1.000e+01;3.989e-01;-1.170e-02;1.048e+00;5.000e+01;5.000e+01
20.018068000;1.044e+00;4.002e-01;-4.536e-08;3.832e-01;-2.544e-09;1.044e+00;2.401e-01;-3.036e-08;1.000e+01;3.991e-01;-1.170e-02;1.048e+00;5.000e+01;5.000e+01
20.022068000;1.044e+00;4.004e-01;-1.714e-06;3.833e-01;-1.598e-06;1.044e+00;2.402e-01;-1.039e-06;1.000e+01;3.992e-01;-1.170e-02;1.048e+00;5.000e+01;5.000e+01
20.023068000;1.044e+00;4.004e-01;-1.714e-06;3.834e-01;-1.598e-06;1.044e+00;2.402e-01;-1.041e-06;1.000e+01;3.992e-01;-1.170e-02;1.048e+00;5.000e+01;5.000e+01
20.029068000;1.044e+00;4.007e-01;-5.048e-06;3.837e-01;-4.790e-06;1.044e+00;2.404e-01;-3.049e-06;1.000e+01;3.996e-01;-1.170e-02;1.048e+00;5.000e+01;5.000e+01
20.030068000;1.044e+00;4.008e-01;-6.716e-06;3.838e-01;-6.387e-06;1.044e+00;2.405e-01;-4.049e-06;1.000e+01;3.996e-01;-1.170e-02;1.048e+00;5.000e+01;5.000e+01
20.035068000;1.044e+00;4.012e-01;-1.005e-05;3.841e-01;-9.579e-06;1.044e+00;2.407e-01;-6.050e-06;1.000e+01;4.000e-01;-1.170e-02;1.048e+00;5.000e+01;5.000e+01
20.038068000;1.044e+00;4.014e-01;-1.172e-05;3.844e-01;-1.117e-05;1.044e+00;2.409e-01;-7.049e-06;1.000e+01;4.003e-01;-1.171e-02;1.048e+00;5.000e+01;5.000e+01
20.039068000;1.044e+00;4.015e-01;-1.172e-05;3.845e-01;-1.117e-05;1.044e+00;2.409e-01;-7.048e-06;1.000e+01;4.003e-01;-1.171e-02;1.048e+00;5.000e+01;5.000e+01
20.040068000;1.044e+00;4.016e-01;-1.338e-05;3.846e-01;-1.277e-05;1.044e+00;2.410e-01;-8.048e-06;1.000e+01;4.004e-01;-1.171e-02;1.048e+00;5.000e+01;5.000e+01
20.041068000;1.044e+00;4.017e-01;-1.338e-05;3.847e-01;-1.277e-05;1.044e+00;2.410e-01;-8.047e-06;1.000e+01;4.005e-01;-1.171e-02;1.048e+00;5.001e+01;5.001e+01
20.050068000;1.044e+00;4.027e-01;-2.171e-05;3.856e-01;-2.074e-05;1.044e+00;2.416e-01;-1.304e-05;1.000e+01;4.015e-01;-1.172e-02;1.048e+00;5.001e+01;5.001e+01
20.052068000;1.044e+00;4.030e-01;-2.170e-05;3.859e-01;-2.074e-05;1.044e+00;2.418e-01;-1.304e-05;1.000e+01;4.017e-01;-1.172e-02;1.048e+00;5.001e+01;5.001e+01
20.054068000;1.044e+00;4.032e-01;-2.336e-05;3.861e-01;-2.233e-05;1.044e+00;2.419e-01;-1.404e-05;1.000e+01;4.020e-01;-1.172e-02;1.048e+00;5.001e+01;5.001e+01
20.060068000;1.044e+00;4.041e-01;-2.835e-05;3.869e-01;-2.712e-05;1.044e+00;2.424e-01;-1.703e-05;1.000e+01;4.028e-01;-1.173e-02;1.048e+00;5.001e+01;5.001e+01
20.070068000;1.044e+00;4.057e-01;-3.502e-05;3.885e-01;-3.351e-05;1.044e+00;2.434e-01;-2.104e-05;1.000e+01;4.043e-01;-1.175e-02;1.048e+00;5.001e+01;5.001e+01
20.073068000;1.044e+00;4.062e-01;-3.668e-05;3.890e-01;-3.510e-05;1.044e+00;2.437e-01;-2.204e-05;1.000e+01;4.048e-01;-1.176e-02;1.048e+00;5.001e+01;5.001e+01
20.074068000;1.044e+00;4.063e-01;-3.834e-05;3.892e-01;-3.670e-05;1.044e+00;2.438e-01;-2.304e-05;1.000e+01;4.050e-01;-1.176e-02;1.048e+00;5.001e+01;5.001e+01
20.082445000;1.044e+00;4.079e-01;-4.335e-05;3.907e-01;-4.152e-05;1.044e+00;2.447e-01;-2.605e-05;1.000e+01;4.065e-01;-1.179e-02;1.048e+00;5.001e+01;5.001e+01
20.083445000;1.044e+00;4.081e-01;-4.335e-05;3.908e-01;-4.152e-05;1.044e+00;2.449e-01;-2.604e-05;1.000e+01;4.067e-01;-1.179e-02;1.048e+00;5.001e+01;5.001e+01
20.092445000;1.044e+00;4.099e-01;-4.837e-05;3.926e-01;-4.632e-05;1.044e+00;2.459e-01;-2.904e-05;1.000e+01;4.085e-01;-1.182e-02;1.048e+00;5.001e+01;5.001e+01
20.099445000;1.044e+00;4.114e-01;-5.172e-05;3.941e-01;-4.951e-05;1.044e+00;2.469e-01;-3.103e-05;1.000e+01;4.099e-01;-1.184e-02;1.048e+00;5.001e+01;5.001e+01
20.100445000;1.044e+00;4.116e-01;-5.172e-05;3.943e-01;-4.951e-05;1.044e+00;2.470e-01;-3.103e-05;1.000e+01;4.102e-01;-1.184e-02;1.048e+00;5.001e+01;5.001e+01
20.107445000;1.044e+00;4.132e-01;-5.505e-05;3.958e-01;-5.270e-05;1.044e+00;2.479e-01;-3.302e-05;1.000e+01;4.117e-01;-1.187e-02;1.048e+00;5.001e+01;5.001e+01
20.112445000;1.044e+00;4.144e-01;-5.672e-05;3.970e-01;-5.430e-05;1.044e+00;2.486e-01;-3.401e-05;1.000e+01;4.129e-01;-1.189e-02;1.048e+00;5.001e+01;5.001e+01
20.118445000;1.044e+00;4.159e-01;-6.004e-05;3.984e-01;-5.748e-05;1.044e+00;2.495e-01;-3.600e-05;1.000e+01;4.143e-01;-1.192e-02;1.048e+00;5.001e+01;5.001e+01
20.120445000;1.044e+00;4.163e-01;-6.003e-05;3.989e-01;-5.748e-05;1.044e+00;2.498e-01;-3.600e-05;1.000e+01;4.147e-01;-1.193e-02;1.048e+00;5.001e+01;5.001e+01
20.122445000;1.044e+00;4.168e-01;-6.002e-05;3.994e-01;-5.747e-05;1.044e+00;2.501e-01;-3.600e-05;1.000e+01;4.152e-01;-1.194e-02;1.048e+00;5.001e+01;5.001e+01
20.137445000;1.044e+00;4.207e-01;-6.330e-05;4.031e-01;-6.067e-05;1.044e+00;2.524e-01;-3.798e-05;1.000e+01;4.190e-01;-1.201e-02;1.048e+00;5.001e+01;5.001e+01
20.139445000;1.044e+00;4.212e-01;-6.330e-05;4.037e-01;-6.067e-05;1.044e+00;2.527e-01;-3.798e-05;1.000e+01;4.195e-01;-1.202e-02;1.048e+00;5.001e+01;5.001e+01
20.147445000;1.044e+00;4.234e-01;-6.497e-05;4.058e-01;-6.227e-05;1.044e+00;2.540e-01;-3.898e-05;1.000e+01;4.216e-01;-1.206e-02;1.048e+00;5.001e+01;5.001e+01
20.148445000;1.043e+00;4.237e-01;-6.497e-05;4.060e-01;-6.227e-05;1.043e+00;2.542e-01;-3.898e-05;1.000e+01;4.219e-01;-1.206e-02;1.048e+00;5.001e+01;5.001e+01
20.154445000;1.043e+00;4.253e-01;-6.499e-05;4.076e-01;-6.226e-05;1.043e+00;2.552e-01;-3.898e-05;1.000e+01;4.235e-01;-1.209e-02;1.048e+00;5.001e+01;5.001e+01
20.160445000;1.043e+00;4.270e-01;-6.500e-05;4.093e-01;-6.227e-05;1.043e+00;2.562e-01;-3.898e-05;1.000e+01;4.251e-01;-1.213e-02;1.048e+00;5.001e+01;5.001e+01
20.164445000;1.043e+00;4.282e-01;-6.501e-05;4.104e-01;-6.227e-05;1.043e+00;2.569e-01;-3.899e-05;1.000e+01;4.263e-01;-1.215e-02;1.048e+00;5.001e+01;5.001e+01
20.165445000;1.043e+00;4.285e-01;-6.501e-05;4.107e-01;-6.226e-05;1.043e+00;2.571e-01;-3.899e-05;1.000e+01;4.265e-01;-1.216e-02;1.048e+00;5.002e+01;5.002e+01
20.166445000;1.043e+00;4.287e-01;-6.501e-05;4.110e-01;-6.226e-05;1.043e+00;2.572e-01;-3.899e-05;1.000e+01;4.268e-01;-1.216e-02;1.048e+00;5.002e+01;5.002e+01
20.172445000;1.043e+00;4.305e-01;-6.335e-05;4.126e-01;-6.067e-05;1.043e+00;2.583e-01;-3.800e-05;1.000e+01;4.285e-01;-1.220e-02;1.048e+00;5.002e+01;5.002e+01
20.175445000;1.043e+00;4.313e-01;-6.334e-05;4.135e-01;-6.067e-05;1.043e+00;2.588e-01;-3.800e-05;1.000e+01;4.293e-01;-1.222e-02;1.048e+00;5.002e+01;5.002e+01
20.183445000;1.043e+00;4.337e-01;-6.167e-05;4.158e-01;-5.908e-05;1.043e+00;2.602e-01;-3.702e-05;1.000e+01;4.316e-01;-1.226e-02;1.048e+00;5.002e+01;5.002e+01
20.191445000;1.043e+00;4.360e-01;-5.999e-05;4.181e-01;-5.749e-05;1.043e+00;2.616e-01;-3.603e-05;1.000e+01;4.339e-01;-1.231e-02;1.048e+00;5.002e+01;5.002e+01
20.196445000;1.043e+00;4.375e-01;-5.831e-05;4.195e-01;-5.589e-05;1.043e+00;2.625e-01;-3.504e-05;1.000e+01;4.354e-01;-1.235e-02;1.048e+00;5.002e+01;5.002e+01
20.201445000;1.043e+00;4.390e-01;-5.497e-05;4.210e-01;-5.270e-05;1.043e+00;2.634e-01;-3.304e-05;1.000e+01;4.368e-01;-1.238e-02;1.048e+00;5.002e+01;5.002e+01
20.208445000;1.043e+00;4.411e-01;-5.329e-05;4.230e-01;-5.112e-05;1.043e+00;2.647e-01;-3.205e-05;1.000e+01;4.389e-01;-1.242e-02;1.048e+00;5.002e+01;5.002e+01
20.210445000;1.043e+00;4.417e-01;-5.163e-05;4.236e-01;-4.952e-05;1.043e+00;2.650e-01;-3.105e-05;1.000e+01;4.395e-01;-1.244e-02;1.048e+00;5.002e+01;5.002e+01
20.217445000;1.043e+00;4.439e-01;-4.828e-05;4.257e-01;-4.634e-05;1.043e+00;2.663e-01;-2.905e-05;1.000e+01;4.415e-01;-1.248e-02;1.048e+00;5.002e+01;5.002e+01
20.220445000;1.043e+00;4.448e-01;-4.662e-05;4.266e-01;-4.475e-05;1.043e+00;2.669e-01;-2.804e-05;1.000e+01;4.424e-01;-1.251e-02;1.048e+00;5.002e+01;5.002e+01
20.229445000;1.043e+00;4.475e-01;-4.161e-05;4.292e-01;-3.997e-05;1.043e+00;2.685e-01;-2.503e-05;1.000e+01;4.451e-01;-1.257e-02;1.048e+00;5.002e+01;5.002e+01
20.230445000;1.042e+00;4.478e-01;-3.994e-05;4.295e-01;-3.837e-05;1.042e+00;2.687e-01;-2.403e-05;1.000e+01;4.454e-01;-1.257e-02;1.048e+00;5.002e+01;5.002e+01
20.241445000;1.042e+00;4.511e-01;-3.326e-05;4.328e-01;-3.198e-05;1.042e+00;2.707e-01;-2.002e-05;1.000e+01;4.486e-01;-1.265e-02;1.048e+00;5.002e+01;5.002e+01
20.249445000;1.042e+00;4.536e-01;-2.660e-05;4.352e-01;-2.560e-05;1.042e+00;2.721e-01;-1.599e-05;1.000e+01;4.510e-01;-1.271e-02;1.048e+00;5.002e+01;5.002e+01
20.261445000;1.042e+00;4.572e-01;-1.495e-05;4.387e-01;-1.443e-05;1.042e+00;2.743e-01;-8.964e-06;1.000e+01;4.546e-01;-1.280e-02;1.048e+00;5.002e+01;5.002e+01
20.277445000;1.042e+00;4.620e-01;1.705e-06;4.434e-01;1.535e-06;1.042e+00;2.772e-01;1.066e-06;1.000e+01;4.592e-01;-1.291e-02;1.048e+00;5.002e+01;5.002e+01
20.278445000;1.042e+00;4.623e-01;1.704e-06;4.437e-01;1.534e-06;1.042e+00;2.774e-01;1.067e-06;1.000e+01;4.595e-01;-1.292e-02;1.048e+00;5.002e+01;5.002e+01
20.280445000;1.042e+00;4.628e-01;5.034e-06;4.443e-01;4.731e-06;1.042e+00;2.777e-01;3.069e-06;1.000e+01;4.601e-01;-1.294e-02;1.048e+00;5.002e+01;5.002e+01
20.294445000;1.042e+00;4.670e-01;2.001e-05;4.483e-01;1.913e-05;1.042e+00;2.802e-01;1.208e-05;1.000e+01;4.641e-01;-1.304e-02;1.048e+00;5.002e+01;5.002e+01
20.306445000;1.042e+00;4.705e-01;3.669e-05;4.517e-01;3.515e-05;1.042e+00;2.823e-01;2.209e-05;1.000e+01;4.676e-01;-1.314e-02;1.048e+00;5.002e+01;5.002e+01
20.307445000;1.041e+00;4.708e-01;3.835e-05;4.520e-01;3.675e-05;1.041e+00;2.825e-01;2.309e-05;1.000e+01;4.678e-01;-1.314e-02;1.048e+00;5.002e+01;5.002e+01
20.320445000;1.041e+00;4.745e-01;5.669e-05;4.556e-01;5.437e-05;1.041e+00;2.847e-01;3.409e-05;1.000e+01;4.715e-01;-1.324e-02;1.048e+00;5.002e+01;5.002e+01
20.321445000;1.041e+00;4.748e-01;5.834e-05;4.559e-01;5.597e-05;1.041e+00;2.848e-01;3.509e-05;1.000e+01;4.718e-01;-1.325e-02;1.048e+00;5.001e+01;5.001e+01
20.330445000;1.041e+00;4.773e-01;7.167e-05;4.584e-01;6.880e-05;1.041e+00;2.864e-01;4.309e-05;1.000e+01;4.742e-01;-1.332e-02;1.048e+00;5.001e+01;5.001e+01
20.335445000;1.041e+00;4.787e-01;7.998e-05;4.598e-01;7.681e-05;1.041e+00;2.872e-01;4.809e-05;1.000e+01;4.756e-01;-1.336e-02;1.048e+00;5.001e+01;5.001e+01
20.353445000;1.041e+00;4.836e-01;1.100e-04;4.646e-01;1.057e-04;1.041e+00;2.902e-01;6.606e-05;1.000e+01;4.804e-01;-1.350e-02;1.048e+00;5.001e+01;5.001e+01
20.354445000;1.041e+00;4.839e-01;1.117e-04;4.648e-01;1.073e-04;1.041e+00;2.903e-01;6.706e-05;1.000e+01;4.807e-01;-1.351e-02;1.048e+00;5.001e+01;5.001e+01
20.357445000;1.041e+00;4.847e-01;1.167e-04;4.656e-01;1.121e-04;1.041e+00;2.908e-01;7.005e-05;1.000e+01;4.815e-01;-1.353e-02;1.048e+00;5.001e+01;5.001e+01
20.375445000;1.041e+00;4.894e-01;1.517e-04;4.703e-01;1.457e-04;1.041e+00;2.936e-01;9.103e-05;1.000e+01;4.861e-01;-1.367e-02;1.048e+00;5.001e+01;5.001e+01
20.381445000;1.041e+00;4.909e-01;1.633e-04;4.718e-01;1.570e-04;1.041e+00;2.946e-01;9.803e-05;1.000e+01;4.876e-01;-1.372e-02;1.048e+00;5.001e+01;5.001e+01
20.389445000;1.041e+00;4.929e-01;1.800e-04;4.737e-01;1.730e-04;1.041e+00;2.958e-01;1.080e-04;1.000e+01;4.896e-01;-1.378e-02;1.048e+00;5.001e+01;5.001e+01
20.390445000;1.040e+00;4.932e-01;1.817e-04;4.740e-01;1.746e-04;1.040e+00;2.959e-01;1.090e-04;1.000e+01;4.898e-01;-1.379e-02;1.048e+00;5.001e+01;5.001e+01
