time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_InjectedCurrent
0.0;1.0446169879232905;0.833501790081054;0.7978523264385237;-4.114271737827287e-07;-4.300660343580333e-07;1.0450350101652846;9.999947703503059;0.8335396472469003;0.014006023442785773;0.7976589170760998;0.014894097940544268;0.797890003449761
1e-06;1.0446158194993278;0.8335015704589082;0.797852058312146;-4.114729568903674e-07;-4.302308651560135e-07;1.045034084924293;9.999948302662434;0.8335400884130825;0.014006023463394052;0.7976589788034318;0.014894097919823811;0.7978898730930769
2e-06;1.0446136070340737;0.8335005710740826;0.7978517715031315;-1.716659000129396e-07;-2.007569388101841e-07;1.0450330906160175;9.999948914563761;0.8335405636556905;0.014006023484497082;0.7976590446545843;0.01489409789698098;0.7978897334181055
4e-06;1.0446122524981405;0.8335006597967692;0.7978518003761336;-1.278533000737047e-06;-1.2606584652395069e-06;1.0450320253487335;9.999949504938058;0.8335410742024375;0.014006023505381191;0.7976591145131052;0.014893097871282946;0.7978895652042568
8e-06;1.0446104964750562;0.8335004848568357;0.7978518110645184;-3.146369712874395e-06;-3.04915489476649e-06;1.0450298871489099;9.99995002489205;0.8335416202511199;0.014006023525606126;0.7976591879048891;0.014892097841788392;0.7978893860679688
1.6e-05;1.0446079824392094;0.8334990073342182;0.797851077648553;-5.469063303735915e-06;-5.273163404672357e-06;1.0450276731497739;9.999950422632441;0.8335422009424668;0.01400602354508982;0.7976592640658183;0.014889097807410412;0.7978891574759072
3.2e-05;1.044603453401949;0.8334959271175116;0.7978502675938863;-1.0981322107048815e-05;-1.0551049182802414e-05;1.0450243803269834;9.99995065973991;0.833542813988668;0.01400602356397082;0.7976593426532558;0.014883097766953544;0.7978888596655868
6.4e-05;1.0445975608048135;0.8334921188757478;0.7978497143518463;-2.179072121213984e-05;-2.090076368991725e-05;1.0450180064177845;9.99995071449971;0.8335434550738191;0.014006023582339383;0.797659424026118;0.01487309771912286;0.7978884729121443
0.000128;1.0445874422702404;0.8334851841942973;0.7978493026971182;-4.451599010808406e-05;-4.265968980488763e-05;1.0450075493554631;9.999950576947478;0.83354411763799;0.014006023599976998;0.7976595089054521;0.01485109766249131;0.7978878470260102
0.000256;1.0445680277766507;0.8334702037447775;0.7978481924346595;-8.75118737494508e-05;-8.382821165566208e-05;1.044988006530117;9.999950242556913;0.8335447937380642;0.014006023616151062;0.797659598404482;0.01480809759552016;0.7978868140817023
0.000512;1.0445320394327662;0.8334406025007866;0.7978456469222662;-0.0001751947793737507;-0.00016778833418292432;1.0449503752234899;9.999949704506202;0.8335454754125484;0.01400602362952487;0.7976596945251369;0.014723097516806824;0.7978849872411161
0.000768;1.044496240447556;0.8334124016441031;0.7978442011699003;-0.0002580932099941706;-0.0002471725177349021;1.0449136533536658;9.999948954287548;0.8335461551844294;0.01400602363835775;0.7976598005461663;0.014641097425414449;0.7978832015158139
0.001;1.0444654017376878;0.8333876585376379;0.797842184488349;-0.0003318751132967516;-0.000317830555157779;1.0448808396498008;9.999947992256555;0.8335468261725107;0.01400602364080604;0.7976599208706014;0.014569097320932289;0.7978815812018974
0.001;1.0444629670810848;0.8333872595908239;0.7978416926937851;-0.0003318751860771576;-0.00031783086092954696;1.0448789337462874;9.999946835015795;0.8335474826133843;0.014006023635033569;0.7976600600425104;0.014569097203322865;0.7978812518426268
0.001001;1.0444604333269396;0.833386843719786;0.7978411830658961;-0.0003318752598171718;-0.0003178311813820305;1.0448769364911288;9.999945514481306;0.8335481196851787;0.01400602361921565;0.7976602215355362;0.014569097072742745;0.7978808951949805
0.001002;1.0444578052422426;0.8333864082282402;0.7978406567491926;-0.0003318753350352209;-0.00031783151619480226;1.0448748496708886;9.999944072159623;0.8335487326915374;0.014006023591579604;0.7976614072446645;0.014569096929255532;0.7978815114418442
0.001004;1.044454786711799;0.8333860600366022;0.7978404495479832;-0.00033374294669172836;-0.00031962024481895374;1.0448726752621849;9.999942550655504;0.8335493174383175;0.014006023550404614;0.7976616175427237;0.014568096772515715;0.7978810831183923
0.001008;1.044451030142222;0.8333851685780045;0.7978402315575028;-0.00033460953077283934;-0.0003204506342614393;1.0448694152579905;9.999940984901379;0.8335498714326206;0.014006023493998076;0.7976618515276023;0.014567096601624526;0.7978806291278058
0.001016;1.0444471937360706;0.8333834952739898;0.79783928129301;-0.00033693161983551636;-0.000322674779555466;1.0448660716549703;9.999939397334176;0.8335503939485184;0.014006023420810374;0.7976621076595857;0.014564096415270835;0.7978801147475686
0.001032;1.044442329047356;0.8333806260946333;0.797837937336592;-0.00034157570524056234;-0.0003271227073083184;1.0448616462557259;9.999937799078683;0.8335508847739963;0.014006023329611882;0.7976623844345043;0.014559096212159874;0.7978795426467706
0.001064;1.0444351878494043;0.8333773623013786;0.797837930887413;-0.00035092692827717967;-0.00033607879059709193;1.0448551411925149;9.999936195478186;0.8335513430415774;0.014006023219550474;0.7976626804400353;0.01455009599134382;0.7978788789957834
0.001128;1.0444248235468905;0.8333702594069136;0.7978366962982408;-0.00037167358129296953;-0.0003559480363521529;1.0448435594311998;9.999934591115478;0.8335517671040431;0.014006023090162148;0.7976629941947658;0.014530095752172192;0.7978779983811793
0.001256;1.0444064752020725;0.8333568488123185;0.7978355149806781;-0.00041070938210326856;-0.00039333400393940133;1.0448249042593587;9.999932988811432;0.8335521552648983;0.014006022941412268;0.7976633242612537;0.01449209549409212;0.797876775963238
0.001512;1.0443725731718991;0.8333307854031321;0.7978341007806403;-0.0004869761539287443;-0.0004663806809105766;1.0447901787847198;9.999931385152577;0.8335525068810337;0.01400602277352204;0.7976636693030817;0.014417095216561447;0.7978748721523724
0.002024;1.0443123347953878;0.833282922418877;0.7978319392889007;-0.0006315992221614755;-0.0006049083554792382;1.0447273859499036;9.999929769978813;0.8335528231895624;0.014006022586588032;0.7976650279519297;0.014275094919139118;0.7978727611726656
0.003048;1.0442080523888557;0.8331995155637072;0.7978294049170617;-0.0008879365123960369;-0.0008504787652946623;1.0446175288645903;9.999928127398409;0.8335531070254198;0.014006022380508971;0.7976683988238407;0.014025094601606919;0.7978707582836019
0.004072;1.0441214672939563;0.8331331630276966;0.7978297010303976;-0.0010998045193832409;-0.0010534834593961151;1.0445256115201054;9.999926435381552;0.8335533618023667;0.014006022155318895;0.7976727810399192;0.013819094264006215;0.7978705854940185
0.005096;1.044051930927026;0.833084102232819;0.7978335576138006;-0.0012647683611378628;-0.001211570282130499;1.044452639113875;9.999924669825853;0.8335535910078822;0.01400602191152242;0.7976811751410708;0.013656093906656699;0.7978751941555516
0.00612;1.0439994966824082;0.8330512035331749;0.7978398573113467;-0.0013893841307566679;-0.0013310032702728884;1.0443976173170662;9.999922809304106;0.8335537981860714;0.014006021650216166;0.7976905833377099;0.013536093530103903;0.797881561460235
0.007144;1.0439619049918167;0.8330341217141741;0.797850000562067;-0.001472176800827797;-0.0014103610965339932;1.0443585512705966;9.999920832978756;0.8335539865045062;0.014006021372943364;0.7977030083710352;0.013455093134918746;0.7978916027319186
