time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0.0;1.0965788978754716;0.41668253798096333;0.38002593385519784;-0.44444418981761735;-0.4052683656396952;0.9999959141792085;10.000690760450825;0.41672589422610773;-0.43690004913936475;-0.4369000534973044;0.3834646422027033;-0.40196796960999376;1.0868700980125572;0.5555934834447708;0.9998957829216754
1e-06;1.0965786127244297;0.416682652175812;0.38002568064219383;-0.4444441895776632;-0.4052683653727439;0.9999968261364532;10.00070006836973;0.4167260748399213;-0.4369000489238572;-0.4369000533493386;0.3834646818044849;-0.40196796958212255;1.0868699474835088;0.5555935673101373;0.9998961557371071
2e-06;1.0965783065405499;0.416682775621565;0.38002540793829226;-0.444444189319029;-0.40526836508568775;0.9999978066906529;10.000710083373908;0.4167262684083668;-0.4369000486912799;-0.4369000531904249;0.38346472560580785;-0.40196796955149866;1.0868697873912978;0.5555936570796934;0.9998965583173468
4e-06;1.096577979533095;0.41668290950177594;0.380025114303454;-0.44444418904070004;-0.4052683647776779;0.9999988578871299;10.000720832717134;0.4167264751158562;-0.4369000484405264;-0.4369000530207745;0.38346477422288544;-0.40196796951718594;1.0868696201471855;0.5555937524365433;0.9998969945198446
8e-06;1.0965776328687704;0.41668305481467777;0.38002479816738344;-0.44444418874192354;-0.4052683644481938;0.9999999801459858;10.00073233205162;0.41672669528620765;-0.4369000481706095;-0.43690005284104577;0.38346482766506634;-0.4019679694783256;1.0868694496141826;0.5555938531144636;0.9998974685353157
1.6e-05;1.0965772680668309;0.4166832119875955;0.38002445828372095;-0.4444441884223464;-0.4052683640972349;1.0000011718090802;10.000744588655957;0.4167269292789383;-0.4369000478804341;-0.43690005265204773;0.38346488575236115;-0.40196796943466206;1.08686928058079;0.5555939589861576;0.9998979836021527
3.2e-05;1.096576886596301;0.4166833811201532;0.3800240941923302;-0.4444441880821402;-0.4052683637252126;1.0000024296684416;10.00075760765084;0.4167271773361976;-0.43690004756866174;-0.4369000524544951;0.3834649486316012;-0.40196796938674384;1.0868691177894934;0.555594069914479;0.9998985419436462
6.4e-05;1.096576490538091;0.41668356220006036;0.3800237061710441;-0.4444441877219036;-0.40526836333273;1.0000037501853623;10.000771394478972;0.41672743956046315;-0.4369000472337298;-0.4369000522487961;0.3834650166326951;-0.40196796933573775;1.0868689645292682;0.5555941855113848;0.9998991455380675
0.000128;1.0965760833800493;0.41668375475040387;0.38002329471971186;-0.4444441873424766;-0.4052683629205316;1.0000051301126383;10.000785951518774;0.41672771597305097;-0.43690004687414524;-0.4369000520348565;0.383465089699465;-0.40196796928289896;1.086868821713301;0.555594304958618;0.9998997966646921
0.000256;1.0965756698768212;0.4166839577319292;0.3800228601584549;-0.4444441869447193;-0.4052683624895662;1.0000065667440643;10.000801272189918;0.41672800648225916;-0.4369000464889632;-0.4369000518121347;0.38346516697127464;-0.4019679692291302;1.0868686883584542;0.5555944272706126;0.9999004981944175
0.000512;1.0965752555095865;0.4166841703194594;0.38002240263792914;-0.44444418652934325;-0.40526836204086303;1.0000080581113375;10.000817340972896;0.4167283108033362;-0.43690004607802585;-0.4369000515798616;0.3834652467405624;-0.4019679691750798;1.0868685629484887;0.555594551633366;0.9999012534568218
0.001;1.0965748463951648;0.4166843925885724;0.380021922065565;-0.44444418609699865;-0.405268361575281;1.0000096026505187;10.000834143001354;0.41672862853564246;-0.43690004564183504;-0.4369000513371204;0.3834653266941213;-0.40196796912131055;1.0868684443231607;0.5555946773109319;0.9999020655852208
0.001;1.0965744495067757;0.4166846250350108;0.3800214177647094;-0.44444418564838445;-0.405268361093459;1.000011198743103;10.0008516704072;0.4167289591979809;-0.43690004518132686;-0.43690005108292373;0.3834654041890543;-0.4019679690681446;1.0868683317529186;0.5555948033675826;0.9999029369818413
0.001001;1.0965740727391038;0.41668486768164675;0.38002088852767074;-0.444444185184156;-0.4052683605959135;1.0000128445403769;10.00086991801834;0.4167293021087251;-0.4369000446976775;-0.43690005081645006;0.38346547644036527;-0.4019679690155207;1.086868224844619;0.555594928434311;0.999903869450026
0.001002;1.0965737246314444;0.41668512006620845;0.38002033310497907;-0.44444418470486036;-0.40526836008308126;1.000014538027877;10.000888882086272;0.4167296564535406;-0.43690004419218087;-0.4369000505372586;0.3834655406546571;-0.4019679689630474;1.086868123703721;0.5555950505463951;0.9999048649096897
0.001004;1.096573413824907;0.4166853817904442;0.38001975045553116;-0.4444441842109425;-0.4052683595553649;1.000016277385409;10.000908565340191;0.4167300215164463;-0.43690004366621177;-0.4369000502453939;0.3834655942070787;-0.4019679689101734;1.0868680293948592;0.5555951670893631;0.9999059259719836
0.001008;1.0965731484384869;0.4166856526082267;0.38001913960286815;-0.4444441837027662;-0.4052683590133004;1.0000180613058387;10.000928970642947;0.41673039673461165;-0.43690004312118363;-0.43690004994130294;0.3834656349544079;-0.40196796885630964;1.0868679444208489;0.5555952750378217;0.9999070556203221
0.001016;1.0965729355605411;0.4166859321597288;0.3800184994974868;-0.4444441831808216;-0.40526835845767034;1.0000198890237573;10.00095008393029;0.4167307816231417;-0.43690004255852544;-0.43690004962547524;0.3834656614086234;-0.4019679688007576;1.0868678724864085;0.5555953714493825;0.9999082559235989
0.001032;1.0965727809443486;0.41668622015414675;0.380017829179511;-0.44444418264589014;-0.4052683578893804;1.0000217603456611;10.000971866989225;0.4167311757565478;-0.4369000419796202;-0.43690004929819237;0.3834656723520385;-0.4019679687426336;1.0868678170391424;0.5555954536517469;0.9999095266693694
0.001064;1.0965726885123726;0.4166865167763482;0.3800171280988784;-0.4444441820987562;-0.40526835730932076;1.0000236754523284;10.000994262039496;0.416731578712943;-0.43690004138567484;-0.43690004895972917;0.38346566630335466;-0.4019679686809594;1.0868677795113628;0.555595519030919;0.9999108654021431
0.001128;1.0965726600610815;0.4166868225455465;0.38001639634298623;-0.4444441815398241;-0.40526835671843614;1.0000256338360491;10.001017197721744;0.4167319899368241;-0.4369000407777221;-0.4369000486106887;0.3834656415463892;-0.4019679686147965;1.0868677590477651;0.5555955650375386;0.9999122686035261
0.001256;1.0965726962512456;0.41668713796410506;0.38001563475725214;-0.4444441809691393;-0.4052683561178624;1.0000276330672067;10.001040592606053;0.41673240877339757;-0.4369000401567268;-0.4369000482520083;0.3834655964259771;-0.4019679685433233;1.0868677538945468;0.5555955896179494;0.9999137322994933
0.001512;1.0965727979166355;0.41668746345132834;0.3800148449191329;-0.4444441803865547;-0.4052683555089037;1.000029668671766;10.001064354028488;0.4167328347155947;-0.43690003952366196;-0.4369000478846179;0.38346552941524825;-0.4019679684658785;1.0868677626048955;0.5555955913207842;0.9999152521134573
0.002024;1.0965729662112587;0.41668779921577515;0.380014028949964;-0.4444441797917577;-0.4052683548929491;1.000031734841645;10.001088377146642;0.41673326741793326;-0.4369000388795021;-0.4369000475091701;0.38346543912139;-0.40196796838205895;1.0868677838514653;0.5555955686603882;0.9999168233906424
0.003048;1.0965732021874957;0.41668814507435353;0.3800131894351618;-0.4444441791843396;-0.40526835427151486;1.000033825184599;10.001112548167754;0.416733706252843;-0.43690003822498363;-0.43690004712606767;0.3834653244002453;-0.40196796829184583;1.0868678158264713;0.5555955194941753;0.9999184409735228
0.005096;1.0965735063886304;0.4166885006181959;0.3800123295485762;-0.44444417856400764;-0.4052683536462449;1.000035933562288;10.001136745450907;0.416734150001003;-0.4369000375602818;-0.43690004673552396;0.3834651844692892;-0.40196796819553743;1.0868678565513963;0.5555954410198094;0.9999200986451762
0.009192;1.0965738786614168;0.4166888655080902;0.380011453157292;-0.4444441779307215;-0.40526835301874453;1.000038054827149;10.001160839363754;0.41673459720367234;-0.4369000368851034;-0.436900046337393;0.3834650188095308;-0.401967968093594;1.0868679048869847;0.5555953301735932;0.999921788844753
0.017384;1.0965743186733115;0.416689239516177;0.3800105646928135;-0.4444441772846108;-0.4052683523904653;1.0000401851937544;10.001184695680193;0.4167350467052125;-0.43690003619928636;-0.4369000459309606;0.38346482688670747;-0.4019679679867459;1.0868679611314982;0.5555951840195338;0.9999235028020917
0.027384;1.0965748261918666;0.4166896224540307;0.3800096686654857;-0.44444417662586433;-0.40526835176272297;1.0000423222258066;10.001208181445328;0.4167354976433143;-0.43690003550323153;-0.4369000455150714;0.38346460804453697;-0.40196796787622213;1.0868680264413735;0.5555950001107551;0.9999252307120576
0.037384;1.0965754006040627;0.4166900142321657;0.38000876922924814;-0.44444417595467306;-0.4052683511367118;1.000044464094149;10.001231172354002;0.41673594893917787;-0.4369000347975867;-0.4369000450885076;0.38346436172532267;-0.40196796776376736;1.0868681017620716;0.5555947769753026;0.9999269621143282
0.047384;1.0965760407448946;0.41669041487863306;0.38000787019260096;-0.4444441752710441;-0.4052683505134635;1.0000466085247217;10.001253556756279;0.416736399066534;-0.4369000340826907;-0.436900044650213;0.38346408786447256;-0.4019679676513496;1.0868681874682617;0.5555945142264788;0.9999286872237902
0.057384;1.0965767448830706;0.41669082429325466;0.38000697498863456;-0.4444441745746221;-0.40526834989379323;1.000048752202108;10.001275230530206;0.41673684650606246;-0.4369000333585872;-0.43690004419928563;0.38346378717391605;-0.40196796754068825;1.0868682831225143;0.5555942118965841;0.9999303983361681
0.067384;1.0965775105755635;0.4166912418347281;0.3800060863543674;-0.44444417386480856;-0.405268349278336;1.0000508905303582;10.001296088537101;0.41673729017248573;-0.4369000326254733;-0.4369000437349413;0.38346346097622486;-0.4019679674330763;1.0868683867275901;0.5555938698607462;0.999932089517817
0.077384;1.0965783351448175;0.41669166595022433;0.3800052062412956;-0.444444173141091;-0.4052683486677461;1.000053017892823;10.001316024752024;0.41673772920916574;-0.4369000318840152;-0.4369000432566297;0.3834631106988165;-0.4019679673295547;1.0868684944978872;0.5555934880862654;0.999933755177343
0.087384;1.0965792162356423;0.4166920941413775;0.3800043360935051;-0.44444417240334766;-0.40526834806289064;1.0000551285363615;10.001334939809682;0.41673816260778795;-0.436900031135276;-0.43690004276425093;0.3834627375718418;-0.40196796723096906;1.0868686014906346;0.5555930670697209;0.9999353891471519
0.097384;1.0965801517133968;0.4166925234069488;0.38000347694542214;-0.4444441716519523;-0.40526834746483476;1.00005721754033;10.001352743776446;0.4167385888828908;-0.4369000303803174;-0.43690004225814294;0.38346234268477675;-0.4019679671379805;1.086868702464104;0.5555926079498857;0.9999369845800808
0.107384;1.096581139332706;0.41669295092167064;0.38000262910068816;-0.4444441708875986;-0.40526834687468344;1.0000592816543998;10.001369355605663;0.41673900577208156;-0.43690002961981445;-0.43690004173884894;0.38346192703482906;-0.40196796705136467;1.0868687924801426;0.5555921125995176;0.9999385347667197
0.117384;1.0965821759475851;0.41669337456511873;0.3800017919109443;-0.44444417011109444;-0.4052683462934739;1.000061319719086;10.001384707632765;0.4167394103510292;-0.4369000288538937;-0.43690004120696513;0.3834614911961974;-0.40196796697233694;1.0868688665370843;0.5555915836115444;0.9999400343237985
0.127384;1.0965832565622922;0.41669379288605507;0.38000096414914747;-0.4444441693234053;-0.4052683457221226;1.0000633320766708;10.001398749532159;0.41673979933771516;-0.43690002808223816;-0.4369000406630749;0.38346103490248784;-0.40196796690248154;1.0868689184746605;0.5555910239086448;0.9999414795619825
0.137384;1.096584374637395;0.4166942045849764;0.38000014481235095;-0.44444416852576507;-0.4052683451614452;1.000065318993603;10.001411446068103;0.41674016919346496;-0.43690002730439803;-0.43690004010770866;0.3834605572998639;-0.4019679668434205;1.0868689407815366;0.5555904364027334;0.9999428681424007
0.147384;1.0965855235555255;0.4166946083286783;0.3799993336478067;-0.4444441677195154;-0.40526834461241634;1.000067279338994;10.001422776400968;0.4167405163524844;-0.43690002651999055;-0.4369000395413426;0.38346005776438813;-0.4019679667965361;1.0868689258060966;0.5555898239375187;0.999944198657346
