time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0.0;0.9991318016428473;0.7966785225936887;0.7973783646818425;0.0012634397218307541;0.00126454368205791;0.999635118720271;9.99926271822263;0.8082650597911204;0.020609833886270974;0.02153521340651678;0.9998858191904715;0.80848305596888;1.0001083193448301
1e-06;0.9991317177788693;0.796678522591507;0.7973783646776852;0.0012634396235654114;0.0012645436695366379;0.999635327238619;9.999262228169187;0.8082646063040672;0.020609826336829864;0.02153523181260986;0.9998860353110305;0.8084831133475946;1.000107618108949
2e-06;0.999131631899466;0.7966785225907882;0.7973783646720987;0.0012634395177065925;0.0012645436556083067;0.9996355508822277;9.99926171173376;0.8082641203851006;0.020609818257986554;0.021535251586181203;0.9998862686597264;0.8084831738795877;1.0001068659421601
4e-06;0.999131548141427;0.7966785708743727;0.7973784129876825;0.001262330318342146;0.0012634335797302048;0.9996357897251761;9.99926118206538;0.8082636010693212;0.02060980966176176;0.021535272768648323;0.9998865209834372;0.8084832377202846;1.0001060632777192
8e-06;0.9991314704902193;0.7966785708819609;0.7973784129769622;0.0012623301962374058;0.0012634335608053234;0.9996360439720193;9.999260650385017;0.8082630466417537;0.020609800564883096;0.021535295380508707;0.9998867932209722;0.8084833053286666;1.0001052110358304
1.6e-05;0.9991314015914399;0.7966786674587111;0.7973785096107715;0.0012601118943219977;0.0012612134192386388;0.9996353141058407;9.999260112763631;0.8082624553111294;0.020609790981538482;0.02153531941001409;0.9998870849894197;0.8084833766782261;1.0001043102405076
3.2e-05;0.9991313427734654;0.7966788123251114;0.7973786545662346;0.0012567844977080971;0.001257883215074015;0.999635600470043;9.999259542567597;0.8082628264168671;0.020609780905610404;0.021535344808277;0.9998873957000041;0.8084844511146113;1.000103362039368
6.4e-05;0.9991312947793974;0.7966791020447449;0.7973789444910716;0.001250129834872155;0.001251222829279906;0.9996359029415917;9.999258896127834;0.8082621615224485;0.020609770306738866;0.0215353714779856;0.9998877257149831;0.8084845298819014;1.0001023673796754
0.000128;0.9991303027407067;0.7966811846767298;0.7973817915085131;0.001236638250006498;0.0012377207078390826;0.9996342213453978;9.999258128816406;0.8082634645063773;0.020609759166067512;0.02153539926348304;0.9998880759753168;0.808486614162106;1.0001013273133579
0.000256;0.999128280573715;0.7966874529203843;0.7973896598620949;0.0012092676053439672;0.0012103285545993626;0.999632556030675;9.999257209502645;0.8082717402377602;0.02060974751714596;0.02153542796456847;0.999888447060146;0.8084957053196881;1.0001002441658824
0.000384;0.9991273146102224;0.7967012541151524;0.7974042357743315;0.0011818408767049783;0.0011828789335002403;0.9996309079043776;9.999256124626797;0.808284992910494;0.02060973545327149;0.02153545736193093;0.9998888387899247;0.8085098067871486;1.0000991219277255
0.000512;0.9991253643456185;0.796718646673751;0.7974232036087248;0.0011557499690200313;0.0011567674274957382;0.999629278207396;9.999254874042093;0.8083032255638885;0.020609723111196996;0.02153548723380328;0.9998892500029826;0.8085289204040518;1.0000979654781499
0.00064;0.9991244281922352;0.7967423813597814;0.7974477218518661;0.0011298670719286817;0.0011308628938855058;0.999627668329162;9.999253467683356;0.8083264405611218;0.02061071065273045;0.021535517372067513;0.9998896785738434;0.8085530720057513;1.0000967797946232
0.000768;0.9991225079592739;0.7967708646852658;0.7974777904038994;0.0011042592864489126;0.0011052347817931587;0.9996260793872234;9.9992519270784;0.8083556396920674;0.020610698255497634;0.02153554760031156;0.999890122198181;0.8085832090232998;1.0000955694727196
0.001;0.9991197345815607;0.796835108136016;0.7975443443082815;0.001060439545947303;0.0010613793538749444;0.9996225117356886;9.999250284791517;0.8084198240539869;0.020610686112225503;0.021535577773431496;0.9998905794136892;0.8086483447889165;1.0000943382959708
0.001;0.9991198007453166;0.7968351082960384;0.797544344314251;0.0010604393315912714;0.0010613793394520115;0.9996229651233526;9.999248578412502;0.8084189946479557;0.02061067442349418;0.02153560775881124;0.9998910501445625;0.8086485080805351;1.0000930891462867
0.001001;0.9991198840879421;0.7968351084732568;0.7975443443258252;0.00106043911340783;0.0010613793308419666;0.999623439196525;9.999246848837618;0.808419153551788;0.020610663380446995;0.02153563742442225;0.9998915357636232;0.8086496739047383;1.0000918249787452
0.001002;0.9991199850708138;0.7968351569576007;0.7975443926783065;0.0010593298201532733;0.0010602692699892885;0.9996239332554965;9.999245146680689;0.8084183045527696;0.02061065315619061;0.021535666644328915;0.99989203877331;0.8086498402375913;1.0000905501710589
0.001004;0.9991201040359369;0.7968362662378365;0.7975455027645999;0.0010593778881384315;0.0010603176106568633;0.9996244457136696;9.999243534999666;0.8084184527933509;0.020610643914034613;0.02153569530838205;0.9998925620582405;0.8086510045290293;1.0000892706574553
0.001008;0.9991202411475673;0.7968374238227164;0.7975466611954205;0.001058316882324362;0.0010592559005589437;0.9996249744106429;9.999242081916654;0.808418603967781;0.020610635816921154;0.02153572332051531;0.9998931082557765;0.8086521659912969;1.0000879934274245
