time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.000e+00;8.332e-01;-4.445e-01;8.332e-01;-4.445e-01;9.870e-01;8.578e-01;-3.951e-01;1.000e+00;3.333e-02;-1.778e-02;1.000e+01;8.333e-01;-4.435e-01;5.000e+01;5.000e+01
19.999996000;1.000e+00;8.332e-01;-4.445e-01;8.332e-01;-4.445e-01;9.870e-01;8.578e-01;-3.951e-01;1.000e+00;3.333e-02;-1.778e-02;1.000e+01;8.333e-01;-4.435e-01;5.000e+01;5.000e+01
19.999996000;1.000e+00;8.332e-01;-4.445e-01;8.332e-01;-4.445e-01;9.870e-01;8.578e-01;-3.951e-01;1.000e+00;3.333e-02;-1.778e-02;1.000e+01;7.916e-01;-4.435e-01;5.000e+01;5.000e+01
20.001552000;1.000e+00;8.332e-01;-4.445e-01;8.332e-01;-4.445e-01;9.870e-01;8.578e-01;-3.951e-01;1.000e+00;3.333e-02;-1.778e-02;1.000e+01;7.916e-01;-4.435e-01;5.000e+01;5.000e+01
20.001916000;1.000e+00;8.332e-01;-4.445e-01;8.332e-01;-4.445e-01;9.870e-01;8.577e-01;-3.951e-01;1.000e+00;3.333e-02;-1.778e-02;1.000e+01;7.916e-01;-4.435e-01;5.000e+01;5.000e+01
20.003368000;1.000e+00;8.332e-01;-4.445e-01;8.332e-01;-4.445e-01;9.870e-01;8.577e-01;-3.951e-01;1.000e+00;3.333e-02;-1.778e-02;1.000e+01;7.916e-01;-4.435e-01;5.000e+01;5.000e+01
20.004094000;1.000e+00;8.332e-01;-4.445e-01;8.331e-01;-4.445e-01;9.870e-01;8.577e-01;-3.951e-01;1.000e+00;3.333e-02;-1.778e-02;1.000e+01;7.916e-01;-4.435e-01;5.000e+01;5.000e+01
20.004820000;1.000e+00;8.331e-01;-4.445e-01;8.331e-01;-4.445e-01;9.870e-01;8.576e-01;-3.951e-01;1.000e+00;3.332e-02;-1.778e-02;1.000e+01;7.916e-01;-4.435e-01;5.000e+01;5.000e+01
20.005546000;1.000e+00;8.330e-01;-4.445e-01;8.330e-01;-4.445e-01;9.871e-01;8.575e-01;-3.952e-01;1.000e+00;3.332e-02;-1.778e-02;1.000e+01;7.916e-01;-4.435e-01;4.999e+01;4.999e+01
20.006273000;1.000e+00;8.329e-01;-4.445e-01;8.329e-01;-4.445e-01;9.871e-01;8.574e-01;-3.952e-01;1.000e+00;3.332e-02;-1.778e-02;1.000e+01;7.916e-01;-4.435e-01;4.999e+01;4.999e+01
20.006999000;1.000e+00;8.328e-01;-4.445e-01;8.328e-01;-4.445e-01;9.871e-01;8.573e-01;-3.952e-01;1.000e+00;3.331e-02;-1.778e-02;1.000e+01;7.916e-01;-4.435e-01;4.999e+01;4.999e+01
20.007725000;1.000e+00;8.327e-01;-4.445e-01;8.326e-01;-4.445e-01;9.871e-01;8.571e-01;-3.952e-01;1.000e+00;3.331e-02;-1.778e-02;1.000e+01;7.916e-01;-4.435e-01;4.999e+01;4.999e+01
20.008451000;1.000e+00;8.325e-01;-4.445e-01;8.325e-01;-4.445e-01;9.871e-01;8.570e-01;-3.952e-01;1.000e+00;3.330e-02;-1.778e-02;1.000e+01;7.916e-01;-4.435e-01;4.999e+01;4.999e+01
20.009177000;1.000e+00;8.323e-01;-4.445e-01;8.323e-01;-4.444e-01;9.871e-01;8.568e-01;-3.952e-01;1.000e+00;3.329e-02;-1.778e-02;1.000e+01;7.916e-01;-4.435e-01;4.999e+01;4.999e+01
20.009903000;1.000e+00;8.322e-01;-4.445e-01;8.321e-01;-4.444e-01;9.871e-01;8.566e-01;-3.952e-01;1.000e+00;3.329e-02;-1.778e-02;1.000e+01;7.916e-01;-4.435e-01;4.998e+01;4.998e+01
20.010630000;1.000e+00;8.319e-01;-4.445e-01;8.318e-01;-4.444e-01;9.871e-01;8.563e-01;-3.952e-01;1.000e+00;3.328e-02;-1.778e-02;1.000e+01;7.916e-01;-4.435e-01;4.998e+01;4.998e+01
20.011356000;1.000e+00;8.317e-01;-4.444e-01;8.316e-01;-4.444e-01;9.871e-01;8.561e-01;-3.952e-01;1.000e+00;3.327e-02;-1.778e-02;1.000e+01;7.916e-01;-4.435e-01;4.998e+01;4.998e+01
20.012082000;1.000e+00;8.314e-01;-4.444e-01;8.313e-01;-4.444e-01;9.872e-01;8.558e-01;-3.952e-01;1.000e+00;3.326e-02;-1.778e-02;1.000e+01;7.916e-01;-4.435e-01;4.998e+01;4.998e+01
20.012808000;1.000e+00;8.311e-01;-4.444e-01;8.310e-01;-4.443e-01;9.872e-01;8.554e-01;-3.952e-01;1.000e+00;3.324e-02;-1.778e-02;1.000e+01;7.916e-01;-4.435e-01;4.998e+01;4.998e+01
20.013534000;1.000e+00;8.308e-01;-4.444e-01;8.307e-01;-4.443e-01;9.872e-01;8.551e-01;-3.952e-01;1.000e+00;3.323e-02;-1.778e-02;1.000e+01;7.916e-01;-4.435e-01;4.997e+01;4.997e+01
20.014261000;1.000e+00;8.305e-01;-4.444e-01;8.303e-01;-4.443e-01;9.872e-01;8.547e-01;-3.952e-01;1.000e+00;3.322e-02;-1.777e-02;1.000e+01;7.916e-01;-4.435e-01;4.997e+01;4.997e+01
20.015261000;1.000e+00;8.300e-01;-4.444e-01;8.297e-01;-4.442e-01;9.873e-01;8.541e-01;-3.953e-01;1.000e+00;3.320e-02;-1.777e-02;1.000e+01;7.916e-01;-4.435e-01;4.997e+01;4.997e+01
20.016261000;1.000e+00;8.294e-01;-4.443e-01;8.292e-01;-4.442e-01;9.873e-01;8.536e-01;-3.953e-01;1.000e+00;3.318e-02;-1.777e-02;1.000e+01;7.916e-01;-4.435e-01;4.997e+01;4.997e+01
20.017261000;1.000e+00;8.288e-01;-4.443e-01;8.285e-01;-4.441e-01;9.874e-01;8.529e-01;-3.953e-01;1.000e+00;3.315e-02;-1.777e-02;1.000e+01;7.916e-01;-4.435e-01;4.996e+01;4.996e+01
20.018261000;1.000e+00;8.282e-01;-4.442e-01;8.278e-01;-4.440e-01;9.874e-01;8.522e-01;-3.953e-01;1.000e+00;3.313e-02;-1.777e-02;1.000e+01;7.916e-01;-4.435e-01;4.996e+01;4.996e+01
20.019261000;1.001e+00;8.275e-01;-4.442e-01;8.271e-01;-4.439e-01;9.875e-01;8.514e-01;-3.953e-01;1.001e+00;3.310e-02;-1.777e-02;1.000e+01;7.916e-01;-4.435e-01;4.996e+01;4.996e+01
20.019589000;1.001e+00;8.273e-01;-4.441e-01;8.268e-01;-4.439e-01;9.875e-01;8.511e-01;-3.953e-01;1.001e+00;3.309e-02;-1.777e-02;1.000e+01;7.916e-01;-4.435e-01;4.996e+01;4.996e+01
