time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;8.332e-01;8.271e-09;8.332e-01;-1.264e-09;1.000e+00;8.333e-01;7.500e-04;1.000e+00;3.333e-02;-7.441e-09;8.333e-01;7.540e-04
0.000001000;1.000e+00;8.332e-01;8.226e-09;8.332e-01;-1.250e-09;1.000e+00;8.333e-01;7.500e-04;1.000e+00;3.333e-02;-7.364e-09;8.333e-01;7.540e-04
29.999994000;1.000e+00;8.332e-01;5.366e-10;8.332e-01;1.009e-08;1.000e+00;8.333e-01;7.500e-04;1.000e+00;3.333e-02;-1.985e-09;8.333e-01;7.540e-04
29.999994000;2.186e-01;1.821e-01;6.306e-10;8.332e-01;9.858e-09;2.186e-01;8.333e-01;3.431e-03;2.186e-01;7.285e-03;-1.899e-09;8.333e-01;7.540e-04
30.000026000;2.186e-01;1.821e-01;1.041e-09;8.332e-01;8.384e-09;2.186e-01;8.333e-01;3.431e-03;2.186e-01;7.285e-03;-8.618e-10;8.333e-01;7.540e-04
30.000058000;2.186e-01;1.821e-01;1.063e-09;8.333e-01;8.130e-09;2.186e-01;8.333e-01;3.431e-03;2.186e-01;7.285e-03;-6.465e-10;8.333e-01;7.540e-04
30.000122000;2.186e-01;1.821e-01;1.068e-09;8.333e-01;7.872e-09;2.186e-01;8.333e-01;3.431e-03;2.186e-01;7.285e-03;-4.286e-10;8.333e-01;7.540e-04
30.000250000;2.186e-01;1.822e-01;1.053e-09;8.334e-01;7.609e-09;2.186e-01;8.334e-01;3.545e-03;2.186e-01;7.286e-03;-2.101e-10;8.333e-01;7.540e-04
30.000378000;2.186e-01;1.822e-01;2.500e-05;8.334e-01;1.144e-04;2.186e-01;8.335e-01;3.660e-03;2.186e-01;7.287e-03;1.000e-06;8.333e-01;7.540e-04
30.000506000;2.186e-01;1.822e-01;7.500e-05;8.336e-01;3.431e-04;2.186e-01;8.337e-01;3.774e-03;2.186e-01;7.289e-03;3.000e-06;8.333e-01;7.540e-04
30.000634000;2.186e-01;1.823e-01;1.250e-04;8.339e-01;5.718e-04;2.186e-01;8.339e-01;4.117e-03;2.186e-01;7.292e-03;5.000e-06;8.333e-01;7.540e-04
30.000655000;2.186e-01;1.823e-01;1.500e-04;8.340e-01;6.861e-04;2.186e-01;8.339e-01;4.116e-03;2.186e-01;7.293e-03;6.001e-06;8.333e-01;7.540e-04
30.000663000;2.186e-01;1.823e-01;1.500e-04;8.340e-01;6.861e-04;2.186e-01;8.339e-01;4.116e-03;2.186e-01;7.293e-03;6.001e-06;8.333e-01;7.540e-04
30.000671000;2.186e-01;1.823e-01;1.500e-04;8.340e-01;6.861e-04;2.186e-01;8.340e-01;4.231e-03;2.186e-01;7.293e-03;6.001e-06;8.333e-01;7.540e-04
30.000687000;2.186e-01;1.823e-01;1.500e-04;8.340e-01;6.861e-04;2.186e-01;8.340e-01;4.231e-03;2.186e-01;7.293e-03;6.002e-06;8.333e-01;7.540e-04
30.000719000;2.186e-01;1.824e-01;1.750e-04;8.341e-01;8.005e-04;2.186e-01;8.341e-01;4.345e-03;2.186e-01;7.294e-03;7.002e-06;8.333e-01;7.540e-04
30.000783000;2.186e-01;1.824e-01;2.250e-04;8.343e-01;1.029e-03;2.187e-01;8.343e-01;4.573e-03;2.186e-01;7.296e-03;9.002e-06;8.333e-01;7.540e-04
30.000847000;2.187e-01;1.825e-01;3.000e-04;8.344e-01;1.372e-03;2.187e-01;8.344e-01;4.802e-03;2.187e-01;7.298e-03;1.200e-05;8.333e-01;7.540e-04
30.000911000;2.187e-01;1.825e-01;3.500e-04;8.347e-01;1.601e-03;2.187e-01;8.346e-01;5.144e-03;2.187e-01;7.301e-03;1.400e-05;8.333e-01;7.540e-04
30.000975000;2.187e-01;1.826e-01;4.500e-04;8.348e-01;2.058e-03;2.187e-01;8.348e-01;5.486e-03;2.187e-01;7.303e-03;1.800e-05;8.333e-01;7.540e-04
30.001039000;2.187e-01;1.827e-01;5.250e-04;8.350e-01;2.400e-03;2.188e-01;8.350e-01;5.943e-03;2.187e-01;7.306e-03;2.100e-05;8.333e-01;7.540e-04
30.001103000;2.188e-01;1.827e-01;6.250e-04;8.353e-01;2.857e-03;2.188e-01;8.352e-01;6.399e-03;2.188e-01;7.309e-03;2.500e-05;8.333e-01;7.540e-04
30.001167000;2.188e-01;1.828e-01;7.500e-04;8.355e-01;3.428e-03;2.188e-01;8.355e-01;6.855e-03;2.188e-01;7.312e-03;3.000e-05;8.333e-01;7.540e-04
30.001231000;2.188e-01;1.829e-01;8.500e-04;8.358e-01;3.884e-03;2.189e-01;8.357e-01;7.425e-03;2.188e-01;7.316e-03;3.400e-05;8.333e-01;7.540e-04
30.001295000;2.189e-01;1.830e-01;9.750e-04;8.360e-01;4.455e-03;2.189e-01;8.360e-01;7.995e-03;2.189e-01;7.319e-03;3.900e-05;8.333e-01;7.540e-04
30.001359000;2.189e-01;1.831e-01;1.125e-03;8.363e-01;5.139e-03;2.189e-01;8.363e-01;8.564e-03;2.189e-01;7.323e-03;4.500e-05;8.333e-01;7.540e-04
30.001423000;2.190e-01;1.832e-01;1.275e-03;8.366e-01;5.823e-03;2.190e-01;8.366e-01;9.247e-03;2.190e-01;7.327e-03;5.100e-05;8.333e-01;7.540e-04
30.001487000;2.190e-01;1.833e-01;1.425e-03;8.368e-01;6.507e-03;2.190e-01;8.369e-01;1.004e-02;2.190e-01;7.331e-03;5.700e-05;8.333e-01;7.540e-04
30.001551000;2.191e-01;1.834e-01;1.575e-03;8.372e-01;7.190e-03;2.191e-01;8.372e-01;1.073e-02;2.191e-01;7.336e-03;6.300e-05;8.333e-01;7.540e-04
30.001615000;2.191e-01;1.835e-01;1.750e-03;8.376e-01;7.987e-03;2.191e-01;8.375e-01;1.152e-02;2.191e-01;7.341e-03;7.000e-05;8.333e-01;7.540e-04
30.001679000;2.192e-01;1.837e-01;1.950e-03;8.379e-01;8.897e-03;2.192e-01;8.378e-01;1.232e-02;2.192e-01;7.346e-03;7.800e-05;8.333e-01;7.540e-04
30.001743000;2.192e-01;1.838e-01;2.125e-03;8.383e-01;9.693e-03;2.193e-01;8.382e-01;1.323e-02;2.192e-01;7.351e-03;8.500e-05;8.333e-01;7.540e-04
30.001807000;2.193e-01;1.839e-01;2.325e-03;8.386e-01;1.060e-02;2.193e-01;8.386e-01;1.413e-02;2.193e-01;7.356e-03;9.300e-05;8.333e-01;7.540e-04
30.001871000;2.194e-01;1.840e-01;2.525e-03;8.390e-01;1.151e-02;2.194e-01;8.389e-01;1.504e-02;2.194e-01;7.362e-03;1.010e-04;8.333e-01;7.540e-04
30.001935000;2.194e-01;1.842e-01;2.750e-03;8.395e-01;1.253e-02;2.195e-01;8.393e-01;1.606e-02;2.194e-01;7.368e-03;1.100e-04;8.333e-01;7.540e-04
30.001999000;2.195e-01;1.844e-01;2.975e-03;8.399e-01;1.355e-02;2.195e-01;8.397e-01;1.708e-02;2.195e-01;7.374e-03;1.190e-04;8.333e-01;7.540e-04
30.002063000;2.196e-01;1.845e-01;3.200e-03;8.403e-01;1.457e-02;2.196e-01;8.401e-01;1.810e-02;2.196e-01;7.380e-03;1.280e-04;8.333e-01;7.540e-04
