time;InternalNode1_BUS_Voltage;InternalNode1_BUS_ActivePower;InternalNode1_BUS_ReactivePower;InternalNode1_BUS_ActiveCurrent;InternalNode1_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.000e+00;8.332e-01;1.098e-08;8.332e-01;-3.682e-09;1.000e+00;8.333e-01;7.500e-04;1.000e+00;3.333e-02;3.131e-09;8.333e-01;7.540e-04
0.000001000;1.000e+00;8.332e-01;1.092e-08;8.332e-01;-3.619e-09;1.000e+00;8.333e-01;7.500e-04;1.000e+00;3.333e-02;3.199e-09;8.333e-01;7.540e-04
19.999996000;1.000e+00;8.332e-01;4.195e-09;8.332e-01;-4.311e-10;1.000e+00;8.333e-01;7.500e-04;1.000e+00;3.333e-02;-3.221e-09;8.333e-01;7.540e-04
19.999996000;1.000e+00;8.332e-01;4.342e-09;8.332e-01;-3.845e-10;1.000e+00;8.333e-01;7.500e-04;1.000e+00;3.333e-02;-3.165e-09;8.333e-01;-2.147e-02
19.999997000;1.000e+00;8.332e-01;4.497e-09;8.332e-01;-3.566e-10;1.000e+00;8.333e-01;7.500e-04;1.000e+00;3.333e-02;-3.102e-09;8.333e-01;-2.147e-02
19.999998000;1.000e+00;8.332e-01;4.657e-09;8.333e-01;-3.459e-10;1.000e+00;8.333e-01;7.500e-04;1.000e+00;3.333e-02;-3.029e-09;8.333e-01;-2.147e-02
20.000004000;1.000e+00;8.332e-01;4.986e-09;8.333e-01;-3.576e-10;1.000e+00;8.333e-01;7.500e-04;1.000e+00;3.333e-02;-2.850e-09;8.333e-01;-2.147e-02
20.000012000;1.000e+00;8.332e-01;-2.499e-05;8.333e-01;-2.500e-05;1.000e+00;8.332e-01;7.500e-04;1.000e+00;3.333e-02;-1.003e-06;8.333e-01;-2.147e-02
20.000028000;1.000e+00;8.332e-01;-2.499e-05;8.333e-01;-2.500e-05;1.000e+00;8.332e-01;7.250e-04;1.000e+00;3.333e-02;-1.003e-06;8.333e-01;-2.147e-02
20.000060000;1.000e+00;8.332e-01;-7.499e-05;8.332e-01;-7.500e-05;1.000e+00;8.333e-01;7.000e-04;1.000e+00;3.333e-02;-3.002e-06;8.333e-01;-2.147e-02
20.000124000;1.000e+00;8.332e-01;-1.500e-04;8.332e-01;-1.500e-04;1.000e+00;8.332e-01;6.250e-04;1.000e+00;3.333e-02;-6.002e-06;8.333e-01;-2.147e-02
20.000252000;9.999e-01;8.332e-01;-2.750e-04;8.333e-01;-2.750e-04;9.999e-01;8.332e-01;4.750e-04;9.999e-01;3.333e-02;-1.100e-05;8.333e-01;-2.147e-02
20.000508000;9.998e-01;8.331e-01;-5.500e-04;8.333e-01;-5.501e-04;9.998e-01;8.332e-01;2.250e-04;9.998e-01;3.332e-02;-2.200e-05;8.333e-01;-2.147e-02
