time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu
0.000000000;1.044e+00;8.332e-01;-3.142e-09;7.978e-01;5.619e-09;1.044e+00;3.333e-02;1.290e-11;1.000e+01;8.333e-01;6.920e-04
0.096406000;1.044e+00;8.331e-01;-2.088e-09;7.977e-01;-2.519e-10;1.044e+00;3.333e-02;8.008e-10;1.000e+01;8.333e-01;6.920e-04
0.097406000;1.044e+00;8.331e-01;-2.041e-09;7.976e-01;-5.109e-11;1.044e+00;3.332e-02;8.517e-10;1.000e+01;8.333e-01;6.920e-04
0.141406000;1.044e+00;8.329e-01;2.342e-09;7.974e-01;3.148e-09;1.044e+00;3.331e-02;6.535e-10;1.000e+01;8.333e-01;6.920e-04
0.145406000;1.044e+00;8.328e-01;2.479e-09;7.974e-01;3.189e-09;1.044e+00;3.331e-02;2.110e-10;1.000e+01;8.333e-01;6.920e-04
0.167406000;1.044e+00;8.326e-01;-2.500e-05;7.972e-01;-2.394e-05;1.044e+00;3.331e-02;-1.003e-06;1.000e+01;8.333e-01;6.920e-04
0.168406000;1.044e+00;8.326e-01;-2.500e-05;7.971e-01;-2.394e-05;1.044e+00;3.330e-02;-1.003e-06;1.000e+01;8.333e-01;6.920e-04
0.174406000;1.044e+00;8.325e-01;-2.500e-05;7.971e-01;-2.393e-05;1.044e+00;3.330e-02;-1.003e-06;1.000e+01;8.333e-01;6.920e-04
0.175406000;1.045e+00;8.325e-01;-2.500e-05;7.971e-01;-2.393e-05;1.045e+00;3.330e-02;-1.003e-06;1.000e+01;8.333e-01;6.920e-04
0.214406000;1.045e+00;8.321e-01;-2.500e-05;7.966e-01;-2.393e-05;1.045e+00;3.329e-02;-9.981e-07;1.000e+01;8.333e-01;6.920e-04
0.215406000;1.045e+00;8.321e-01;-2.500e-05;7.966e-01;-2.393e-05;1.045e+00;3.328e-02;-9.980e-07;1.000e+01;8.333e-01;6.920e-04
0.255406000;1.045e+00;8.316e-01;-5.000e-05;7.961e-01;-4.786e-05;1.045e+00;3.327e-02;-2.003e-06;1.000e+01;8.333e-01;6.920e-04
0.256406000;1.045e+00;8.316e-01;-5.000e-05;7.961e-01;-4.786e-05;1.045e+00;3.326e-02;-2.003e-06;1.000e+01;8.333e-01;6.920e-04
0.273406000;1.045e+00;8.314e-01;-5.000e-05;7.959e-01;-4.787e-05;1.045e+00;3.326e-02;-2.004e-06;1.000e+01;8.333e-01;6.920e-04
0.274406000;1.045e+00;8.314e-01;-5.000e-05;7.959e-01;-4.787e-05;1.045e+00;3.325e-02;-2.004e-06;1.000e+01;8.333e-01;6.920e-04
0.293406000;1.045e+00;8.311e-01;-5.000e-05;7.957e-01;-4.786e-05;1.045e+00;3.325e-02;-2.003e-06;1.000e+01;8.333e-01;6.920e-04
0.294406000;1.045e+00;8.311e-01;-5.000e-05;7.956e-01;-4.786e-05;1.045e+00;3.324e-02;-2.002e-06;1.000e+01;8.333e-01;6.920e-04
0.336406000;1.045e+00;8.306e-01;-7.500e-05;7.952e-01;-7.179e-05;1.045e+00;3.323e-02;-2.994e-06;1.000e+01;8.333e-01;6.920e-04
0.394406000;1.045e+00;8.301e-01;-7.500e-05;7.946e-01;-7.180e-05;1.045e+00;3.321e-02;-2.995e-06;1.000e+01;8.333e-01;6.920e-04
0.395406000;1.045e+00;8.301e-01;-7.500e-05;7.946e-01;-7.180e-05;1.045e+00;3.320e-02;-2.996e-06;1.000e+01;8.333e-01;6.920e-04
0.423406000;1.045e+00;8.299e-01;-7.500e-05;7.944e-01;-7.179e-05;1.045e+00;3.320e-02;-3.003e-06;1.000e+01;8.333e-01;6.920e-04
0.608406000;1.045e+00;8.296e-01;-1.000e-04;7.941e-01;-9.573e-05;1.045e+00;3.319e-02;-4.001e-06;1.000e+01;8.333e-01;6.920e-04
0.609406000;1.045e+00;8.296e-01;-1.000e-04;7.941e-01;-9.573e-05;1.045e+00;3.318e-02;-4.001e-06;1.000e+01;8.333e-01;6.920e-04
0.695406000;1.045e+00;8.294e-01;-1.000e-04;7.938e-01;-9.572e-05;1.045e+00;3.317e-02;-4.001e-06;1.000e+01;8.333e-01;6.920e-04
0.707406000;1.045e+00;8.293e-01;-1.000e-04;7.938e-01;-9.572e-05;1.045e+00;3.317e-02;-3.999e-06;1.000e+01;8.333e-01;6.920e-04
0.729406000;1.045e+00;8.291e-01;-1.000e-04;7.936e-01;-9.572e-05;1.045e+00;3.317e-02;-3.997e-06;1.000e+01;8.333e-01;6.920e-04
0.730406000;1.045e+00;8.291e-01;-1.000e-04;7.936e-01;-9.572e-05;1.045e+00;3.316e-02;-3.997e-06;1.000e+01;8.333e-01;6.920e-04
0.786406000;1.045e+00;8.286e-01;-1.250e-04;7.931e-01;-1.196e-04;1.045e+00;3.315e-02;-5.002e-06;1.000e+01;8.333e-01;6.920e-04
0.787406000;1.045e+00;8.286e-01;-1.250e-04;7.931e-01;-1.196e-04;1.045e+00;3.314e-02;-5.002e-06;1.000e+01;8.333e-01;6.920e-04
0.835406000;1.045e+00;8.281e-01;-1.250e-04;7.926e-01;-1.196e-04;1.045e+00;3.313e-02;-5.002e-06;1.000e+01;8.333e-01;6.920e-04
