time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.050e+00;4.166e-01;4.445e-01;3.968e-01;4.233e-01;1.082e+00;3.897e-01;4.298e-01;1.050e+00;1.666e-02;1.778e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01;5.000e+01
0.000001000;1.050e+00;4.166e-01;4.445e-01;3.968e-01;4.233e-01;1.082e+00;3.897e-01;4.298e-01;1.050e+00;1.666e-02;1.778e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01;5.000e+01
29.990010000;1.050e+00;4.166e-01;4.445e-01;3.968e-01;4.233e-01;1.082e+00;3.897e-01;4.298e-01;1.050e+00;1.666e-02;1.778e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01;5.000e+01
29.990026000;1.050e+00;4.166e-01;4.444e-01;3.968e-01;4.233e-01;1.082e+00;3.897e-01;4.298e-01;1.050e+00;1.666e-02;1.778e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01;5.000e+01
29.990058000;1.050e+00;4.165e-01;4.444e-01;3.968e-01;4.233e-01;1.082e+00;3.897e-01;4.298e-01;1.050e+00;1.666e-02;1.777e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01;5.000e+01
29.990122000;1.049e+00;4.164e-01;4.443e-01;3.968e-01;4.233e-01;1.081e+00;3.897e-01;4.299e-01;1.049e+00;1.665e-02;1.777e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.000e+01;5.000e+01
29.990250000;1.049e+00;4.161e-01;4.440e-01;3.968e-01;4.234e-01;1.081e+00;3.897e-01;4.299e-01;1.049e+00;1.665e-02;1.776e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.001e+01;5.000e+01
29.990378000;1.048e+00;4.158e-01;4.437e-01;3.968e-01;4.234e-01;1.080e+00;3.897e-01;4.299e-01;1.048e+00;1.663e-02;1.775e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.001e+01;5.000e+01
29.990634000;1.047e+00;4.153e-01;4.432e-01;3.968e-01;4.234e-01;1.079e+00;3.897e-01;4.299e-01;1.047e+00;1.661e-02;1.773e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.002e+01;5.000e+01
29.990890000;1.046e+00;4.148e-01;4.427e-01;3.968e-01;4.234e-01;1.078e+00;3.897e-01;4.299e-01;1.046e+00;1.659e-02;1.771e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.002e+01;5.000e+01
29.991146000;1.044e+00;4.143e-01;4.422e-01;3.968e-01;4.234e-01;1.076e+00;3.897e-01;4.300e-01;1.044e+00;1.657e-02;1.769e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.003e+01;5.000e+01
29.991402000;1.043e+00;4.138e-01;4.417e-01;3.968e-01;4.235e-01;1.075e+00;3.897e-01;4.300e-01;1.043e+00;1.655e-02;1.767e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.003e+01;5.000e+01
29.991658000;1.042e+00;4.133e-01;4.412e-01;3.968e-01;4.235e-01;1.074e+00;3.897e-01;4.301e-01;1.042e+00;1.653e-02;1.765e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.003e+01;5.000e+01
29.991914000;1.040e+00;4.128e-01;4.407e-01;3.968e-01;4.236e-01;1.072e+00;3.897e-01;4.301e-01;1.040e+00;1.651e-02;1.763e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.003e+01;5.000e+01
29.992170000;1.039e+00;4.123e-01;4.402e-01;3.968e-01;4.236e-01;1.071e+00;3.896e-01;4.302e-01;1.039e+00;1.649e-02;1.761e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.004e+01;5.000e+01
29.992426000;1.038e+00;4.118e-01;4.398e-01;3.968e-01;4.237e-01;1.070e+00;3.897e-01;4.303e-01;1.038e+00;1.647e-02;1.759e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.004e+01;5.000e+01
29.992682000;1.037e+00;4.113e-01;4.393e-01;3.968e-01;4.238e-01;1.069e+00;3.897e-01;4.303e-01;1.037e+00;1.645e-02;1.757e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.004e+01;5.000e+01
29.992938000;1.035e+00;4.108e-01;4.388e-01;3.968e-01;4.238e-01;1.067e+00;3.897e-01;4.304e-01;1.035e+00;1.643e-02;1.755e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.004e+01;5.000e+01
29.993450000;1.033e+00;4.099e-01;4.379e-01;3.969e-01;4.240e-01;1.065e+00;3.897e-01;4.306e-01;1.033e+00;1.639e-02;1.752e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.004e+01;5.000e+01
29.993962000;1.030e+00;4.089e-01;4.371e-01;3.969e-01;4.243e-01;1.062e+00;3.897e-01;4.309e-01;1.030e+00;1.636e-02;1.748e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.004e+01;5.000e+01
29.994474000;1.028e+00;4.080e-01;4.363e-01;3.970e-01;4.245e-01;1.060e+00;3.897e-01;4.311e-01;1.028e+00;1.632e-02;1.745e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.004e+01;5.000e+01
29.994986000;1.025e+00;4.070e-01;4.355e-01;3.970e-01;4.248e-01;1.057e+00;3.898e-01;4.314e-01;1.025e+00;1.628e-02;1.742e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.004e+01;5.000e+01
29.995498000;1.023e+00;4.061e-01;4.347e-01;3.971e-01;4.251e-01;1.055e+00;3.899e-01;4.318e-01;1.023e+00;1.624e-02;1.739e-02;5.000e+01;1.000e+01;4.166e-01;4.449e-01;5.004e+01;5.000e+01
