time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_VoltageSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;5.000e-01;-9.188e-09;4.787e-01;2.549e-09;1.044e+00;1.053e+00;4.888e-01;2.447e-02;1.044e+00;4.500e-01;-4.428e-10;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
19.999996000;1.044e+00;5.000e-01;-3.909e-09;4.787e-01;9.629e-10;1.044e+00;1.053e+00;4.888e-01;2.447e-02;1.044e+00;4.500e-01;-4.212e-09;1.000e+01;5.000e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
19.999996000;1.044e+00;5.000e-01;-3.641e-09;4.787e-01;8.836e-10;1.044e+00;1.053e+00;4.888e-01;2.447e-02;1.044e+00;4.500e-01;-4.294e-09;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.005092000;1.044e+00;5.000e-01;3.902e-09;4.787e-01;-1.620e-09;1.044e+00;1.053e+00;4.888e-01;2.447e-02;1.044e+00;4.500e-01;-4.746e-09;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.006092000;1.044e+00;5.000e-01;4.232e-09;4.788e-01;-1.677e-09;1.044e+00;1.053e+00;4.888e-01;2.447e-02;1.044e+00;4.500e-01;-4.717e-09;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.007092000;1.044e+00;5.001e-01;-1.106e-06;4.788e-01;-1.066e-06;1.044e+00;1.053e+00;4.888e-01;2.447e-02;1.044e+00;4.501e-01;-1.005e-06;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.014092000;1.044e+00;5.004e-01;-2.221e-05;4.792e-01;-2.128e-05;1.044e+00;1.053e+00;4.892e-01;2.448e-02;1.044e+00;4.504e-01;-2.000e-05;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.000e+01;5.000e+01
20.015092000;1.044e+00;5.005e-01;-2.888e-05;4.793e-01;-2.766e-05;1.044e+00;1.053e+00;4.893e-01;2.449e-02;1.044e+00;4.505e-01;-2.600e-05;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.001e+01;5.001e+01
20.024092000;1.044e+00;5.019e-01;-1.222e-04;4.806e-01;-1.170e-04;1.044e+00;1.053e+00;4.907e-01;2.450e-02;1.044e+00;4.517e-01;-1.100e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.001e+01;5.001e+01
20.027092000;1.044e+00;5.026e-01;-1.689e-04;4.813e-01;-1.617e-04;1.044e+00;1.053e+00;4.913e-01;2.451e-02;1.044e+00;4.523e-01;-1.520e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.001e+01;5.001e+01
20.028092000;1.044e+00;5.028e-01;-1.867e-04;4.815e-01;-1.788e-04;1.044e+00;1.053e+00;4.916e-01;2.452e-02;1.044e+00;4.526e-01;-1.680e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.002e+01;5.002e+01
20.042262000;1.044e+00;5.075e-01;-5.067e-04;4.862e-01;-4.854e-04;1.044e+00;1.053e+00;4.962e-01;2.459e-02;1.044e+00;4.568e-01;-4.560e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.002e+01;5.002e+01
20.043262000;1.044e+00;5.079e-01;-5.344e-04;4.866e-01;-5.120e-04;1.044e+00;1.053e+00;4.966e-01;2.459e-02;1.044e+00;4.571e-01;-4.810e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.003e+01;5.003e+01
20.048262000;1.044e+00;5.101e-01;-6.767e-04;4.887e-01;-6.483e-04;1.044e+00;1.053e+00;4.988e-01;2.463e-02;1.044e+00;4.591e-01;-6.090e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.003e+01;5.003e+01
20.049262000;1.044e+00;5.105e-01;-7.067e-04;4.891e-01;-6.771e-04;1.043e+00;1.053e+00;4.992e-01;2.464e-02;1.044e+00;4.595e-01;-6.360e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.003e+01;5.003e+01
20.051262000;1.044e+00;5.114e-01;-7.667e-04;4.900e-01;-7.346e-04;1.043e+00;1.053e+00;5.001e-01;2.465e-02;1.044e+00;4.603e-01;-6.900e-04;1.000e+01;8.333e-01;0.000e+00;1.044e+00;5.003e+01;5.003e+01
