time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;4.061e-09;7.979e-01;-3.227e-09;1.045e+00;1.044e+00;7.500e-01;3.659e-09;1.000e+01;8.335e-01;1.556e-02;1.045e+00
2.123177000;1.046e+00;8.230e-01;1.992e-03;7.866e-01;1.904e-03;1.047e+00;1.046e+00;7.407e-01;1.793e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
2.134177000;1.046e+00;8.229e-01;1.999e-03;7.866e-01;1.911e-03;1.047e+00;1.046e+00;7.407e-01;1.799e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
2.136177000;1.046e+00;8.229e-01;2.000e-03;7.866e-01;1.912e-03;1.047e+00;1.046e+00;7.406e-01;1.800e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
6.089061000;1.047e+00;8.184e-01;3.386e-03;7.816e-01;3.233e-03;1.048e+00;1.047e+00;7.366e-01;3.047e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
6.092061000;1.047e+00;8.184e-01;3.392e-03;7.815e-01;3.239e-03;1.048e+00;1.047e+00;7.366e-01;3.053e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
6.093061000;1.047e+00;8.184e-01;3.394e-03;7.815e-01;3.242e-03;1.048e+00;1.047e+00;7.365e-01;3.055e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
6.095061000;1.047e+00;8.184e-01;3.400e-03;7.815e-01;3.247e-03;1.048e+00;1.047e+00;7.365e-01;3.060e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
6.174061000;1.047e+00;8.165e-01;3.801e-03;7.795e-01;3.629e-03;1.048e+00;1.047e+00;7.348e-01;3.421e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
6.291061000;1.048e+00;8.133e-01;4.406e-03;7.761e-01;4.204e-03;1.048e+00;1.048e+00;7.320e-01;3.965e-03;1.000e+01;8.335e-01;1.556e-02;1.045e+00
