time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActivePower;Wind_Turbine_GEN_InjectedReactivePower;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_ActivePowerPu;Wind_Turbine_GEN_ReactivePowerPu;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0.0;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.0;10.0;0.750141;0.012605;0.012605;0.750141;0.089952;0.712977;-0.085496;0.750141;0.012605;1.052124;0.7180847920301613;1.0
0.0;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.0;10.0;0.750141;0.012605;0.012605;0.750141;0.089952;0.712977;-0.085495;0.750141;0.012605;1.052124;0.7180846729696994;1.0
1e-06;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.0;10.0;0.750141;0.012605;0.012605;0.750141;0.089952;0.712977;-0.085494;0.750141;0.012605;1.052124;0.7180845539106101;1.0
1e-06;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.0;10.0;0.750141;0.012605;0.012605;0.750141;0.089952;0.712977;-0.085492;0.750141;0.012605;1.052124;0.7180843157965504;1.0
2e-06;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.0;10.0;0.750141;0.012605;0.012605;0.750141;0.089952;0.712977;-0.085488;0.750141;0.012605;1.052124;0.7180838395849052;1.0
4e-06;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.0;10.0;0.750141;0.012605;0.012605;0.750141;0.089952;0.712977;-0.08548;0.750141;0.012605;1.052124;0.7180828872275122;1.0
8e-06;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.0;10.0;0.750141;0.012605;0.012605;0.750141;0.089952;0.712977;-0.085463;0.750141;0.012605;1.052124;0.7180808637597856;1.0
1.7e-05;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.0;10.0;0.750141;0.012605;0.012605;0.750141;0.089952;0.712977;-0.08543;0.750141;0.012605;1.052124;0.718076936984471;1.0
3.4e-05;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.0;10.0;0.750141;0.012605;0.012605;0.750141;0.089952;0.712977;-0.085365;0.750141;0.012605;1.052124;0.7180692067997345;1.0
6.8e-05;1.0444448391609773;0.750000004028;0.7180848388608915;-3.733540000388449e-07;-3.574664606881177e-07;1.0;10.0;0.750141;0.012605;0.012605;0.750141;0.089952;0.712977;-0.085234;0.750141;0.012605;1.052124;0.7180536451303621;1.0
0.000136;1.0444435847971876;0.749999417268;0.7180851394799238;-1.838484000045268e-06;-1.760252087145778e-06;1.0;10.0;0.750141;0.012605;0.012605;0.75014;0.089951;0.712977;-0.084973;0.75014;0.012604;1.052123;0.718022710823272;1.0
0.000272;1.044441677308982;0.74999699721;0.7180841338526219;-5.023090000007292e-06;-4.809354231199727e-06;1.0;10.0;0.750141;0.012605;0.012605;0.750138;0.089946;0.712977;-0.084453;0.750138;0.0126;1.052121;0.7179613581091951;1.0
0.000543;1.044435052985584;0.749988981046;0.7180810131775152;-2.323611700000676e-05;-2.2247546109817784e-05;1.0;10.0;0.750141;0.012605;0.012605;0.75013;0.089929;0.712977;-0.083424;0.75013;0.012582;1.052111;0.7178410452913653;1.0
0.001086;1.044406295700098;0.749958336356;0.7180714435020517;-8.982428200002529e-05;-8.600511349829933e-05;1.0;10.0;0.750141;0.012605;0.012605;0.750099;0.089859;0.712977;-0.081407;0.750099;0.012515;1.052071;0.717609435680719;1.0
0.001629;1.0443595210510603;0.7499081276449999;0.7180555283206307;-0.000198354585;-0.0001899294074519;1.0;10.0;0.750141;0.012605;0.012605;0.750049;0.089746;0.712977;-0.079445;0.750049;0.012405;1.052007;0.7173895110426411;1.0
0.002172;1.0442963359219453;0.7498405055;0.7180342204667527;-0.0003496189699999;-0.0003347890421269;1.0;10.0;0.750141;0.012605;0.012605;0.749981;0.089591;0.712978;-0.077538;0.749981;0.012255;1.051918;0.717181824872884;1.0
0.002715;1.044215734666453;0.7497564824399999;0.7180091790893094;-0.000536190795;-0.0005134866074119;1.0;10.0;0.750141;0.012605;0.012605;0.749897;0.089397;0.712978;-0.075686;0.749897;0.012066;1.051807;0.7169839601274215;1.0
0.003258;1.044120277911027;0.74965721624;0.7179797501297842;-0.000760696315;-0.0007285523814573;1.0;10.0;0.750141;0.012605;0.012605;0.749798;0.089165;0.712979;-0.073888;0.749798;0.011841;1.051674;0.7167973848899004;1.0
0.003801;1.044009965661248;0.7495437586879999;0.717946938574728;-0.001019500816;-0.0009765240270999;1.0;10.0;0.750141;0.012605;0.012605;0.749685;0.088899;0.71298;-0.072145;0.749685;0.011582;1.051521;0.7166208072788565;1.0
0.004344;1.0438863528722848;0.749417597917;0.7179110981333886;-0.0013091258479999;-0.0012540884784994;1.0;10.0;0.750141;0.012605;0.012605;0.749558;0.088599;0.712981;-0.070455;0.749558;0.01129;1.051349;0.7164536365920687;1.0
0.004887;1.0437488383409104;0.749278302514;0.7178722265262727;-0.0016309176659999;-0.0015625575867393;1.0;10.0;0.750141;0.012605;0.012605;0.749419;0.088269;0.712984;-0.068818;0.749419;0.010967;1.051158;0.7162974950256352;1.0
0.005431;1.0435986764216405;0.749127825435;0.717831329571688;-0.001980771001;-0.0018980198478133;1.0;10.0;0.750141;0.012605;0.012605;0.749269;0.087909;0.712987;-0.067235;0.749269;0.010616;1.05095;0.7161501290888663;1.0
0.005974;1.0434374220493532;0.748967288353;0.7177884102354677;-0.0023575111719999;-0.0022593699652536;1.0;10.0;0.750141;0.012605;0.012605;0.749107;0.087521;0.71299;-0.065704;0.749107;0.010238;1.050727;0.7160110025104364;1.0
0.006517;1.0432644740371446;0.748795317654;0.717742563164611;-0.0027594958459999;-0.0026450587695385;1.0;10.0;0.750141;0.012605;0.012605;0.748936;0.087108;0.712995;-0.064225;0.748936;0.009834;1.050488;0.7158817784033898;1.0
0.00706;1.0430820404843522;0.74861517762;0.717695395534164;-0.003184830808;-0.0030532888923302;1.0;10.0;0.750141;0.012605;0.012605;0.748756;0.086672;0.713001;-0.062797;0.748756;0.009407;1.050234;0.7157610559467454;1.0
0.007603;1.042889468217989;0.7484264055220001;0.7176469111351319;-0.003632589746;-0.0034831972674986;1.0;10.0;0.750141;0.012605;0.012605;0.748567;0.086213;0.713009;-0.061421;0.748567;0.008958;1.049968;0.7156496163081484;1.0
0.008146;1.0426883641635212;0.748229892696;0.7175968567523573;-0.0040995776539999;-0.0039317381826628;1.0;10.0;0.750141;0.012605;0.012605;0.748371;0.085733;0.713018;-0.060095;0.748371;0.008489;1.04969;0.7155459994640456;1.0
0.008689;1.042479028901781;0.7480261738280001;0.7175455362550768;-0.004586083196;-0.004399209066902;1.0;10.0;0.750141;0.012605;0.012605;0.748167;0.085234;0.713028;-0.05882;0.748167;0.008001;1.0494;0.7154500130575162;1.0
0.009232;1.0422624161874974;0.747816301903;0.7174933013879988;-0.005090001741;-0.004883608640153;1.0;10.0;0.750141;0.012605;0.012605;0.747957;0.084718;0.71304;-0.057594;0.747957;0.007495;1.049099;0.7153622232379901;1.0
0.009775;1.0420378728362036;0.747600497613;0.7174408119910188;-0.0056091011909999;-0.0053828189331863;1.0;10.0;0.750141;0.012605;0.012605;0.747741;0.084187;0.713054;-0.056416;0.747741;0.006974;1.048789;0.7152823022918992;1.0
