time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;NetworkFrequencyPu
0.000000000;1.097e+00;4.167e-01;4.444e-01;3.799e-01;4.053e-01;1.097e+00;3.750e-01;4.000e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.766e-01;-4.084e-01;5.000e+01
0.000470000;1.095e+00;4.160e-01;4.333e-01;3.798e-01;3.955e-01;1.095e+00;3.744e-01;3.900e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.765e-01;-3.986e-01;5.000e+01
0.000867000;1.095e+00;4.153e-01;4.241e-01;3.794e-01;3.875e-01;1.095e+00;3.738e-01;3.817e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.762e-01;-3.906e-01;5.000e+01
0.000881000;1.094e+00;4.153e-01;4.238e-01;3.794e-01;3.872e-01;1.094e+00;3.737e-01;3.814e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.762e-01;-3.903e-01;5.000e+01
0.001097000;1.094e+00;4.147e-01;4.189e-01;3.791e-01;3.829e-01;1.094e+00;3.733e-01;3.770e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.760e-01;-3.860e-01;5.000e+01
0.001184000;1.094e+00;4.145e-01;4.169e-01;3.790e-01;3.812e-01;1.094e+00;3.730e-01;3.752e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.758e-01;-3.843e-01;5.000e+01
0.001227000;1.094e+00;4.144e-01;4.159e-01;3.789e-01;3.803e-01;1.094e+00;3.729e-01;3.743e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.757e-01;-3.834e-01;5.000e+01
0.001270000;1.094e+00;4.142e-01;4.150e-01;3.788e-01;3.795e-01;1.094e+00;3.728e-01;3.735e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.757e-01;-3.826e-01;5.000e+01
0.001284000;1.094e+00;4.142e-01;4.146e-01;3.788e-01;3.792e-01;1.094e+00;3.728e-01;3.732e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.756e-01;-3.823e-01;5.000e+01
0.001299000;1.093e+00;4.141e-01;4.143e-01;3.787e-01;3.789e-01;1.093e+00;3.727e-01;3.729e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.756e-01;-3.820e-01;5.000e+01
0.001690000;1.093e+00;4.127e-01;4.056e-01;3.777e-01;3.713e-01;1.093e+00;3.714e-01;3.651e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.746e-01;-3.744e-01;5.000e+01
0.001716000;1.092e+00;4.126e-01;4.051e-01;3.776e-01;3.708e-01;1.092e+00;3.713e-01;3.645e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.745e-01;-3.739e-01;5.000e+01
0.002131000;1.092e+00;4.105e-01;3.961e-01;3.761e-01;3.629e-01;1.092e+00;3.695e-01;3.565e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.730e-01;-3.660e-01;5.000e+01
0.002157000;1.091e+00;4.104e-01;3.955e-01;3.760e-01;3.624e-01;1.091e+00;3.693e-01;3.560e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.729e-01;-3.655e-01;5.000e+01
0.002287000;1.091e+00;4.096e-01;3.927e-01;3.754e-01;3.599e-01;1.091e+00;3.687e-01;3.535e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.724e-01;-3.631e-01;5.000e+01
0.002313000;1.091e+00;4.095e-01;3.922e-01;3.753e-01;3.595e-01;1.091e+00;3.685e-01;3.530e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.722e-01;-3.626e-01;5.000e+01
0.002572000;1.091e+00;4.078e-01;3.868e-01;3.740e-01;3.546e-01;1.091e+00;3.670e-01;3.481e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.710e-01;-3.578e-01;5.000e+01
0.002598000;1.090e+00;4.076e-01;3.862e-01;3.738e-01;3.542e-01;1.090e+00;3.669e-01;3.476e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.708e-01;-3.573e-01;5.000e+01
0.002997000;1.090e+00;4.047e-01;3.780e-01;3.714e-01;3.469e-01;1.090e+00;3.642e-01;3.402e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.684e-01;-3.501e-01;5.000e+01
0.003044000;1.089e+00;4.043e-01;3.770e-01;3.711e-01;3.461e-01;1.089e+00;3.639e-01;3.393e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.681e-01;-3.492e-01;5.000e+01
0.003463000;1.089e+00;4.007e-01;3.686e-01;3.681e-01;3.386e-01;1.089e+00;3.606e-01;3.318e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.652e-01;-3.418e-01;5.000e+01
0.003510000;1.088e+00;4.003e-01;3.677e-01;3.677e-01;3.378e-01;1.088e+00;3.602e-01;3.309e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.648e-01;-3.410e-01;5.000e+01
0.003930000;1.088e+00;3.961e-01;3.596e-01;3.642e-01;3.306e-01;1.088e+00;3.565e-01;3.236e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.614e-01;-3.338e-01;5.000e+01
0.003977000;1.087e+00;3.956e-01;3.587e-01;3.638e-01;3.298e-01;1.087e+00;3.561e-01;3.228e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.609e-01;-3.330e-01;5.000e+01
0.004257000;1.087e+00;3.926e-01;3.533e-01;3.612e-01;3.251e-01;1.087e+00;3.534e-01;3.180e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.584e-01;-3.282e-01;5.000e+01
0.004350000;1.087e+00;3.916e-01;3.516e-01;3.603e-01;3.236e-01;1.087e+00;3.524e-01;3.164e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.575e-01;-3.267e-01;5.000e+01
0.004397000;1.087e+00;3.910e-01;3.507e-01;3.599e-01;3.228e-01;1.087e+00;3.519e-01;3.157e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.570e-01;-3.259e-01;5.000e+01
0.004443000;1.086e+00;3.905e-01;3.499e-01;3.594e-01;3.220e-01;1.086e+00;3.515e-01;3.149e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.566e-01;-3.251e-01;5.000e+01
0.004490000;1.086e+00;3.900e-01;3.490e-01;3.590e-01;3.212e-01;1.086e+00;3.510e-01;3.141e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.561e-01;-3.244e-01;5.000e+01
0.004536000;1.086e+00;3.894e-01;3.481e-01;3.585e-01;3.205e-01;1.086e+00;3.505e-01;3.133e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.557e-01;-3.236e-01;5.000e+01
0.004882000;1.086e+00;3.852e-01;3.418e-01;3.548e-01;3.149e-01;1.086e+00;3.467e-01;3.076e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.521e-01;-3.180e-01;5.000e+01
0.004966000;1.085e+00;3.842e-01;3.403e-01;3.539e-01;3.135e-01;1.085e+00;3.457e-01;3.063e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.512e-01;-3.166e-01;5.000e+01
0.005386000;1.085e+00;3.786e-01;3.329e-01;3.491e-01;3.069e-01;1.085e+00;3.408e-01;2.996e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.464e-01;-3.100e-01;5.000e+01
0.005470000;1.084e+00;3.775e-01;3.314e-01;3.481e-01;3.056e-01;1.084e+00;3.398e-01;2.983e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.454e-01;-3.087e-01;5.000e+01
0.005890000;1.084e+00;3.716e-01;3.242e-01;3.429e-01;2.992e-01;1.084e+00;3.344e-01;2.918e-01;5.000e+01;1.000e+01;-4.168e-01;-4.520e-01;-4.520e-01;3.403e-01;-3.022e-01;5.000e+01
