time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;-2.778e-01;7.979e-01;-2.660e-01;9.621e-01;1.044e+00;7.500e-01;-2.500e-01;1.000e+01;8.133e-01;2.451e-01;9.621e-01;5.000e+01;5.000e+01
19.990000000;1.044e+00;8.333e-01;-2.778e-01;7.979e-01;-2.660e-01;9.621e-01;1.044e+00;7.500e-01;-2.500e-01;1.000e+01;8.133e-01;2.451e-01;9.621e-01;5.000e+01;5.000e+01
19.990004000;1.044e+00;8.334e-01;-2.778e-01;7.979e-01;-2.660e-01;9.622e-01;1.044e+00;7.500e-01;-2.500e-01;1.000e+01;8.133e-01;2.451e-01;9.621e-01;5.000e+01;5.000e+01
19.990012000;1.045e+00;8.335e-01;-2.778e-01;7.979e-01;-2.660e-01;9.622e-01;1.045e+00;7.501e-01;-2.500e-01;1.000e+01;8.133e-01;2.451e-01;9.621e-01;5.000e+01;5.000e+01
19.990124000;1.046e+00;8.346e-01;-2.782e-01;7.979e-01;-2.660e-01;9.636e-01;1.046e+00;7.511e-01;-2.504e-01;1.000e+01;8.133e-01;2.451e-01;9.621e-01;5.000e+01;5.000e+01
19.990252000;1.048e+00;8.359e-01;-2.786e-01;7.979e-01;-2.659e-01;9.651e-01;1.048e+00;7.523e-01;-2.508e-01;1.000e+01;8.133e-01;2.451e-01;9.621e-01;4.999e+01;4.999e+01
19.990508000;1.051e+00;8.385e-01;-2.795e-01;7.979e-01;-2.659e-01;9.681e-01;1.051e+00;7.547e-01;-2.515e-01;1.000e+01;8.133e-01;2.451e-01;9.621e-01;4.999e+01;4.999e+01
19.990636000;1.053e+00;8.398e-01;-2.799e-01;7.979e-01;-2.659e-01;9.696e-01;1.053e+00;7.558e-01;-2.519e-01;1.000e+01;8.133e-01;2.451e-01;9.621e-01;4.998e+01;4.998e+01
19.991085000;1.058e+00;8.444e-01;-2.813e-01;7.979e-01;-2.658e-01;9.749e-01;1.058e+00;7.600e-01;-2.532e-01;1.000e+01;8.133e-01;2.451e-01;9.621e-01;4.998e+01;4.998e+01
19.991341000;1.062e+00;8.470e-01;-2.821e-01;7.979e-01;-2.657e-01;9.780e-01;1.062e+00;7.623e-01;-2.539e-01;1.000e+01;8.133e-01;2.450e-01;9.621e-01;4.997e+01;4.997e+01
19.992621000;1.078e+00;8.601e-01;-2.859e-01;7.979e-01;-2.652e-01;9.932e-01;1.078e+00;7.741e-01;-2.573e-01;1.000e+01;8.133e-01;2.447e-01;9.621e-01;4.997e+01;4.997e+01
19.993645000;1.091e+00;8.705e-01;-2.888e-01;7.979e-01;-2.647e-01;1.005e+00;1.091e+00;7.834e-01;-2.600e-01;1.000e+01;8.132e-01;2.444e-01;9.621e-01;4.997e+01;4.997e+01
19.993901000;1.094e+00;8.731e-01;-2.896e-01;7.978e-01;-2.646e-01;1.009e+00;1.094e+00;7.858e-01;-2.606e-01;1.000e+01;8.131e-01;2.444e-01;9.621e-01;4.997e+01;4.997e+01
19.994157000;1.098e+00;8.756e-01;-2.903e-01;7.978e-01;-2.645e-01;1.012e+00;1.098e+00;7.881e-01;-2.613e-01;1.000e+01;8.131e-01;2.443e-01;9.621e-01;4.996e+01;4.996e+01
19.994413000;1.101e+00;8.782e-01;-2.910e-01;7.978e-01;-2.644e-01;1.015e+00;1.101e+00;7.904e-01;-2.619e-01;1.000e+01;8.130e-01;2.442e-01;9.621e-01;4.997e+01;4.997e+01
20.000508000;1.179e+00;9.368e-01;-3.090e-01;7.948e-01;-2.622e-01;1.087e+00;1.179e+00;8.431e-01;-2.781e-01;1.000e+01;8.097e-01;2.431e-01;9.621e-01;4.997e+01;4.997e+01
20.001020000;1.185e+00;9.414e-01;-3.107e-01;7.943e-01;-2.621e-01;1.093e+00;1.185e+00;8.473e-01;-2.796e-01;1.000e+01;8.092e-01;2.432e-01;9.621e-01;4.997e+01;4.997e+01
20.001532000;1.192e+00;9.460e-01;-3.124e-01;7.938e-01;-2.621e-01;1.099e+00;1.192e+00;8.514e-01;-2.811e-01;1.000e+01;8.086e-01;2.432e-01;9.621e-01;4.997e+01;4.997e+01
20.002556000;1.205e+00;9.550e-01;-3.158e-01;7.926e-01;-2.621e-01;1.111e+00;1.205e+00;8.595e-01;-2.843e-01;1.000e+01;8.074e-01;2.434e-01;9.621e-01;4.997e+01;4.997e+01
20.005628000;1.244e+00;9.806e-01;-3.271e-01;7.881e-01;-2.630e-01;1.147e+00;1.244e+00;8.825e-01;-2.944e-01;1.000e+01;8.028e-01;2.448e-01;9.621e-01;4.997e+01;4.997e+01
20.005716000;1.245e+00;9.813e-01;-3.275e-01;7.880e-01;-2.630e-01;1.148e+00;1.245e+00;8.831e-01;-2.947e-01;1.000e+01;8.026e-01;2.449e-01;9.621e-01;4.997e+01;4.997e+01
20.006196000;1.251e+00;9.850e-01;-3.295e-01;7.872e-01;-2.633e-01;1.154e+00;1.251e+00;8.865e-01;-2.966e-01;1.000e+01;8.018e-01;2.453e-01;9.621e-01;4.997e+01;4.997e+01
20.007988000;1.274e+00;9.986e-01;-3.391e-01;7.837e-01;-2.661e-01;1.174e+00;1.274e+00;8.988e-01;-3.052e-01;1.000e+01;7.983e-01;2.484e-01;9.621e-01;4.997e+01;4.997e+01
20.008243000;1.278e+00;1.001e+00;-3.407e-01;7.832e-01;-2.667e-01;1.176e+00;1.278e+00;9.005e-01;-3.066e-01;1.000e+01;7.977e-01;2.490e-01;9.621e-01;4.997e+01;4.997e+01
20.008245000;1.278e+00;1.001e+00;-3.407e-01;7.832e-01;-2.667e-01;1.177e+00;1.278e+00;9.005e-01;-3.066e-01;1.000e+01;7.977e-01;2.491e-01;9.621e-01;4.997e+01;4.997e+01
20.009009000;1.287e+00;1.006e+00;-3.461e-01;7.815e-01;-2.688e-01;1.185e+00;1.287e+00;9.054e-01;-3.115e-01;1.000e+01;7.961e-01;2.513e-01;9.621e-01;4.997e+01;4.997e+01
20.009996000;1.300e+00;1.013e+00;-3.542e-01;7.792e-01;-2.725e-01;1.195e+00;1.300e+00;9.116e-01;-3.188e-01;1.000e+01;7.938e-01;2.552e-01;9.621e-01;4.997e+01;4.997e+01
20.010012000;1.300e+00;1.013e+00;-3.543e-01;7.791e-01;-2.725e-01;1.195e+00;1.300e+00;9.116e-01;-3.189e-01;1.000e+01;7.937e-01;2.552e-01;9.621e-01;4.997e+01;4.997e+01
20.010028000;1.300e+00;1.013e+00;-3.544e-01;7.791e-01;-2.726e-01;1.195e+00;1.300e+00;9.115e-01;-3.189e-01;1.000e+01;7.937e-01;2.553e-01;9.621e-01;4.997e+01;4.997e+01
20.010124000;1.300e+00;1.013e+00;-3.549e-01;7.789e-01;-2.730e-01;1.195e+00;1.300e+00;9.113e-01;-3.194e-01;1.000e+01;7.935e-01;2.557e-01;9.621e-01;4.997e+01;4.997e+01
20.010252000;1.300e+00;1.012e+00;-3.556e-01;7.786e-01;-2.736e-01;1.194e+00;1.300e+00;9.109e-01;-3.201e-01;1.000e+01;7.931e-01;2.563e-01;9.621e-01;4.998e+01;4.998e+01
20.010892000;1.300e+00;1.010e+00;-3.596e-01;7.769e-01;-2.766e-01;1.193e+00;1.300e+00;9.090e-01;-3.237e-01;1.000e+01;7.916e-01;2.595e-01;9.621e-01;4.998e+01;4.998e+01
20.011148000;1.300e+00;1.009e+00;-3.614e-01;7.763e-01;-2.780e-01;1.192e+00;1.300e+00;9.082e-01;-3.252e-01;1.000e+01;7.909e-01;2.608e-01;9.621e-01;4.999e+01;4.999e+01
20.013222000;1.300e+00;1.002e+00;-3.780e-01;7.706e-01;-2.908e-01;1.187e+00;1.300e+00;9.016e-01;-3.402e-01;1.000e+01;7.854e-01;2.739e-01;9.621e-01;4.999e+01;4.999e+01
20.014144000;1.300e+00;9.983e-01;-3.867e-01;7.680e-01;-2.975e-01;1.184e+00;1.300e+00;8.985e-01;-3.481e-01;1.000e+01;7.828e-01;2.806e-01;9.621e-01;4.999e+01;4.999e+01
20.014604000;1.300e+00;9.966e-01;-3.913e-01;7.666e-01;-3.010e-01;1.183e+00;1.300e+00;8.969e-01;-3.522e-01;1.000e+01;7.815e-01;2.842e-01;9.621e-01;4.999e+01;4.999e+01
20.015296000;1.300e+00;9.939e-01;-3.985e-01;7.645e-01;-3.066e-01;1.181e+00;1.300e+00;8.945e-01;-3.587e-01;1.000e+01;7.795e-01;2.898e-01;9.621e-01;4.999e+01;4.999e+01
20.021010000;1.300e+00;9.711e-01;-4.676e-01;7.470e-01;-3.597e-01;1.159e+00;1.300e+00;8.740e-01;-4.208e-01;1.000e+01;7.627e-01;3.434e-01;9.621e-01;4.999e+01;4.999e+01
20.031792000;1.300e+00;9.303e-01;-6.132e-01;7.156e-01;-4.717e-01;1.112e+00;1.300e+00;8.373e-01;-5.519e-01;1.000e+01;7.327e-01;4.563e-01;9.621e-01;4.999e+01;4.999e+01
20.032207000;1.300e+00;9.289e-01;-6.187e-01;7.146e-01;-4.759e-01;1.111e+00;1.300e+00;8.360e-01;-5.568e-01;1.000e+01;7.316e-01;4.605e-01;9.621e-01;4.999e+01;4.999e+01
20.037930000;1.300e+00;9.106e-01;-6.907e-01;7.005e-01;-5.313e-01;1.088e+00;1.300e+00;8.195e-01;-6.216e-01;1.000e+01;7.182e-01;5.162e-01;9.621e-01;4.999e+01;4.999e+01
20.038677000;1.300e+00;9.084e-01;-6.995e-01;6.988e-01;-5.381e-01;1.085e+00;1.300e+00;8.176e-01;-6.296e-01;1.000e+01;7.166e-01;5.231e-01;9.621e-01;4.999e+01;4.999e+01
20.039423000;1.300e+00;9.063e-01;-7.083e-01;6.971e-01;-5.448e-01;1.083e+00;1.300e+00;8.156e-01;-6.374e-01;1.000e+01;7.150e-01;5.298e-01;9.621e-01;4.999e+01;4.999e+01
20.040005000;1.300e+00;9.046e-01;-7.150e-01;6.959e-01;-5.500e-01;1.080e+00;1.300e+00;8.141e-01;-6.435e-01;1.000e+01;7.138e-01;5.350e-01;9.621e-01;4.999e+01;4.999e+01
20.040125000;1.300e+00;9.041e-01;-7.162e-01;6.956e-01;-5.510e-01;1.080e+00;1.300e+00;8.136e-01;-6.445e-01;1.000e+01;7.136e-01;5.361e-01;9.621e-01;4.999e+01;4.999e+01
20.040253000;1.299e+00;9.035e-01;-7.174e-01;6.953e-01;-5.522e-01;1.079e+00;1.299e+00;8.131e-01;-6.457e-01;1.000e+01;7.133e-01;5.372e-01;9.621e-01;5.000e+01;5.000e+01
20.041021000;1.297e+00;9.000e-01;-7.251e-01;6.937e-01;-5.588e-01;1.075e+00;1.297e+00;8.100e-01;-6.526e-01;1.000e+01;7.117e-01;5.439e-01;9.621e-01;5.000e+01;5.000e+01
20.041789000;1.296e+00;8.966e-01;-7.325e-01;6.921e-01;-5.654e-01;1.070e+00;1.296e+00;8.069e-01;-6.592e-01;1.000e+01;7.102e-01;5.505e-01;9.621e-01;5.000e+01;5.000e+01
20.043837000;1.290e+00;8.878e-01;-7.513e-01;6.880e-01;-5.822e-01;1.059e+00;1.290e+00;7.990e-01;-6.762e-01;1.000e+01;7.063e-01;5.674e-01;9.621e-01;5.000e+01;5.000e+01
20.045373000;1.287e+00;8.815e-01;-7.644e-01;6.851e-01;-5.941e-01;1.051e+00;1.287e+00;7.933e-01;-6.879e-01;1.000e+01;7.036e-01;5.794e-01;9.621e-01;5.000e+01;5.000e+01
20.047421000;1.281e+00;8.734e-01;-7.804e-01;6.815e-01;-6.090e-01;1.041e+00;1.281e+00;7.860e-01;-7.023e-01;1.000e+01;7.002e-01;5.943e-01;9.621e-01;5.000e+01;5.000e+01
20.048445000;1.279e+00;8.695e-01;-7.877e-01;6.799e-01;-6.159e-01;1.036e+00;1.279e+00;7.825e-01;-7.089e-01;1.000e+01;6.987e-01;6.013e-01;9.621e-01;5.000e+01;5.000e+01
20.048957000;1.278e+00;8.676e-01;-7.912e-01;6.791e-01;-6.193e-01;1.034e+00;1.278e+00;7.808e-01;-7.121e-01;1.000e+01;6.979e-01;6.046e-01;9.621e-01;5.000e+01;5.000e+01
20.050508000;1.274e+00;8.620e-01;-8.012e-01;6.767e-01;-6.290e-01;1.027e+00;1.274e+00;7.758e-01;-7.210e-01;1.000e+01;6.957e-01;6.144e-01;9.621e-01;5.000e+01;5.000e+01
20.051020000;1.272e+00;8.602e-01;-8.042e-01;6.760e-01;-6.320e-01;1.025e+00;1.272e+00;7.742e-01;-7.238e-01;1.000e+01;6.950e-01;6.174e-01;9.621e-01;5.000e+01;5.000e+01
20.051532000;1.271e+00;8.584e-01;-8.072e-01;6.753e-01;-6.350e-01;1.022e+00;1.271e+00;7.726e-01;-7.264e-01;1.000e+01;6.943e-01;6.204e-01;9.621e-01;5.000e+01;5.000e+01
20.052532000;1.269e+00;8.550e-01;-8.126e-01;6.740e-01;-6.405e-01;1.018e+00;1.269e+00;7.695e-01;-7.313e-01;1.000e+01;6.931e-01;6.259e-01;9.621e-01;5.000e+01;5.000e+01
20.053432000;1.266e+00;8.521e-01;-8.171e-01;6.728e-01;-6.452e-01;1.014e+00;1.266e+00;7.669e-01;-7.354e-01;1.000e+01;6.920e-01;6.306e-01;9.621e-01;5.000e+01;5.000e+01
20.054332000;1.264e+00;8.492e-01;-8.213e-01;6.717e-01;-6.497e-01;1.011e+00;1.264e+00;7.643e-01;-7.392e-01;1.000e+01;6.910e-01;6.351e-01;9.621e-01;5.000e+01;5.000e+01
20.055232000;1.262e+00;8.464e-01;-8.251e-01;6.707e-01;-6.539e-01;1.007e+00;1.262e+00;7.617e-01;-7.426e-01;1.000e+01;6.900e-01;6.393e-01;9.621e-01;5.000e+01;5.000e+01
20.057032000;1.257e+00;8.410e-01;-8.318e-01;6.688e-01;-6.615e-01;1.001e+00;1.257e+00;7.569e-01;-7.486e-01;1.000e+01;6.883e-01;6.469e-01;9.621e-01;5.000e+01;5.000e+01
20.057932000;1.255e+00;8.384e-01;-8.346e-01;6.680e-01;-6.649e-01;9.975e-01;1.255e+00;7.546e-01;-7.511e-01;1.000e+01;6.874e-01;6.504e-01;9.621e-01;5.000e+01;5.000e+01
20.059732000;1.251e+00;8.335e-01;-8.392e-01;6.664e-01;-6.710e-01;9.915e-01;1.251e+00;7.501e-01;-7.553e-01;1.000e+01;6.860e-01;6.565e-01;9.621e-01;5.000e+01;5.000e+01
20.059996000;1.250e+00;8.329e-01;-8.400e-01;6.662e-01;-6.718e-01;9.909e-01;1.250e+00;7.496e-01;-7.560e-01;1.000e+01;6.858e-01;6.573e-01;9.621e-01;5.000e+01;5.000e+01
20.059996000;1.250e+00;8.328e-01;-8.398e-01;6.662e-01;-6.718e-01;9.907e-01;1.250e+00;7.495e-01;-7.558e-01;1.000e+01;6.858e-01;6.573e-01;9.621e-01;5.000e+01;5.000e+01
20.060508000;1.250e+00;8.323e-01;-8.417e-01;6.658e-01;-6.733e-01;9.901e-01;1.250e+00;7.490e-01;-7.575e-01;1.000e+01;6.854e-01;6.588e-01;9.621e-01;5.000e+01;5.000e+01
20.061020000;1.250e+00;8.318e-01;-8.435e-01;6.654e-01;-6.748e-01;9.895e-01;1.250e+00;7.486e-01;-7.591e-01;1.000e+01;6.851e-01;6.603e-01;9.621e-01;5.000e+01;5.000e+01
20.061276000;1.250e+00;8.316e-01;-8.443e-01;6.653e-01;-6.755e-01;9.893e-01;1.250e+00;7.484e-01;-7.599e-01;1.000e+01;6.849e-01;6.609e-01;9.621e-01;5.000e+01;5.000e+01
