time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;2.815e-07;7.979e-01;2.695e-07;1.051e+00;1.000e+01;8.083e-01;-2.061e-02;1.039e+00;1.000e+00;8.085e-01;1.000e+00
0.000001000;1.044e+00;8.333e-01;-4.926e-07;7.979e-01;-4.716e-07;1.051e+00;1.000e+01;8.083e-01;-2.061e-02;1.039e+00;1.000e+00;8.085e-01;1.000e+00
0.000002000;1.044e+00;8.333e-01;-2.234e-06;7.979e-01;-2.139e-06;1.051e+00;1.000e+01;8.083e-01;-2.061e-02;1.039e+00;1.000e+00;8.085e-01;1.000e+00
0.000004000;1.044e+00;8.333e-01;-4.556e-06;7.979e-01;-4.362e-06;1.051e+00;1.000e+01;8.082e-01;-2.061e-02;1.039e+00;1.000e+00;8.085e-01;1.000e+00
0.000008000;1.044e+00;8.333e-01;-8.813e-06;7.978e-01;-8.438e-06;1.051e+00;1.000e+01;8.082e-01;-2.061e-02;1.039e+00;1.000e+00;8.085e-01;1.000e+00
0.000016000;1.044e+00;8.333e-01;-1.727e-05;7.978e-01;-1.654e-05;1.051e+00;1.000e+01;8.082e-01;-2.061e-02;1.039e+00;1.000e+00;8.085e-01;1.000e+00
0.000032000;1.044e+00;8.332e-01;-3.595e-05;7.977e-01;-3.442e-05;1.051e+00;1.000e+01;8.081e-01;-2.061e-02;1.039e+00;1.000e+00;8.084e-01;1.000e+00
0.000064000;1.044e+00;8.330e-01;-6.765e-05;7.976e-01;-6.477e-05;1.051e+00;1.000e+01;8.080e-01;-2.061e-02;1.039e+00;1.000e+00;8.082e-01;1.000e+00
0.000128000;1.044e+00;8.327e-01;-1.311e-04;7.973e-01;-1.255e-04;1.051e+00;1.000e+01;8.077e-01;-2.061e-02;1.039e+00;1.000e+00;8.080e-01;1.000e+00
0.000256000;1.044e+00;8.321e-01;-2.424e-04;7.967e-01;-2.321e-04;1.051e+00;1.000e+01;8.071e-01;-2.061e-02;1.039e+00;1.000e+00;8.074e-01;1.000e+00
0.000512000;1.045e+00;8.310e-01;-4.152e-04;7.956e-01;-3.975e-04;1.051e+00;1.000e+01;8.060e-01;-2.062e-02;1.039e+00;1.000e+00;8.062e-01;1.000e+00
0.001024000;1.045e+00;8.288e-01;-6.169e-04;7.934e-01;-5.905e-04;1.051e+00;1.000e+01;8.037e-01;-2.063e-02;1.039e+00;1.000e+00;8.040e-01;1.000e+00
0.001536000;1.045e+00;8.266e-01;-6.793e-04;7.912e-01;-6.502e-04;1.051e+00;1.000e+01;8.016e-01;-2.065e-02;1.039e+00;1.000e+00;8.018e-01;1.000e+00
0.001893000;1.045e+00;8.252e-01;-6.715e-04;7.897e-01;-6.427e-04;1.052e+00;1.000e+01;8.001e-01;-2.067e-02;1.039e+00;1.000e+00;8.004e-01;1.000e+00
0.001894000;1.045e+00;8.252e-01;-6.711e-04;7.897e-01;-6.422e-04;1.052e+00;1.000e+01;8.001e-01;-2.067e-02;1.039e+00;1.000e+00;8.003e-01;1.000e+00
0.001895000;1.045e+00;8.251e-01;-6.707e-04;7.897e-01;-6.419e-04;1.052e+00;1.000e+01;8.001e-01;-2.067e-02;1.039e+00;1.000e+00;8.003e-01;1.000e+00
0.001897000;1.045e+00;8.251e-01;-6.717e-04;7.897e-01;-6.428e-04;1.052e+00;1.000e+01;8.001e-01;-2.067e-02;1.039e+00;1.000e+00;8.003e-01;1.000e+00
0.001901000;1.045e+00;8.251e-01;-6.709e-04;7.897e-01;-6.421e-04;1.052e+00;1.000e+01;8.001e-01;-2.067e-02;1.039e+00;1.000e+00;8.003e-01;1.000e+00
0.001909000;1.045e+00;8.251e-01;-6.694e-04;7.896e-01;-6.406e-04;1.052e+00;1.000e+01;8.000e-01;-2.067e-02;1.039e+00;1.000e+00;8.003e-01;1.000e+00
0.001925000;1.045e+00;8.250e-01;-6.678e-04;7.896e-01;-6.391e-04;1.052e+00;1.000e+01;8.000e-01;-2.067e-02;1.039e+00;1.000e+00;8.002e-01;1.000e+00
