time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;2.703e-07;7.979e-01;1.085e-07;1.044e+00;7.500e-01;-1.970e-07;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.001207000;1.044e+00;8.317e-01;-1.902e-03;7.965e-01;-1.822e-03;1.044e+00;7.486e-01;-1.712e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.001432000;1.044e+00;8.308e-01;-2.252e-03;7.957e-01;-2.157e-03;1.044e+00;7.477e-01;-2.027e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.001474000;1.044e+00;8.306e-01;-2.317e-03;7.955e-01;-2.219e-03;1.044e+00;7.476e-01;-2.085e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.002205000;1.044e+00;8.256e-01;-3.409e-03;7.907e-01;-3.265e-03;1.044e+00;7.430e-01;-3.068e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.002226000;1.044e+00;8.254e-01;-3.438e-03;7.906e-01;-3.293e-03;1.044e+00;7.428e-01;-3.094e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.002247000;1.044e+00;8.252e-01;-3.468e-03;7.904e-01;-3.322e-03;1.044e+00;7.427e-01;-3.121e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.002331000;1.044e+00;8.244e-01;-3.586e-03;7.896e-01;-3.434e-03;1.044e+00;7.420e-01;-3.227e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.002351000;1.044e+00;8.242e-01;-3.616e-03;7.894e-01;-3.463e-03;1.044e+00;7.418e-01;-3.254e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.002936000;1.044e+00;8.174e-01;-4.387e-03;7.830e-01;-4.202e-03;1.044e+00;7.357e-01;-3.948e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.003011000;1.044e+00;8.164e-01;-4.478e-03;7.820e-01;-4.289e-03;1.044e+00;7.348e-01;-4.030e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.003688000;1.044e+00;8.058e-01;-5.222e-03;7.720e-01;-5.003e-03;1.044e+00;7.252e-01;-4.700e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.004102000;1.044e+00;7.982e-01;-5.598e-03;7.647e-01;-5.363e-03;1.044e+00;7.183e-01;-5.038e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.004139000;1.044e+00;7.974e-01;-5.629e-03;7.640e-01;-5.393e-03;1.044e+00;7.177e-01;-5.066e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.004485000;1.044e+00;7.903e-01;-5.891e-03;7.572e-01;-5.644e-03;1.044e+00;7.113e-01;-5.302e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.004621000;1.044e+00;7.873e-01;-5.981e-03;7.544e-01;-5.731e-03;1.044e+00;7.086e-01;-5.383e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.005162000;1.044e+00;7.747e-01;-6.280e-03;7.423e-01;-6.017e-03;1.044e+00;6.972e-01;-5.652e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.005500000;1.044e+00;7.662e-01;-6.416e-03;7.341e-01;-6.147e-03;1.044e+00;6.895e-01;-5.774e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.005568000;1.044e+00;7.644e-01;-6.438e-03;7.324e-01;-6.169e-03;1.044e+00;6.879e-01;-5.794e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
0.005906000;1.044e+00;7.553e-01;-6.529e-03;7.237e-01;-6.256e-03;1.044e+00;6.798e-01;-5.876e-03;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02
