time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;-6.710e-08;7.979e-01;4.129e-08;1.051e+00;1.044e+00;7.500e-01;-1.566e-08;1.000e+01;8.083e-01;-2.061e-02;1.051e+00;5.000e+01;5.000e+01
29.999994000;1.044e+00;8.333e-01;5.066e-09;7.979e-01;-2.863e-08;1.051e+00;1.044e+00;7.500e-01;5.369e-08;1.000e+01;8.083e-01;-2.061e-02;1.051e+00;5.000e+01;5.000e+01
29.999994000;3.049e-02;2.427e-02;1.534e-03;7.960e-01;5.033e-02;4.294e-02;3.049e-02;2.184e-02;1.381e-03;1.000e+01;8.083e-01;-2.061e-02;1.051e+00;5.316e+01;5.316e+01
30.000014000;3.048e-02;2.426e-02;1.524e-03;7.960e-01;5.001e-02;4.293e-02;3.048e-02;2.184e-02;1.372e-03;1.000e+01;8.083e-01;-2.061e-02;1.051e+00;5.316e+01;5.316e+01
30.000062000;3.048e-02;2.426e-02;1.502e-03;7.960e-01;4.929e-02;4.290e-02;3.048e-02;2.183e-02;1.352e-03;1.000e+01;8.083e-01;-2.063e-02;1.051e+00;5.316e+01;5.316e+01
30.000254000;3.045e-02;2.425e-02;1.413e-03;7.963e-01;4.642e-02;4.279e-02;3.045e-02;2.182e-02;1.272e-03;1.000e+01;8.083e-01;-2.074e-02;1.051e+00;5.314e+01;5.314e+01
30.003228000;3.012e-02;2.435e-02;4.656e-04;8.082e-01;1.545e-02;4.188e-02;3.012e-02;2.191e-02;4.191e-04;1.000e+01;8.184e-01;-3.313e-02;1.051e+00;5.300e+01;5.300e+01
30.003484000;3.011e-02;2.439e-02;4.244e-04;8.100e-01;1.410e-02;4.188e-02;3.011e-02;2.195e-02;3.821e-04;1.000e+01;8.201e-01;-3.530e-02;1.051e+00;5.299e+01;5.299e+01
30.003676000;3.010e-02;2.442e-02;4.022e-04;8.114e-01;1.336e-02;4.188e-02;3.010e-02;2.198e-02;3.621e-04;1.000e+01;8.215e-01;-3.717e-02;1.051e+00;5.298e+01;5.298e+01
30.003740000;3.009e-02;2.443e-02;3.967e-04;8.119e-01;1.318e-02;4.189e-02;3.009e-02;2.199e-02;3.571e-04;1.000e+01;8.219e-01;-3.784e-02;1.051e+00;5.298e+01;5.298e+01
30.004316000;3.008e-02;2.457e-02;3.778e-04;8.168e-01;1.256e-02;4.198e-02;3.008e-02;2.211e-02;3.401e-04;1.000e+01;8.264e-01;-4.494e-02;1.051e+00;5.297e+01;5.297e+01
30.004380000;3.007e-02;2.458e-02;3.789e-04;8.174e-01;1.260e-02;4.199e-02;3.007e-02;2.212e-02;3.411e-04;1.000e+01;8.270e-01;-4.584e-02;1.051e+00;5.297e+01;5.297e+01
30.004918000;3.007e-02;2.474e-02;4.189e-04;8.228e-01;1.393e-02;4.217e-02;3.007e-02;2.227e-02;3.771e-04;1.000e+01;8.319e-01;-5.425e-02;1.051e+00;5.296e+01;5.296e+01
30.005033000;3.008e-02;2.478e-02;4.333e-04;8.240e-01;1.441e-02;4.222e-02;3.008e-02;2.230e-02;3.901e-04;1.000e+01;8.330e-01;-5.624e-02;1.051e+00;5.295e+01;5.295e+01
30.005148000;3.008e-02;2.482e-02;4.500e-04;8.253e-01;1.496e-02;4.227e-02;3.008e-02;2.234e-02;4.051e-04;1.000e+01;8.341e-01;-5.830e-02;1.051e+00;5.295e+01;5.295e+01
30.006636000;3.016e-02;2.540e-02;8.333e-04;8.424e-01;2.763e-02;4.316e-02;3.016e-02;2.286e-02;7.501e-04;1.000e+01;8.488e-01;-9.049e-02;1.051e+00;5.293e+01;5.293e+01
30.006892000;3.018e-02;2.551e-02;9.278e-04;8.453e-01;3.074e-02;4.335e-02;3.018e-02;2.296e-02;8.351e-04;1.000e+01;8.513e-01;-9.700e-02;1.051e+00;5.293e+01;5.293e+01
30.007276000;3.021e-02;2.568e-02;1.083e-03;8.499e-01;3.586e-02;4.365e-02;3.021e-02;2.311e-02;9.751e-04;1.000e+01;8.548e-01;-1.073e-01;1.051e+00;5.292e+01;5.292e+01
30.010220000;3.065e-02;2.710e-02;2.804e-03;8.842e-01;9.149e-02;4.663e-02;3.065e-02;2.439e-02;2.524e-03;1.000e+01;8.770e-01;-2.028e-01;1.051e+00;5.286e+01;5.286e+01
30.013976000;3.141e-02;2.901e-02;5.716e-03;9.237e-01;1.820e-01;5.124e-02;3.141e-02;2.611e-02;5.144e-03;1.000e+01;8.884e-01;-3.449e-01;1.051e+00;5.269e+01;5.269e+01
30.015588000;3.168e-02;2.967e-02;6.801e-03;9.366e-01;2.147e-01;5.291e-02;3.168e-02;2.670e-02;6.121e-03;1.000e+01;8.865e-01;-3.995e-01;1.051e+00;5.260e+01;5.260e+01
30.016280000;3.179e-02;2.992e-02;7.233e-03;9.412e-01;2.275e-01;5.357e-02;3.179e-02;2.693e-02;6.510e-03;1.000e+01;8.846e-01;-4.216e-01;1.051e+00;5.255e+01;5.255e+01
30.016740000;3.186e-02;3.008e-02;7.511e-03;9.441e-01;2.357e-01;5.399e-02;3.186e-02;2.707e-02;6.760e-03;1.000e+01;8.829e-01;-4.360e-01;1.051e+00;5.252e+01;5.252e+01
30.018814000;3.216e-02;3.068e-02;8.674e-03;9.542e-01;2.698e-01;5.570e-02;3.216e-02;2.762e-02;7.807e-03;1.000e+01;8.719e-01;-4.964e-01;1.051e+00;5.236e+01;5.236e+01
30.019275000;3.222e-02;3.080e-02;8.916e-03;9.559e-01;2.767e-01;5.604e-02;3.222e-02;2.772e-02;8.024e-03;1.000e+01;8.687e-01;-5.090e-01;1.051e+00;5.233e+01;5.233e+01
30.019505000;3.225e-02;3.085e-02;9.034e-03;9.567e-01;2.802e-01;5.621e-02;3.225e-02;2.777e-02;8.131e-03;1.000e+01;8.670e-01;-5.152e-01;1.051e+00;5.231e+01;5.231e+01
30.020888000;3.242e-02;3.113e-02;9.720e-03;9.602e-01;2.998e-01;5.716e-02;3.242e-02;2.802e-02;8.748e-03;1.000e+01;8.556e-01;-5.510e-01;1.051e+00;5.219e+01;5.219e+01
30.021809000;3.254e-02;3.129e-02;1.016e-02;9.617e-01;3.122e-01;5.774e-02;3.254e-02;2.816e-02;9.141e-03;1.000e+01;8.470e-01;-5.734e-01;1.051e+00;5.211e+01;5.211e+01
30.022500000;3.262e-02;3.139e-02;1.047e-02;9.623e-01;3.211e-01;5.816e-02;3.262e-02;2.825e-02;9.427e-03;1.000e+01;8.400e-01;-5.896e-01;1.051e+00;5.204e+01;5.204e+01
30.023422000;3.273e-02;3.150e-02;1.089e-02;9.626e-01;3.327e-01;5.868e-02;3.273e-02;2.835e-02;9.799e-03;1.000e+01;8.299e-01;-6.104e-01;1.051e+00;5.196e+01;5.196e+01
30.023883000;3.279e-02;3.155e-02;1.109e-02;9.624e-01;3.383e-01;5.893e-02;3.279e-02;2.840e-02;9.981e-03;1.000e+01;8.247e-01;-6.204e-01;1.051e+00;5.191e+01;5.191e+01
30.024804000;3.289e-02;3.163e-02;1.149e-02;9.617e-01;3.493e-01;5.942e-02;3.289e-02;2.847e-02;1.034e-02;1.000e+01;8.137e-01;-6.397e-01;1.051e+00;5.182e+01;5.182e+01
30.025496000;3.297e-02;3.168e-02;1.179e-02;9.608e-01;3.574e-01;5.977e-02;3.297e-02;2.851e-02;1.061e-02;1.000e+01;8.050e-01;-6.537e-01;1.051e+00;5.176e+01;5.176e+01
30.027782000;3.324e-02;3.176e-02;1.275e-02;9.557e-01;3.835e-01;6.085e-02;3.324e-02;2.858e-02;1.147e-02;1.000e+01;7.744e-01;-6.965e-01;1.051e+00;5.153e+01;5.153e+01
30.030310000;3.353e-02;3.173e-02;1.380e-02;9.464e-01;4.115e-01;6.195e-02;3.353e-02;2.856e-02;1.242e-02;1.000e+01;7.378e-01;-7.385e-01;1.051e+00;5.128e+01;5.128e+01
