time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_InjectedCurrent
0.000000000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;4.103e-01;9.043e-01
0.000001000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;4.103e-01;9.043e-01
0.000002000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;4.103e-01;9.043e-01
0.000004000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;4.103e-01;9.043e-01
0.000008000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;4.103e-01;9.043e-01
0.000016000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;4.103e-01;9.042e-01
0.000032000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;4.103e-01;9.042e-01
0.000064000;1.044e+00;8.334e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;4.102e-01;9.042e-01
0.000128000;1.045e+00;8.334e-01;-4.443e-01;7.979e-01;-4.254e-01;1.035e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;4.102e-01;9.042e-01
0.000256000;1.045e+00;8.334e-01;-4.442e-01;7.979e-01;-4.252e-01;1.035e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;4.100e-01;9.041e-01
0.000384000;1.045e+00;8.335e-01;-4.441e-01;7.979e-01;-4.251e-01;1.035e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;4.099e-01;9.040e-01
0.000640000;1.045e+00;8.336e-01;-4.438e-01;7.979e-01;-4.248e-01;1.035e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;4.096e-01;9.039e-01
0.000896000;1.045e+00;8.336e-01;-4.435e-01;7.978e-01;-4.245e-01;1.035e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;4.093e-01;9.037e-01
0.001152000;1.045e+00;8.337e-01;-4.433e-01;7.978e-01;-4.242e-01;1.035e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.057e-01;4.090e-01;9.036e-01
