time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;-4.444e-01;7.979e-01;-4.255e-01;1.034e+00;1.044e+00;7.500e-01;-4.000e-01;1.000e+01;8.336e-01;-4.245e-01;1.034e+00
0.988060000;1.046e+00;8.269e-01;-4.432e-01;7.908e-01;-4.239e-01;1.036e+00;1.046e+00;7.442e-01;-3.989e-01;1.000e+01;8.336e-01;-4.245e-01;1.034e+00
2.130745000;1.046e+00;8.230e-01;-4.424e-01;7.864e-01;-4.228e-01;1.036e+00;1.046e+00;7.407e-01;-3.981e-01;1.000e+01;8.336e-01;-4.245e-01;1.034e+00
2.132745000;1.046e+00;8.229e-01;-4.424e-01;7.864e-01;-4.227e-01;1.036e+00;1.046e+00;7.407e-01;-3.981e-01;1.000e+01;8.336e-01;-4.245e-01;1.034e+00
2.135745000;1.046e+00;8.229e-01;-4.424e-01;7.864e-01;-4.227e-01;1.036e+00;1.046e+00;7.406e-01;-3.981e-01;1.000e+01;8.336e-01;-4.245e-01;1.034e+00
6.077185000;1.048e+00;8.185e-01;-4.405e-01;7.812e-01;-4.205e-01;1.038e+00;1.048e+00;7.366e-01;-3.965e-01;1.000e+01;8.336e-01;-4.245e-01;1.034e+00
6.089185000;1.048e+00;8.184e-01;-4.405e-01;7.811e-01;-4.204e-01;1.038e+00;1.048e+00;7.366e-01;-3.965e-01;1.000e+01;8.336e-01;-4.245e-01;1.034e+00
6.092185000;1.048e+00;8.184e-01;-4.405e-01;7.811e-01;-4.204e-01;1.038e+00;1.048e+00;7.365e-01;-3.965e-01;1.000e+01;8.336e-01;-4.245e-01;1.034e+00
6.106185000;1.048e+00;8.181e-01;-4.405e-01;7.808e-01;-4.204e-01;1.038e+00;1.048e+00;7.363e-01;-3.964e-01;1.000e+01;8.336e-01;-4.245e-01;1.034e+00
6.220185000;1.048e+00;8.151e-01;-4.399e-01;7.775e-01;-4.196e-01;1.038e+00;1.048e+00;7.336e-01;-3.959e-01;1.000e+01;8.336e-01;-4.245e-01;1.034e+00
6.247185000;1.048e+00;8.144e-01;-4.397e-01;7.767e-01;-4.194e-01;1.039e+00;1.048e+00;7.330e-01;-3.958e-01;1.000e+01;8.336e-01;-4.245e-01;1.034e+00
6.787074000;1.051e+00;7.996e-01;-4.370e-01;7.607e-01;-4.157e-01;1.041e+00;1.051e+00;7.197e-01;-3.933e-01;1.000e+01;8.336e-01;-4.245e-01;1.034e+00
7.907074000;1.056e+00;7.732e-01;-4.318e-01;7.323e-01;-4.090e-01;1.046e+00;1.056e+00;6.959e-01;-3.886e-01;1.000e+01;8.336e-01;-4.245e-01;1.034e+00
7.913074000;1.056e+00;7.731e-01;-4.318e-01;7.322e-01;-4.089e-01;1.046e+00;1.056e+00;6.957e-01;-3.886e-01;1.000e+01;8.336e-01;-4.245e-01;1.034e+00
7.918074000;1.056e+00;7.729e-01;-4.317e-01;7.321e-01;-4.089e-01;1.046e+00;1.056e+00;6.957e-01;-3.886e-01;1.000e+01;8.336e-01;-4.245e-01;1.034e+00
8.441074000;1.058e+00;7.623e-01;-4.295e-01;7.207e-01;-4.060e-01;1.048e+00;1.058e+00;6.860e-01;-3.865e-01;1.000e+01;8.336e-01;-4.245e-01;1.034e+00
