time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;NetworkFrequencyPu
0.174638000;1.050e+00;7.590e-01;-4.222e-04;7.226e-01;-4.020e-04;1.050e+00;6.831e-01;-3.800e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.187638000;1.050e+00;7.584e-01;-4.589e-04;7.221e-01;-4.369e-04;1.050e+00;6.825e-01;-4.130e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.200638000;1.050e+00;7.578e-01;-4.922e-04;7.215e-01;-4.686e-04;1.050e+00;6.821e-01;-4.430e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.201638000;1.050e+00;7.578e-01;-4.956e-04;7.215e-01;-4.718e-04;1.050e+00;6.820e-01;-4.460e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.206638000;1.050e+00;7.576e-01;-5.078e-04;7.213e-01;-4.834e-04;1.050e+00;6.819e-01;-4.570e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.209638000;1.050e+00;7.575e-01;-5.156e-04;7.212e-01;-4.908e-04;1.050e+00;6.817e-01;-4.640e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.213638000;1.050e+00;7.573e-01;-5.244e-04;7.210e-01;-4.993e-04;1.050e+00;6.816e-01;-4.720e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.221638000;1.050e+00;7.571e-01;-5.433e-04;7.208e-01;-5.173e-04;1.050e+00;6.813e-01;-4.890e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.224638000;1.050e+00;7.569e-01;-5.500e-04;7.207e-01;-5.236e-04;1.050e+00;6.813e-01;-4.950e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.234638000;1.050e+00;7.566e-01;-5.722e-04;7.203e-01;-5.448e-04;1.050e+00;6.809e-01;-5.150e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.237638000;1.050e+00;7.565e-01;-5.778e-04;7.202e-01;-5.501e-04;1.050e+00;6.809e-01;-5.200e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.244638000;1.050e+00;7.563e-01;-5.922e-04;7.200e-01;-5.638e-04;1.050e+00;6.806e-01;-5.330e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.247638000;1.050e+00;7.562e-01;-5.989e-04;7.199e-01;-5.702e-04;1.050e+00;6.806e-01;-5.390e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.248638000;1.050e+00;7.561e-01;-6.000e-04;7.199e-01;-5.712e-04;1.050e+00;6.805e-01;-5.400e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.251638000;1.050e+00;7.561e-01;-6.067e-04;7.198e-01;-5.776e-04;1.050e+00;6.804e-01;-5.460e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.262638000;1.050e+00;7.557e-01;-6.267e-04;7.194e-01;-5.966e-04;1.050e+00;6.802e-01;-5.640e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.266638000;1.050e+00;7.556e-01;-6.344e-04;7.193e-01;-6.040e-04;1.050e+00;6.800e-01;-5.710e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.269638000;1.050e+00;7.555e-01;-6.389e-04;7.192e-01;-6.082e-04;1.050e+00;6.800e-01;-5.750e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.282638000;1.050e+00;7.552e-01;-6.611e-04;7.189e-01;-6.294e-04;1.050e+00;6.796e-01;-5.950e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.304638000;1.050e+00;7.546e-01;-6.944e-04;7.184e-01;-6.611e-04;1.050e+00;6.792e-01;-6.250e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.307638000;1.050e+00;7.545e-01;-6.989e-04;7.183e-01;-6.653e-04;1.050e+00;6.791e-01;-6.290e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.309638000;1.050e+00;7.545e-01;-7.011e-04;7.182e-01;-6.674e-04;1.050e+00;6.790e-01;-6.310e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.327638000;1.050e+00;7.541e-01;-7.244e-04;7.178e-01;-6.896e-04;1.050e+00;6.787e-01;-6.520e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.328638000;1.050e+00;7.541e-01;-7.267e-04;7.178e-01;-6.917e-04;1.050e+00;6.787e-01;-6.540e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.329638000;1.051e+00;7.541e-01;-7.278e-04;7.178e-01;-6.928e-04;1.051e+00;6.787e-01;-6.550e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.340638000;1.051e+00;7.538e-01;-7.400e-04;7.176e-01;-7.044e-04;1.051e+00;6.784e-01;-6.660e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.355638000;1.051e+00;7.535e-01;-7.567e-04;7.173e-01;-7.203e-04;1.051e+00;6.782e-01;-6.810e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.363638000;1.051e+00;7.534e-01;-7.644e-04;7.172e-01;-7.277e-04;1.051e+00;6.781e-01;-6.880e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.364638000;1.051e+00;7.534e-01;-7.656e-04;7.171e-01;-7.287e-04;1.051e+00;6.780e-01;-6.890e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.370638000;1.051e+00;7.533e-01;-7.711e-04;7.170e-01;-7.340e-04;1.051e+00;6.780e-01;-6.940e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.377638000;1.051e+00;7.532e-01;-7.778e-04;7.169e-01;-7.404e-04;1.051e+00;6.778e-01;-7.000e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.382638000;1.051e+00;7.531e-01;-7.822e-04;7.168e-01;-7.446e-04;1.051e+00;6.778e-01;-7.040e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.390638000;1.051e+00;7.530e-01;-7.889e-04;7.167e-01;-7.509e-04;1.051e+00;6.777e-01;-7.100e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.391638000;1.051e+00;7.529e-01;-7.900e-04;7.167e-01;-7.520e-04;1.051e+00;6.776e-01;-7.110e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.397638000;1.051e+00;7.529e-01;-7.944e-04;7.166e-01;-7.562e-04;1.051e+00;6.776e-01;-7.150e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.398638000;1.051e+00;7.528e-01;-7.956e-04;7.166e-01;-7.573e-04;1.051e+00;6.776e-01;-7.160e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.399638000;1.051e+00;7.528e-01;-7.967e-04;7.166e-01;-7.583e-04;1.051e+00;6.775e-01;-7.170e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.404638000;1.051e+00;7.527e-01;-8.000e-04;7.165e-01;-7.615e-04;1.051e+00;6.775e-01;-7.200e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.406638000;1.051e+00;7.527e-01;-8.011e-04;7.165e-01;-7.626e-04;1.051e+00;6.774e-01;-7.210e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.410638000;1.051e+00;7.527e-01;-8.044e-04;7.164e-01;-7.657e-04;1.051e+00;6.774e-01;-7.240e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.411638000;1.051e+00;7.526e-01;-8.044e-04;7.164e-01;-7.657e-04;1.051e+00;6.774e-01;-7.240e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.413638000;1.051e+00;7.526e-01;-8.067e-04;7.164e-01;-7.678e-04;1.051e+00;6.774e-01;-7.260e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.414638000;1.051e+00;7.526e-01;-8.067e-04;7.164e-01;-7.678e-04;1.051e+00;6.773e-01;-7.260e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.422638000;1.051e+00;7.525e-01;-8.122e-04;7.163e-01;-7.731e-04;1.051e+00;6.773e-01;-7.310e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.423638000;1.051e+00;7.525e-01;-8.133e-04;7.163e-01;-7.742e-04;1.051e+00;6.772e-01;-7.320e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.424638000;1.051e+00;7.525e-01;-8.133e-04;7.162e-01;-7.742e-04;1.051e+00;6.772e-01;-7.320e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.431638000;1.051e+00;7.524e-01;-8.178e-04;7.162e-01;-7.784e-04;1.051e+00;6.771e-01;-7.360e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.432638000;1.051e+00;7.524e-01;-8.189e-04;7.161e-01;-7.795e-04;1.051e+00;6.771e-01;-7.370e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.439638000;1.051e+00;7.523e-01;-8.222e-04;7.161e-01;-7.826e-04;1.051e+00;6.771e-01;-7.400e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.440638000;1.051e+00;7.523e-01;-8.233e-04;7.160e-01;-7.837e-04;1.051e+00;6.770e-01;-7.410e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.449638000;1.051e+00;7.522e-01;-8.278e-04;7.159e-01;-7.879e-04;1.051e+00;6.770e-01;-7.450e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.450638000;1.051e+00;7.522e-01;-8.289e-04;7.159e-01;-7.890e-04;1.051e+00;6.769e-01;-7.460e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.458638000;1.051e+00;7.521e-01;-8.322e-04;7.158e-01;-7.921e-04;1.051e+00;6.769e-01;-7.490e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.459638000;1.051e+00;7.521e-01;-8.333e-04;7.158e-01;-7.932e-04;1.051e+00;6.768e-01;-7.500e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.460638000;1.051e+00;7.520e-01;-8.333e-04;7.158e-01;-7.932e-04;1.051e+00;6.768e-01;-7.500e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.468638000;1.051e+00;7.520e-01;-8.367e-04;7.157e-01;-7.964e-04;1.051e+00;6.768e-01;-7.530e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.469638000;1.051e+00;7.519e-01;-8.378e-04;7.157e-01;-7.974e-04;1.051e+00;6.768e-01;-7.540e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.470638000;1.051e+00;7.519e-01;-8.378e-04;7.157e-01;-7.974e-04;1.051e+00;6.767e-01;-7.540e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.479638000;1.051e+00;7.518e-01;-8.422e-04;7.156e-01;-8.016e-04;1.051e+00;6.767e-01;-7.580e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.480638000;1.051e+00;7.518e-01;-8.422e-04;7.156e-01;-8.016e-04;1.051e+00;6.767e-01;-7.580e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.481638000;1.051e+00;7.518e-01;-8.422e-04;7.156e-01;-8.016e-04;1.051e+00;6.766e-01;-7.580e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.487638000;1.051e+00;7.518e-01;-8.444e-04;7.156e-01;-8.038e-04;1.051e+00;6.766e-01;-7.600e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.488638000;1.051e+00;7.518e-01;-8.456e-04;7.155e-01;-8.048e-04;1.051e+00;6.766e-01;-7.610e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.498638000;1.051e+00;7.517e-01;-8.489e-04;7.155e-01;-8.080e-04;1.051e+00;6.765e-01;-7.640e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.499638000;1.051e+00;7.517e-01;-8.489e-04;7.154e-01;-8.080e-04;1.051e+00;6.765e-01;-7.640e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.509638000;1.051e+00;7.516e-01;-8.522e-04;7.154e-01;-8.112e-04;1.051e+00;6.764e-01;-7.670e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.510638000;1.051e+00;7.516e-01;-8.522e-04;7.153e-01;-8.112e-04;1.051e+00;6.764e-01;-7.670e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.517638000;1.051e+00;7.515e-01;-8.544e-04;7.153e-01;-8.133e-04;1.051e+00;6.764e-01;-7.690e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.518638000;1.051e+00;7.515e-01;-8.544e-04;7.153e-01;-8.133e-04;1.051e+00;6.763e-01;-7.690e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.523638000;1.051e+00;7.515e-01;-8.556e-04;7.152e-01;-8.143e-04;1.051e+00;6.763e-01;-7.700e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.524638000;1.051e+00;7.514e-01;-8.556e-04;7.152e-01;-8.143e-04;1.051e+00;6.763e-01;-7.700e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.531638000;1.051e+00;7.514e-01;-8.578e-04;7.152e-01;-8.164e-04;1.051e+00;6.763e-01;-7.720e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.532638000;1.051e+00;7.514e-01;-8.578e-04;7.152e-01;-8.164e-04;1.051e+00;6.762e-01;-7.720e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.547638000;1.051e+00;7.513e-01;-8.600e-04;7.151e-01;-8.185e-04;1.051e+00;6.762e-01;-7.740e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.548638000;1.051e+00;7.513e-01;-8.611e-04;7.151e-01;-8.196e-04;1.051e+00;6.761e-01;-7.750e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.550638000;1.051e+00;7.513e-01;-8.611e-04;7.150e-01;-8.196e-04;1.051e+00;6.761e-01;-7.750e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.551638000;1.051e+00;7.512e-01;-8.611e-04;7.150e-01;-8.196e-04;1.051e+00;6.761e-01;-7.750e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.563638000;1.051e+00;7.512e-01;-8.633e-04;7.150e-01;-8.217e-04;1.051e+00;6.761e-01;-7.770e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.564638000;1.051e+00;7.512e-01;-8.633e-04;7.149e-01;-8.217e-04;1.051e+00;6.760e-01;-7.770e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.572638000;1.051e+00;7.511e-01;-8.644e-04;7.149e-01;-8.228e-04;1.051e+00;6.760e-01;-7.780e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.579638000;1.051e+00;7.511e-01;-8.644e-04;7.149e-01;-8.228e-04;1.051e+00;6.760e-01;-7.780e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.580638000;1.051e+00;7.511e-01;-8.644e-04;7.148e-01;-8.228e-04;1.051e+00;6.760e-01;-7.780e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.619638000;1.051e+00;7.509e-01;-8.656e-04;7.146e-01;-8.238e-04;1.051e+00;6.758e-01;-7.790e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.620638000;1.051e+00;7.508e-01;-8.656e-04;7.146e-01;-8.238e-04;1.051e+00;6.758e-01;-7.790e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.622638000;1.051e+00;7.508e-01;-8.656e-04;7.146e-01;-8.238e-04;1.051e+00;6.758e-01;-7.790e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.623638000;1.051e+00;7.508e-01;-8.656e-04;7.146e-01;-8.238e-04;1.051e+00;6.757e-01;-7.790e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.640638000;1.051e+00;7.508e-01;-8.656e-04;7.145e-01;-8.238e-04;1.051e+00;6.757e-01;-7.790e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.641638000;1.051e+00;7.507e-01;-8.656e-04;7.145e-01;-8.238e-04;1.051e+00;6.757e-01;-7.790e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.647638000;1.051e+00;7.507e-01;-8.644e-04;7.145e-01;-8.227e-04;1.051e+00;6.757e-01;-7.780e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.648638000;1.051e+00;7.507e-01;-8.644e-04;7.145e-01;-8.227e-04;1.051e+00;6.756e-01;-7.780e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.661638000;1.051e+00;7.507e-01;-8.633e-04;7.145e-01;-8.217e-04;1.051e+00;6.756e-01;-7.770e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.662638000;1.051e+00;7.507e-01;-8.633e-04;7.144e-01;-8.217e-04;1.051e+00;6.756e-01;-7.770e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.671638000;1.051e+00;7.506e-01;-8.633e-04;7.144e-01;-8.217e-04;1.051e+00;6.756e-01;-7.770e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.674638000;1.051e+00;7.506e-01;-8.622e-04;7.144e-01;-8.206e-04;1.051e+00;6.756e-01;-7.760e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.675638000;1.051e+00;7.506e-01;-8.622e-04;7.144e-01;-8.206e-04;1.051e+00;6.755e-01;-7.760e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.681638000;1.051e+00;7.506e-01;-8.622e-04;7.144e-01;-8.206e-04;1.051e+00;6.755e-01;-7.760e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.687638000;1.051e+00;7.506e-01;-8.611e-04;7.144e-01;-8.196e-04;1.051e+00;6.755e-01;-7.750e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.688638000;1.051e+00;7.506e-01;-8.611e-04;7.143e-01;-8.196e-04;1.051e+00;6.755e-01;-7.750e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.707638000;1.051e+00;7.505e-01;-8.578e-04;7.143e-01;-8.164e-04;1.051e+00;6.755e-01;-7.720e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.708638000;1.051e+00;7.505e-01;-8.578e-04;7.143e-01;-8.164e-04;1.051e+00;6.754e-01;-7.720e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.724638000;1.051e+00;7.505e-01;-8.544e-04;7.142e-01;-8.132e-04;1.051e+00;6.754e-01;-7.690e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.725638000;1.051e+00;7.504e-01;-8.544e-04;7.142e-01;-8.132e-04;1.051e+00;6.754e-01;-7.690e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.753638000;1.051e+00;7.504e-01;-8.489e-04;7.142e-01;-8.079e-04;1.051e+00;6.753e-01;-7.640e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.754638000;1.051e+00;7.504e-01;-8.489e-04;7.141e-01;-8.079e-04;1.051e+00;6.753e-01;-7.640e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.794638000;1.051e+00;7.503e-01;-8.389e-04;7.141e-01;-7.984e-04;1.051e+00;6.753e-01;-7.550e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.795638000;1.051e+00;7.503e-01;-8.389e-04;7.141e-01;-7.984e-04;1.051e+00;6.752e-01;-7.550e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.811638000;1.051e+00;7.502e-01;-8.344e-04;7.140e-01;-7.942e-04;1.051e+00;6.752e-01;-7.510e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.819638000;1.051e+00;7.502e-01;-8.322e-04;7.140e-01;-7.920e-04;1.051e+00;6.752e-01;-7.490e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.858638000;1.051e+00;7.502e-01;-8.200e-04;7.139e-01;-7.804e-04;1.051e+00;6.752e-01;-7.380e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.859638000;1.051e+00;7.502e-01;-8.189e-04;7.139e-01;-7.793e-04;1.051e+00;6.751e-01;-7.370e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.869638000;1.051e+00;7.502e-01;-8.156e-04;7.139e-01;-7.762e-04;1.051e+00;6.751e-01;-7.340e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.870638000;1.051e+00;7.501e-01;-8.156e-04;7.139e-01;-7.762e-04;1.051e+00;6.751e-01;-7.340e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.923638000;1.051e+00;7.501e-01;-7.967e-04;7.139e-01;-7.582e-04;1.051e+00;6.751e-01;-7.170e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.924638000;1.051e+00;7.501e-01;-7.967e-04;7.138e-01;-7.582e-04;1.051e+00;6.751e-01;-7.170e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.952638000;1.051e+00;7.501e-01;-7.856e-04;7.138e-01;-7.476e-04;1.051e+00;6.751e-01;-7.070e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.953638000;1.051e+00;7.501e-01;-7.844e-04;7.138e-01;-7.465e-04;1.051e+00;6.750e-01;-7.060e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.957638000;1.051e+00;7.501e-01;-7.833e-04;7.138e-01;-7.455e-04;1.051e+00;6.750e-01;-7.050e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.958638000;1.051e+00;7.500e-01;-7.833e-04;7.138e-01;-7.455e-04;1.051e+00;6.750e-01;-7.050e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.964638000;1.051e+00;7.500e-01;-7.811e-04;7.138e-01;-7.434e-04;1.051e+00;6.750e-01;-7.030e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
0.986638000;1.051e+00;7.500e-01;-7.722e-04;7.138e-01;-7.349e-04;1.051e+00;6.750e-01;-6.950e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
1.028638000;1.051e+00;7.500e-01;-7.544e-04;7.138e-01;-7.180e-04;1.051e+00;6.750e-01;-6.790e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
1.029638000;1.051e+00;7.500e-01;-7.533e-04;7.137e-01;-7.169e-04;1.051e+00;6.750e-01;-6.780e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
1.121638000;1.051e+00;7.500e-01;-7.122e-04;7.137e-01;-6.778e-04;1.051e+00;6.750e-01;-6.410e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
1.122638000;1.051e+00;7.499e-01;-7.111e-04;7.137e-01;-6.767e-04;1.051e+00;6.750e-01;-6.400e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
1.136638000;1.051e+00;7.499e-01;-7.044e-04;7.137e-01;-6.704e-04;1.051e+00;6.750e-01;-6.340e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
1.137638000;1.051e+00;7.499e-01;-7.044e-04;7.137e-01;-6.704e-04;1.051e+00;6.749e-01;-6.340e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
1.411638000;1.051e+00;7.499e-01;-5.644e-04;7.136e-01;-5.371e-04;1.051e+00;6.749e-01;-5.080e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
1.413638000;1.051e+00;7.499e-01;-5.633e-04;7.136e-01;-5.361e-04;1.051e+00;6.749e-01;-5.070e-04;5.000e+01;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.000e+01
