time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_UPuInjTerminal;Wind_Turbine_GEN_IpInjTerminal;Wind_Turbine_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;2.168e-06;7.979e-01;2.103e-06;1.051e+00;1.055e+00;8.005e-01;1.134e-01;1.044e+00;7.500e-01;1.977e-06;1.000e+01;1.051e+00;5.000e+01;5.000e+01
0.000839000;1.044e+00;8.010e-01;9.011e-04;7.669e-01;8.628e-04;1.051e+00;1.054e+00;7.703e-01;1.061e-01;1.044e+00;7.209e-01;8.110e-04;1.000e+01;1.051e+00;4.992e+01;4.992e+01
0.001711000;1.044e+00;7.813e-01;1.657e-03;7.481e-01;1.586e-03;1.051e+00;1.054e+00;7.519e-01;1.021e-01;1.044e+00;7.032e-01;1.491e-03;1.000e+01;1.051e+00;4.992e+01;4.992e+01
0.002098000;1.044e+00;7.758e-01;1.898e-03;7.428e-01;1.817e-03;1.051e+00;1.054e+00;7.467e-01;1.010e-01;1.044e+00;6.982e-01;1.708e-03;1.000e+01;1.051e+00;4.993e+01;4.993e+01
0.002195000;1.044e+00;7.746e-01;1.950e-03;7.417e-01;1.867e-03;1.051e+00;1.054e+00;7.456e-01;1.008e-01;1.044e+00;6.972e-01;1.755e-03;1.000e+01;1.051e+00;4.993e+01;4.993e+01
0.002291000;1.044e+00;7.736e-01;1.999e-03;7.407e-01;1.914e-03;1.051e+00;1.054e+00;7.446e-01;1.006e-01;1.044e+00;6.962e-01;1.799e-03;1.000e+01;1.051e+00;4.994e+01;4.994e+01
0.002388000;1.044e+00;7.726e-01;2.044e-03;7.397e-01;1.957e-03;1.051e+00;1.054e+00;7.436e-01;1.004e-01;1.044e+00;6.953e-01;1.840e-03;1.000e+01;1.051e+00;4.994e+01;4.994e+01
0.002775000;1.044e+00;7.693e-01;2.200e-03;7.365e-01;2.106e-03;1.051e+00;1.054e+00;7.405e-01;9.976e-02;1.044e+00;6.924e-01;1.980e-03;1.000e+01;1.051e+00;4.995e+01;4.995e+01
0.003879000;1.044e+00;7.640e-01;2.461e-03;7.315e-01;2.356e-03;1.051e+00;1.054e+00;7.356e-01;9.878e-02;1.044e+00;6.876e-01;2.215e-03;1.000e+01;1.051e+00;4.997e+01;4.997e+01
0.004053000;1.044e+00;7.636e-01;2.486e-03;7.311e-01;2.380e-03;1.051e+00;1.054e+00;7.352e-01;9.870e-02;1.044e+00;6.872e-01;2.237e-03;1.000e+01;1.051e+00;4.998e+01;4.998e+01
