time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr1_XFMR_Tap;StepUp_Xfmr2_XFMR_Tap;Wind_Turbine1_GEN_InjectedActiveCurrent;Wind_Turbine1_GEN_InjectedReactiveCurrent;Wind_Turbine1_GEN_AVRSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_InjectedActiveCurrent;Wind_Turbine2_GEN_InjectedReactiveCurrent;Wind_Turbine2_GEN_AVRSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;Wind_Turbine1_GEN_InjectedCurrent;Wind_Turbine2_GEN_InjectedCurrent;NetworkFrequencyPu
0.000000000;1.044e+00;4.167e-01;-4.698e-07;3.989e-01;-4.498e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000001000;1.044e+00;4.167e-01;-4.698e-07;3.989e-01;-4.498e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000002000;1.044e+00;4.167e-01;-4.698e-07;3.989e-01;-4.498e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000004000;1.044e+00;4.167e-01;-4.698e-07;3.989e-01;-4.498e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000008000;1.044e+00;4.167e-01;-4.698e-07;3.989e-01;-4.498e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000016000;1.044e+00;4.167e-01;-4.698e-07;3.989e-01;-4.498e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000032000;1.044e+00;4.167e-01;-4.698e-07;3.989e-01;-4.498e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000064000;1.044e+00;4.167e-01;-4.698e-07;3.989e-01;-4.498e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000128000;1.044e+00;4.167e-01;-4.698e-07;3.989e-01;-4.498e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000256000;1.044e+00;4.167e-01;-4.698e-07;3.989e-01;-4.498e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000512000;1.044e+00;4.167e-01;-4.698e-07;3.989e-01;-4.498e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.001024000;1.044e+00;4.167e-01;-4.698e-07;3.989e-01;-4.498e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.042e-01;-6.511e-03;1.043e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.002048000;1.044e+00;4.167e-01;-1.050e-06;3.989e-01;-1.005e-06;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.510e-03;1.043e+00;1.000e+00;4.042e-01;-6.510e-03;1.043e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.004096000;1.044e+00;4.167e-01;-2.210e-06;3.989e-01;-2.116e-06;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.509e-03;1.043e+00;1.000e+00;4.042e-01;-6.509e-03;1.043e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.008192000;1.044e+00;4.167e-01;-5.703e-06;3.989e-01;-5.460e-06;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.506e-03;1.043e+00;1.000e+00;4.042e-01;-6.506e-03;1.043e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.016384000;1.044e+00;4.167e-01;-1.672e-05;3.989e-01;-1.601e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.495e-03;1.043e+00;1.000e+00;4.042e-01;-6.495e-03;1.043e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
