time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr1_XFMR_Tap;StepUp_Xfmr2_XFMR_Tap;Wind_Turbine1_GEN_InjectedActiveCurrent;Wind_Turbine1_GEN_InjectedReactiveCurrent;Wind_Turbine1_GEN_AVRSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_InjectedActiveCurrent;Wind_Turbine2_GEN_InjectedReactiveCurrent;Wind_Turbine2_GEN_AVRSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;Wind_Turbine1_GEN_InjectedCurrent;Wind_Turbine2_GEN_InjectedCurrent;NetworkFrequencyPu
0.0;1.0444459862115292;0.41666681790522275;0.3989372278703086;-9.814571341453087e-07;-9.584126075585332e-07;1.0446857626742172;1.044691943626683;9.999933442316626;9.999945182131222;0.40421135684590315;-0.006510999668210689;1.044659504980246;1.0000169512048218;0.404207732288062;-0.0065109953849091;1.0446817574431249;0.9999985872429604;0.4042640275882257;0.4042603903452009;0.9999924891278549
0.0;1.0444459468460947;0.41666680307682663;0.3989372205486066;-9.8147965284789e-07;-9.58458055683049e-07;1.0446857165683718;1.0446919034774174;9.999933208600664;9.99994480403998;0.40421135841358546;-0.006510999674739894;1.0446594663459812;1.0000169291493408;0.40420774285893935;-0.0065109953829239385;1.044681739343702;0.9999986124373373;0.40426403399335975;0.4042603726661512;0.9999925002428195
1e-06;1.0444459040914802;0.4166667871412267;0.39893721260972287;-9.815043208430795e-07;-9.585068067178578e-07;1.0446856665559636;1.0446918602688942;9.999932957802717;9.999944395772495;0.4042113600907811;-0.0065109996817212315;1.0446594245138592;1.000016905620463;0.4042077542608212;-0.006510995380820248;1.0446817199719172;0.9999986394215439;0.40426404087846235;0.40426035361781354;0.9999925121562674
2e-06;1.0444458576201336;0.41666677008681513;0.39893720394919596;-9.81531530690425e-07;-9.585587002862958e-07;1.0446856120619852;1.044691813806792;9.999932688768537;9.99994395531284;0.4042113618742474;-0.0065109996891517955;1.044659379032461;1.000016880843085;0.404207766575893;-0.006510995378618397;1.0446816994036006;0.9999986681150773;0.4042640482501924;0.40426033310024523;0.9999925250174326
4e-06;1.0444458072870237;0.41666675192403446;0.3989371944297367;-9.815615678070912e-07;-9.586133898342383e-07;1.044685552464911;1.044691763868246;9.999932399415515;9.999943481241187;0.40421136376620226;-0.006510999697040537;1.0446593293942221;1.00001685523069;0.40420777990478307;-0.006510995376337515;1.0446816777257342;0.9999986983399708;0.404264056105779;0.40426031101945115;0.9999925390379572
8e-06;1.0444457530608457;0.41666673267149795;0.39893718389728966;-9.815946064681348e-07;-9.586704935918927e-07;1.0446854871482758;1.0446917101808808;9.999932087022955;9.99994297243863;0.40421136577665034;-0.006510999705412653;1.0446592751167825;1.0000168292819467;0.40420779434770726;-0.006510995373981222;1.0446816549392626;0.9999987298359255;0.4042640644447421;0.404260287313099;0.9999925543729636
1.6e-05;1.0444456948842347;0.4166667123381287;0.3989371722194819;-9.816308133689228e-07;-9.587297410343434e-07;1.044685415532106;1.044691652441968;9.999931749053232;9.99994242759551;0.40421136791949236;-0.006510999714303586;1.0446592158673622;1.0000168034800199;0.4042078099744718;-0.006510995371530889;1.0446816309235818;0.9999987623213337;0.40426407327574077;0.4042602619428906;0.999992571083254
3.2e-05;1.044445632624144;0.4166666909216361;0.39893715931350066;-9.81670379477568e-07;-9.587910705815227e-07;1.044685337078295;1.0446915903392076;9.999931384036946;9.99994184521581;0.4042113702136224;-0.006510999723747708;1.0446591515236165;1.0000167782843261;0.40420782683125006;-0.006510995368957329;1.044681605515643;0.9999987955520944;0.4042640826114899;0.4042602348513999;0.9999925891737259
6.4e-05;1.0444455661059056;0.4166666684305304;0.39893714513702977;-9.817134501986086e-07;-9.58854672020266e-07;1.044685251265925;1.0446915235779284;9.999930991803511;9.999941224442322;0.4042113726860692;-0.006510999733773322;1.0446590820994626;1.0000167541279348;0.4042078449789344;-0.0065109953662434075;1.044681578580959;0.9999988292834856;0.404264092459199;0.40426020593752443;0.999992608657527
0.000128;1.0444454951599857;0.4166666448930388;0.39893712966590095;-9.817601351051369e-07;-9.589208700630598e-07;1.0446851575671179;1.0446914519835646;9.999930573257705;9.999940565825211;0.40421137536728746;-0.006510999744410342;1.0446590076736015;1.0000167313675865;0.40420786450533863;-0.006510995363401831;1.044681549995407;0.9999988631856779;0.40426410281668995;0.4042601750797199;0.9999926296140326
