time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr1_XFMR_Tap;StepUp_Xfmr2_XFMR_Tap;Wind_Turbine1_GEN_InjectedActiveCurrent;Wind_Turbine1_GEN_InjectedReactiveCurrent;Wind_Turbine1_GEN_AVRSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_InjectedActiveCurrent;Wind_Turbine2_GEN_InjectedReactiveCurrent;Wind_Turbine2_GEN_AVRSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;Wind_Turbine1_GEN_InjectedCurrent;Wind_Turbine2_GEN_InjectedCurrent;NetworkFrequencyPu
0.0;1.000001420460454;0.39893500594329706;0.3989367877345405;-0.21276753411214167;-0.21276559456894434;0.9949902319214641;0.9950239861417318;9.999874150772575;10.00011764244024;0.40626117547067275;0.20620199714860415;1.0394438768158876;1.0000170180734513;0.4062637319348151;0.20620199423318528;1.0394263779467716;1.0000108267685606;0.4555904929451015;0.45559438678975217;0.9999883029182078
0.0;1.0000013966351746;0.39893504435123;0.39893680003137294;-0.21276752893527348;-0.2127655928430157;0.994990244815528;0.9950239431488916;9.999874281780567;10.000117539266032;0.40626116385227456;0.20620199712903256;1.0394438379841988;1.0000170225526208;0.4062637005885595;0.206201994246133;1.0394264190574938;1.0000108726274894;0.45559051461922206;0.4555943776784753;0.9999882849731606
1e-06;1.0000013712918365;0.3989350857778249;0.3989368131502664;-0.2127680789479145;-0.2127661465311637;0.9949902582400814;0.9950238968485912;9.999874421211736;10.000117429804103;0.40626115139121266;0.2062019971079566;1.0394437961323868;1.0000170275224867;0.40626366668425323;0.20620199426000116;1.0394264629186702;1.0000109218487596;0.45559053799075494;0.4555943679778258;0.999988265703421
2e-06;1.0000013444947178;0.3989351303989064;0.39893682697363136;-0.21276862859151766;-0.21276670006401321;0.9949902717393796;0.9950238470916936;9.999874568369707;10.000117314292314;0.4062611380766746;0.20620299708532072;1.0394437510701706;1.0000170331025409;0.40626362996886245;0.20620299427478478;1.039426509370618;1.0000109744703856;0.45559101573159605;0.4555948103586589;0.9999882450290978
4e-06;1.0000013162533072;0.3989351783157588;0.3989368412856629;-0.21277028896355366;-0.21276836453954637;0.9949902847385029;0.9950237937761542;9.999874722534628;10.000117191797065;0.4062611238764624;0.2062039970610927;1.0394437025627705;1.000017039409618;0.40626359019888264;0.20620399429048508;1.0394265582759126;1.0000110305033891;0.45559149526517895;0.45559525230053816;0.9999882228389445
8e-06;1.0000012865633197;0.39893467398240723;0.39893630023845955;-0.2127725044844682;-0.21277058439347799;0.994990296620654;0.995023736822264;9.99987488324488;10.000117060148717;0.40626110873715315;0.2062049970352498;1.0394436502552462;1.0000170465565017;0.40626354714305934;0.20620499430711403;1.0394266095608427;1.0000110899312724;0.4555919765794485;0.4555956938730127;0.999988199050032
1.6e-05;1.0000012554425506;0.3989341728847539;0.39893575906620327;-0.21277749734987628;-0.21277558184295617;0.994990306839446;0.9950236761564337;9.999875050539934;10.000116916342732;0.4062610926064266;0.20620899700779727;1.0394435936733246;1.000017054634812;0.4062635006108832;0.2062089943246923;1.039426663177798;1.0000111526651831;0.45559381744827193;0.4555974929742765;0.9999881736555617
3.2e-05;1.0000012229297754;0.39893256378652003;0.3989341063516717;-0.21278748975754538;-0.21278557910311444;0.9949893150534391;0.9950226117084164;9.999875224977906;10.00011675686984;0.40626107543964085;0.2062159969787956;1.0394435322855684;1.0000170637154364;0.40626345050391444;0.20621599434324966;1.0394267190290116;1.0000112185348518;0.4555970178357786;0.4556006497524308;0.9999881466854132
6.4e-05;1.0000011890777394;0.3989304020610503;0.39893189738099005;-0.21280692613424004;-0.21280502061033232;0.9949893212125871;0.9950225434423736;9.999875407524378;10.000116578323372;0.40626205721232495;0.2062309969483661;1.0394434655443647;1.0000170738717828;0.40626439683207566;0.20623099436282843;1.0394267769782588;1.0000112873479585;0.45560473263852813;0.45560831929592654;0.9999881181263873
0.000128;1.0000011539661953;0.398925465228949;0.3989269096989818;-0.21284469536081324;-0.21284279525336022;0.9949883255375914;0.9950214714099441;9.999875599477635;10.000116378607439;0.4062620379603731;0.2062589969166759;1.0394433929142433;1.0000170851630499;0.4062643396811019;0.20625899438348796;1.0394268369090325;1.0000113589297912;0.45561744240624347;0.45562098229421955;0.9999880879269002
0.000256;1.0000011176657322;0.39891775296503074;0.3989191430986774;-0.21291524187263008;-0.21291334749053373;0.9949863284132394;0.9950193957066169;9.999875802808207;10.000116157674265;0.4062640177957608;0.20631199688390753;1.0394433139426513;1.0000170975701854;0.406266279176662;0.2063119944052822;1.0394268986825193;1.0000114331180232;0.4556432571692463;0.4556467488632369;0.9999880561194973
0.000512;1.000001080127479;0.3989100426905597;0.39891137517478253;-0.21303856564469764;-0.21303667734466541;0.9949833303037448;0.9950163163148592;9.999876020661775;10.000115916394137;0.40627199687215326;0.20640599685023844;1.0394432283450608;1.0000171109636269;0.40627421547636267;0.2064059944282204;1.039426962111436;1.000011509746321;0.45569299638062916;0.4556964385061306;0.9999880229511033
0.000768;1.0000010411644389;0.39891066739793185;0.3989119391184643;-0.21313966663882464;-0.21313778483816237;0.9949813317156889;0.995014233037084;9.999876256818602;10.000115654654286;0.4062859753631577;0.20648299681585575;1.0394431360316447;1.0000171251271457;0.40628814877388414;0.20648299445227034;1.0394270270012251;1.000011588596463;0.45574039691028895;0.4557437881092084;0.9999879888862694
0.00128;1.000001000607723;0.3989340712444352;0.39893527928268396;-0.2132841003755388;-0.2132822255543015;0.9949773331725817;0.9950101456030109;9.999876514412884;10.00011537082766;0.40632795347899;0.2065929967809708;1.0394430371194503;1.0000171397987552;0.40633007928855336;0.20659299447740403;1.0394270931002016;1.0000116693445553;0.4558277217789993;0.45583106068371776;0.9999879544889738
0.001792;1.0000009584651472;0.3989830317700377;0.39898417340005965;-0.21336020016393825;-0.21335833287558398;0.9949753352227614;0.995008053810603;9.999876795799644;10.000115062625746;0.4063889314676481;0.20664699674580314;1.0394429319716323;1.0000171547154044;0.4063910072410296;0.20664699450361598;1.0394271600603666;1.000011751565818;0.4559066106582409;0.45590989588587005;0.999987920309741
0.002304;1.000000914948563;0.399054770970351;0.3990558437016599;-0.2133774104324533;-0.2133755513186694;0.9949753384822833;0.9950079576057005;9.999877103665789;10.000114728413147;0.4064669095941624;0.2066509967105617;1.039442821145235;1.0000171696571223;0.4064689328439453;0.20665099453089594;1.0394272275761969;1.0000118347761064;0.4559779918908104;0.4559812220395409;0.9999878868065714
0.002816;1.0000008703933054;0.399145955275874;0.3991469569142624;-0.21334406450711732;-0.21334221429777625;0.9949763436677596;0.9950088570633107;9.999877441541777;10.00011436808174;0.4065618881318766;0.20660899667543597;1.039442705238763;1.0000171844945405;0.4065638563215553;0.2066089945592105;1.0394272955342228;1.0000119184563054;0.4560436885078441;0.4560468621399564;0.9999878542709214
0.003328;1.0000008250689707;0.39925380666647303;0.39925473533378025;-0.213267384612318;-0.21326554411144985;0.9949783515670839;0.9950107522855921;9.99987781305526;10.000113982608491;0.40667086734661423;0.20652599664058954;1.0394425847977384;1.0000171992392277;0.40667277791638473;0.2065259945885256;1.0394273640128924;1.0000120020590169;0.4561033154165369;0.45610643103915294;0.9999878228255452
0.00384;1.0000007789673366;0.3993766582277569;0.39937751234438346;-0.2131518151998823;-0.21314998526939333;0.9949813629554624;0.9950136433250202;9.999878220979415;10.000113572609477;0.4067948474612077;0.20640599660616032;1.0394424603027057;1.0000172140032073;0.40679669785580835;0.20640599461883208;1.0394274332256972;1.0000120850230454;0.456159609122571;0.45616266517803095;0.9999877925033972
0.004864;1.0000007318012456;0.3996595097054156;0.3996602879630169;-0.2128295784988923;-0.21282776004371923;0.9949893785372654;0.9950215301511364;9.999878666715109;10.000113137226128;0.40707682864266864;0.20607599657227424;1.039442332166163;1.0000172288092992;0.4070786163153001;0.20607599465014217;1.039427503482226;1.0000121667828086;0.4562620064629719;0.4562650013482838;0.9999877633238662
0.005888;1.0000006832336257;0.39998680529512465;0.3999875066169531;-0.2124017856220164;-0.2123999795784552;0.9949993989419115;0.9950314126315001;9.999879150128677;10.000112674588163;0.4074018110284881;0.20564099653905074;1.039442200729647;1.0000172434219614;0.40740253340093824;0.2056409946824723;1.039427575137193;1.0000122467403554;0.4563558529007706;0.45635789231932467;0.9999877353638699
0.007936;1.0000006330749927;0.40073521143973345;0.4007358349226761;-0.21134343656163976;-0.21134164389270277;0.9950264247248585;0.9950582905899179;9.999879669898109;10.000112183389094;0.4081427947514817;0.20456899650658633;1.0394420662880721;1.0000172573735293;0.4081434491522889;0.20456899471582674;1.0394276485145832;1.0000123242712793;0.45653617047328454;0.456538144418442;0.9999877088008061
0.009984;1.0000005813190587;0.4015786168438342;0.40157916168757424;-0.21009953129580144;-0.2100977529949458;0.9950574563488199;0.9950891639229458;9.999880224234197;10.000111663844356;0.40897777993454393;0.2033079964749399;1.0394419291378836;1.0000172701202699;0.40897736357207054;0.20330799475018194;1.0394277238328793;1.000012398828762;0.4567201277883028;0.45672113933472397;0.9999876838518297
0.010197;1.0000005280799602;0.4016692435931612;0.4016697090268129;-0.20996506978467372;-0.20996330688644965;0.9950604941966408;0.9950920326659654;9.999880811542106;10.000111117648679;0.40906776668016154;0.20317299644413978;1.0394417895718762;1.000017281161367;0.409067276657218;0.2031729947854703;1.0394278012126341;1.0000124700612902;0.45674069566162556;0.4567416403834976;0.9999876607201755
0.010197;1.000000473434999;0.4016693138216196;0.4016696990473603;-0.2099650519758514;-0.20996330557115453;0.9950605386234406;0.9950918969854594;9.999881430633668;10.000110547503288;0.40906775508554316;0.20317299641419564;1.0394416477890387;1.0000172900720732;0.40906718841490486;0.2031729948215785;1.039427880821671;1.0000125378828695;0.45674073863300035;0.45674161605144237;0.9999876396447097
0.010197;1.0000004172058492;0.401669383023834;0.4016696872069721;-0.2099650333727908;-0.2099633046208208;0.9950605899552126;0.9950917571284308;9.999882079946136;10.000109956439792;0.4090677452724325;0.2031729963851078;1.039441503858071;1.000017296545318;0.4090670988824879;0.20317299485837415;1.0394279630331078;1.0000126024760394;0.4567407820296999;0.45674159155672706;0.999987620904403
0.010197;1.0000003588370996;0.40166945113283803;0.4016696734398593;-0.2099650139347084;-0.20996330406362199;0.9950606484111452;0.9950916133681077;9.999882756640638;10.000109347394424;0.4090677373982328;0.2031729963568688;1.0394413578167725;1.0000173004704387;0.4090670081314151;0.20317299489572926;1.039428048398743;1.0000126641998426;0.4567408259006683;0.4567415670742183;0.9999876047074723
0.010198;1.0000002974806805;0.40167007361806006;0.4016702132647801;-0.20996443807755655;-0.2099627483784149;0.9950607140237167;0.995091465947622;9.999883457017757;10.000108723222015;0.4090677316205177;0.20317199632944974;1.0394412097481502;1.000017301938388;0.4090669162403303;0.20317199493350926;1.0394281374803023;1.0000127234725489;0.4567404254336478;0.45674109786743605;0.9999875911066092
