time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr1_XFMR_Tap;StepUp_Xfmr2_XFMR_Tap;Wind_Turbine1_GEN_InjectedActiveCurrent;Wind_Turbine1_GEN_InjectedReactiveCurrent;Wind_Turbine1_GEN_AVRSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_InjectedActiveCurrent;Wind_Turbine2_GEN_InjectedReactiveCurrent;Wind_Turbine2_GEN_AVRSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;Wind_Turbine1_GEN_InjectedCurrent;Wind_Turbine2_GEN_InjectedCurrent;NetworkFrequencyPu
0.0;1.0444185051812616;0.41666161621063935;0.39893825238262304;-9.549050248581905e-07;-2.4695381014333447e-07;1.044656426782879;1.0446571030396454;9.999917786560031;9.999947140841822;0.4042129020618573;-0.006510999619316168;1.0446656965920753;1.0000078896984617;0.40421280515076885;-0.006511000392970214;1.044666454114085;0.9999905309467778;0.4042639422190716;0.4042696878192205;0.9999835690659472
0.0;1.0444184216879029;0.41666162186682615;0.39893824433316666;-9.573250242417344e-07;-2.4827313870260725e-07;1.044656455554118;1.0446571967230307;9.999918477035656;9.999947122504178;0.4042128919673946;-0.006510999616282109;1.0446656876009286;1.0000078400941916;0.4042128170836056;-0.00651100035912709;1.0446664572995241;0.9999906091414115;0.40426392111318193;0.404269675293118;0.9999835767549187
1e-06;1.0444183317753235;0.4166616281041984;0.3989382355810277;-9.599346337176847e-07;-2.4968683784354933e-07;1.0446564864969674;1.0446572975008945;9.999919217529316;9.9999471049954;0.4042128812374541;-0.00651099961291621;1.0446656782431452;1.0000077870252209;0.4042128298478704;-0.00651100032277403;1.0446664604118472;0.9999906931276875;0.4042638984899097;0.404269661813925;0.9999835851344705
2e-06;1.044418235232449;0.41666163509258064;0.3989382259977308;-9.627512738103122e-07;-2.5119499236415637e-07;1.044656519653442;1.044657405634007;9.999920006452689;9.999947090873018;0.40421286991743144;-0.0065109996090918585;1.0446656688058285;1.0000077305814619;0.40421284339682145;-0.006511000283909936;1.0446664633022746;0.9999907829737481;0.4042638744107102;0.4042696473696167;0.9999835943407497
4e-06;1.0444181320811796;0.41666164294413593;0.3989382154647618;-9.65795950215091e-07;-2.527963260875051e-07;1.0446565550568656;1.0446575212518208;9.999920840217083;9.999947083380732;0.4042128580249551;-0.006510999604673245;1.0446656596842476;1.0000076708472876;0.40421285766882087;-0.0065110002426126724;1.0446664659734044;0.9999908786005236;0.4042638490060238;0.4042696320028758;0.9999836045781174
8e-06;1.0444180225067452;0.4166616516756941;0.39893820391192064;-9.690917792577929e-07;-2.544872972285954e-07;1.0446565927384248;1.0446576443885458;9.999921714416555;9.99994708626947;0.4042128455741765;-0.006510999599549708;1.0446656513324775;1.0000076078781572;0.40421287263748035;-0.006511000198984039;1.0446664685701723;0.9999909797842961;0.40426382243983744;0.40426961580861304;0.9999836161396087
1.6e-05;1.0444179067068626;0.4166616612759764;0.3989381913113237;-9.726608791238552e-07;-2.562623367930658e-07;1.0446566326552922;1.0446577750796056;9.999922624763194;9.999947104069038;0.4042128326118789;-0.006510999593652822;1.044665644136292;1.0000075417101975;0.40421288835184077;-0.006511000153121525;1.0446664713333036;0.9999910862031229;0.40426379485646957;0.4042695989127178;0.9999836293573853
3.2e-05;1.0444177848823697;0.4166616717721101;0.3989381776517534;-9.765211415854366e-07;-2.581160788347465e-07;1.044656674653179;1.0446579133281357;9.999923566930818;9.999947142099614;0.40421281922767766;-0.006510999586953449;1.0446656383229487;1.000007472410321;0.4042129049242223;-0.006511000105147061;1.0446664745843264;0.9999911974836015;0.4042637663615597;0.4042695814688613;0.9999836445092408
6.4e-05;1.044417657351331;0.4166616832159817;0.3989381629285719;-9.806850685530948e-07;-2.600457909104069e-07;1.0446567185168585;1.0446580589467807;9.99992453556137;9.999947205945098;0.4042128055448079;-0.00651099957943053;1.0446656340287588;1.0000074001373251;0.4042129224714878;-0.006511000055228027;1.044666478644265;0.9999913132238141;0.4042637370464819;0.4042695636804526;0.9999836617850832
0.000128;1.0444175245653595;0.41666169563741895;0.3989381471418673;-9.851607950769653e-07;-2.620507849550292e-07;1.0446567640422189;1.0446582115154899;9.999925524348836;9.999947301054343;0.4042127917126582;-0.006510999571045407;1.0446656313787466;1.000007325089562;0.40421294105729444;-0.006511000003547451;1.044666483710173;0.9999914330284636;0.4042637069788421;0.4042695458083816;0.9999836813435173
0.000256;1.0444173870506757;0.4166617090307261;0.3989381302804389;-9.899521870753223e-07;-2.641297503735413e-07;1.0446568110838141;1.0446583704486727;9.999926527676074;9.999947432624921;0.40421277791016536;-0.006510999561768889;1.0446656304405388;1.0000072473812778;0.4042129606697884;-0.006510999950261139;1.0446664898955058;0.9999915565241356;0.4042636761636119;0.40426952813748096;0.9999837033317888
0.000512;1.0444172453977105;0.4166617233620633;0.39893811228378995;-9.950567875520544e-07;-2.6628049769511545e-07;1.0446568595815382;1.0446585350397695;9.999927541601995;9.999947605181834;0.4042127643418541;-0.00651099955162976;1.044665631171089;1.0000071670087196;0.404212981242456;-0.006510999895493378;1.0446664973764355;0.9999916833738827;0.4042636445577043;0.40426951093468905;0.9999837278135105
0.001024;1.0444161046198843;0.416661341377786;0.3989380930146719;-9.632264101245429e-07;-2.3284989869164472e-07;1.044656909581992;1.0446587045287354;9.99992856338466;9.999947821656189;0.4042127512191943;-0.006510999540725123;1.0446656334284867;1.0000070839098871;0.404213002682453;-0.006510999839367938;1.0446665064002703;0.9999918133337629;0.40426361214568374;0.4042694944443859;0.9999837547436631
0.002048;1.0444159566337419;0.41666135740439253;0.3989380722767916;-9.689194326225907e-07;-2.3514503202661279e-07;1.0446569612693295;1.0446588782104484;9.999929590676059;9.99994808272695;0.4042127387427326;-0.006510999529197386;1.0446656370087342;1.0000069980079596;0.40421302486575844;-0.006510999782038291;1.0446665171927327;0.9999919462470929;0.4042635790053938;0.40426947889600046;0.9999837840580685
0.004096;1.0444158064014897;0.4166613742121093;0.39893804986739917;-9.74878726823792e-07;-2.3751773310716407e-07;1.0446570149689416;1.044659055504778;9.999930620948879;9.99994838707385;0.40421272710016964;-0.006510999517207568;1.0446656416612838;1.0000069091963673;0.4042130476297821;-0.0065109997236949095;1.0446665299166162;0.9999920819700745;0.4042635453038418;0.40426946448653506;0.9999838157627204
