time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr1_XFMR_Tap;StepUp_Xfmr2_XFMR_Tap;Wind_Turbine1_GEN_InjectedActiveCurrent;Wind_Turbine1_GEN_InjectedReactiveCurrent;Wind_Turbine1_GEN_AVRSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_InjectedActiveCurrent;Wind_Turbine2_GEN_InjectedReactiveCurrent;Wind_Turbine2_GEN_AVRSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;Wind_Turbine1_GEN_InjectedCurrent;Wind_Turbine2_GEN_InjectedCurrent;NetworkFrequencyPu
0.000000000;1.044e+00;4.167e-01;-4.363e-07;3.989e-01;-4.178e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000001000;1.044e+00;4.167e-01;-1.012e-06;3.989e-01;-9.690e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000002000;1.044e+00;4.167e-01;-1.012e-06;3.989e-01;-9.690e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000004000;1.044e+00;4.167e-01;-1.012e-06;3.989e-01;-9.690e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000008000;1.044e+00;4.167e-01;-1.012e-06;3.989e-01;-9.690e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000016000;1.044e+00;4.167e-01;-1.012e-06;3.989e-01;-9.690e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000032000;1.044e+00;4.167e-01;-1.012e-06;3.989e-01;-9.690e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000064000;1.044e+00;4.167e-01;-1.012e-06;3.989e-01;-9.690e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000128000;1.044e+00;4.167e-01;-1.012e-06;3.989e-01;-9.690e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000256000;1.044e+00;4.167e-01;-1.012e-06;3.989e-01;-9.690e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.000512000;1.044e+00;4.167e-01;-1.012e-06;3.989e-01;-9.690e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.001024000;1.044e+00;4.167e-01;-1.012e-06;3.989e-01;-9.690e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.002048000;1.044e+00;4.167e-01;-1.012e-06;3.989e-01;-9.690e-07;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.004096000;1.044e+00;4.167e-01;-1.588e-06;3.989e-01;-1.520e-06;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.042e-01;-6.511e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.008192000;1.044e+00;4.167e-01;-2.164e-06;3.989e-01;-2.072e-06;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.510e-03;1.047e+00;1.000e+00;4.042e-01;-6.510e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.016384000;1.044e+00;4.167e-01;-3.266e-06;3.989e-01;-3.127e-06;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.508e-03;1.047e+00;1.000e+00;4.042e-01;-6.508e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.026384000;1.044e+00;4.167e-01;-6.167e-06;3.989e-01;-5.905e-06;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.506e-03;1.047e+00;1.000e+00;4.042e-01;-6.506e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.036384000;1.044e+00;4.167e-01;-8.996e-06;3.989e-01;-8.614e-06;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.503e-03;1.047e+00;1.000e+00;4.042e-01;-6.503e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.046384000;1.044e+00;4.167e-01;-1.183e-05;3.989e-01;-1.132e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.500e-03;1.047e+00;1.000e+00;4.042e-01;-6.500e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.056384000;1.044e+00;4.167e-01;-1.530e-05;3.989e-01;-1.465e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.497e-03;1.047e+00;1.000e+00;4.042e-01;-6.497e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.066384000;1.044e+00;4.167e-01;-1.813e-05;3.989e-01;-1.736e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.494e-03;1.047e+00;1.000e+00;4.042e-01;-6.494e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.076384000;1.044e+00;4.167e-01;-2.154e-05;3.989e-01;-2.062e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.491e-03;1.047e+00;1.000e+00;4.042e-01;-6.491e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.086384000;1.044e+00;4.167e-01;-2.494e-05;3.989e-01;-2.388e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.488e-03;1.047e+00;1.000e+00;4.042e-01;-6.488e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.096384000;1.044e+00;4.167e-01;-2.835e-05;3.989e-01;-2.714e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.485e-03;1.047e+00;1.000e+00;4.042e-01;-6.485e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.106384000;1.044e+00;4.167e-01;-3.175e-05;3.989e-01;-3.040e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.482e-03;1.047e+00;1.000e+00;4.042e-01;-6.482e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.116384000;1.044e+00;4.167e-01;-3.516e-05;3.989e-01;-3.366e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.478e-03;1.047e+00;1.000e+00;4.042e-01;-6.478e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.126384000;1.044e+00;4.167e-01;-3.856e-05;3.989e-01;-3.692e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.475e-03;1.047e+00;1.000e+00;4.042e-01;-6.475e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.136384000;1.044e+00;4.167e-01;-4.197e-05;3.989e-01;-4.018e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.472e-03;1.047e+00;1.000e+00;4.042e-01;-6.472e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.146384000;1.044e+00;4.167e-01;-4.537e-05;3.989e-01;-4.344e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.468e-03;1.047e+00;1.000e+00;4.042e-01;-6.468e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.156384000;1.044e+00;4.167e-01;-4.935e-05;3.989e-01;-4.725e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.465e-03;1.047e+00;1.000e+00;4.042e-01;-6.465e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.166384000;1.044e+00;4.167e-01;-5.271e-05;3.989e-01;-5.047e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.461e-03;1.047e+00;1.000e+00;4.042e-01;-6.461e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.176384000;1.044e+00;4.167e-01;-5.669e-05;3.989e-01;-5.428e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.458e-03;1.047e+00;1.000e+00;4.042e-01;-6.458e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.186384000;1.044e+00;4.167e-01;-6.009e-05;3.989e-01;-5.754e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.454e-03;1.047e+00;1.000e+00;4.042e-01;-6.454e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.196384000;1.044e+00;4.167e-01;-6.408e-05;3.989e-01;-6.135e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.451e-03;1.047e+00;1.000e+00;4.042e-01;-6.451e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.206384000;1.044e+00;4.167e-01;-6.748e-05;3.989e-01;-6.461e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.447e-03;1.047e+00;1.000e+00;4.042e-01;-6.447e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.216384000;1.044e+00;4.167e-01;-7.141e-05;3.989e-01;-6.837e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.444e-03;1.047e+00;1.000e+00;4.042e-01;-6.444e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.226384000;1.044e+00;4.167e-01;-7.482e-05;3.989e-01;-7.163e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.440e-03;1.047e+00;1.000e+00;4.042e-01;-6.440e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.236384000;1.044e+00;4.167e-01;-7.880e-05;3.989e-01;-7.545e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.437e-03;1.047e+00;1.000e+00;4.042e-01;-6.437e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.246384000;1.044e+00;4.167e-01;-8.278e-05;3.989e-01;-7.926e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.433e-03;1.047e+00;1.000e+00;4.042e-01;-6.433e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.256384000;1.044e+00;4.167e-01;-8.618e-05;3.989e-01;-8.252e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.429e-03;1.047e+00;1.000e+00;4.042e-01;-6.429e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.266384000;1.044e+00;4.167e-01;-9.011e-05;3.989e-01;-8.628e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.426e-03;1.047e+00;1.000e+00;4.042e-01;-6.426e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.276384000;1.044e+00;4.167e-01;-9.409e-05;3.989e-01;-9.009e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.422e-03;1.047e+00;1.000e+00;4.042e-01;-6.422e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.286384000;1.044e+00;4.167e-01;-9.750e-05;3.989e-01;-9.335e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.419e-03;1.047e+00;1.000e+00;4.042e-01;-6.419e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.296384000;1.044e+00;4.167e-01;-1.015e-04;3.989e-01;-9.716e-05;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.415e-03;1.047e+00;1.000e+00;4.042e-01;-6.415e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
0.306384000;1.044e+00;4.167e-01;-1.055e-04;3.989e-01;-1.010e-04;1.047e+00;1.047e+00;1.000e+01;1.000e+01;4.042e-01;-6.411e-03;1.047e+00;1.000e+00;4.042e-01;-6.411e-03;1.047e+00;1.000e+00;4.043e-01;4.043e-01;1.000e+00
