time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;4.304e-07;7.979e-01;2.691e-07;1.044e+00;7.500e-01;-1.825e-08;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.977e-01;-1.490e-02;5.000e+01
0.000671000;1.044e+00;8.327e-01;-1.094e-03;7.976e-01;-1.048e-03;1.044e+00;7.495e-01;-9.849e-04;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.975e-01;-1.389e-02;5.000e+01
0.001160000;1.044e+00;8.315e-01;-2.012e-03;7.967e-01;-1.928e-03;1.044e+00;7.484e-01;-1.811e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.966e-01;-1.320e-02;5.000e+01
0.001218000;1.044e+00;8.313e-01;-2.130e-03;7.965e-01;-2.041e-03;1.044e+00;7.482e-01;-1.917e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.964e-01;-1.312e-02;5.000e+01
0.001264000;1.044e+00;8.311e-01;-2.226e-03;7.963e-01;-2.132e-03;1.044e+00;7.480e-01;-2.003e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.962e-01;-1.305e-02;5.000e+01
0.001683000;1.044e+00;8.290e-01;-3.130e-03;7.944e-01;-3.000e-03;1.044e+00;7.461e-01;-2.817e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.943e-01;-1.251e-02;5.000e+01
0.001704000;1.043e+00;8.289e-01;-3.178e-03;7.943e-01;-3.045e-03;1.043e+00;7.460e-01;-2.860e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.942e-01;-1.248e-02;5.000e+01
0.001746000;1.043e+00;8.286e-01;-3.272e-03;7.941e-01;-3.135e-03;1.043e+00;7.457e-01;-2.944e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.940e-01;-1.243e-02;5.000e+01
0.002228000;1.043e+00;8.248e-01;-4.382e-03;7.905e-01;-4.199e-03;1.043e+00;7.423e-01;-3.944e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.905e-01;-1.184e-02;5.000e+01
0.002249000;1.043e+00;8.246e-01;-4.431e-03;7.904e-01;-4.246e-03;1.043e+00;7.422e-01;-3.988e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.903e-01;-1.182e-02;5.000e+01
0.002375000;1.043e+00;8.234e-01;-4.724e-03;7.892e-01;-4.527e-03;1.043e+00;7.411e-01;-4.252e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.891e-01;-1.167e-02;5.000e+01
0.002396000;1.043e+00;8.232e-01;-4.773e-03;7.890e-01;-4.574e-03;1.043e+00;7.409e-01;-4.296e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.889e-01;-1.165e-02;5.000e+01
0.002417000;1.043e+00;8.230e-01;-4.822e-03;7.888e-01;-4.621e-03;1.043e+00;7.407e-01;-4.340e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.887e-01;-1.162e-02;5.000e+01
0.003091000;1.043e+00;8.149e-01;-6.359e-03;7.810e-01;-6.096e-03;1.043e+00;7.334e-01;-5.724e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.809e-01;-1.091e-02;5.000e+01
0.003204000;1.043e+00;8.133e-01;-6.606e-03;7.794e-01;-6.332e-03;1.043e+00;7.319e-01;-5.946e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.794e-01;-1.079e-02;5.000e+01
0.003468000;1.043e+00;8.093e-01;-7.162e-03;7.755e-01;-6.865e-03;1.043e+00;7.283e-01;-6.447e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.755e-01;-1.054e-02;5.000e+01
0.003506000;1.044e+00;8.087e-01;-7.240e-03;7.749e-01;-6.939e-03;1.044e+00;7.278e-01;-6.517e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.749e-01;-1.051e-02;5.000e+01
0.003619000;1.044e+00;8.068e-01;-7.468e-03;7.731e-01;-7.157e-03;1.044e+00;7.261e-01;-6.722e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.731e-01;-1.040e-02;5.000e+01
0.003694000;1.044e+00;8.056e-01;-7.617e-03;7.719e-01;-7.299e-03;1.044e+00;7.250e-01;-6.856e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.719e-01;-1.034e-02;5.000e+01
0.003732000;1.044e+00;8.049e-01;-7.690e-03;7.713e-01;-7.370e-03;1.044e+00;7.244e-01;-6.922e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.712e-01;-1.030e-02;5.000e+01
0.004222000;1.044e+00;7.959e-01;-8.580e-03;7.624e-01;-8.218e-03;1.044e+00;7.164e-01;-7.722e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.624e-01;-9.890e-03;5.000e+01
0.004630000;1.044e+00;7.877e-01;-9.220e-03;7.542e-01;-8.828e-03;1.044e+00;7.089e-01;-8.298e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.542e-01;-9.577e-03;5.000e+01
0.004697000;1.044e+00;7.862e-01;-9.318e-03;7.527e-01;-8.921e-03;1.044e+00;7.076e-01;-8.386e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.527e-01;-9.528e-03;5.000e+01
0.004765000;1.045e+00;7.847e-01;-9.412e-03;7.512e-01;-9.011e-03;1.045e+00;7.063e-01;-8.471e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.512e-01;-9.478e-03;5.000e+01
0.004833000;1.045e+00;7.832e-01;-9.504e-03;7.498e-01;-9.098e-03;1.045e+00;7.049e-01;-8.554e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.498e-01;-9.430e-03;5.000e+01
0.005376000;1.045e+00;7.706e-01;-1.015e-02;7.372e-01;-9.706e-03;1.045e+00;6.935e-01;-9.131e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.372e-01;-9.065e-03;5.000e+01
0.005444000;1.045e+00;7.689e-01;-1.022e-02;7.355e-01;-9.771e-03;1.045e+00;6.920e-01;-9.193e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.355e-01;-9.022e-03;5.000e+01
0.005512000;1.046e+00;7.672e-01;-1.028e-02;7.338e-01;-9.833e-03;1.046e+00;6.905e-01;-9.252e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.338e-01;-8.980e-03;5.000e+01
0.005648000;1.046e+00;7.638e-01;-1.041e-02;7.304e-01;-9.950e-03;1.046e+00;6.875e-01;-9.364e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.304e-01;-8.896e-03;5.000e+01
0.005784000;1.046e+00;7.604e-01;-1.052e-02;7.269e-01;-1.006e-02;1.046e+00;6.843e-01;-9.466e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.269e-01;-8.815e-03;5.000e+01
0.005919000;1.046e+00;7.568e-01;-1.062e-02;7.234e-01;-1.015e-02;1.046e+00;6.811e-01;-9.559e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.234e-01;-8.736e-03;5.000e+01
0.005987000;1.046e+00;7.550e-01;-1.067e-02;7.216e-01;-1.020e-02;1.046e+00;6.795e-01;-9.602e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.216e-01;-8.697e-03;5.000e+01
0.006055000;1.046e+00;7.532e-01;-1.072e-02;7.198e-01;-1.024e-02;1.046e+00;6.779e-01;-9.643e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.198e-01;-8.659e-03;5.000e+01
0.006191000;1.047e+00;7.495e-01;-1.080e-02;7.161e-01;-1.032e-02;1.047e+00;6.746e-01;-9.718e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.161e-01;-8.583e-03;5.000e+01
0.006557000;1.047e+00;7.392e-01;-1.098e-02;7.058e-01;-1.048e-02;1.047e+00;6.653e-01;-9.878e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.059e-01;-8.387e-03;5.000e+01
0.006679000;1.048e+00;7.357e-01;-1.102e-02;7.023e-01;-1.052e-02;1.048e+00;6.622e-01;-9.918e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;7.024e-01;-8.325e-03;5.000e+01
0.006802000;1.048e+00;7.322e-01;-1.106e-02;6.988e-01;-1.055e-02;1.048e+00;6.589e-01;-9.951e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.988e-01;-8.263e-03;5.000e+01
0.006924000;1.048e+00;7.285e-01;-1.109e-02;6.952e-01;-1.058e-02;1.048e+00;6.557e-01;-9.978e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.952e-01;-8.202e-03;5.000e+01
0.007046000;1.048e+00;7.249e-01;-1.111e-02;6.915e-01;-1.060e-02;1.048e+00;6.524e-01;-9.999e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.915e-01;-8.143e-03;5.000e+01
0.007168000;1.049e+00;7.212e-01;-1.113e-02;6.878e-01;-1.061e-02;1.049e+00;6.491e-01;-1.001e-02;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.878e-01;-8.084e-03;5.000e+01
0.007413000;1.049e+00;7.136e-01;-1.114e-02;6.803e-01;-1.062e-02;1.049e+00;6.423e-01;-1.003e-02;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.803e-01;-7.970e-03;5.000e+01
0.007535000;1.049e+00;7.098e-01;-1.114e-02;6.765e-01;-1.061e-02;1.049e+00;6.388e-01;-1.002e-02;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.765e-01;-7.914e-03;5.000e+01
0.007657000;1.050e+00;7.059e-01;-1.113e-02;6.726e-01;-1.060e-02;1.050e+00;6.353e-01;-1.002e-02;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.726e-01;-7.859e-03;5.000e+01
0.007779000;1.050e+00;7.020e-01;-1.111e-02;6.687e-01;-1.059e-02;1.050e+00;6.318e-01;-9.999e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.688e-01;-7.804e-03;5.000e+01
0.008023000;1.050e+00;6.941e-01;-1.107e-02;6.608e-01;-1.054e-02;1.050e+00;6.247e-01;-9.960e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.608e-01;-7.697e-03;5.000e+01
0.008120000;1.051e+00;6.909e-01;-1.104e-02;6.576e-01;-1.051e-02;1.051e+00;6.218e-01;-9.939e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.577e-01;-7.655e-03;5.000e+01
0.008136000;1.051e+00;6.903e-01;-1.104e-02;6.571e-01;-1.051e-02;1.051e+00;6.213e-01;-9.935e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.571e-01;-7.648e-03;5.000e+01
0.008184000;1.051e+00;6.887e-01;-1.102e-02;6.555e-01;-1.049e-02;1.051e+00;6.199e-01;-9.921e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.556e-01;-7.628e-03;5.000e+01
0.008248000;1.051e+00;6.866e-01;-1.100e-02;6.534e-01;-1.047e-02;1.051e+00;6.180e-01;-9.899e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.535e-01;-7.601e-03;5.000e+01
0.008556000;1.051e+00;6.766e-01;-1.083e-02;6.435e-01;-1.030e-02;1.051e+00;6.089e-01;-9.742e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.435e-01;-7.470e-03;5.000e+01
0.008671000;1.052e+00;6.729e-01;-1.074e-02;6.398e-01;-1.021e-02;1.052e+00;6.056e-01;-9.666e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.398e-01;-7.422e-03;5.000e+01
0.009016000;1.052e+00;6.618e-01;-1.044e-02;6.288e-01;-9.920e-03;1.052e+00;5.957e-01;-9.395e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.289e-01;-7.276e-03;5.000e+01
0.009132000;1.053e+00;6.582e-01;-1.033e-02;6.252e-01;-9.812e-03;1.053e+00;5.924e-01;-9.295e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.252e-01;-7.227e-03;5.000e+01
0.009477000;1.053e+00;6.474e-01;-9.971e-03;6.145e-01;-9.466e-03;1.053e+00;5.826e-01;-8.973e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.145e-01;-7.079e-03;5.000e+01
0.009592000;1.054e+00;6.438e-01;-9.847e-03;6.110e-01;-9.346e-03;1.054e+00;5.794e-01;-8.861e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.110e-01;-7.029e-03;5.000e+01
0.009938000;1.054e+00;6.332e-01;-9.467e-03;6.005e-01;-8.979e-03;1.054e+00;5.699e-01;-8.519e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;6.005e-01;-6.877e-03;5.000e+01
0.010053000;1.055e+00;6.297e-01;-9.340e-03;5.971e-01;-8.857e-03;1.055e+00;5.667e-01;-8.405e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;5.971e-01;-6.826e-03;5.000e+01
0.010399000;1.055e+00;6.193e-01;-8.958e-03;5.868e-01;-8.490e-03;1.055e+00;5.574e-01;-8.062e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;5.869e-01;-6.669e-03;5.000e+01
0.010514000;1.056e+00;6.159e-01;-8.832e-03;5.835e-01;-8.369e-03;1.056e+00;5.543e-01;-7.949e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;5.835e-01;-6.616e-03;5.000e+01
0.010744000;1.056e+00;6.091e-01;-8.585e-03;5.768e-01;-8.131e-03;1.056e+00;5.482e-01;-7.726e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;5.768e-01;-6.509e-03;5.000e+01
0.010860000;1.056e+00;6.057e-01;-8.463e-03;5.735e-01;-8.015e-03;1.056e+00;5.451e-01;-7.617e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;5.735e-01;-6.455e-03;5.000e+01
0.010975000;1.056e+00;6.024e-01;-8.343e-03;5.702e-01;-7.900e-03;1.056e+00;5.421e-01;-7.509e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;5.702e-01;-6.400e-03;5.000e+01
0.011090000;1.057e+00;5.990e-01;-8.225e-03;5.669e-01;-7.786e-03;1.057e+00;5.391e-01;-7.402e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;5.669e-01;-6.344e-03;5.000e+01
0.011551000;1.057e+00;5.858e-01;-7.770e-03;5.540e-01;-7.349e-03;1.057e+00;5.272e-01;-6.992e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;5.540e-01;-6.119e-03;5.000e+01
0.011666000;1.058e+00;5.825e-01;-7.661e-03;5.508e-01;-7.245e-03;1.058e+00;5.243e-01;-6.894e-03;5.000e+01;1.000e+01;-8.335e-01;-1.556e-02;-1.556e-02;5.508e-01;-6.061e-03;5.000e+01
