;time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
10;5.000e-05;1.044e+00;8.327e-01;6.096e-05;7.979e-01;5.841e-05;1.051e+00;1.000e+01;8.083e-01;2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
11;5.200e-05;1.044e+00;8.327e-01;6.096e-05;7.979e-01;5.841e-05;1.051e+00;1.000e+01;8.083e-01;2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
12;5.600e-05;1.044e+00;8.327e-01;6.096e-05;7.979e-01;5.841e-05;1.051e+00;1.000e+01;8.083e-01;2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
13;6.400e-05;1.044e+00;8.327e-01;6.096e-05;7.979e-01;5.841e-05;1.051e+00;1.000e+01;8.083e-01;2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
14;8.000e-05;1.044e+00;8.327e-01;6.096e-05;7.979e-01;5.841e-05;1.051e+00;1.000e+01;8.083e-01;2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
15;1.120e-04;1.044e+00;8.327e-01;5.981e-05;7.979e-01;5.730e-05;1.051e+00;1.000e+01;8.083e-01;2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
16;1.760e-04;1.044e+00;8.327e-01;5.981e-05;7.979e-01;5.730e-05;1.051e+00;1.000e+01;8.083e-01;2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
17;2.400e-04;1.044e+00;8.327e-01;5.865e-05;7.979e-01;5.619e-05;1.051e+00;1.000e+01;8.083e-01;2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
18;3.040e-04;1.044e+00;8.327e-01;5.749e-05;7.979e-01;5.508e-05;1.051e+00;1.000e+01;8.083e-01;2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
19;3.680e-04;1.044e+00;8.327e-01;5.517e-05;7.979e-01;5.286e-05;1.051e+00;1.000e+01;8.083e-01;2.061e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
20;4.320e-04;1.044e+00;8.327e-01;5.170e-05;7.979e-01;4.953e-05;1.051e+00;1.000e+01;8.083e-01;2.060e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
21;4.960e-04;1.044e+00;8.327e-01;4.942e-05;7.979e-01;4.735e-05;1.051e+00;1.000e+01;8.083e-01;2.060e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
22;5.600e-04;1.044e+00;8.327e-01;4.479e-05;7.979e-01;4.291e-05;1.051e+00;1.000e+01;8.083e-01;2.060e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
23;6.880e-04;1.044e+00;8.327e-01;3.431e-05;7.979e-01;3.287e-05;1.051e+00;1.000e+01;8.083e-01;2.059e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
24;8.030e-04;1.044e+00;8.327e-01;2.240e-05;7.979e-01;2.147e-05;1.051e+00;1.000e+01;8.083e-01;2.058e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
25;9.180e-04;1.044e+00;8.327e-01;7.387e-06;7.979e-01;7.078e-06;1.051e+00;1.000e+01;8.083e-01;2.056e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
26;1.000e-03;1.044e+00;8.327e-01;-5.371e-06;7.979e-01;-5.146e-06;1.051e+00;1.000e+01;8.083e-01;2.055e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
27;1.001e-03;1.044e+00;8.327e-01;-5.371e-06;7.979e-01;-5.146e-06;1.051e+00;1.000e+01;8.083e-01;2.055e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
28;1.002e-03;1.044e+00;8.327e-01;-5.371e-06;7.979e-01;-5.146e-06;1.051e+00;1.000e+01;8.083e-01;2.055e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
29;1.004e-03;1.044e+00;8.327e-01;-6.529e-06;7.979e-01;-6.256e-06;1.051e+00;1.000e+01;8.083e-01;2.055e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
30;1.008e-03;1.044e+00;8.327e-01;-6.529e-06;7.979e-01;-6.256e-06;1.051e+00;1.000e+01;8.083e-01;2.055e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
31;1.016e-03;1.044e+00;8.327e-01;-7.687e-06;7.979e-01;-7.366e-06;1.051e+00;1.000e+01;8.083e-01;2.055e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
32;1.032e-03;1.044e+00;8.327e-01;-1.116e-05;7.979e-01;-1.069e-05;1.051e+00;1.000e+01;8.083e-01;2.055e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
33;1.064e-03;1.044e+00;8.327e-01;-1.575e-05;7.979e-01;-1.510e-05;1.051e+00;1.000e+01;8.083e-01;2.054e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
34;1.128e-03;1.044e+00;8.327e-01;-2.850e-05;7.979e-01;-2.730e-05;1.051e+00;1.000e+01;8.083e-01;2.053e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
35;1.256e-03;1.044e+00;8.327e-01;-5.395e-05;7.979e-01;-5.170e-05;1.051e+00;1.000e+01;8.083e-01;2.051e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
36;1.384e-03;1.044e+00;8.327e-01;-8.289e-05;7.979e-01;-7.942e-05;1.051e+00;1.000e+01;8.083e-01;2.048e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
37;1.512e-03;1.044e+00;8.327e-01;-1.165e-04;7.979e-01;-1.116e-04;1.051e+00;1.000e+01;8.083e-01;2.045e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
38;1.640e-03;1.044e+00;8.327e-01;-1.512e-04;7.979e-01;-1.448e-04;1.051e+00;1.000e+01;8.083e-01;2.041e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
39;1.768e-03;1.044e+00;8.327e-01;-1.894e-04;7.979e-01;-1.815e-04;1.051e+00;1.000e+01;8.083e-01;2.038e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
40;1.896e-03;1.044e+00;8.327e-01;-2.303e-04;7.979e-01;-2.206e-04;1.051e+00;1.000e+01;8.083e-01;2.034e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
41;2.024e-03;1.044e+00;8.327e-01;-2.731e-04;7.979e-01;-2.617e-04;1.051e+00;1.000e+01;8.083e-01;2.030e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
42;2.280e-03;1.044e+00;8.327e-01;-3.657e-04;7.979e-01;-3.504e-04;1.051e+00;1.000e+01;8.083e-01;2.021e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
43;2.511e-03;1.044e+00;8.327e-01;-4.560e-04;7.979e-01;-4.369e-04;1.051e+00;1.000e+01;8.083e-01;2.013e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
44;2.741e-03;1.044e+00;8.327e-01;-5.490e-04;7.979e-01;-5.260e-04;1.050e+00;1.000e+01;8.083e-01;2.004e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
45;2.971e-03;1.044e+00;8.327e-01;-6.462e-04;7.979e-01;-6.192e-04;1.050e+00;1.000e+01;8.083e-01;1.995e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
46;3.202e-03;1.044e+00;8.327e-01;-7.449e-04;7.979e-01;-7.138e-04;1.050e+00;1.000e+01;8.083e-01;1.985e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
47;3.432e-03;1.044e+00;8.327e-01;-8.467e-04;7.979e-01;-8.113e-04;1.050e+00;1.000e+01;8.083e-01;1.976e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
48;3.663e-03;1.044e+00;8.327e-01;-9.497e-04;7.979e-01;-9.100e-04;1.050e+00;1.000e+01;8.083e-01;1.966e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
49;3.893e-03;1.044e+00;8.327e-01;-1.051e-03;7.979e-01;-1.007e-03;1.050e+00;1.000e+01;8.083e-01;1.956e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
50;4.354e-03;1.044e+00;8.327e-01;-1.255e-03;7.979e-01;-1.202e-03;1.050e+00;1.000e+01;8.083e-01;1.937e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
51;4.815e-03;1.044e+00;8.327e-01;-1.454e-03;7.979e-01;-1.393e-03;1.050e+00;1.000e+01;8.083e-01;1.918e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
52;5.275e-03;1.044e+00;8.327e-01;-1.646e-03;7.979e-01;-1.577e-03;1.050e+00;1.000e+01;8.083e-01;1.899e-02;1.045e+00;1.000e+00;8.085e-01;1.000e+00
53;5.736e-03;1.044e+00;8.327e-01;-1.832e-03;7.979e-01;-1.755e-03;1.050e+00;1.000e+01;8.083e-01;1.882e-02;1.045e+00;1.000e+00;8.086e-01;1.000e+00
54;6.197e-03;1.044e+00;8.327e-01;-2.009e-03;7.979e-01;-1.925e-03;1.050e+00;1.000e+01;8.083e-01;1.865e-02;1.045e+00;1.000e+00;8.086e-01;1.000e+00
55;6.658e-03;1.044e+00;8.327e-01;-2.175e-03;7.979e-01;-2.085e-03;1.050e+00;1.000e+01;8.084e-01;1.849e-02;1.045e+00;1.000e+00;8.086e-01;1.000e+00
56;7.579e-03;1.044e+00;8.327e-01;-2.482e-03;7.979e-01;-2.379e-03;1.050e+00;1.000e+01;8.084e-01;1.820e-02;1.045e+00;1.000e+00;8.086e-01;1.000e+00
57;8.501e-03;1.044e+00;8.327e-01;-2.752e-03;7.980e-01;-2.637e-03;1.050e+00;1.000e+01;8.084e-01;1.794e-02;1.045e+00;1.000e+00;8.086e-01;1.000e+00
58;9.423e-03;1.043e+00;8.327e-01;-2.986e-03;7.980e-01;-2.862e-03;1.050e+00;1.000e+01;8.084e-01;1.772e-02;1.045e+00;1.000e+00;8.086e-01;1.000e+00
59;1.034e-02;1.043e+00;8.327e-01;-3.189e-03;7.980e-01;-3.056e-03;1.049e+00;1.000e+01;8.085e-01;1.753e-02;1.045e+00;1.000e+00;8.086e-01;1.000e+00
60;1.127e-02;1.043e+00;8.327e-01;-3.361e-03;7.980e-01;-3.221e-03;1.049e+00;1.000e+01;8.085e-01;1.737e-02;1.045e+00;1.000e+00;8.087e-01;1.000e+00
61;1.219e-02;1.043e+00;8.327e-01;-3.506e-03;7.980e-01;-3.360e-03;1.049e+00;1.000e+01;8.085e-01;1.723e-02;1.045e+00;1.000e+00;8.087e-01;1.000e+00
62;1.311e-02;1.043e+00;8.328e-01;-3.627e-03;7.981e-01;-3.476e-03;1.049e+00;1.000e+01;8.085e-01;1.712e-02;1.045e+00;1.000e+00;8.087e-01;1.000e+00
63;1.403e-02;1.043e+00;8.328e-01;-3.726e-03;7.981e-01;-3.571e-03;1.049e+00;1.000e+01;8.086e-01;1.702e-02;1.045e+00;1.000e+00;8.087e-01;1.000e+00
64;1.495e-02;1.043e+00;8.328e-01;-3.807e-03;7.981e-01;-3.648e-03;1.049e+00;1.000e+01;8.086e-01;1.695e-02;1.045e+00;1.000e+00;8.088e-01;1.000e+00
65;1.680e-02;1.043e+00;8.328e-01;-3.923e-03;7.982e-01;-3.760e-03;1.049e+00;1.000e+01;8.086e-01;1.684e-02;1.045e+00;1.000e+00;8.088e-01;1.000e+00
66;1.845e-02;1.043e+00;8.329e-01;-3.983e-03;7.982e-01;-3.817e-03;1.049e+00;1.000e+01;8.087e-01;1.679e-02;1.045e+00;1.000e+00;8.089e-01;1.000e+00
67;2.011e-02;1.043e+00;8.329e-01;-4.012e-03;7.983e-01;-3.845e-03;1.049e+00;1.000e+01;8.087e-01;1.677e-02;1.045e+00;1.000e+00;8.089e-01;1.000e+00
68;2.177e-02;1.043e+00;8.330e-01;-4.017e-03;7.983e-01;-3.850e-03;1.049e+00;1.000e+01;8.088e-01;1.676e-02;1.045e+00;1.000e+00;8.089e-01;1.000e+00
69;2.343e-02;1.043e+00;8.330e-01;-4.008e-03;7.983e-01;-3.841e-03;1.049e+00;1.000e+01;8.088e-01;1.678e-02;1.045e+00;1.000e+00;8.090e-01;1.000e+00
70;2.509e-02;1.043e+00;8.330e-01;-3.989e-03;7.984e-01;-3.823e-03;1.049e+00;1.000e+01;8.088e-01;1.680e-02;1.045e+00;1.000e+00;8.090e-01;1.000e+00
71;2.675e-02;1.043e+00;8.331e-01;-3.964e-03;7.984e-01;-3.799e-03;1.049e+00;1.000e+01;8.089e-01;1.683e-02;1.045e+00;1.000e+00;8.090e-01;1.000e+00
72;2.841e-02;1.043e+00;8.331e-01;-3.938e-03;7.984e-01;-3.774e-03;1.049e+00;1.000e+01;8.089e-01;1.685e-02;1.045e+00;1.000e+00;8.091e-01;1.000e+00
73;3.007e-02;1.043e+00;8.331e-01;-3.911e-03;7.985e-01;-3.749e-03;1.049e+00;1.000e+01;8.089e-01;1.688e-02;1.045e+00;1.000e+00;8.091e-01;1.000e+00
74;3.173e-02;1.043e+00;8.332e-01;-3.889e-03;7.985e-01;-3.727e-03;1.049e+00;1.000e+01;8.089e-01;1.690e-02;1.045e+00;1.000e+00;8.091e-01;1.000e+00
75;3.504e-02;1.043e+00;8.332e-01;-3.859e-03;7.985e-01;-3.698e-03;1.049e+00;1.000e+01;8.090e-01;1.694e-02;1.045e+00;1.000e+00;8.092e-01;1.000e+00
76;3.836e-02;1.043e+00;8.332e-01;-3.848e-03;7.986e-01;-3.688e-03;1.049e+00;1.000e+01;8.090e-01;1.695e-02;1.045e+00;1.000e+00;8.092e-01;1.000e+00
77;4.168e-02;1.043e+00;8.333e-01;-3.860e-03;7.986e-01;-3.699e-03;1.049e+00;1.000e+01;8.090e-01;1.694e-02;1.045e+00;1.000e+00;8.092e-01;1.000e+00
78;4.500e-02;1.043e+00;8.333e-01;-3.890e-03;7.986e-01;-3.728e-03;1.049e+00;1.000e+01;8.091e-01;1.692e-02;1.045e+00;1.000e+00;8.092e-01;1.000e+00
79;4.831e-02;1.043e+00;8.333e-01;-3.938e-03;7.986e-01;-3.774e-03;1.049e+00;1.000e+01;8.091e-01;1.687e-02;1.045e+00;1.000e+00;8.092e-01;1.000e+00
80;5.163e-02;1.043e+00;8.333e-01;-3.996e-03;7.986e-01;-3.830e-03;1.049e+00;1.000e+01;8.091e-01;1.682e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
81;5.827e-02;1.043e+00;8.333e-01;-4.133e-03;7.986e-01;-3.961e-03;1.049e+00;1.000e+01;8.091e-01;1.669e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
82;6.401e-02;1.043e+00;8.333e-01;-4.264e-03;7.986e-01;-4.086e-03;1.049e+00;1.000e+01;8.091e-01;1.657e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
83;6.401e-02;1.043e+00;8.333e-01;-4.264e-03;7.986e-01;-4.086e-03;1.049e+00;1.000e+01;8.091e-01;1.657e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
84;6.401e-02;1.043e+00;8.333e-01;-4.264e-03;7.986e-01;-4.086e-03;1.049e+00;1.000e+01;8.091e-01;1.657e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
85;6.402e-02;1.043e+00;8.333e-01;-4.264e-03;7.986e-01;-4.086e-03;1.049e+00;1.000e+01;8.091e-01;1.657e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
86;6.402e-02;1.043e+00;8.333e-01;-4.264e-03;7.986e-01;-4.086e-03;1.049e+00;1.000e+01;8.091e-01;1.657e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
87;6.403e-02;1.043e+00;8.333e-01;-4.264e-03;7.986e-01;-4.086e-03;1.049e+00;1.000e+01;8.091e-01;1.657e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
88;6.404e-02;1.043e+00;8.333e-01;-4.265e-03;7.986e-01;-4.087e-03;1.049e+00;1.000e+01;8.091e-01;1.657e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
89;6.408e-02;1.043e+00;8.333e-01;-4.265e-03;7.986e-01;-4.087e-03;1.049e+00;1.000e+01;8.091e-01;1.657e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
90;6.414e-02;1.043e+00;8.333e-01;-4.267e-03;7.986e-01;-4.089e-03;1.049e+00;1.000e+01;8.091e-01;1.656e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
91;6.427e-02;1.043e+00;8.333e-01;-4.269e-03;7.986e-01;-4.092e-03;1.049e+00;1.000e+01;8.091e-01;1.656e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
92;6.452e-02;1.043e+00;8.333e-01;-4.276e-03;7.986e-01;-4.098e-03;1.049e+00;1.000e+01;8.091e-01;1.656e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
93;6.504e-02;1.043e+00;8.333e-01;-4.288e-03;7.986e-01;-4.109e-03;1.049e+00;1.000e+01;8.091e-01;1.654e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
94;6.606e-02;1.043e+00;8.333e-01;-4.313e-03;7.986e-01;-4.134e-03;1.049e+00;1.000e+01;8.091e-01;1.652e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
95;6.811e-02;1.043e+00;8.333e-01;-4.361e-03;7.986e-01;-4.180e-03;1.049e+00;1.000e+01;8.091e-01;1.647e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
96;7.220e-02;1.043e+00;8.333e-01;-4.458e-03;7.986e-01;-4.273e-03;1.049e+00;1.000e+01;8.091e-01;1.638e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
97;8.040e-02;1.043e+00;8.333e-01;-4.647e-03;7.986e-01;-4.453e-03;1.049e+00;1.000e+01;8.091e-01;1.620e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
98;8.859e-02;1.043e+00;8.333e-01;-4.829e-03;7.986e-01;-4.628e-03;1.049e+00;1.000e+01;8.091e-01;1.603e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
99;9.859e-02;1.043e+00;8.333e-01;-5.048e-03;7.987e-01;-4.838e-03;1.049e+00;1.000e+01;8.091e-01;1.582e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
100;1.086e-01;1.043e+00;8.333e-01;-5.265e-03;7.987e-01;-5.046e-03;1.049e+00;1.000e+01;8.092e-01;1.561e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
101;1.186e-01;1.043e+00;8.333e-01;-5.480e-03;7.987e-01;-5.252e-03;1.049e+00;1.000e+01;8.092e-01;1.541e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
102;1.286e-01;1.043e+00;8.333e-01;-5.695e-03;7.987e-01;-5.458e-03;1.048e+00;1.000e+01;8.092e-01;1.520e-02;1.045e+00;1.000e+00;8.093e-01;1.000e+00
103;1.386e-01;1.043e+00;8.333e-01;-5.909e-03;7.987e-01;-5.663e-03;1.048e+00;1.000e+01;8.092e-01;1.500e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
104;1.486e-01;1.043e+00;8.333e-01;-6.121e-03;7.987e-01;-5.867e-03;1.048e+00;1.000e+01;8.092e-01;1.479e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
105;1.586e-01;1.043e+00;8.333e-01;-6.332e-03;7.987e-01;-6.069e-03;1.048e+00;1.000e+01;8.093e-01;1.459e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
106;1.686e-01;1.043e+00;8.333e-01;-6.541e-03;7.988e-01;-6.270e-03;1.048e+00;1.000e+01;8.093e-01;1.439e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
107;1.786e-01;1.043e+00;8.333e-01;-6.750e-03;7.988e-01;-6.470e-03;1.048e+00;1.000e+01;8.093e-01;1.419e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
108;1.886e-01;1.043e+00;8.333e-01;-6.956e-03;7.988e-01;-6.667e-03;1.048e+00;1.000e+01;8.093e-01;1.400e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
109;1.986e-01;1.043e+00;8.333e-01;-7.160e-03;7.988e-01;-6.864e-03;1.048e+00;1.000e+01;8.093e-01;1.380e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
110;2.086e-01;1.043e+00;8.333e-01;-7.364e-03;7.988e-01;-7.059e-03;1.048e+00;1.000e+01;8.093e-01;1.361e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
111;2.131e-01;1.043e+00;8.333e-01;-7.454e-03;7.988e-01;-7.145e-03;1.048e+00;1.000e+01;8.093e-01;1.352e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
112;2.131e-01;1.043e+00;8.333e-01;-7.454e-03;7.988e-01;-7.145e-03;1.048e+00;1.000e+01;8.093e-01;1.352e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
113;2.131e-01;1.043e+00;8.333e-01;-7.454e-03;7.988e-01;-7.145e-03;1.048e+00;1.000e+01;8.093e-01;1.352e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
114;2.131e-01;1.043e+00;8.333e-01;-7.454e-03;7.988e-01;-7.145e-03;1.048e+00;1.000e+01;8.093e-01;1.352e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
115;2.131e-01;1.043e+00;8.333e-01;-7.454e-03;7.988e-01;-7.145e-03;1.048e+00;1.000e+01;8.093e-01;1.352e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
116;2.131e-01;1.043e+00;8.333e-01;-7.454e-03;7.988e-01;-7.145e-03;1.048e+00;1.000e+01;8.093e-01;1.352e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
117;2.131e-01;1.043e+00;8.333e-01;-7.455e-03;7.988e-01;-7.147e-03;1.048e+00;1.000e+01;8.093e-01;1.352e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
118;2.132e-01;1.043e+00;8.333e-01;-7.455e-03;7.988e-01;-7.147e-03;1.048e+00;1.000e+01;8.093e-01;1.352e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
119;2.132e-01;1.043e+00;8.333e-01;-7.457e-03;7.988e-01;-7.148e-03;1.048e+00;1.000e+01;8.093e-01;1.352e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
120;2.134e-01;1.043e+00;8.333e-01;-7.460e-03;7.988e-01;-7.151e-03;1.048e+00;1.000e+01;8.093e-01;1.351e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
121;2.136e-01;1.043e+00;8.333e-01;-7.465e-03;7.988e-01;-7.155e-03;1.048e+00;1.000e+01;8.093e-01;1.351e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
122;2.141e-01;1.043e+00;8.333e-01;-7.475e-03;7.988e-01;-7.165e-03;1.048e+00;1.000e+01;8.093e-01;1.350e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
123;2.152e-01;1.043e+00;8.333e-01;-7.496e-03;7.988e-01;-7.185e-03;1.048e+00;1.000e+01;8.093e-01;1.348e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
124;2.172e-01;1.043e+00;8.333e-01;-7.537e-03;7.988e-01;-7.225e-03;1.048e+00;1.000e+01;8.093e-01;1.344e-02;1.045e+00;1.000e+00;8.094e-01;1.000e+00
125;2.213e-01;1.043e+00;8.333e-01;-7.618e-03;7.988e-01;-7.303e-03;1.048e+00;1.000e+01;8.093e-01;1.336e-02;1.045e+00;1.000e+00;8.095e-01;1.000e+00
126;2.295e-01;1.043e+00;8.333e-01;-7.780e-03;7.988e-01;-7.458e-03;1.048e+00;1.000e+01;8.094e-01;1.321e-02;1.045e+00;1.000e+00;8.095e-01;1.000e+00
127;2.395e-01;1.043e+00;8.333e-01;-7.977e-03;7.988e-01;-7.647e-03;1.048e+00;1.000e+01;8.094e-01;1.302e-02;1.045e+00;1.000e+00;8.095e-01;1.000e+00
128;2.495e-01;1.043e+00;8.333e-01;-8.171e-03;7.988e-01;-7.833e-03;1.048e+00;1.000e+01;8.094e-01;1.283e-02;1.045e+00;1.000e+00;8.095e-01;1.000e+00
129;2.595e-01;1.043e+00;8.333e-01;-8.364e-03;7.989e-01;-8.017e-03;1.047e+00;1.000e+01;8.094e-01;1.265e-02;1.045e+00;1.000e+00;8.095e-01;1.000e+00
130;2.695e-01;1.043e+00;8.333e-01;-8.554e-03;7.989e-01;-8.200e-03;1.047e+00;1.000e+01;8.094e-01;1.247e-02;1.045e+00;1.000e+00;8.095e-01;1.000e+00
131;2.795e-01;1.043e+00;8.333e-01;-8.743e-03;7.989e-01;-8.381e-03;1.047e+00;1.000e+01;8.094e-01;1.229e-02;1.045e+00;1.000e+00;8.095e-01;1.000e+00
