time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu
0.000000000;1.044e+00;8.333e-01;-1.979e-08;7.979e-01;-3.226e-08;1.045e+00;1.044e+00;7.500e-01;2.278e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;1.044e+00;8.333e-01;3.261e-08;7.979e-01;1.647e-08;1.045e+00;1.044e+00;7.500e-01;-4.345e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02
29.999994000;2.286e-01;1.362e-01;-4.616e-01;5.959e-01;-2.019e+00;2.296e-01;2.286e-01;1.226e-01;-4.155e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000704000;2.284e-01;1.272e-01;-4.632e-01;5.569e-01;-2.028e+00;2.292e-01;2.284e-01;1.145e-01;-4.169e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.000894000;2.286e-01;1.250e-01;-4.638e-01;5.469e-01;-2.029e+00;2.292e-01;2.286e-01;1.125e-01;-4.174e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.001982000;2.302e-01;1.139e-01;-4.684e-01;4.949e-01;-2.035e+00;2.310e-01;2.302e-01;1.025e-01;-4.215e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.003386000;2.353e-01;1.036e-01;-4.779e-01;4.401e-01;-2.031e+00;2.372e-01;2.353e-01;9.323e-02;-4.301e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.004354000;2.407e-01;9.884e-02;-4.866e-01;4.107e-01;-2.022e+00;2.439e-01;2.407e-01;8.896e-02;-4.379e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.004356000;2.407e-01;9.884e-02;-4.866e-01;4.107e-01;-2.022e+00;2.439e-01;2.407e-01;8.895e-02;-4.379e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.007517000;2.615e-01;8.919e-02;-5.176e-01;3.410e-01;-1.979e+00;2.702e-01;2.615e-01;8.027e-02;-4.658e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.008029000;2.646e-01;8.823e-02;-5.219e-01;3.335e-01;-1.972e+00;2.740e-01;2.646e-01;7.941e-02;-4.697e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
30.008541000;2.675e-01;8.739e-02;-5.258e-01;3.267e-01;-1.966e+00;2.777e-01;2.675e-01;7.865e-02;-4.733e-01;1.000e+01;8.335e-01;1.556e-02;1.556e-02
