time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.333e-01;-5.668e-08;7.979e-01;-2.357e-08;1.045e+00;1.044e+00;7.500e-01;5.426e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999994000;1.044e+00;8.333e-01;-3.472e-08;7.979e-01;2.212e-09;1.045e+00;1.044e+00;7.500e-01;-2.857e-08;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999994000;7.798e-05;-4.428e-06;-6.744e-04;-4.708e-08;2.145e-09;1.951e-02;7.806e-05;-4.001e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999994000;7.798e-05;-4.430e-06;-6.744e-04;-4.758e-08;1.820e-09;1.951e-02;7.806e-05;-4.002e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999995000;7.798e-05;-5.544e-06;-6.744e-04;-4.812e-08;1.211e-09;1.951e-02;7.806e-05;-5.002e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.977e-01;1.489e-02
29.999998000;7.798e-05;-5.547e-06;-6.744e-04;-4.945e-08;-9.417e-10;1.950e-02;7.806e-05;-5.003e-06;-6.070e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.974e-01;1.489e-02
30.000197000;7.801e-05;-5.557e-06;-6.733e-04;-8.899e-08;-4.054e-08;1.912e-02;7.799e-05;-5.014e-06;-6.060e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.821e-01;1.533e-02
30.001241000;7.699e-05;-1.219e-05;-6.667e-04;2.666e-08;-3.030e-08;1.727e-02;7.695e-05;-1.104e-05;-6.000e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.064e-01;3.008e-02
30.001305000;7.699e-05;-1.220e-05;-6.667e-04;1.991e-08;-3.680e-08;1.717e-02;7.695e-05;-1.104e-05;-6.000e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;7.020e-01;3.161e-02
30.002415000;7.801e-05;-1.780e-05;-6.711e-04;3.253e-08;-2.728e-08;1.551e-02;7.804e-05;-1.608e-05;-6.040e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;6.302e-01;7.464e-02
30.003977000;7.897e-05;-2.339e-05;-6.800e-04;-7.203e-08;-2.422e-10;1.404e-02;7.900e-05;-2.102e-05;-6.120e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;5.416e-01;1.895e-01
30.005616000;7.997e-05;-2.892e-05;-6.911e-04;-3.041e-08;3.245e-08;1.377e-02;8.001e-05;-2.609e-05;-6.220e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;4.625e-01;3.196e-01
30.008507000;8.199e-05;-3.669e-05;-7.056e-04;-1.558e-09;3.652e-08;1.507e-02;8.198e-05;-3.308e-05;-6.350e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;3.521e-01;5.030e-01
30.011099000;8.300e-05;-4.227e-05;-7.156e-04;-2.658e-09;1.355e-08;1.687e-02;8.297e-05;-3.807e-05;-6.441e-04;1.000e+01;8.335e-01;1.556e-02;1.556e-02;2.794e-01;6.279e-01
