;time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_InjectedCurrent
0;0.000e+00;1.077e+00;8.598e-01;-3.738e-01;7.986e-01;-3.472e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;-3.300e-01;8.708e-01
1;1.000e-06;1.077e+00;8.598e-01;-3.738e-01;7.986e-01;-3.472e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;-3.300e-01;8.708e-01
2;2.000e-06;1.077e+00;8.598e-01;-3.738e-01;7.986e-01;-3.472e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;-3.300e-01;8.708e-01
3;4.000e-06;1.077e+00;8.598e-01;-3.738e-01;7.986e-01;-3.472e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;-3.300e-01;8.708e-01
4;8.000e-06;1.077e+00;8.598e-01;-3.738e-01;7.986e-01;-3.472e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;-3.300e-01;8.708e-01
5;1.600e-05;1.077e+00;8.598e-01;-3.738e-01;7.986e-01;-3.472e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;-3.300e-01;8.708e-01
6;3.200e-05;1.077e+00;8.598e-01;-3.738e-01;7.986e-01;-3.471e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;-3.300e-01;8.708e-01
7;6.400e-05;1.077e+00;8.598e-01;-3.737e-01;7.986e-01;-3.471e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;-3.300e-01;8.708e-01
8;1.280e-04;1.077e+00;8.598e-01;-3.737e-01;7.986e-01;-3.471e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;-3.300e-01;8.708e-01
9;2.560e-04;1.077e+00;8.598e-01;-3.737e-01;7.986e-01;-3.471e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;-3.300e-01;8.707e-01
10;5.120e-04;1.077e+00;8.598e-01;-3.736e-01;7.986e-01;-3.470e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.058e-01;-3.300e-01;8.707e-01
11;7.680e-04;1.077e+00;8.598e-01;-3.736e-01;7.985e-01;-3.470e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.057e-01;-3.300e-01;8.707e-01
12;1.000e-03;1.077e+00;8.597e-01;-3.736e-01;7.985e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.056e-01;-3.300e-01;8.706e-01
13;1.001e-03;1.077e+00;8.597e-01;-3.736e-01;7.985e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.056e-01;-3.300e-01;8.706e-01
14;1.002e-03;1.077e+00;8.597e-01;-3.736e-01;7.985e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.056e-01;-3.300e-01;8.706e-01
15;1.004e-03;1.077e+00;8.597e-01;-3.736e-01;7.985e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.056e-01;-3.300e-01;8.706e-01
16;1.008e-03;1.077e+00;8.597e-01;-3.736e-01;7.985e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.056e-01;-3.300e-01;8.706e-01
17;1.016e-03;1.077e+00;8.597e-01;-3.736e-01;7.985e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.056e-01;-3.300e-01;8.706e-01
18;1.032e-03;1.077e+00;8.597e-01;-3.736e-01;7.985e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.056e-01;-3.300e-01;8.706e-01
19;1.064e-03;1.077e+00;8.597e-01;-3.736e-01;7.985e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.056e-01;-3.300e-01;8.706e-01
20;1.069e-03;1.077e+00;8.597e-01;-3.736e-01;7.985e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.056e-01;-3.300e-01;8.706e-01
21;1.070e-03;1.077e+00;8.597e-01;-3.736e-01;7.985e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.056e-01;-3.300e-01;8.706e-01
22;1.071e-03;1.077e+00;8.597e-01;-3.736e-01;7.985e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.056e-01;-3.300e-01;8.706e-01
23;1.073e-03;1.077e+00;8.597e-01;-3.736e-01;7.985e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.056e-01;-3.300e-01;8.706e-01
24;1.077e-03;1.077e+00;8.597e-01;-3.736e-01;7.985e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.056e-01;-3.300e-01;8.706e-01
25;1.085e-03;1.077e+00;8.597e-01;-3.736e-01;7.985e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.056e-01;-3.300e-01;8.706e-01
26;1.101e-03;1.077e+00;8.597e-01;-3.736e-01;7.985e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.056e-01;-3.300e-01;8.706e-01
27;1.133e-03;1.077e+00;8.597e-01;-3.735e-01;7.985e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.056e-01;-3.300e-01;8.706e-01
28;1.197e-03;1.077e+00;8.597e-01;-3.735e-01;7.984e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.056e-01;-3.300e-01;8.705e-01
29;1.325e-03;1.077e+00;8.597e-01;-3.735e-01;7.984e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.055e-01;-3.300e-01;8.705e-01
30;1.453e-03;1.077e+00;8.596e-01;-3.735e-01;7.983e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.055e-01;-3.300e-01;8.704e-01
31;1.581e-03;1.077e+00;8.596e-01;-3.735e-01;7.983e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.054e-01;-3.300e-01;8.704e-01
32;1.709e-03;1.077e+00;8.595e-01;-3.735e-01;7.982e-01;-3.469e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.053e-01;-3.300e-01;8.703e-01
33;1.837e-03;1.077e+00;8.595e-01;-3.735e-01;7.982e-01;-3.468e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.053e-01;-3.300e-01;8.703e-01
34;1.965e-03;1.077e+00;8.594e-01;-3.735e-01;7.981e-01;-3.468e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.052e-01;-3.300e-01;8.702e-01
35;2.093e-03;1.077e+00;8.593e-01;-3.735e-01;7.980e-01;-3.468e-01;1.069e+00;1.000e+01;7.502e-01;-4.245e-01;-4.245e-01;8.051e-01;-3.300e-01;8.701e-01
