time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActivePower;Wind_Turbine_GEN_InjectedReactivePower;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_ActivePowerPu;Wind_Turbine_GEN_ReactivePowerPu;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0.0;1.0449710817185731;0.749971457200659;0.7181488244506669;-4.4094800963614204e-07;-2.71942930812707e-07;1.0000864923801778;10.000771824772471;0.7508715721589979;0.013381261239825611;0.013380759769725158;0.7505739028176998;0.013376726097564599;0.7180102237719803;-0.012801941292388302;0.7502390080290341;0.012603908239381765;1.044806694260526;0.7178208376978582;0.9992036934242515
0.0;1.0449826088538672;0.749966291673653;0.7181527080621074;-4.43168835659984e-07;-2.711257762632617e-07;1.0000924456881475;10.000828639394335;0.7508791395339871;0.013381224916947378;0.013380865345766144;0.7505746284324483;0.013376720016624377;0.7180125178203802;-0.012801942223351855;0.7502444212851651;0.012603881799794778;1.0448005983213573;0.7178121524526465;0.9991891158559943
0.1;1.0449941996468697;0.7499611078943234;0.7181566044055365;-4.4540513860252874e-07;-2.7030354295733947e-07;1.0000983955579579;10.000885549482305;0.7508867405747387;0.013381189016221439;0.013380971235211389;0.7505753526006568;0.013376713876300388;0.7180148297857647;-0.012801943161540492;0.7502498390786236;0.012603855045937189;1.0447945252618818;0.7178034135875516;0.999174397040446
0.2;1.04500584140112;0.7499559108295271;0.718160509066004;-4.4765477716127574e-07;-2.694772056978479e-07;1.0001043345586453;10.00094248569271;0.7508943639750767;0.013381153598182054;0.01338107732370165;0.7505760742293642;0.013376707704433843;0.7180171574993373;-0.012801944107000647;0.7502552547053056;0.012603828016788268;1.044788484488559;0.7177946298894581;0.9991595503761258
0.4;1.0450175203259826;0.7499507055348551;0.7181644175796519;-4.4991547971016974e-07;-2.686478829470693e-07;1.0001102551061185;10.000999376877632;0.7509019975639513;0.013381118720030873;0.013381183491150844;0.7505767917766353;0.013376701536087311;0.7180194986774575;-0.012801945059859909;0.75026066106402;0.012603800754582044;1.0447824859007477;0.7177858107102826;0.9991445905924081
0.8;1.0450292215984325;0.749945497202621;0.7181683254437435;-4.5218481454408553e-07;-2.6781685876777857e-07;1.0001161493769921;10.001056150271623;0.7509096281737797;0.013381084435902522;0.01338128961264261;0.7505775032671345;0.013376695413528128;0.718021850873817;-0.012801946020337903;0.7502660506237406;0.012603773304196169;1.0447765400349869;0.7177769659517266;0.9991295338927051
1.6;1.0450409293473168;0.7499402912076364;0.7181722280676562;-4.544601819804046e-07;-2.6698563033626315e-07;1.0001220092706244;10.001112731280077;0.750917241537426;0.01338105079680394;0.013381395559296754;0.7505782063015932;0.013376689384824754;0.7180242114530062;-0.012801946988759428;0.7502714154547743;0.012603745712621508;1.0447706581927154;0.7177681060467459;0.9991143981488583
2.6;1.04505262653707;0.7499350930685911;0.7181761207052676;-4.5673883537772085e-07;-2.661559306845208e-07;1.0001278264037174;10.001169043143191;0.7509248222964591;0.01338101785129597;0.01338150119814431;0.750578898052563;0.013376683502857199;0.7180265775741153;-0.012801947965560426;0.7502767473186542;0.012603718028838116;1.0447648525021456;0.7177592419720091;0.9990992029768269
3.6;1.0450642948915625;0.7499299084147562;0.7181799984083674;-4.590178916762985e-07;-2.6532970166586375e-07;1.0001335921101693;10.001225006342692;0.7509323540525429;0.013380985646313914;0.013381606390881652;0.7505795752611636;0.013376677825258232;0.7180289461738949;-0.012801948951296886;0.7502820377199146;0.012603690303851986;1.0447591359519102;0.7177503852291807;0.9990839696823609
4.6;1.0450759148630926;0.7499247430388757;0.7181838560353118;-4.6129431727707047e-07;-2.6450905913934857e-07;1.000139297445964;10.001280537794653;0.750939819306832;0.013380954226833436;0.013381710992057207;0.7505802342208217;0.01337667241478286;0.7180313139478964;-0.012801949946675089;0.7502872778662999;0.012603662591347632;1.044753522419949;0.717741547813831;0.9990687212641408
