time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;InfiniteBus_BUS_NetworkFrequencyPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_ReactivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0.0;0.9922156034187459;0.41666103434526197;0.41993444493722654;0.4444442172024124;0.44793119755272187;1.0041027343176956;0.9999943174208823;9.999912263870668;0.416897879769624;0.4541703288835373;0.45416460722269536;0.4151984477557474;-0.4523150010097359;0.6139938811929183;1.0000002780265433
0.0;0.9922155701927369;0.4166610977906548;0.4199345024563776;0.44444309051595365;0.44793007239930555;1.004102739937085;0.9999942968437938;9.999912222365047;0.4168978829200881;0.45417031947931125;0.4541646183048492;0.4151984814527773;-0.4523150010054528;0.6139938535600398;1.000000293670136
1e-06;0.9922155342591589;0.41666121513717386;0.41993461366181556;0.444440860716458;0.4479278361953966;1.0041027460560303;0.9999942747775206;9.999912177049222;0.41689788634776725;0.4541703094675412;0.4541646301640957;0.41519851781868183;-0.45231300100077454;0.6139923504877429;1.0000003105469961
2e-06;0.9922154952446712;0.4166613333363348;0.4199347248872958;0.4444386289834611;0.4479255986396297;1.0041017527197247;0.9999942512087427;9.999912127279584;0.41689789010844247;0.45417029895799393;0.45416464280873325;0.41519855705700265;-0.4523100009956562;0.6139901086424152;1.0000003287663648
4e-06;0.9922144538636275;0.4166611707297313;0.41993497481232567;0.4444326646843932;0.4479200505362138;1.0041017599296338;0.9999942261006932;9.999912072413911;0.4168978942549871;0.45417028812846555;0.45416465623910424;0.4151985993415582;-0.4523050009900903;0.6139863913659875;1.0000003484537345
8e-06;0.9922134084878839;0.41666017337044103;0.41993438230977864;0.444421139725628;0.4479088982380229;1.0040997676427765;0.9999941994063731;9.999912011807323;0.4168978988271116;0.4541702772555509;0.45416467042265574;0.41519864480138907;-0.45229400098409683;0.6139782520257911;1.0000003697553375
1.6e-05;0.9922103609578111;0.41665877280751384;0.4199342277812775;0.4443988484524202;0.44788779668739714;1.004096775829992;0.9999941711749355;9.999911944674265;0.41689790387399;0.4541702667526371;0.45416468530446624;0.4151986935217257;-0.4522720009777006;0.6139620075876857;1.0000003928427261
3.2e-05;0.9922053108290112;0.41665645200249307;0.4199339902433368;0.44435362522975996;0.4478444842607278;1.0040907845756983;0.9999941416293616;9.999911869606043;0.4168979094674662;0.45417025714464193;0.4541647008300253;0.41519874554949004;-0.45222900097091745;0.6139302925721453;1.0000004178652258
6.4e-05;0.9921952612964092;0.41665069459707976;0.41993240196848847;0.4442631613701174;0.4477578284214484;1.004077794129772;0.9999941110943428;9.999911784279075;0.4168979156809023;0.45417024897902303;0.4541647169351537;0.4151988009095319;-0.4521430009637622;0.6138669049274534;1.0000004448950939
0.000128;0.9921742673901287;0.4166392917181304;0.41992975291057616;0.44408454399874236;0.4475872573384004;1.0040528048743187;0.9999940798531252;9.999911686082047;0.4168979225558681;0.4541702427694822;0.4541647335462205;0.4151988596335554;-0.4519710009562624;0.6137401862805945;1.0000004739639143
0.000256;0.9921333395691544;0.4166179078795462;0.4199254781099357;0.4437300491530368;0.44724839412337475;1.0040028172824544;0.9999940480410848;9.999911573266624;0.4168979300818247;0.4541702390075109;0.45416475062997;0.41519892175993567;-0.45163100094846675;0.6134898015051214;1.0000005050872292
0.000512;0.9920525011777915;0.41657426039350987;0.4199156519628521;0.4430343241118326;0.446583517037139;1.003905831912876;0.9999940155621212;9.999911445268902;0.41689793821996135;0.45417023816760954;0.4541647682352445;0.41519898728210264;-0.45096400094045436;0.6129988974733678;1.00000053818262
0.001024;0.991897936569251;0.4164939079584339;0.41990002786161396;0.4416954031084479;0.4453032269911728;1.0037188493410163;0.9999939820378615;9.999911301822019;0.4168979469487148;0.4541702406860907;0.4541647864882651;0.41519905609652746;-0.4496810009323359;0.6120556019061762;1.0000005730180748
0.002048;0.9916118102585716;0.4163481429841314;0.41987413838928167;0.4392135800867245;0.4429288827528735;1.0033708699929291;0.9999939468760332;9.99991114235078;0.4168979562687299;0.4541702469501598;0.4541648055649731;0.41520012799662975;-0.4473050009242233;0.6103126942020092;1.0000006092893798
0.003072;0.9913536475607113;0.41622124070896266;0.4198554159019876;0.4369778736137332;0.440788999816594;1.0030568940299318;0.9999939094248798;9.999910966282071;0.4168979661755398;0.45417025728768756;0.4541648256533413;0.4152022026972587;-0.4451670009161961;0.6087487785634573;1.0000006467261804
0.00512;0.990910132916055;0.4160122857024506;0.4198324068047082;0.43313748420092446;0.4371106575020718;1.0025189213653738;0.9999938690950436;9.99991077319081;0.41689797664075745;0.4541702719475638;0.4541648469236259;0.41521327987934775;-0.4414920009082985;0.6060739769275274;1.0000006851070584
0.007168;0.9905514202987116;0.4158541361064731;0.4198247245736914;0.43003817562456037;0.4341400575744011;1.002083951738037;0.9999938254213516;9.99991056251874;0.4168979876089288;0.45417029109558493;0.4541648695246067;0.4152313592437065;-0.4385270009005557;0.6039298711052048;1.0000007242318463
