;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;time;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;Wind_Turbine_GEN_InjectedCurrent;NetworkFrequencyPu
0;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.0;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
1;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;1e-06;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
2;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;2e-06;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
3;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;4e-06;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
4;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;8e-06;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
5;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;1.6e-05;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
6;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;3.2e-05;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
7;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;6.4e-05;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
8;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.000128;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
9;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.000256;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
10;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.000512;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
11;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.001;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
12;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.001;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
13;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.001001;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
14;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.001002;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
15;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.001004;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
16;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.001008;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
17;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.001016;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
18;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.001032;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
19;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.001064;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
20;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.001128;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
21;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.001256;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
22;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.001512;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
23;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.002024;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
24;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.002536;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
25;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.003048;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
26;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.00356;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
27;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.004072;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
28;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.005096;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
29;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.006018;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
30;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.006939;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
31;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.007861;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
32;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.008783;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
33;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.009704;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
34;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.010626;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
35;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.011547;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
36;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.012469;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
37;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.013391;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
38;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.015234;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
39;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.017077;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
40;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.01892;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
41;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.020763;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
42;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.022607;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
43;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.02445;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
44;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.026293;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
45;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.028136;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
46;1.0444440307962892;0.8333331729944445;0.7978725029038725;-1.9159000000934959e-07;-1.8343730670113594e-07;1.044982;0.029979;10.0;0.808265;0.020609;1.044982;1.0;0.8085276996528937;1.0
