time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;StepUp_Xfmr_XFMR_Tap;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_AVRSetpointPu;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_NetworkFrequencyPu;Bess_GEN_InjectedCurrent;NetworkFrequencyPu
7.170142;1.0444088573493113;0.6000169579526892;0.5744675819127097;1.0145900366860434e-07;-7.04977467824513e-07;10.00024008955724;0.5839235206274945;-0.012803004908747797;1.0447838736835597;1.0447891379710097;1.0000021311460705;0.5840929228062773;1.0000017167326238
8.409445;1.0441691721284534;0.600003066731925;0.5746289095715913;-1.1819923703712197e-07;6.632928418777666e-07;9.99992963452294;0.5840628545810458;-0.013116000522403123;1.0448182449766252;1.0445418648899913;1.0000000875003636;0.5842242527332683;1.0000017469551146
9.205042;1.0432042639756978;0.5999951192981156;0.5751477737490631;3.3408271273160144e-07;8.164563584108515e-07;9.999869261785456;0.5845745479901329;-0.01434900163718718;1.044829720498712;1.0435890854969938;1.0000044805764974;0.5847505412810883;1.0000082514992108
9.78913;1.0407501034132824;0.5999922633396699;0.5765150928648299;8.59427906727251e-07;3.4216927616313507e-07;9.999944854586005;0.5858715251864793;-0.017449001246798428;1.0448124281349516;1.041143839111805;0.9999982139540011;0.5861223305842255;1.0000028008748736
10.101315;1.0373661992022118;0.5999941202654695;0.5783947912663533;6.043070242501329e-07;5.355722773140845e-07;9.99999049238891;0.5876545696762793;-0.021573999559967343;1.044812220917036;1.0377515414502942;0.9999926079357404;0.5880443162874357;0.9999934732405423
10.262443;1.0341771588225073;0.5999961550746694;0.5801807671799228;8.230809443059953e-08;4.644668102060228e-07;10.000080842939594;0.5893297178479923;-0.02533300045365513;1.0448097015946778;1.0345534435522825;0.9999901386399547;0.5898555533247428;0.9999931059139822
10.395997;1.0300169679097821;0.5999879673666801;0.5825251166805016;-3.7086340222340137e-07;-2.1054127000450146e-07;9.999959819646037;0.5914767802657485;-0.030190999256882817;1.0448220645472241;1.0303936917443588;0.999994399111771;0.5922401285818322;0.9999905624902973
10.49318;1.025355196985778;0.6000001947073269;0.5851849559859759;1.9482077036517545e-06;1.789690264763669e-06;9.99993979130136;0.5938493265533354;-0.03579599944650913;1.0448041514098017;1.0257385866588635;0.9999929851253704;0.5949361442270038;0.9999915672311603
10.582033;1.0188209991593258;0.6000050072245484;0.5889476400574237;-2.2123945280019225e-07;1.4146147577193877e-07;9.999998976074195;0.5971506643853695;-0.043662001501979956;1.0448050377120797;1.0192056438053998;1.000007800116754;0.5987568658051055;1.000002699310244
10.649425;1.0112600272350387;0.6000009394262931;0.593346242993335;-2.7773993116465115e-07;3.3455814799058073e-07;9.999990372702415;0.6009450494042614;-0.05255399983390304;1.0448165170623027;1.011645156641294;1.0000072552041266;0.6032259143434278;0.9999974466015256
10.685838;1.0056261016381458;0.6000000277736423;0.5966455134240983;-7.301903766054244e-07;-4.770613731967138e-07;10.000022667123952;0.6037453059981019;-0.05898999848534037;1.0448157728506857;1.0060159370060027;0.9999965117989393;0.6066137786236728;0.9999873721404062
10.722251;0.9983873059111159;0.6000077437343755;0.6009705407536154;-1.5822846562571202e-07;-5.37022212308049e-07;10.00007876691856;0.6073171575032591;-0.06704800249828913;1.0448240519513285;0.9987841782584442;0.9999961945623149;0.6110086544398651;1.000004165393689
