time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactivePower;BusPDR_BUS_ReactiveCurrent;StepUp_Xfmr_XFMR_Tap;Bess_GEN_ActivePowerSetpointPu;Bess_GEN_ReactivePowerSetpointPu;Bess_GEN_AVRSetpointPu;Bess_GEN_InjectedActiveCurrent;Bess_GEN_InjectedReactiveCurrent;Bess_GEN_MagnitudeControlledByAVRPu;Bess_GEN_InjectedCurrent
0.0;1.0447801979868774;0.7503399169072351;0.7184180281008551;2.384212310759936e-05;-5.138779172533576e-05;9.997031462118018;0.7508120917149943;0.012600911385059456;0.012606196643891877;0.7179918981189115;-0.01206205748194504;1.0455777450428523;0.7180927163785072
0.0;1.0447818372003186;0.7503411493210042;0.7184192020889804;2.3916454748841864e-05;-5.1547731582655675e-05;9.99702122738688;0.7508136992011297;0.012600893487263681;0.012606197615237194;0.7179921349009853;-0.012062057770479364;1.0455796585117973;0.7180927518979898
0.007045;1.0447836034393752;0.7503424769471898;0.718420466932649;2.3996483929017663e-05;-5.1720070479989106e-05;9.997010201135872;0.7508154308865463;0.012600874206960025;0.012606198664846205;0.7179923902418104;-0.012062058081270517;1.045581719809853;0.7180927902474074
0.01409;1.0447855049224777;0.7503439055073818;0.7184218281802978;2.4082505464182175e-05;-5.190559288376598e-05;9.99699833644082;0.7508172941874879;0.01260085346028376;0.01260619980024647;0.717992665557827;-0.012062058415635438;1.0455839378631333;0.7180928317613919
0.02818;1.0447875498108032;0.7503454403739072;0.7184232910294529;2.4174780858117284e-05;-5.2105033199396205e-05;9.996985590906052;0.7508192960207315;0.012600831167798155;0.012606201029395178;0.7179929623282537;-0.012062058774830525;1.0455863210882164;0.7180928768975223
0.05636;1.0447897461346347;0.7503470865679149;0.7184248602958488;2.4273543852207253e-05;-5.2319055697321184e-05;9.996971926003372;0.7508214428349468;0.012600807254086835;0.012606202360865992;0.7179932821128079;-0.01206205916006189;1.045588877420471;0.7180929262300032
0.11272;1.0447921016070516;0.7503488487670655;0.7184265403338796;2.4378998406898808e-05;-5.254825494977742e-05;9.996957305911186;0.7508237406258903;0.0126007816472714;0.012606203804250624;0.7179936265654783;-0.012062059572496734;1.0455916143540813;0.7180929804245219
0.22544;1.0447946235634447;0.7503507313380247;0.71842833502757;2.449131261286351e-05;-5.2793177118364227e-05;9.996941697414414;0.7508261949531253;0.012600754279454547;0.01260620537038872;0.7179939974257553;-0.01206206001327301;1.0455945389475325;0.7180930402202029
0.450881;1.0447973190488806;0.7503527383508546;0.7184302478638236;2.46106156107157e-05;-5.305433204313281e-05;9.99692507126804;0.7508288109222603;0.01260072508716333;0.012606207070673872;0.7179943964657267;-0.012062060483486979;1.0455976577751873;0.7180931064088818
0.901762;1.0448001948583807;0.750354873548823;0.7184322819887826;2.4736993939633626e-05;-5.333218722985099e-05;9.996907403420225;0.7508315931289966;0.012600694010923962;0.012606208916067957;0.7179948254347589;-0.01206206098417913;1.0456009768654075;0.7180931797963335
