time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_ActivePowerSetpointPu;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_InjectedActiveCurrent;Wind_Turbine_GEN_InjectedReactiveCurrent
0.000000000;1.044e+00;8.333e-01;2.699e-07;7.979e-01;-8.831e-08;1.044e+00;7.500e-01;1.390e-07;1.000e+01;8.335e-01;1.045e+00;7.977e-01;-1.490e-02
0.000015000;1.044e+00;8.331e-01;-4.996e-05;7.977e-01;-4.793e-05;1.044e+00;7.498e-01;-4.500e-05;1.000e+01;8.335e-01;1.045e+00;3.992e-01;-1.482e-02
0.000346000;1.044e+00;8.255e-01;-1.626e-03;7.903e-01;-1.556e-03;1.044e+00;7.429e-01;-1.463e-03;1.000e+01;8.335e-01;1.045e+00;4.350e-01;-1.368e-02
0.000546000;1.044e+00;8.206e-01;-2.550e-03;7.857e-01;-2.441e-03;1.044e+00;7.385e-01;-2.295e-03;1.000e+01;8.335e-01;1.045e+00;4.580e-01;-1.400e-02
0.000645000;1.045e+00;8.181e-01;-2.998e-03;7.833e-01;-2.870e-03;1.045e+00;7.363e-01;-2.698e-03;1.000e+01;8.335e-01;1.045e+00;4.698e-01;-1.439e-02
0.000845000;1.045e+00;8.131e-01;-3.859e-03;7.784e-01;-3.694e-03;1.045e+00;7.318e-01;-3.473e-03;1.000e+01;8.335e-01;1.045e+00;4.937e-01;-1.556e-02
0.001543000;1.045e+00;7.957e-01;-6.361e-03;7.615e-01;-6.087e-03;1.045e+00;7.162e-01;-5.725e-03;1.000e+01;8.335e-01;1.045e+00;5.769e-01;-2.236e-02
0.001842000;1.045e+00;7.888e-01;-7.141e-03;7.547e-01;-6.832e-03;1.045e+00;7.099e-01;-6.427e-03;1.000e+01;8.335e-01;1.045e+00;6.104e-01;-2.588e-02
0.001942000;1.045e+00;7.866e-01;-7.359e-03;7.525e-01;-7.040e-03;1.045e+00;7.079e-01;-6.623e-03;1.000e+01;8.335e-01;1.045e+00;6.211e-01;-2.706e-02
0.002141000;1.045e+00;7.823e-01;-7.732e-03;7.483e-01;-7.396e-03;1.045e+00;7.041e-01;-6.959e-03;1.000e+01;8.335e-01;1.045e+00;6.418e-01;-2.941e-02
0.002241000;1.046e+00;7.803e-01;-7.888e-03;7.463e-01;-7.544e-03;1.046e+00;7.023e-01;-7.099e-03;1.000e+01;8.335e-01;1.045e+00;6.517e-01;-3.056e-02
0.002840000;1.046e+00;7.696e-01;-8.397e-03;7.357e-01;-8.026e-03;1.046e+00;6.927e-01;-7.557e-03;1.000e+01;8.335e-01;1.045e+00;7.042e-01;-3.676e-02
0.002939000;1.046e+00;7.681e-01;-8.416e-03;7.341e-01;-8.043e-03;1.046e+00;6.913e-01;-7.574e-03;1.000e+01;8.335e-01;1.045e+00;7.118e-01;-3.764e-02
