time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine_GEN_MagnitudeControlledByAVRPu;StepUp_Xfmr_XFMR_Tap;Wind_Turbine_GEN_AVRSetpointPu;Wind_Turbine_GEN_NetworkFrequencyPu;NetworkFrequencyPu
0.000000000;1.044e+00;8.333e-01;-1.916e-07;7.979e-01;-1.834e-07;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.000001000;1.044e+00;8.333e-01;-1.916e-07;7.979e-01;-1.834e-07;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.000002000;1.044e+00;8.333e-01;-1.916e-07;7.979e-01;-1.834e-07;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.000004000;1.044e+00;8.333e-01;-1.916e-07;7.979e-01;-1.834e-07;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.000008000;1.044e+00;8.333e-01;-1.916e-07;7.979e-01;-1.834e-07;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.000016000;1.044e+00;8.333e-01;-1.916e-07;7.979e-01;-1.834e-07;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.000032000;1.044e+00;8.333e-01;-4.055e-07;7.979e-01;-3.882e-07;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.000064000;1.044e+00;8.333e-01;-4.055e-07;7.979e-01;-3.882e-07;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.000128000;1.044e+00;8.333e-01;-1.764e-06;7.979e-01;-1.689e-06;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.000256000;1.044e+00;8.333e-01;-2.549e-06;7.979e-01;-2.440e-06;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.000512000;1.044e+00;8.333e-01;-7.761e-06;7.978e-01;-7.431e-06;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.001024000;1.044e+00;8.331e-01;-3.025e-05;7.977e-01;-2.896e-05;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.002048000;1.044e+00;8.325e-01;-1.174e-04;7.970e-01;-1.124e-04;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.003072000;1.044e+00;8.313e-01;-2.530e-04;7.959e-01;-2.422e-04;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.005120000;1.045e+00;8.276e-01;-6.141e-04;7.923e-01;-5.879e-04;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.007168000;1.045e+00;8.225e-01;-1.029e-03;7.873e-01;-9.848e-04;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.009216000;1.045e+00;8.164e-01;-1.421e-03;7.814e-01;-1.360e-03;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.011264000;1.045e+00;8.099e-01;-1.729e-03;7.750e-01;-1.654e-03;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.013312000;1.045e+00;8.035e-01;-1.918e-03;7.686e-01;-1.835e-03;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.015360000;1.046e+00;7.973e-01;-1.977e-03;7.625e-01;-1.891e-03;1.051e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.017408000;1.046e+00;7.916e-01;-1.915e-03;7.569e-01;-1.831e-03;1.052e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.019456000;1.046e+00;7.864e-01;-1.745e-03;7.517e-01;-1.668e-03;1.052e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
0.021504000;1.046e+00;7.818e-01;-1.494e-03;7.471e-01;-1.428e-03;1.052e+00;1.000e+01;1.051e+00;1.000e+00;1.000e+00
