time;BusPDR_BUS_Voltage;BusPDR_BUS_ActivePower;BusPDR_BUS_ReactivePower;BusPDR_BUS_ActiveCurrent;BusPDR_BUS_ReactiveCurrent;Wind_Turbine1_GEN_MagnitudeControlledByAVRPu;Wind_Turbine2_GEN_MagnitudeControlledByAVRPu;Wind_Turbine1_GEN_UPuInjTerminal;Wind_Turbine1_GEN_IpInjTerminal;Wind_Turbine1_GEN_IqInjTerminal;Wind_Turbine2_GEN_UPuInjTerminal;Wind_Turbine2_GEN_IpInjTerminal;Wind_Turbine2_GEN_IqInjTerminal;Measurements_BUS_Voltage;Measurements_BUS_ActivePower;Measurements_BUS_ReactivePower;Wind_Turbine1_GEN_ActivePowerSetpointPu;Wind_Turbine1_GEN_ReactivePowerSetpointPu;Wind_Turbine1_GEN_VoltageSetpointPu;Wind_Turbine1_GEN_NetworkFrequencyPu;Wind_Turbine2_GEN_ActivePowerSetpointPu;Wind_Turbine2_GEN_ReactivePowerSetpointPu;Wind_Turbine2_GEN_VoltageSetpointPu;Wind_Turbine2_GEN_NetworkFrequencyPu;NetworkFrequencyPu
21.781840000;1.250e+00;4.164e-01;-5.934e-01;3.331e-01;-4.748e-01;8.939e-01;8.939e-01;1.216e+00;1.761e-01;-2.310e-01;1.216e+00;1.761e-01;-2.310e-01;1.250e+00;7.496e-01;-1.068e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.782840000;1.250e+00;4.164e-01;-5.935e-01;3.331e-01;-4.748e-01;8.939e-01;8.939e-01;1.216e+00;1.761e-01;-2.310e-01;1.216e+00;1.761e-01;-2.310e-01;1.250e+00;7.496e-01;-1.068e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.783840000;1.250e+00;4.164e-01;-5.936e-01;3.331e-01;-4.749e-01;8.938e-01;8.938e-01;1.216e+00;1.761e-01;-2.310e-01;1.216e+00;1.761e-01;-2.310e-01;1.250e+00;7.496e-01;-1.069e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.784840000;1.250e+00;4.164e-01;-5.937e-01;3.331e-01;-4.750e-01;8.938e-01;8.938e-01;1.216e+00;1.761e-01;-2.311e-01;1.216e+00;1.761e-01;-2.311e-01;1.250e+00;7.496e-01;-1.069e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.785840000;1.250e+00;4.164e-01;-5.938e-01;3.331e-01;-4.751e-01;8.937e-01;8.937e-01;1.216e+00;1.761e-01;-2.311e-01;1.216e+00;1.761e-01;-2.311e-01;1.250e+00;7.496e-01;-1.069e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.786840000;1.250e+00;4.164e-01;-5.939e-01;3.331e-01;-4.751e-01;8.937e-01;8.937e-01;1.216e+00;1.761e-01;-2.311e-01;1.216e+00;1.761e-01;-2.311e-01;1.250e+00;7.496e-01;-1.069e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.787840000;1.250e+00;4.164e-01;-5.940e-01;3.331e-01;-4.752e-01;8.936e-01;8.936e-01;1.216e+00;1.761e-01;-2.312e-01;1.216e+00;1.761e-01;-2.312e-01;1.250e+00;7.496e-01;-1.069e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.788840000;1.250e+00;4.164e-01;-5.941e-01;3.331e-01;-4.753e-01;8.935e-01;8.935e-01;1.216e+00;1.761e-01;-2.312e-01;1.216e+00;1.761e-01;-2.312e-01;1.250e+00;7.496e-01;-1.069e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.789840000;1.250e+00;4.164e-01;-5.942e-01;3.331e-01;-4.754e-01;8.935e-01;8.935e-01;1.216e+00;1.761e-01;-2.313e-01;1.216e+00;1.761e-01;-2.313e-01;1.250e+00;7.496e-01;-1.070e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.790840000;1.250e+00;4.164e-01;-5.943e-01;3.331e-01;-4.754e-01;8.934e-01;8.934e-01;1.216e+00;1.761e-01;-2.313e-01;1.216e+00;1.761e-01;-2.313e-01;1.250e+00;7.496e-01;-1.070e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.791840000;1.250e+00;4.164e-01;-5.944e-01;3.331e-01;-4.755e-01;8.934e-01;8.934e-01;1.216e+00;1.761e-01;-2.313e-01;1.216e+00;1.761e-01;-2.313e-01;1.250e+00;7.496e-01;-1.070e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.792840000;1.250e+00;4.164e-01;-5.945e-01;3.331e-01;-4.756e-01;8.933e-01;8.933e-01;1.216e+00;1.761e-01;-2.314e-01;1.216e+00;1.761e-01;-2.314e-01;1.250e+00;7.496e-01;-1.070e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.793840000;1.250e+00;4.164e-01;-5.946e-01;3.331e-01;-4.757e-01;8.933e-01;8.933e-01;1.216e+00;1.761e-01;-2.314e-01;1.216e+00;1.761e-01;-2.314e-01;1.250e+00;7.496e-01;-1.070e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.794840000;1.250e+00;4.164e-01;-5.947e-01;3.331e-01;-4.757e-01;8.932e-01;8.932e-01;1.216e+00;1.761e-01;-2.314e-01;1.216e+00;1.761e-01;-2.314e-01;1.250e+00;7.496e-01;-1.070e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.795840000;1.250e+00;4.164e-01;-5.948e-01;3.331e-01;-4.758e-01;8.931e-01;8.931e-01;1.216e+00;1.761e-01;-2.315e-01;1.216e+00;1.761e-01;-2.315e-01;1.250e+00;7.496e-01;-1.071e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.796840000;1.250e+00;4.164e-01;-5.949e-01;3.331e-01;-4.759e-01;8.931e-01;8.931e-01;1.216e+00;1.762e-01;-2.315e-01;1.216e+00;1.762e-01;-2.315e-01;1.250e+00;7.496e-01;-1.071e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.797840000;1.250e+00;4.164e-01;-5.949e-01;3.331e-01;-4.760e-01;8.930e-01;8.930e-01;1.216e+00;1.762e-01;-2.316e-01;1.216e+00;1.762e-01;-2.316e-01;1.250e+00;7.496e-01;-1.071e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.798840000;1.250e+00;4.164e-01;-5.950e-01;3.331e-01;-4.760e-01;8.930e-01;8.930e-01;1.216e+00;1.762e-01;-2.316e-01;1.216e+00;1.762e-01;-2.316e-01;1.250e+00;7.496e-01;-1.071e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.799840000;1.250e+00;4.164e-01;-5.951e-01;3.331e-01;-4.761e-01;8.929e-01;8.929e-01;1.216e+00;1.762e-01;-2.316e-01;1.216e+00;1.762e-01;-2.316e-01;1.250e+00;7.496e-01;-1.071e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.800840000;1.250e+00;4.164e-01;-5.952e-01;3.332e-01;-4.762e-01;8.929e-01;8.929e-01;1.216e+00;1.762e-01;-2.317e-01;1.216e+00;1.762e-01;-2.317e-01;1.250e+00;7.496e-01;-1.071e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.801840000;1.250e+00;4.164e-01;-5.953e-01;3.332e-01;-4.763e-01;8.928e-01;8.928e-01;1.216e+00;1.762e-01;-2.317e-01;1.216e+00;1.762e-01;-2.317e-01;1.250e+00;7.496e-01;-1.072e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.802840000;1.250e+00;4.164e-01;-5.954e-01;3.332e-01;-4.763e-01;8.927e-01;8.927e-01;1.216e+00;1.762e-01;-2.317e-01;1.216e+00;1.762e-01;-2.317e-01;1.250e+00;7.496e-01;-1.072e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.803840000;1.250e+00;4.164e-01;-5.955e-01;3.332e-01;-4.764e-01;8.927e-01;8.927e-01;1.216e+00;1.762e-01;-2.318e-01;1.216e+00;1.762e-01;-2.318e-01;1.250e+00;7.496e-01;-1.072e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.804840000;1.250e+00;4.164e-01;-5.956e-01;3.332e-01;-4.765e-01;8.926e-01;8.926e-01;1.216e+00;1.762e-01;-2.318e-01;1.216e+00;1.762e-01;-2.318e-01;1.250e+00;7.496e-01;-1.072e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.805840000;1.250e+00;4.164e-01;-5.957e-01;3.332e-01;-4.766e-01;8.926e-01;8.926e-01;1.216e+00;1.762e-01;-2.319e-01;1.216e+00;1.762e-01;-2.319e-01;1.250e+00;7.496e-01;-1.072e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.806840000;1.250e+00;4.164e-01;-5.958e-01;3.332e-01;-4.766e-01;8.925e-01;8.925e-01;1.216e+00;1.762e-01;-2.319e-01;1.216e+00;1.762e-01;-2.319e-01;1.250e+00;7.496e-01;-1.072e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.807840000;1.250e+00;4.164e-01;-5.959e-01;3.332e-01;-4.767e-01;8.925e-01;8.925e-01;1.216e+00;1.762e-01;-2.319e-01;1.216e+00;1.762e-01;-2.319e-01;1.250e+00;7.496e-01;-1.073e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.808840000;1.250e+00;4.164e-01;-5.960e-01;3.332e-01;-4.768e-01;8.924e-01;8.924e-01;1.216e+00;1.762e-01;-2.320e-01;1.216e+00;1.762e-01;-2.320e-01;1.250e+00;7.496e-01;-1.073e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.809840000;1.250e+00;4.164e-01;-5.961e-01;3.332e-01;-4.769e-01;8.924e-01;8.924e-01;1.216e+00;1.762e-01;-2.320e-01;1.216e+00;1.762e-01;-2.320e-01;1.250e+00;7.496e-01;-1.073e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.810840000;1.250e+00;4.164e-01;-5.962e-01;3.332e-01;-4.769e-01;8.923e-01;8.923e-01;1.216e+00;1.762e-01;-2.320e-01;1.216e+00;1.762e-01;-2.320e-01;1.250e+00;7.496e-01;-1.073e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.811840000;1.250e+00;4.164e-01;-5.963e-01;3.332e-01;-4.770e-01;8.922e-01;8.922e-01;1.216e+00;1.762e-01;-2.321e-01;1.216e+00;1.762e-01;-2.321e-01;1.250e+00;7.496e-01;-1.073e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.812840000;1.250e+00;4.164e-01;-5.964e-01;3.332e-01;-4.771e-01;8.922e-01;8.922e-01;1.216e+00;1.762e-01;-2.321e-01;1.216e+00;1.762e-01;-2.321e-01;1.250e+00;7.496e-01;-1.073e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.813840000;1.250e+00;4.164e-01;-5.965e-01;3.332e-01;-4.772e-01;8.921e-01;8.921e-01;1.216e+00;1.762e-01;-2.322e-01;1.216e+00;1.762e-01;-2.322e-01;1.250e+00;7.496e-01;-1.074e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.814840000;1.250e+00;4.164e-01;-5.965e-01;3.332e-01;-4.772e-01;8.921e-01;8.921e-01;1.216e+00;1.762e-01;-2.322e-01;1.216e+00;1.762e-01;-2.322e-01;1.250e+00;7.496e-01;-1.074e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.815840000;1.250e+00;4.164e-01;-5.966e-01;3.332e-01;-4.773e-01;8.920e-01;8.920e-01;1.216e+00;1.762e-01;-2.322e-01;1.216e+00;1.762e-01;-2.322e-01;1.250e+00;7.496e-01;-1.074e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.816840000;1.250e+00;4.164e-01;-5.967e-01;3.332e-01;-4.774e-01;8.920e-01;8.920e-01;1.216e+00;1.762e-01;-2.323e-01;1.216e+00;1.762e-01;-2.323e-01;1.250e+00;7.496e-01;-1.074e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.817840000;1.250e+00;4.164e-01;-5.968e-01;3.332e-01;-4.775e-01;8.919e-01;8.919e-01;1.216e+00;1.762e-01;-2.323e-01;1.216e+00;1.762e-01;-2.323e-01;1.250e+00;7.496e-01;-1.074e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.818840000;1.250e+00;4.164e-01;-5.969e-01;3.332e-01;-4.775e-01;8.918e-01;8.918e-01;1.216e+00;1.762e-01;-2.323e-01;1.216e+00;1.762e-01;-2.323e-01;1.250e+00;7.496e-01;-1.074e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.819840000;1.250e+00;4.164e-01;-5.970e-01;3.332e-01;-4.776e-01;8.918e-01;8.918e-01;1.216e+00;1.762e-01;-2.324e-01;1.216e+00;1.762e-01;-2.324e-01;1.250e+00;7.496e-01;-1.075e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.820840000;1.250e+00;4.164e-01;-5.971e-01;3.332e-01;-4.777e-01;8.917e-01;8.917e-01;1.216e+00;1.762e-01;-2.324e-01;1.216e+00;1.762e-01;-2.324e-01;1.250e+00;7.496e-01;-1.075e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.821840000;1.250e+00;4.164e-01;-5.972e-01;3.332e-01;-4.778e-01;8.917e-01;8.917e-01;1.215e+00;1.762e-01;-2.325e-01;1.215e+00;1.762e-01;-2.325e-01;1.250e+00;7.496e-01;-1.075e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.822840000;1.250e+00;4.164e-01;-5.973e-01;3.332e-01;-4.778e-01;8.916e-01;8.916e-01;1.215e+00;1.762e-01;-2.325e-01;1.215e+00;1.762e-01;-2.325e-01;1.250e+00;7.496e-01;-1.075e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.823840000;1.250e+00;4.164e-01;-5.974e-01;3.332e-01;-4.779e-01;8.916e-01;8.916e-01;1.215e+00;1.762e-01;-2.325e-01;1.215e+00;1.762e-01;-2.325e-01;1.250e+00;7.496e-01;-1.075e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.824840000;1.250e+00;4.164e-01;-5.975e-01;3.332e-01;-4.780e-01;8.915e-01;8.915e-01;1.215e+00;1.762e-01;-2.326e-01;1.215e+00;1.762e-01;-2.326e-01;1.250e+00;7.496e-01;-1.075e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.825840000;1.250e+00;4.164e-01;-5.976e-01;3.332e-01;-4.781e-01;8.915e-01;8.915e-01;1.215e+00;1.762e-01;-2.326e-01;1.215e+00;1.762e-01;-2.326e-01;1.250e+00;7.496e-01;-1.076e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.826840000;1.250e+00;4.164e-01;-5.977e-01;3.332e-01;-4.781e-01;8.914e-01;8.914e-01;1.215e+00;1.762e-01;-2.326e-01;1.215e+00;1.762e-01;-2.326e-01;1.250e+00;7.496e-01;-1.076e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.827840000;1.250e+00;4.164e-01;-5.978e-01;3.332e-01;-4.782e-01;8.913e-01;8.913e-01;1.215e+00;1.762e-01;-2.327e-01;1.215e+00;1.762e-01;-2.327e-01;1.250e+00;7.496e-01;-1.076e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.828840000;1.250e+00;4.164e-01;-5.979e-01;3.332e-01;-4.783e-01;8.913e-01;8.913e-01;1.215e+00;1.762e-01;-2.327e-01;1.215e+00;1.762e-01;-2.327e-01;1.250e+00;7.496e-01;-1.076e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.829840000;1.250e+00;4.164e-01;-5.980e-01;3.332e-01;-4.784e-01;8.912e-01;8.912e-01;1.215e+00;1.762e-01;-2.328e-01;1.215e+00;1.762e-01;-2.328e-01;1.250e+00;7.496e-01;-1.076e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.830840000;1.250e+00;4.164e-01;-5.980e-01;3.332e-01;-4.784e-01;8.912e-01;8.912e-01;1.215e+00;1.762e-01;-2.328e-01;1.215e+00;1.762e-01;-2.328e-01;1.250e+00;7.496e-01;-1.076e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.831840000;1.250e+00;4.164e-01;-5.981e-01;3.332e-01;-4.785e-01;8.911e-01;8.911e-01;1.215e+00;1.762e-01;-2.328e-01;1.215e+00;1.762e-01;-2.328e-01;1.250e+00;7.496e-01;-1.077e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.832840000;1.250e+00;4.164e-01;-5.982e-01;3.332e-01;-4.786e-01;8.911e-01;8.911e-01;1.215e+00;1.762e-01;-2.329e-01;1.215e+00;1.762e-01;-2.329e-01;1.250e+00;7.496e-01;-1.077e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.833840000;1.250e+00;4.164e-01;-5.983e-01;3.332e-01;-4.787e-01;8.910e-01;8.910e-01;1.215e+00;1.762e-01;-2.329e-01;1.215e+00;1.762e-01;-2.329e-01;1.250e+00;7.496e-01;-1.077e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.834840000;1.250e+00;4.164e-01;-5.984e-01;3.332e-01;-4.787e-01;8.909e-01;8.909e-01;1.215e+00;1.762e-01;-2.329e-01;1.215e+00;1.762e-01;-2.329e-01;1.250e+00;7.496e-01;-1.077e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.835840000;1.250e+00;4.164e-01;-5.985e-01;3.332e-01;-4.788e-01;8.909e-01;8.909e-01;1.215e+00;1.762e-01;-2.330e-01;1.215e+00;1.762e-01;-2.330e-01;1.250e+00;7.496e-01;-1.077e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.836840000;1.250e+00;4.164e-01;-5.986e-01;3.332e-01;-4.789e-01;8.908e-01;8.908e-01;1.215e+00;1.762e-01;-2.330e-01;1.215e+00;1.762e-01;-2.330e-01;1.250e+00;7.496e-01;-1.077e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.837840000;1.250e+00;4.164e-01;-5.987e-01;3.332e-01;-4.790e-01;8.908e-01;8.908e-01;1.215e+00;1.762e-01;-2.331e-01;1.215e+00;1.762e-01;-2.331e-01;1.250e+00;7.496e-01;-1.078e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.838840000;1.250e+00;4.164e-01;-5.988e-01;3.332e-01;-4.790e-01;8.907e-01;8.907e-01;1.215e+00;1.762e-01;-2.331e-01;1.215e+00;1.762e-01;-2.331e-01;1.250e+00;7.496e-01;-1.078e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.839840000;1.250e+00;4.164e-01;-5.989e-01;3.332e-01;-4.791e-01;8.907e-01;8.907e-01;1.215e+00;1.762e-01;-2.331e-01;1.215e+00;1.762e-01;-2.331e-01;1.250e+00;7.496e-01;-1.078e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.840840000;1.250e+00;4.164e-01;-5.990e-01;3.332e-01;-4.792e-01;8.906e-01;8.906e-01;1.215e+00;1.762e-01;-2.332e-01;1.215e+00;1.762e-01;-2.332e-01;1.250e+00;7.496e-01;-1.078e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.841840000;1.250e+00;4.164e-01;-5.991e-01;3.332e-01;-4.793e-01;8.906e-01;8.906e-01;1.215e+00;1.762e-01;-2.332e-01;1.215e+00;1.762e-01;-2.332e-01;1.250e+00;7.496e-01;-1.078e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.842840000;1.250e+00;4.164e-01;-5.992e-01;3.332e-01;-4.793e-01;8.905e-01;8.905e-01;1.215e+00;1.762e-01;-2.332e-01;1.215e+00;1.762e-01;-2.332e-01;1.250e+00;7.496e-01;-1.079e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.843840000;1.250e+00;4.164e-01;-5.993e-01;3.332e-01;-4.794e-01;8.904e-01;8.904e-01;1.215e+00;1.762e-01;-2.333e-01;1.215e+00;1.762e-01;-2.333e-01;1.250e+00;7.496e-01;-1.079e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.844840000;1.250e+00;4.164e-01;-5.994e-01;3.332e-01;-4.795e-01;8.904e-01;8.904e-01;1.215e+00;1.762e-01;-2.333e-01;1.215e+00;1.762e-01;-2.333e-01;1.250e+00;7.496e-01;-1.079e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.845840000;1.250e+00;4.165e-01;-5.995e-01;3.332e-01;-4.796e-01;8.903e-01;8.903e-01;1.215e+00;1.762e-01;-2.333e-01;1.215e+00;1.762e-01;-2.333e-01;1.250e+00;7.496e-01;-1.079e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.846840000;1.250e+00;4.165e-01;-5.995e-01;3.332e-01;-4.796e-01;8.903e-01;8.903e-01;1.215e+00;1.762e-01;-2.334e-01;1.215e+00;1.762e-01;-2.334e-01;1.250e+00;7.496e-01;-1.079e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.847840000;1.250e+00;4.165e-01;-5.996e-01;3.332e-01;-4.797e-01;8.902e-01;8.902e-01;1.215e+00;1.762e-01;-2.334e-01;1.215e+00;1.762e-01;-2.334e-01;1.250e+00;7.496e-01;-1.079e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.848840000;1.250e+00;4.165e-01;-5.997e-01;3.332e-01;-4.798e-01;8.902e-01;8.902e-01;1.215e+00;1.762e-01;-2.335e-01;1.215e+00;1.762e-01;-2.335e-01;1.250e+00;7.496e-01;-1.080e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.849840000;1.250e+00;4.165e-01;-5.998e-01;3.332e-01;-4.799e-01;8.901e-01;8.901e-01;1.215e+00;1.762e-01;-2.335e-01;1.215e+00;1.762e-01;-2.335e-01;1.250e+00;7.496e-01;-1.080e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.850840000;1.250e+00;4.165e-01;-5.999e-01;3.332e-01;-4.799e-01;8.900e-01;8.900e-01;1.215e+00;1.762e-01;-2.335e-01;1.215e+00;1.762e-01;-2.335e-01;1.250e+00;7.496e-01;-1.080e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
21.851840000;1.250e+00;4.165e-01;-6.000e-01;3.332e-01;-4.800e-01;8.900e-01;8.900e-01;1.215e+00;1.762e-01;-2.336e-01;1.215e+00;1.762e-01;-2.336e-01;1.250e+00;7.496e-01;-1.080e+00;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;8.333e-01;-4.444e-01;9.111e-01;5.000e+01;5.000e+01
